   PADA MARKERS	PADAH MARKERS
   trikoṇaṃ tat-puraṃ vahner % adho-meḍhrāt pratiṣṭhitam // GorS(2)_20	tri-koNam tat--puram vahneH % aDo-meXrAt pratizWitam // GorS(2)_20
   yat samādhau paraṃ jyotir $ anantaṃ viśvato-mukham &	yat samADO param jyotiH $ anantam viSvato-muKam &
   tasmin dṛṣṭe mahā-yoge % yātāyātaṃ na vidyate // GorS(2)_21 //	tasmin dRzwe mahA-yoge % yAtAyAtam na vidyate // GorS(2)_21 //
   sva-śabdena bhavet prāṇaḥ $ svādhiṣṭhānaṃ tad-āśrayaḥ &	sva--Sabdena Bavet prANaH $ svADizWAnam tat--ASrayaH &
   svādhiṣṭhānāt padād asmān % meḍhram evābhidhīyate // GorS(2)_22 (=1|14) //	sva-aDizWAnAt padAt asmAn % meXram eva-aBiDIyate // GorS(2)_22 (=1|14) //
   tantunā maṇivat proto $ yatra kandaḥ suṣumṇayā &	tantunA maNi-vat protaH $ yatra kandaH suzumNayA &
   tan-nābhi-maṇḍalaṃ cakraṃ % procyate maṇi-pūrakam // GorS(2)_23 (=1|15) //	tan--nABi--maNxalam cakram % procyate maNi-pUrakam // GorS(2)_23 (=1|15) //
   dvādaśāre mahā-cakre $ puṇya-pāpa-vivarjite &	dvAdaSa-are mahA--cakre $ puNya--pApa--vivarjite &
   tāvaj jīvo bhramaty eva % yāvat tattvaṃ na vindati // GorS(2)_24 //	tAvat jIvaH Bramati eva % yAvat tattvam na vindati // GorS(2)_24 //
   ūrdhvaṃ meḍhrād adho nābheḥ $ kanda-yoniḥ khagāṇḍavat &	UrDvam meXrAt aDas nABeH $ kanda-yoniH Kaga-aNxa-vat &
   tatra nāḍyaḥ samutpannāḥ % sahasrāṇāṃ dvisaptatiḥ // GorS(2)_25 (=1|16) //	tatra nAxyaH samutpannAH % sahasrANAm dvisaptatiH // GorS(2)_25 (=1|16) //
   teṣu nāḍi-sahasreṣu $ dvisaptatir udāhṛtāḥ &	tezu nAxi--sahasrezu $ dvisaptatiH udAhRtAH &
   pradhānaṃ prāṇa-vāhinyo % bhūyas tatra daśa smṛtāḥ // GorS(2)_26 (=1|17)	praDAnam prANa--vAhinyaH % BUyas tatra daSa smRtAH // GorS(2)_26 (=1|17)
   iḍā ca piṅgalā caiva $ suṣumṇā ca tṛtīyakā &	ixA ca piFgalA ca-eva $ suzumNA ca tRtIyakAH &
   gāndhārī hasti-jihvā ca % pūṣā caiva yaśasvinī // GorS(2)_27 (=1|18) //	gAnDArI hasti-jihvA ca % pUzA ca-eva yaSasvinI // GorS(2)_27 (=1|18) //
   alambuṣā kuhūś caiva $ śaṅkhinī daśamī smṛtā &	alambuzA kuhUH ca-eva $ SaFKinI daSamI smRtA &
   etan nāḍi-mayaṃ cakraṃ % jñātavyaṃ yogibhiḥ sadā // GorS(2)_28 (=1|19) //	etat nAxi-mayam cakram % jQAtavyam yogiBiH sadA // GorS(2)_28 (=1|19) //
   iḍā vāme sthitā bhāge $ piṅgalā dakṣiṇe tathā &	ixA vAme sTitAH BAge $ piFgalAH dakziNe taTA &
   suṣumṇā madhya-deśe tu % gāndhārī vāma-cakṣuṣi // GorS(2)_29 (=1|20) //	suzumNA maDya--deSe tu % gAnDArI vAma-cakzuzi // GorS(2)_29 (=1|20) //
   dakṣiṇe hasti-jihvā ca $ pūṣā karṇe ca dakṣiṇe &	dakziNe hasti-jihvA ca $ pUzA karNe ca dakziNe &
   yaśasvinī vāma-karṇe % cāsane vāpy alambuṣā // GorS(2)_30 (=1|21) //	yaSasvinI vAma-karNe % ca-Asane vA-api alambuzA // GorS(2)_30 (=1|21) //
   kuhūś ca liṅga-deśe tu $ mūla-sthāne ca śaṅkhinī &	kuhUH ca liFga-deSe tu $ mUla-sTAne ca SaFKinI &
   evaṃ dvāram upāśritya % tiṣṭhanti daśa-nāḍikāḥ // GorS(2)_31 (=1|22) //	evam dvAram upASritya % tizWanti daSa--nAxikAH // GorS(2)_31 (=1|22) //
   iḍā-piṅgalā-suṣumṇā ca $ tisro nāḍya udāhṛtāḥ &	ixA-piFgalA-suzumNA ca $ tisraH nAxyaH udAhRtAH &
   satataṃ prāṇa-vāhinyaḥ % soma-sūryāgni-devatāḥ // GorS(2)_32 (=1|23) //	satatam prANa-vAhinyaH % soma--sUrya-agni-devatAH // GorS(2)_32 (=1|23) //
   prāṇo'pānaḥ samānaś ca $ udāno vyānau ca vāyavaḥ &	prANaH-apAnaH samAnaH ca $ udAnaH vyAnO ca vAyavaH &
   nāgaḥ kūrmo'tha kṛkaro % devadatto dhanañjayaḥ // GorS(2)_33 (=1|24) //	nAgaH kUrmaH-aTa kRkaraH % devadattaH DanaQjayaH // GorS(2)_33 (=1|24) //
   hṛdi prāṇo vasen nityaṃ $ apāno guda-maṇḍale &	hRdi prANaH vaset nityam $ apAnaH guda--maNxale &
   samāno nābhi-deśe syād % udānaḥ kaṇṭha-madhyagaḥ // GorS(2)_34 //	samAnaH nABi-deSe syAt % udAnaH kaNWa--maDya-gaH // GorS(2)_34 //
   udgāre nāgākhyātaḥ $ kūrma unmīlane smṛtaḥ &	udgAre nAga-AKyAtaH $ kUrmaH unmIlane smRtaH &
   kṛkaraḥ kṣuta-kṛj jñeyo % devadatto vijṛmbhaṇe // GorS(2)_35 //	kRkaraH kzuta-kRt jQeyaH % devadattaH vijRmBaNe // GorS(2)_35 //
   na jahāti mṛtaṃ cāpi $ sarva-vyāpi dhanañjayaḥ &	na jahAti mRtam ca-api $ sarva--vyApi DanaQjayaH &
   ete sarvāsu nāḍīṣu % bhramante jīva-rūpiṇaḥ // GorS(2)_36 (=1|25) //	ete sarvAsu nAxIzu % Bramante jIva--rUpiNaH // GorS(2)_36 (=1|25) //
   ākṣipto bhuja-daṇḍena $ yathoccalati kandukaḥ &	AkziptaH Buja--daNxena $ yaTA-uccalati kandukaH &
   prāṇāpāna-samākṣiptas % tathā jīvo na tiṣṭhati // GorS(2)_38 (=1|27) //	prANa-apAna--samAkziptaH % taTA jIvaH na tizWati // GorS(2)_38 (=1|27) //
   prāṇāpāna-vaśo jīvo hy $ adhaś cordhvaṃ ca dhāvati &	prANa-apAna-vaSaH jIvaH hi $ aDas ca-UrDvam ca DAvati &
   vāma-dakṣiṇa-mārgeṇa % cañcalatvān na dṛśyate // GorS(2)_39 (=1|26) //	vAma-dakziNa--mArgeNa % caQcala-tvAt na dRSyate // GorS(2)_39 (=1|26) //
   rajju-baddho yathā $ śyeno gato'py ākṛṣyate(?) &	rajju--badDaH yaTA $ SyenaH gataH-api AkRzyate(?) &
   guṇa-baddhas tathā jīvaḥ % prāṇāpānena kṛṣyate // GorS(2)_40 (=1|28) //	guNa--badDaH taTA jIvaH % prANa-apAnena kRzyate // GorS(2)_40 (=1|28) //
   apānaḥ karṣati prāṇaḥ $ prāṇo'pānaṃ ca karṣati &	apAnaH karzati prANaH $ prANaH-apAnam ca karzati &
   ūrdhvādhaḥ saṃsthitāv etau % saṃyojayati yogavit // GorS(2)_41 (=1|29) //	UrDva-aDas saMsTitO etO % saMyojayati yoga-vid // GorS(2)_41 (=1|29) //
   ha-kāreṇa bahir yāti $ sa-kāreṇa viśet punaḥ &	ha-kAreNa bahis yAti $ sa-kAreNa viSet punar &
   haṃsa-haṃsety amuṃ mantraṃ % jīvo japati sarvadā // GorS(2)_42 //	haMsa-haMsa-iti amum mantram % jIvaH japati sarvadA // GorS(2)_42 //
   ṣaṭ-śatānitvaho-rātre $ sahasrāṇy eka-viṃśatiḥ &	zaw--SatAni-tva-ho--rAtre $ sahasrANi eka-viMSatiH &
   etat saṅkhyānvitaṃ mantra % jīvo japati sarvadā // GorS(2)_43 //	etat saFKyA-anvitam mantraH % jIvaH japati sarvadA // GorS(2)_43 //
   ajapā nāma gāyatrī $ yogināṃ mokṣa-dāyinī &	ajapA nAma gAyatrI $ yoginAm mokza--dAyinI &
   asyāḥ saṅkalpa-mātreṇa % sarva-pāpaiḥ pramucyate // GorS(2)_44 //	asyAH saFkalpa--mAtreNa % sarva-pApEH pramucyate // GorS(2)_44 //
   anayā sadṛśī vidyā $ anayā sadṛśo japaḥ &	anayA sadRSI vidyA $ anayA sadRSaH japaH &
   anayā sadṛśaṃ jñānaṃ % na bhūtaṃ na bhaviṣyati // GorS(2)_45 //	anayA sadRSam jQAnam % na BUtam na Bavizyati // GorS(2)_45 //
   kundalinyāḥ samudbhūtā $ gāyatrī prāṇa-dhāriṇī &	kundalinyAH samudBUtA $ gAyatrI prANa--DAriNI &
   prāṇa-vidyā mahā-vidyā % yas tāṃ vetti sa yogavit // GorS(2)_46 //	prANa-vidyA mahA--vidyA % yaH tAm vetti sa yoga-vid // GorS(2)_46 //
   kandordhvaṃ kuṇḍalī śaktir $ aṣṭadhā kuṇḍalākṛti &	kanda-UrDvam kuNxalI SaktiH $ azwaDA kuNxala-AkRti &
   brahma-dvāra-mukhaṃ nityaṃ % mukhenācchādya tiṣṭhati // GorS(2)_47 (=1|30)	brahma-dvAra--muKam nityam % muKena-AcCAdya tizWati // GorS(2)_47 (=1|30)
   yena dvāreṇa gantavyaṃ $ brahma-sthānam anāmayam &	yena dvAreNa gantavyam $ brahma-sTAnam anAmayam &
   mukhenācchādya tad-dvāraṃ % prasuptā parameśvarī // GorS(2)_48 //	muKena-AcCAdya tad--dvAram % prasuptA parameSvarI // GorS(2)_48 //
   prabuddhā vahni-yogena $ manasā mārutā hatā &	prabudDA vahni--yogena $ manasA mArutA hatA &
   sūcīvad guṇam ādāya % vrajaty ūrdhvaṃ suṣumṇayā // GorS(2)_49 (=1|31) //	sUcI-vat guNam AdAya % vrajati UrDvam suzumNayA // GorS(2)_49 (=1|31) //
   prasphurad-bhujagākārā $ padma-tantu-nibhā śubhā &	prasPurat--Bujaga-AkArA $ padma-tantu--niBA SuBA &
   prabuddhā vahni-yogena % vratya ūrdhvaṃ suṣumṇayā // GorS(2)_50 //	prabudDAH vahni--yogena % vratyaH UrDvam suzumNayA // GorS(2)_50 //
   udghaṭayet kapātaṃ tu $ yathā kuñcikayā haṭhāt &	udGawayet kapAtam tu $ yaTA kuQcikayA haWAt &
   kuṇḍalinyā tathā yogī % mokṣa-dvāraṃ prabhedayet // GorS(2)_51 //	kuNxalinyA taTA yogI % mokza-dvAram praBedayet // GorS(2)_51 //
   kṛtvā sampuṭitau karau dṛḍhataraṃ baddhvā tu padmāsanaṃ $ gāḍhaṃ vakṣasi	kRtvA sampuwitO karO dRXataram badDvA tu padmAsanam $ gAXam vakzasi
   sannidhāya cibukaṃ dhyātvā ca tat prekṣitam &	sanniDAya cibukam DyAtvA ca tat prekzitam &
   vāraṃ vāram apānam ūrdhvam anilaṃ proccārayet pūritaṃ % muñcan prāṇam	vAram vAram apAnam UrDvam anilam proccArayet pUritam % muQcan prANam
   upaiti bodham atulaṃ śakti-prabodhān naraḥ // GorS(2)_52 (=HYP 1.50) //	upEti boDam atulam Sakti-praboDAt naraH // GorS(2)_52 (=HYc 1.50) //
   aṅgānāṃ mardanaṃ kuryāc $ chrama-jātena vāriṇā &	aFgAnAm mardanam kuryAt $ Crama--jAtena vAriNA &
   kaṭv-amla-lavaṇa-tyāgī % kṣīra-bhojanam ācaret // GorS(2)_53 (=1|50) //	kawu--amla--lavaNa-tyAgI % kzIra-Bojanam Acaret // GorS(2)_53 (=1|50) //
   brahmacārī mitāhārī $ tyāgī yoga-parāyaṇaḥ &	brahmacArI mita-AhArI $ tyAgI yoga-parAyaNaH &
   abdād ūrdhvaṃ bhavet siddho % nātra kāryā vicāraṇā // GorS(2)_54 (=HYP	abdAt UrDvam Bavet sidDaH % na-atra kAryA vicAraNAH // GorS(2)_54 (=HYP
   susnigdhaṃ madhurāhāraṃ $ caturthāṃśa-vivarjitam &	su-snigDam maDura-AhAram $ caturTa-aMSa--vivarjitam &
   bhujyate sura-samprītyai % mitāhāraḥ sa ucyate // GorS(2)_55 (=HYP 1.60)	Bujyate sura--samprItyE % mita-AhAraH saH ucyate // GorS(2)_55 (=HYc 1.60)
   kandordhvaṃ kuṇḍalī śaktir $ aṣṭadhā kuṇḍalākṛtiḥ &	kanda-UrDvam kuNxalI SaktiH $ azwaDA kuNxala-AkRtiH &
   bandhanāya ca mūḍhānāṃ % yogināṃ mokṣadā smṛtā // GorS(2)_56 (=HYP 3.107)	banDanAya ca mUXAnAm % yoginAm mokza-dA smRtAH // GorS(2)_56 (=HYc 3.107)
   mahāmudrāṃ namo-mudrām $ uḍḍiyānaṃ jalandharam &	mahAmudrAm namaH--mudrAm $ uxxiyAnam jalanDaram &
   mūla-bandhaṃ ca yo vetti % sa yogī siddhi-bhājanam // GorS(2)_57 (=1|32)	mUla-banDam ca yaH vetti % sa yogI sidDi-BAjanam // GorS(2)_57 (=1|32)
   śodhanaṃ nāḍi-jālasya $ cālanaṃ candra-sūryayoḥ &	SoDanam nAxi-jAlasya $ cAlanam candra--sUryayoH &
   rasānāṃ śoṣaṇaṃ caiva % mahā-mudrābhidhīyate // GorS(2)_58 //	rasAnAm SozaNam ca-eva % mahA-mudrA-aBiDIyate // GorS(2)_58 //
   vakṣo-nyasta-hanur nipīḍya suciraṃ yoniṃ ca vāmāṅghriṇā $ hastābhyām	vakzo-nyasta-hanuH nipIxya su-ciram yonim ca vAma-aFGriNA $ hastAByAm
   avadhāritaṃ prasaritaṃ pādaṃ tathā dakṣiṇam &	avaDAritam prasaritam pAdam taTA dakziNam &
   āpūrya śvasanena kukṣi-yugalaṃ baddhvā śanai recayed % eṣā pātaka-nāśinī	ApUrya Svasanena kukzi--yugalam badDvA SanEs recayet % ezA pAtaka-nASinI
   sumahatī mudrā nṝṇāṃ procyate // GorS(2)_59 (=1|33) //	su-mahatI mudrA nLNAm procyate // GorS(2)_59 (=1|33) //
   candrāṅgena samabhyasya $ sūryāṅgenābhyaset punaḥ &	candra-aFgena samaByasya $ sUrya-aFgena-aByaset punar &
   yāvat tulyā bhavet saṅkhyā % tato mudrāṃ visarjayet // GorS(2)_60 (=HYP	yAvat tulyA Bavet saFKyA % tatas mudrAm visarjayet // GorS(2)_60 (=HYP
   na hi pathyam apathyaṃ vā $ rasāḥ sarve'pi nīrasāḥ &	na hi paTyam apaTyam vA $ rasAH sarve-api nIrasAH &
   api muktaṃ viṣaṃ ghoraṃ % pīyūṣam api jīryate // GorS(2)_61 (=HYP 3.16) //	api muktam vizam Goram % pIyUzam api jIryate // GorS(2)_61 (=HYc 3.16) //
   kṣaya-kuṣṭha-gudāvarta- $ gulmājīrṇa-purogamāḥ &	kzaya--kuzWa--gudAvarta $ gulma-ajIrNa--purogamAH &
   tasya doṣāḥ kṣayaṃ yānti % mahāmudrāṃ tu yo'bhyaset // GorS(2)_62 (=HYP	tasya dozAH kzayam yAnti % mahAmudrAm tu yaH-aByaset // GorS(2)_62 (=HYP
   kathiteyaṃ mahāmudrā $ mahā-siddhi-karā nṝṇām &	kaTitA-iyam mahAmudrA $ mahA--sidDi--karAH nLNAm &
   gopanīyā prayatnena % na deyā yasya kasyacit // GorS(2)_63 (=HYP 3.18) //	gopanIyA prayatnena % na deyA yasya kasyacid // GorS(2)_63 (=HYc 3.18) //
   kapāla-kuhare jihvā $ praviṣṭā viparītagā &	kapAla-kuhare jihvA $ pravizwA viparIta-gAH &
   bhruvor antargatā dṛṣṭir % mudrā bhavati khecarī // GorS(2)_64 (=1|34) //	BruvoH antargatA dRzwiH % mudrA Bavati KecarI // GorS(2)_64 (=1|34) //
   na rogo maraṇaṃ tandrā $ na nidrā na kṣudhā tṛṣā &	na rogaH maraNam tandrA $ na nidrA na kzuDA tRzA &
   na ca mūrcchā bhavet tasya % yo mudrāṃ vetti khecarīm // GorS(2)_65 (=HYP	na ca mUrcCA Bavet tasya % yaH mudrAm vetti KecarIm // GorS(2)_65 (=HYP
   pīḍyate na sa rogeṇa $ lipyate na ca karmaṇā &	pIxyate na sa rogeNa $ lipyate na ca karmaNA &
   bādhyate na sa kālena % yo mudrāṃ vetti khecarīm // GorS(2)_66 (=HYP 3.40)	bADyate na sa kAlena % yaH mudrAm vetti KecarIm // GorS(2)_66 (=HYc 3.40)
   cittaṃ carati khe yasmāj $ jihvā carati khe gatā &	cittam carati Ke yasmAt $ jihvA carati Ke gatAH &
   tenaiṣā khecarī nāma % mudrā siddhair nirūpitā // GorS(2)_67 (=HYP 3.41)	tena-ezA KecarI nAma % mudrA sidDEH nirUpitAH // GorS(2)_67 (=HYc 3.41)
   bindu-mūlaṃ śarīraṃ tu $ śirās tatra pratiṣṭhitāḥ &	bindu--mUlam SarIram tu $ SirAH tatra pratizWitAH &
   bhāvayanti śarīraṃ yā % āpāda-tala-mastakam // GorS(2)_68 //	BAvayanti SarIram yA % ApAda-tala--mastakam // GorS(2)_68 //
   khecaryā mudritaṃ yena $ vivaraṃ lambikordhvataḥ &	KecaryA mudritam yena $ vivaram lambikA-UrDvatas &
   na tasya kṣarate binduḥ % kāminyāliṅgitasya ca // GorS(2)_69 //	na tasya kzarate binduH % kAminI-AliFgitasya ca // GorS(2)_69 //
   yāvad binduḥ sthito dehe $ tāvat kāla-bhayaṃ kutaḥ &	yAvat binduH sTitaH dehe $ tAvat kAla-Bayam kutas &
   yāvad baddhā nabho-mudrā % tāvad bindur na gacchati // GorS(2)_70 //	yAvat badDA naBo-mudrA % tAvat binduH na gacCati // GorS(2)_70 //
   calito'pi yadā binduḥ $ samprāptaś ca hutāśanam &	calitaH-api yadA binduH $ samprAptaH ca hutASanam &
   vrajaty ūrdhvaṃ hṛtaḥ śaktyā % niruddho yoni-mudrayā // GorS(2)_71 (=HYP	vrajati UrDvam hRtaH SaktyA % nirudDaH yoni-mudrayA // GorS(2)_71 (=HYP
   sa punar dvividho binduḥ $ paṇḍuro lohitas tathā &	sa punar dviviDaH binduH $ paNxuraH lohitaH taTA &
   pāṇḍuraṃ śukram ity āhur % lohitaṃ tu mahārājaḥ // GorS(2)_72 //	pANxuram Sukram iti AhuH % lohitam tu mahA-rAjaH // GorS(2)_72 //
   sindūra-drava-saṅkāśaṃ $ ravi-sthāne sthitaṃ rajaḥ &	sindUra--drava--saFkASam $ ravi-sTAne sTitam rajaH &
   śaśi-sthāne sthito bindus % tayor aikyaṃ sudurlabham // GorS(2)_73 //	SaSi--sTAne sTitaH binduH % tayoH Ekyam su-durlaBam // GorS(2)_73 //
   binduḥ śivo rajaḥ śaktir $ bindum indū rajo raviḥ &	binduH SivaH rajaH SaktiH $ bindum induH rajaH raviH &
   ubhayoḥ saṅgamād eva % prāpyate paramaṃ padam // GorS(2)_74 //	uBayoH saFgamAt eva % prApyate paramam padam // GorS(2)_74 //
   vāyunā śakti-cāreṇa $ preritaṃ tu mahā-rajaḥ &	vAyunA Sakti-cAreNa $ preritam tu mahA-rajaH &
   bindunaiti sahaikatvaṃ % bhaved divyaṃ vapus tadā // GorS(2)_75 //	bindunA-eti saha-ekatvam % Bavet divyam vapuH tadA // GorS(2)_75 //
   śukraṃ candreṇa saṃyuktaṃ $ rajaḥ sūryeṇa saṃyutam &	Sukram candreNa saMyuktam $ rajaH sUryeNa saMyutam &
   tayoḥ samarasaikatvaṃ % yojānāti sa yogavit // GorS(2)_76 //	tayoH samarasa-eka-tvam % yojAnAti sa yoga-vid // GorS(2)_76 //
   uḍḍīnaṃ kurute yasmād $ aviśrāntaṃ mahā-khagaḥ &	uxxInam kurute yasmAt $ aviSrAntam mahA-KagaH &
   uḍḍīyānaṃ tad eva syāt % tava bandho'bhidhīyate // GorS(2)_77 (=HYP 3.56)	uxxIyAnam tat eva syAt % tava banDaH-aBiDIyate // GorS(2)_77 (=HYc 3.56)
   udarāt paścime bhāge hy $ adho nābher nigadyate &	udarAt paScime BAge hi $ aDas nABeH nigadyate &
   uḍḍīyanasya bandho'yaṃ % tatra bandho vidhīyate // GorS(2)_78 //	uxxIyanasya banDaH-ayam % tatra banDaH viDIyate // GorS(2)_78 //
