   PADA MARKERS	PADAH MARKERS
   bodhiṃ spṛśiṣyati jināna asaṅgabhūtāṃ % tasmāddhi nāma labhate ayu	boDim spRSizyati jinAna asaFga-BUtAm % tasmAt-hi nAma laBate ayu
   bodhisattvo // Rgs_1.16 //	boDisattvaH // RgH-_1.16 //
   mahasattva so 'tha kenocyati kāraṇena $ mahatāya atra ayu bheṣyati	mahasattva saH aTa kena-ucyati kAraNena $ mahatAya atra ayu Bezyati
   sattvarāśeḥ &	sattva-rASeH &
   dṛṣṭīgatāṃ mahati chindati sattvadhātoḥ % mahasattva tena hi pravucyati	dRzwI-gatAm mahati Cindati sattva-DAtoH % mahasattva tena hi pravucyati
   kāraṇena // Rgs_1.17 //	kAraNena // RgH-_1.17 //
   mahanāyako mahatabuddhi mahānubhāvo $ mahayāna uttamajināna samādhirūḍho &	mahanAyakaH mahata-budDi mahA-anuBAvaH $ mahayAnaH uttama-jinAna samADi-rUXaH &
   mahatā sanaddhu namuciṃ śaṭha dharṣayiṣye % mahasattva tena hi pravucyati	mahatA sanadDu namucim SaWa Darzayizye % mahasattva tena hi pravucyati
   kāraṇena // Rgs_1.18 //	kAraNena // RgH-_1.18 //
   māyākaro yatha catuṣpathi nirmiṇitvā $ mahato janasya bahu chindati	mAyA-karaH yaTa catuzpaTi nirmiNitvA $ mahataH janasya bahu Cindati
   śīrṣakoṭī &	SIrza-kowI &
   yatha te ca māya tatha jānati sarvasattvāṃ % nirmāṇu sarva jagato na ca	yaTa te ca mAya taTa jAnati sarva-sattvAm % nirmANu sarva jagataH na ca
   tasya trāso // Rgs_1.19 //	tasya trAsaH // RgH-_1.19 //
   rupaṃ ca saṃjña api vedana cetanā ca $ vijñāna bandhu na ca mukta	rupam ca saMjQa api vedana cetanA ca $ vijQAna banDu na ca mukta
   asaṅgabhūto &	asaFga-BUtaH &
   evaṃ ca bodhi kramate na ca līnacitto % saṃnā ha eṣa varapudgalauttamānām	evam ca boDi kramate na ca lIna-cittaH % saMnA ha eza vara-pudga-la-OttamAnAm
   // Rgs_1.20 //	// RgH-_1.20 //
   kiṃ kāraṇaṃ ayu pravucyati bodhiyāno $ yatrāruhitva sa nirvāpayi	kim kAraNam ayu pravucyati boDiyAnaH $ yatra-aruhitva sa nirvApayi
   sarvasattvān &	sarva-sattvAn &
   ākāśatulya ayu yāna mahāvimāno % sukhasaukhyakṣemabhiprāpaṇu yānaśreṣṭho	AkASa-tulya ayu yAna mahA-vimAnaH % suKa-sOKyakzemaBiprApaNu yAna-SrezWaH-
   // Rgs_1.21 //	// RgH-_1.21 //
   na ca labhyate ya vrajate diśa āruhitvā $ nirvāṇaokagamanaṃ gati	na ca laByate yaH vrajate diSaH AruhitvA $ nirvANaoka-gamanam gati
   nopalabdhiḥ &	na-upalabDiH &
   yatha agni nirvṛtu na tasya gatipracāro % so tena nirvṛti pravucyati	yaTaH agni nirvRtu na tasya gati-pracAraH % saH tena nirvRti pravucyati
   kāraṇena // Rgs_1.22 //	kAraNena // RgH-_1.22 //
   pūrvāntato na upalabhyati bodhisattvo $ aparāntato 'pi pratiupanna	pUrva-antataH naH upalaByati boDisattvaH $ apara-antataH api pratiupanna
   triyadhvaśuddho &	triyaDva-SudDaH &
   yo śuddha so anabhisaṃskṛtu niṣprapañco % eṣā sa prajñavarapāramitāya	yaH SudDa saH anaBisaMskRtu nizprapaQcaH % ezA sa prajQavara-pAramitAya
   caryā // Rgs_1.23 //	caryA // RgH-_1.23 //
   yasmiṃś ca kāli samaye vidu bodhisattvo $ evaṃ carantu anupādu	yasmin ca kAli samaye vidu boDisattvaH $ evam carantu anupAdu
   vicintayitvā &	vicintayitvA &
   mahatīṃ janeti karuṇāṃ na ca sattvasaṃjñā % eṣā sa prajñavarapāramitāya	mahatIm jana-iti karuNAm na ca sattva-saMjQA % ezA sa prajQavara-pAramitAya
   caryā // Rgs_1.24 //	caryA // RgH-_1.24 //
   saci sattvasaṃjña dukhasaṃjña upādayātī $ hariṣyāmi duḥkha jagatīṃ	saci sattva-saMjQa duKa-saMjQaH upAdayAtI $ harizyAmi duHKa jagatIm
   kariṣyāmi artham &	karizyAmi arTam &
   so ātmasa(ttva) parikalpaku bodhisattvo % na ca eṣa prajñavarapāramitāya	saH Atma-sa(ttva) parikalpaku boDisattvaH % na ca eza prajQavara-pAramitAya
   caryā // Rgs_1.25 //	caryA // RgH-_1.25 //
   yatha ātmanaṃ tatha prajānati sarvasattvāṃ $ yatha sarvasattva tatha	yaTaH Atmanam taTa prajAnati sarva-sattvAm $ yaTa sarva-sattva taTa
   prajānati sarvadharmān &	prajAnati sarva-DarmAn &
   anupādupādu ubhaye avikalpamāno % eṣā sa prajñavarapāramitāya caryā //	anupAd-upAdu uBaye avikalpamAnaH % ezA sa prajQavara-pAramitAya caryA //
   Rgs_1.26 //	RgH-_1.26 //
   yāvanti loki parikīrtita dharmanāma $ sarveṣupādasamatikramu nirgamitvā &	yAvanti loki parikIrtita Darma-nAma $ sarva-izu-pAda-samatikramu nirgamitvA &
   amṛtaṃ ti jñānu paramaṃ na tu yo pareṇa % ekārtha prajña ayu pāramiteti	amRtam ti jQAnu paramam na tu yaH pareNa % eka-arTa prajQa ayu pAramitA-iti
   nāmā // Rgs_1.27 //	nAmAH // RgH-_1.27 //
   evaṃ carantu na ca kāṅkṣati bodhisattvo $ jñātavya yo vihara te sa	evam carantu na ca kAFkzati boDisattvaH $ jQAtavyaH yaH vihara te sa
   upāyaprajño &	upAya-prajQaH &
   prakṛtīasanta parijānayamāna dharmāṃ % eṣā sa prajñavarapāramitāya caryā	prakRtIa-santa parijAnayamAna DarmAm % ezA sa prajQavara-pAramitAya caryA
   // Rgs_1.28 //	// RgH-_1.28 //
   bhagavatyāṃ ratnaguṇasaṃcayagāthāyāṃ sarvākārajñatācaryāparivarto nāma	BagavatyAm ratna-guNa-saMcaya-gATAyAm sarva-AkAra-jQa-tA-caryA-parivartaH nAma
   prathamaḥ //	praTamaH //
   rupasmi yo na sthihate na ca vedanāyāṃ $ saṃjñāya yo na sthihate na ca	rupasmi yaH na sTihate na ca vedanAyAm $ saMjQAya yaH na sTihate na ca
   cetanāyām &	cetanAyAm &
   vijñāni yo na sthihate sthitu dharmatāyāṃ % eṣā sa prajñavarapāramitāya	vijQAni yaH na sTihate sTitu Darma-tAyAm % ezA sa prajQavara-pAramitAya
   caryā // Rgs_2.1 //	caryA // RgH-_2.1 //
   nityamanityasukhaduḥkhaśubhāśubhaṃ ti $ ātmanyanātmi tathatā ta(tha)	nityam-anitya-suKa-duHKa-SuBa-aSuBam ti $ Atmani-anAtmi taTatA ta(Ta)
   śūnyatāyām &	SUnyatAyAm &
   phalaprāptitāya athito arahantabhūmau % pratyekabhūmiathito tatha	Pala-prAptitAya aTitaH arahanta-BUmO % pratyeka-BUmiaTitaH taTa
   buddhabhūmau // Rgs_2.2 //	budDa-BUmO // RgH-_2.2 //
   yatha nāyako 'sthitaku dhātuasaṃskṛtāyā $ tatha saṃskṛtāya athito	yaTa nAyakaH asTitaku DAtua-saMskRtAyAH $ taTa saMskRtAya aTitaH-
   aniketacārī &	aniketa-cArI &
   evaṃ ca sthānu athito sthita bodhisattvo % asthānu sthānu ayu sthānu	evam ca sTAnu aTitaH sTita boDisattvaH % asTa-anu sTAnu ayu sTAnu
   jinena ukto // Rgs_2.3 //	jinena uktaH // RgH-_2.3 //
   yo icchatī sugataśrāvaka haṃ bhaveyaṃ $ pratyekabuddha bhaviyāṃ tatha	yaH icCatI sugata-SrAvaka ham Baveyam $ pratyekabudDa BaviyAm taTa
   dharmarājo &	DarmarAjaH &
   imu kṣāntyanāgami na śakyati prāpuṇetuṃ % yatha ārapāragamanāya atītadarśī	imu kzAnti-anAgami na Sakyati prApuNetum % yaTaH Ara-pAra-gamanAya atIta-darSI
   // Rgs_2.4 //	// RgH-_2.4 //
   yo dharma bhāṣyati ya bhāṣyati bhāṣyamāṇāṃ $ phalaprāpta pratyayajino	yaH Darma BAzyati yaH BAzyati BAzyamANAm $ Pala-prApta pratyaya-jino
   tatha lokanātho &	taTa lokanATaH &
   nirvāṇato adhigato vidupaṇḍitehi % sarve ta ātmaja nidṛṣṭa tathāgatena //	nirvANataH aDigataH vidupaNxita-ihi % sarve te Atmaja nidRzwa taTAgatena //
   Rgs_2.5 //	RgH-_2.5 //
   catvāri pudgala ime na trasanti ye 'smin $ jinaputra satyakuśalo	catvAri pudgalaH ime na trasanti ye asmin $ jinaputra satya-kuSalaH-
   avivartiyaśca &	avivartiyaH-ca &
   arhaṃ vidhūtamalakleśa prahīṇakāṅkṣo % kalyāṇamitraparipācita yaścaturthaḥ	arham viDUta-mala-kleSa prahINa-kAFkzaH % kalyANa-mitra-paripAcita yaH-caturTaH
   // Rgs_2.6 //	// RgH-_2.6 //
   evaṃ carantu vidu paṇḍitu bodhisattvo $ nārhaṃmi śikṣati na	evam carantu vidu paNxitu boDisattvaH $ na-arhaMmi Sikzati na
   pratyayabuddhabhūmau &	pratyaya-budDa-BUmO &
   sarvajñatāya anuśikṣati buddhadharme % śikṣāaśikṣa na ya śikṣati eṣa śikṣā	sarvajQa-tAya anuSikzati budDa-Darme % SikzAa-Sikza na yaH Sikzati eza SikzA
   // Rgs_2.7 //	// RgH-_2.7 //
   na ca rupavṛddhiparihāṇiparigrahāye $ na ca śikṣati	na ca rupa-vRdDi-parihANi-parigrahAye $ na ca Sikzati
   vividhadharmaparigrahāye &	viviDa-Darma-parigrahAye &
   sarvajñatāṃ ca parigṛhṇati śikṣamāṇo % niryāyatī ya iya śikṣa guṇe ratānām	sarvajQa-tAm ca parigRhNati SikzamANaH % niryAyatI yaH iya Sikza guNe ratAnAm
   // Rgs_2.8 //	// RgH-_2.8 //
   rupe na prajña iti rupi na asti prajñā $ vijñāna saṃjña api vedana cetanā	rupe na prajQaH iti rupi na asti prajQA $ vijQAna saMjQa api vedana cetanA
   ca &	ca &
   na ca eti prajña iti teṣa na asti prajñā % ākāśadhātusama tasya na cāsti	na ca eti prajQaH iti teza na asti prajQA % AkASa-DAtu-sama tasya na ca-asti
   bhedaḥ // Rgs_2.9 //	BedaH // RgH-_2.9 //
   ārambaṇāna prakṛtī sa a(na)ntapārā $ sattvāna yā ca prakṛtī sa anantapārā	ArambaNAna prakRtI sa a(na)nta-pArA $ sattvAna yA ca prakRtI sa ananta-pArA
   ākāśadhātuprakṛtī sa anantapārā % prajñā pi lokavidunāṃ sa anantapārā //	AkASa-DAtu-prakRtI sa ananta-pArA % prajQA pi loka-vidunAm sa ananta-pArAH //
   Rgs_2.10 //	RgH-_2.10 //
   saṃjñeti nāma parikīrtitu nāyakena $ saṃjñāṃ vibhāviya prahāṇa vrajanti	saMjQA-iti nAma parikIrtitu nAyakena $ saMjQAm viBAviya prahANa vrajanti
   pāram &	pAram &
   ye atra saṃjñavigamaṃ anuprāpnuvanti % te pāraprāpta sthita pāramite hu	ye atra saMjQa-vigamam anuprApnuvanti % te pAra-prApta sTita pAramite hu
   bhonti // Rgs_2.11 //	Bonti // RgH-_2.11 //
   saci gaṅgavālukasamāni sthihitva kalpāṃ $ sattveti śabda parikīrtayi	saci gaFga-vAluka-samAni sTihitva kalpAm $ sattva-iti Sabda parikIrtayi
   nāyako 'yam &	nAyakaH ayam &
   sattvasyupādu kutu bheṣyati ādiśuddho % eṣā sa prajñavarapāramitāya caryā	sattvasi-upAdu kutu Bezyati Adi-SudDaH % ezA sa prajQavara-pAramitAya caryA
   // Rgs_2.12 //	// RgH-_2.12 //
   evaṃ jino bhaṇati apratikūlabhāṇī $ yadahaṃ imāya varapāramitāya āsī &	evam jinaH BaNati apratikUla-BANI $ yat-aham imAya vara-pAramitAya AsI &
   tada vyākṛto 'hu parāpuruṣottamena % buddho bhaviṣyasi anāgataadhvanasmin	tada vyAkRtaH ahu parApuruzottamena % budDaH Bavizyasi anAgataa-Dvanasmin
   // Rgs_2.13 //	// RgH-_2.13 //
   bhagavatyāṃ ratnaguṇasaṃcayagāthāyāṃ śakraparivarto nāma dvitīyaḥ //	BagavatyAm ratna-guNa-saMcaya-gATAyAm SakraparivartaH nAma dvitIyaH //
   ya imāṃ grahīṣyati paryāpuṇatī sa nityaṃ $ prajñāya pāramita yatra caranti	yaH imAm grahIzyati paryApuNatI sa nityam $ prajQAya pAramita yatra caranti
   nāthāḥ &	nATAH &
   viṣa vahni śastra udakaṃ na kramāti tasyo % otāru māru na ca vindati	viza vahni Sastre udakam na kramAti tasyaH % otAru mAru na ca vindati
   mārapakṣo // Rgs_3.1 //	mAra-pakzaH // RgH-_3.1 //
   parinirvṛtasya sugatasya kareyya stūpāṃ $ pūjeya saptaratanāmayu kaścideva	parinirvRtasya sugatasya kareyya stUpAm $ pUjeya saptarata-nAmayu kaScid-eva
   tehi prapūrṇa siya kṣetrasahasrakoṭyo % yatha gaṅgavālikasamaiḥ sugatasya	tehi prapUrNa siya kzetra-sahasra-kowyaH % yaTa gaFgavAlika-samEH sugatasya
   stūpaiḥ // Rgs_3.2 //	stUpEH // RgH-_3.2 //
   yāvanta sattva puna tāntaka kṣetrakoṭyo $ te sarvi pūjana	yAvanta sattva puna tAntaka kzetra-kowyaH $ te sarvi pUjana
   kareyuranantakalpān &	kareyuH-ananta-kalpAn &
   divyehi puṣpavaragandhavilepanehi % kalpāṃstriyadhvaparikalpa tato 'pi	divyA-ihi puzpa-vara-ganDa-vilepana-Ihi % kalpAn=-triyaDva-parikalpa tatas api
   bhūyaḥ // Rgs_3.3 //	BUyas // RgH-_3.3 //
   yaśco imāṃ sugatamāta likhitva puste $ yata utpatī daśabalāna vināyakānām	yaH-caH imAm sugata-mAta liKitva puste $ yatas utpatI daSa-balAna vinAyakAnAm
   dhāreyi satkarayi puṣpavilepanehi % kala puṇya bhonti na sa stūpi karitva	DAreyi satkarayi puzpa-vilepana-Ihi % kala puNya Bonti na sa stUpi karitva
   pūjām // Rgs_3.4 //	pUjAm // RgH-_3.4 //
   mahavidya prajña ayu pāramitā janānāṃ $ dukhadharmaśokaśamanī	mahavidya prajQa ayu pAramitA janAnAm $ duKa-Darma-Soka-SamanI
   pṛthusattvadhātoḥ &	pRTu-sattva-DAtoH &
   ye 'tīta ye 'pi ca daśaddiśa lokanāthā % ima vidya śikṣita	ye atIta ye api ca daSat-diSa lokanATAH % ima vidya Sikzita
   anuttaravaidyarājāḥ // Rgs_3.5 //	anuttara-vEdya-rAjAH // RgH-_3.5 //
   ye vā caranti cariyāṃ hitasānukampām $ iha vidyaśikṣita vidu spṛśiṣyanti	ye vA caranti cariyAm hita-sAnukampAm $ iha vidya-Sikzita vidu spRSizyanti
   bodhim &	boDim &
   ye saukhya saṃskṛta asaṃskṛta ye ca saukhyā % sarve ca saukhya prasutā itu	ye sOKya saMskRta asaMskRta ye ca sOKyAH % sarve ca sOKya prasutAH itu
   veditavyāḥ // Rgs_3.6 //	veditavyAH // RgH-_3.6 //
   bījāḥ prakīrṇa pṛthivīsthita saṃbhavanti $ sāmagri labdhva viruhanti	bIjAH prakIrNa pRTivI-sTita saMBavanti $ sAmagri labDva viruhanti
   anekarupāḥ &	anekarupAH &
   yāvanti bodhiguṇa pāramitāśca pañca % prajñāya pāramita te viruhanti sarve	yAvanti boDi-guNa pAramitAH-ca paQca % prajQAya pAramita te viruhanti sarve
   // Rgs_3.7 //	// RgH-_3.7 //
   yenaiva rāja vrajate sa ha cakravartī $ tenaiva sapta ratanā balakāya	yena-eva rAja vrajate sa ha cakravartI $ tena-eva sapta ratanA balakAya
   sarve &	sarve &
   yenaiva prajña iya pāramitā jinānāṃ % tenaiva sarvaguṇadharma samāgamanti	yena-eva prajQaH iya pAramitA jinAnAm % tena-eva sarva-guNa-Darma samAgamanti
   // Rgs_3.8 //	// RgH-_3.8 //
   bhagavatyāṃ	BagavatyAm
   ratnaguṇasaṃcayagāthāyāmaprameyaguṇadhāraṇapāramitāstūpasatkāraparivarto	ratna-guNa-saMcaya-gATa-AyAma-prameya-guNa-DAraNa-pAramitA-stu-upasatkAra-parivartaH-
   nāma tṛtīyaḥ //	nAma tRtIyaH //
   śakro jinena paripṛcchitu praśnamāhu $ saci gaṅgavālikasamā siya	SakraH jinena paripRcCitu praSnam-Ahu $ saci gaFgavAlika-samA siya
   buddhakṣetrāḥ &	budDa-kzetrAH &
   jinadhātu sarvi paripūrita cūḍibaddhā % imameva prajñavarapāramitāhu gṛhṇe	jinaDAtu sarvi paripUrita cUxibadDA % imam-eva prajQavara-pAramitA-Ahu gRhNe
   // Rgs_4.1 //	// RgH-_4.1 //
   kiṃ kāraṇaṃ na mi śarīri agauravatvaṃ $ api tū khu prajñaparibhāvita	kim kAraNam na mi SarIri agOrava-tvam $ api tU Ku prajQa-pariBAvita
   pūjayanti &	pUjayanti &
   yatha rājaniśrita naro labhi sarvi pūjāṃ % tatha prajñapāramitaniśrita	yaTa rAja-niSrita naraH laBi sarvi pUjAm % taTa prajQapAramita-niSrita
   buddhadhātuḥ // Rgs_4.2 //	budDaDAtuH // RgH-_4.2 //
   maṇiratna sarvi guṇayukta anarghaprāpto $ yasmiṃ karaṇḍaki bhave sa	maNi-ratna sarvi guNa-yuktaH anarGa-prAptaH $ yasmim karaNxaki Bave sa
   namasyanīyaḥ &	namasyanIyaH &
   tasyāpi uddhṛta spṛhanti karaṇḍakasmiṃ % tasyaiva te guṇa mahāratanasya	tasya-api udDRta spRhanti karaNxakasmim % tasya-eva te guNa mahAratanasya
   bhonti // Rgs_4.3 //	Bonti // RgH-_4.3 //
   emeva prajñavarapāramitāguṇāni $ yannirvṛte 'pi jinadhātu labhanti pūjām &	emeva prajQavara-pAramitA-guNAni $ yat-nirvRte api jinaDAtu laBanti pUjAm &
   tasmā hu tān jinaguṇā(n) parighettukāmo % so prajñapāramita gṛhṇatu eṣa	tasmE hu tAn jina-guNA(n) pariGet-tu-kAmaH % saH prajQapAramita gRhNatu eza
   mokṣo // Rgs_4.4 //	mokzaH // RgH-_4.4 //
   pūrvaṃgamā bhavatu dānu dadantu prajñā $ śīle ca kṣānti tatha vīrya	pUrvaMgamAH Bavatu dAnu dadantu prajQA $ SIle ca kzAnti taTa vIrya
   tathaiva dhyāne &	taTA-eva DyAne &
   parigrāhikā kuśaladharmaavipraṇāśe % ekā ca sā api nidarśayi sarvadharmān	parigrAhikA kuSala-Darmaa-vipraNASe % ekA ca sA api nidarSayi sarva-DarmAn
   // Rgs_4. 5 //	// RgH-_4. 5 //
   yatha jambudvīpi bahuvṛkṣasahasrakoṭī $ nānāprakāra vividhāśca anekarūpāḥ	yaTa jambudvIpi bahu-vRkza-sahasra-kowI $ nAnA-prakAra viviDAH-ca aneka-rUpAH
   na vi chāyanānatu bhaveta viśeṣatāpi % anyatra chāyagatasaṃkhya	na vi CAyanAn-atu Baveta viSeza-tA-api % anyatra CAya-gata-saMKya
   prabhāṣamāṇā // Rgs_4.6 //	praBAzamANAH // RgH-_4.6 //
   emeva pañca imi pāramitā jinānāṃ $ prajñāya pāramita nāmatayā bhavanti &	emeva paQca imi pAramitA jinAnAm $ prajQAya pAramita nAmatayA Bavanti &
   sarvajñatāya pariṇāmayamāṇa sarve % ṣaḍapīha ekanayamarchati bodhināmā //	sarvajQa-tAya pariNAmayamANa sarve % zaz-api-ihaH ekanayam-arCati boDi-nAmA //
   Rgs_4.7 //	RgH-_4.7 //
   bhagavatyāṃ ratnaguṇasaṃcayagāthāyāṃ guṇaparikīrtanaparivarto nāma	BagavatyAm ratna-guNa-saMcaya-gATAyAm guNa-parikIrtana-parivartaH nAma
   caturthaḥ //	caturTaH //
   saci rūpa saṃjña api vedana cetanāyāṃ $ cittaṃ anitya pariṇāmayi	saci rUpa saMjQa api vedana cetanAyAm $ cittam anitya pariNAmayi
   bodhisattvo &	boDisattvaH &
