   PADA MARKERS	PADAH MARKERS
   suparṇyāścātha mātṝṇāṃ # kṛttikānāṃ kathaṃ ca saḥ // SkP_1.25 //	suparNyAH-ca-aTa mAtLNAm # kRttikAnAm kaTam ca saH // Sku-_1.25 //
   kaścāsau pūrvamutpannaḥ $ kiṃtapāḥ kaśca vikramaḥ &	kaH-ca-asO pUrvam-utpannaH $ kiMtapAH kaH-ca vikramaH &
   bhūtasaṃmohanaṃ hyetat % kathayasva yathātatham // SkP_1.26 //	BUta-saMmohanam hi-etat % kaTayasva yaTAtaTam // Sku-_1.26 //
   sūta uvāca	sUtaH uvAca
   evaṃ sa pṛṣṭastejasvī $ brahmaṇaḥ putrasattamaḥ &	evam sa pRzwaH-tejasvI $ brahmaNaH putra-sattamaH &
   uvāca sarvaṃ sarvajño % vyāsāyākliṣṭakāriṇe \	uvAca sarvam sarvajQaH % vyAsAya-aklizwa-kAriNe \
   tacchṛṇudhvaṃ yathātattvaṃ # kīrtyamānaṃ mayānaghāḥ // SkP_1.27 //	tat-SRNuDvam yaTAtattvam # kIrtyamAnam mayA-anaGAH // Sku-_1.27 //
   iti skandapurāṇe prathamo 'dhyāyaḥ	iti skandapurANe praTamaH aDyAyaH
   Skandapurana 2	Skanda-pura-naH 2
   sanatkumāra uvāca	sanatkumAraH uvAca
   prapadye devamīśānaṃ $ sarvajñamaparājitam &	prapadye devam-ISAnam $ sarvajQam-aparAjitam &
   mahādevaṃ mahātmānaṃ % viśvasya jagataḥ patim // SkP_2.1 //	mahAdevam mahAtmAnam % viSvasya jagataH patim // Sku-_2.1 //
   śaktirapratighā yasya $ aiśvaryaṃ caiva sarvaśaḥ &	SaktiH-apratiGA yasya $ ESvaryam ca-eva sarvaSas &
   svāmitvaṃ ca vibhutvaṃ ca % svakṛtāni pracakṣate // SkP_2.2 //	svAmi-tvam ca viBu-tvam ca % sva-kRtAni pracakzate // Sku-_2.2 //
   tasmai devāya somāya $ praṇamya prayataḥ śuciḥ &	tasmE devAya somAya $ praNamya prayataH SuciH &
   purāṇākhyānajijñāsor % vakṣye skandodbhavaṃ śubham // SkP_2.3 //	purANa-AKyAna-jijQAsoH % vakzye skanda-udBavam SuBam // Sku-_2.3 //
   dehāvatāro devasya $ rudrasya paramātmanaḥ &	deha-avatAraH devasya $ rudrasya paramAtmanaH &
   prājāpatyābhiṣekaśca % haraṇaṃ śirasastathā // SkP_2.4 //	prAjApatya-aBizekaH-ca % haraNam SirasaH-taTA // Sku-_2.4 //
   darśanaṃ ṣaṭkulīyānāṃ $ cakrasya ca visarjanam &	darSanam zawkulIyAnAm $ cakrasya ca visarjanam &
   naimiśasyodbhavaścaiva % sattrasya ca samāpanam // SkP_2.5 //	nEmiSasya-udBavaH-ca-eva % sattrasya ca samApanam // Sku-_2.5 //
   brahmaṇaścāgamastatra $ tapasaścaraṇaṃ tathā &	brahmaNaH-ca-AgamaH-tatra $ tapasaH-caraNam taTA &
   śarvasya darśanaṃ caiva % devyāścaiva samudbhavaḥ // SkP_2.6 //	Sarvasya darSanam ca-eva % devyAH-ca-eva samudBavaH // Sku-_2.6 //
   satyā vivādaśca tathā $ dakṣaśāpastathaiva ca &	satyA vivAdaH-ca taTA $ dakza-SApaH-taTA-eva ca &
   menāyāṃ ca yathotpattir % yathā devyāḥ svayaṃvaram // SkP_2.7 //	menAyAm ca yaTA-utpattiH % yaTA devyAH svayaMvaram // Sku-_2.7 //
   devānāṃ varadānaṃ ca $ vasiṣṭhasya ca dhīmataḥ &	devAnAm vara-dAnam ca $ vasizWasya ca DImataH &
   parāśarasya cotpattir % vyāsasya ca mahātmanaḥ // SkP_2.8 //	parASarasya ca-utpattiH % vyAsasya ca mahAtmanaH // Sku-_2.8 //
   vasiṣṭhakauśikābhyāṃ ca $ vairodbhavasamāpanam &	vasizWa-kOSikAByAm ca $ vEra-udBava-samApanam &
   vārāṇasyāśca śūnyatvaṃ % kṣetramāhātmyavarṇanam // SkP_2.9 //	vArANasyAH-ca SUnya-tvam % kzetra-mAhAtmya-varNanam // Sku-_2.9 //
   rudrasya cātra sāṃnidhyaṃ $ nandinaścāpyanugrahaḥ &	rudrasya ca-atra sAMniDyam $ nandinaH-ca-api-anugrahaH &
   gaṇānāṃ darśanaṃ caiva % kathanaṃ cāpyaśeṣataḥ // SkP_2.10 //	gaNAnAm darSanam ca-eva % kaTanam ca-api-aSezatas // Sku-_2.10 //
   kālīvyāharaṇaṃ caiva $ tapaścaraṇameva ca &	kAlI-vyAharaNam ca-eva $ tapaH-caraNam-eva ca &
   somanandisamākhyānaṃ % varadānaṃ tathaiva ca // SkP_2.11 //	soma-nandi-samAKyAnam % vara-dAnam taTA-eva ca // Sku-_2.11 //
   gaurītvaṃ putralambhaśca $ devyā utpattireva ca &	gOrI-tvam putra-lamBaH-ca $ devyAH utpattiH-eva ca &
   kauśikyā bhūtamātṛtvaṃ % siṃhāśca rathinastathā // SkP_2.12 //	kOSikyAH BUta-mAtR-tvam % siMhAH-ca raTinaH-taTA // Sku-_2.12 //
   gauryāśca nilayo vindhye $ vindhyasūryasamāgamaḥ &	gOryAH-ca nilayaH vinDye $ vinDya-sUrya-samAgamaH &
   agastyasya ca māhātmyaṃ % vadhaḥ sundanisundayoḥ // SkP_2.13 //	agastyasya ca mAhAtmyam % vaDaH sunda-nisundayoH // Sku-_2.13 //
   nisumbhasumbhaniryāṇaṃ $ mahiṣasya vadhastathā &	nisumBa-sumBa-niryANam $ mahizasya vaDaH-taTA &
   abhiṣekaśca kauśikyā % varadānamathāpi ca // SkP_2.14 //	aBizekaH-ca kOSikyA % vara-dAnam-aTa-api ca // Sku-_2.14 //
   andhakasya tathotpattiḥ $ pṛthivyāścaiva bandhanam &	anDakasya taTA-utpattiH $ pRTivyAH-ca-eva banDanam &
   hiraṇyākṣavadhaścaiva % hiraṇyakaśipostathā // SkP_2.15 //	hiraNyAkza-vaDaH-ca-eva % hiraNyakaSipoH-taTA // Sku-_2.15 //
   balisaṃyamanaṃ caiva $ devyāḥ samaya eva ca &	bali-saMyamanam ca-eva $ devyAH samayaH eva ca &
   devānāṃ gamanaṃ caiva % agnerdūtatvameva ca // SkP_2.16 //	devAnAm gamanam ca-eva % agneH-dUta-tvam-eva ca // Sku-_2.16 //
   devānāṃ varadānaṃ ca $ śukrasya ca visarjanam &	devAnAm vara-dAnam ca $ Sukrasya ca visarjanam &
   sutasya ca tathotpattir % devyāścāndhakadarśanam // SkP_2.17 //	sutasya ca taTA-utpattiH % devyAH-ca-anDaka-darSanam // Sku-_2.17 //
   śailādidaityasaṃmardo $ devyāśca śatarūpatā &	SElAdi-dEtya-saMmardaH $ devyAH-ca SatarUpa-tA &
   āryāvarapradānaṃ ca % śailādistava eva ca // SkP_2.18 //	AryAvara-pradAnam ca % SElAdi-stavaH eva ca // Sku-_2.18 //
   devasyāgamanaṃ caiva $ vṛttasya kathanaṃ tathā &	devasya-Agamanam ca-eva $ vRttasya kaTanam taTA &
   pativratāyāścākhyānaṃ % guruśuśrūṣaṇasya ca // SkP_2.19 //	pativratAyAH-ca-AKyAnam % guru-SuSrUzaNasya ca // Sku-_2.19 //
   ākhyānaṃ pañcacūḍāyās $ tejasaścāpyadhṛṣyatā &	AKyAnam paQcacUxAyAH $ tejasaH-ca-api-aDRzyatA &
   dūtasyāgamanaṃ caiva % saṃvādo 'tha visarjanam // SkP_2.20 //	dUtasya-Agamanam ca-eva % saMvAdaH aTa visarjanam // Sku-_2.20 //
   andhakāsurasaṃvādo $ mandarāgamanaṃ tathā &	anDaka-asura-saMvAdaH $ mandara-Agamanam taTA &
   gaṇānāmāgamaścaiva % saṃkhyānaśravaṇaṃ tathā // SkP_2.21 //	gaNAnAm-AgamaH-ca-eva % saMKyAna-SravaNam taTA // Sku-_2.21 //
   nigrahaścāndhakasyātha $ yuddhena mahatā tathā &	nigrahaH-ca-anDakasya-aTa $ yudDena mahatA taTA &
   śarīrārdhapradānaṃ ca % aśokasutasaṃgrahaḥ // SkP_2.22 //	SarIra-arDa-pradAnam ca % aSoka-suta-saMgrahaH // Sku-_2.22 //
   bhasmasomodbhavaścaiva $ śmaśānavasatistathā &	Basma-soma-udBavaH-ca-eva $ SmaSAna-vasatiH-taTA &
   rudrasya nīlakaṇṭhatvaṃ % tathāyatanavarṇanam // SkP_2.23 //	rudrasya nIlakaNWa-tvam % taTA-Ayatana-varNanam // Sku-_2.23 //
   utpattiryakṣarājasya $ kuberasya ca dhīmataḥ &	utpattiH-yakzarAjasya $ kuberasya ca DImataH &
   nigraho bhujagendrāṇāṃ % śikharasya ca pātanam // SkP_2.24 //	nigrahaH Bujaga-indrANAm % SiKarasya ca pAtanam // Sku-_2.24 //
   trailokyasya saśakrasya $ vaśīkaraṇameva ca &	trElokyasya sa-Sakrasya $ vaSIkaraNam-eva ca &
   devasenāpradānaṃ ca % senāpatyābhiṣecanam // SkP_2.25 //	deva-senA-pradAnam ca % senApatya-aBizecanam // Sku-_2.25 //
   nāradasyāgamaścaiva $ tārakapreṣitasya ha &	nAradasya-AgamaH-ca-eva $ tAraka-prezitasya ha &
   vadhaśca tārakasyogro % yātrā bhadravaṭasya ca // SkP_2.26 //	vaDaH-ca tArakasya-ugraH % yAtrA Badravawasya ca // Sku-_2.26 //
   mahiṣasya vadhaścaiva $ krauñcasya ca nibarhaṇam &	mahizasya vaDaH-ca-eva $ krOQcasya ca nibarhaNam &
   śakteruddharaṇaṃ caiva % tārakasya vadhaḥ śubhaḥ // SkP_2.27 //	SakteH-udDaraNam ca-eva % tArakasya vaDaH SuBaH // Sku-_2.27 //
   devāsurabhayotpattis $ traipuraṃ yuddhameva ca &	deva-asura-Baya-utpattiH $ trEpuram yudDam-eva ca &
   prahlādavigrahaścaiva % kṛtaghnākhyānameva ca \	prahlAda-vigrahaH-ca-eva % kRtaGna-AKyAnam-eva ca \
   mahābhāgyaṃ brāhmaṇānāṃ # vistareṇa prakīrtyate // SkP_2.28 //	mahABAgyam brAhmaNAnAm # vistareNa prakIrtyate // Sku-_2.28 //
   etajjñātvā yathāvaddhi $ kumārānucaro bhavet &	etat-jQAtvA yaTAvat-hi $ kumAra-anucaraH Bavet &
   balavānmatisampannaḥ % putraṃ cāpnoti saṃmatam // SkP_2.29 //	balavAn-mati-sampannaH % putram ca-Apnoti saMmatam // Sku-_2.29 //
   iti skandapurāṇe dvitīyo 'dhyāyaḥ	iti skandapurANe dvitIyaH aDyAyaH
   Skandapurana 3	Skanda-pura-naH 3
   sanatkumāra uvāca	sanatkumAraH uvAca
   śṛṇuṣvemāṃ kathāṃ divyāṃ $ sarvapāpapraṇāśanīm &	SRNuzva-imAm kaTAm divyAm $ sarva-pApa-praNASanIm &
   kathyamānāṃ mayā citrāṃ % bahvarthāṃ śrutisaṃmitām \	kaTyamAnAm mayA citrAm % bahu-arTAm Sruti-saMmitAm \
   yāṃ śrutvā pāpakarmāpi # gacchecca paramāṃ gatim // SkP_3.1 //	yAm SrutvA pApa-karmA-api # gacCet-ca paramAm gatim // Sku-_3.1 //
   na nāstikāśraddadhāne $ śaṭhe cāpi kathaṃcana &	na nAstika-aSraddaDAne $ SaWe ca-api kaTaMcana &
   imāṃ kathāmanubrūyāt % tathā cāsūyake nare // SkP_3.2 //	imAm kaTAm-anubrUyAt % taTA ca-asUyake nare // Sku-_3.2 //
   idaṃ putrāya śiṣyāya $ dhārmikāyānasūyave &	idam putrAya SizyAya $ DArmikAya-anasUyave &
   kathanīyaṃ mahābrahman % devabhaktāya vā bhavet \	kaTanIyam mahA-brahman % deva-BaktAya vA Bavet \
   kumārabhaktāya tathā # śraddadhānāya caiva hi // SkP_3.3 //	kumAra-BaktAya taTA # SraddaDAnAya ca-eva hi // Sku-_3.3 //
   purā brahmā prajādhyakṣaḥ $ aṇḍe 'sminsamprasūyate &	purA brahmA prajA-aDyakzaH $ aNxe asmin-samprasUyate &
   so 'jñānātpitaraṃ brahmā % na veda tamasāvṛtaḥ // SkP_3.4 //	saH ajQAnAt-pitaram brahmA % na veda tamasA-AvRtaH // Sku-_3.4 //
   ahameka iti jñātvā $ sarvāṃl lokānavaikṣata &	aham-ekaH iti jQAtvA $ sarvAn lokAn-avEkzata &
   na cāpaśyata tatrānyaṃ % tapoyogabalānvitaḥ // SkP_3.5 //	na ca-apaSyata tatra-anyam % tapaH-yoga-bala-anvitaH // Sku-_3.5 //
   putra putreti cāpyukto $ brahmā śarveṇa dhīmatā &	putra putra-iti ca-api-uktaH $ brahmA SarveNa DImatA &
   praṇataḥ prāñjalirbhūtvā % tameva śaraṇaṃ gataḥ // SkP_3.6 //	praNataH prAQjaliH-BUtvA % tam-eva SaraNam gataH // Sku-_3.6 //
   sa dattvā brahmaṇe śambhuḥ $ sraṣṭṛtvaṃ jñānasaṃhitam &	sa dattvA brahmaNe SamBuH $ srazwR-tvam jQAna-saMhitam &
   vibhutvaṃ caiva lokānām % antardhe parameśvaraḥ // SkP_3.7 //	viBu-tvam ca-eva lokAnAm % antarDe parameSvaraH // Sku-_3.7 //
   tadeṣopaniṣatproktā $ mayā vyāsa sanātanā &	tadA-IzA-upanizad-proktAH $ mayA vyAsa sanAtanA &
   yāṃ śrutvā yogino dhyānāt % prapadyante maheśvaram // SkP_3.8 //	yAm SrutvA yoginaH DyAnAt % prapadyante maheSvaram // Sku-_3.8 //
   brahmaṃ ca yo vidadhe putramagre $ jñānaṃ ca yaḥ prahiṇoti sma tasmai &	brahmam ca yaH vidaDe putram-agre $ jQAnam ca yaH prahiNoti sma tasmE &
   tamātmasthaṃ ye 'nupaśyanti dhīrās % teṣāṃ śāntiḥ śāśvatī netareṣām //	tam-Atma-sTam ye anupaSyanti DIrAH % tezAm SAntiH SASvatI na-itarezAm //
   SkP_3.9 //	Sku-_3.9 //
   sa vyāsa pitaraṃ dṛṣṭvā $ svadīptyā parayā yutam &	sa vyAsa pitaram dRzwvA $ sva-dIptyA parayA yutam &
   putrakāmaḥ prajāhetos % tapastīvraṃ cakāra ha // SkP_3.10 //	putra-kAmaH prajA-hetoH % tapaH-tIvram cakAra ha // Sku-_3.10 //
   mahatā yogatapasā $ yuktasya sumahātmanaḥ &	mahatA yoga-tapasA $ yuktasya su-mahAtmanaH &
   acireṇaiva kālena % pitā sampratutoṣa ha // SkP_3.11 //	acireNa-eva kAlena % pitA sampratutoza ha // Sku-_3.11 //
   darśanaṃ cāgamattasya $ varado 'smītyuvāca ha &	darSanam ca-Agamat-tasya $ vara-daH asmi-iti-uvAca ha &
   sa tuṣṭāva nato bhūtvā % kṛtvā śirasi cāñjalim // SkP_3.12 //	sa tuzwAva nataH BUtvA % kRtvA Sirasi ca-aQjalim // Sku-_3.12 //
   namaḥ paramadevāya $ devānāmapi vedhase &	namaH parama-devAya $ devAnAm-api veDase &
   sraṣṭre vai lokatantrāya % brahmaṇaḥ pataye namaḥ // SkP_3.13 //	srazwre vE lokatantrAya % brahmaNaH pataye namaH // Sku-_3.13 //
   ekasmai śaktiyuktāya $ aśaktirahitāya ca &	ekasmE Sakti-yuktAya $ aSakti-rahitAya ca &
   anantāyāprameyāya % indriyāviṣayāya ca // SkP_3.14 //	anantAya-aprameyAya % indriya-avizayAya ca // Sku-_3.14 //
   vyāpine vyāptapūrvāya $ adhiṣṭhātre pracodine &	vyApine vyApta-pUrvAya $ aDizWAtre pracodine &
   kṛtapracetanāyaiva % tattvavinyāsakāriṇe // SkP_3.15 //	kRta-pracetanAya-eva % tattva-vinyAsa-kAriNe // Sku-_3.15 //
   pradhānacodakāyaiva $ guṇināṃ śāntidāya ca &	praDAna-codakAya-eva $ guNinAm SAnti-dAya ca &
   dṛṣṭidāya ca sarveṣāṃ % svayaṃ vai darśanāya ca // SkP_3.16 //	dRzwi-dAya ca sarvezAm % svayam vE darSanAya ca // Sku-_3.16 //
   viṣayagrāhiṇe caiva $ niyamasya ca kāriṇe &	vizaya-grAhiNe ca-eva $ niyamasya ca kAriNe &
   manasaḥ karaṇānāṃ ca % tatraiva niyamasya ca // SkP_3.17 //	manasaH karaNAnAm ca % tatra-eva niyamasya ca // Sku-_3.17 //
   bhūtānāṃ guṇakartre ca $ śaktidāya tathaiva ca &	BUtAnAm guNa-kartre ca $ Sakti-dAya taTA-eva ca &
   kartre hyaṇḍasya mahyaṃ ca % acintyāyāgrajāya ca \	kartre hi-aNxasya mahyam ca % acintyAya-agrajAya ca \
   aprameya pitarnityaṃ # prīto no diśa śakvarīm // SkP_3.18 //	aprameya pitar-nityam # prItaH naH diSa SakvarIm // Sku-_3.18 //
   tasyaivaṃ stuvato vyāsa $ devadevo maheśvaraḥ &	tasya-evam stuvataH vyAsa $ devadevaH maheSvaraH &
   tuṣṭo 'bravītsvayaṃ putraṃ % brahmāṇaṃ praṇataṃ tathā // SkP_3.19 //	tuzwaH abravIt-svayam putram % brahmANam praNatam taTA // Sku-_3.19 //
   yasmātte viditaṃ vatsa $ sūkṣmametanmahādyute &	yasmAt-te viditam vatsa $ sUkzmam-etat-mahA-dyute &
   tasmādbrahmeti lokeṣu % nāmnā khyātiṃ gamiṣyasi // SkP_3.20 //	tasmAt-brahma-iti lokezu % nAmnA KyAtim gamizyasi // Sku-_3.20 //
   yasmāccāhaṃ pitetyuktas $ tvayā buddhimatāṃ vara &	yasmAt-ca-aham pitA-iti-uktaH $ tvayA budDimatAm varaH &
   tasmātpitāmahatvaṃ te % loke khyātiṃ gamiṣyati // SkP_3.21 //	tasmAt-pitAmaha-tvam te % loke KyAtim gamizyati // Sku-_3.21 //
   prajārthaṃ yacca te taptaṃ $ tapa ugraṃ suduścaram &	prajA-arTam yat-ca te taptam $ tapaH ugram su-duScaram &
   tasmātprajāpatitvaṃ te % dadāni prayatātmane // SkP_3.22 //	tasmAt-prajApati-tvam te % dadAni prayata-Atmane // Sku-_3.22 //
   evamuktvā sa deveśo $ mūrtimatyo 'sṛjatstriyaḥ &	evam-uktvA sa deveSaH $ mUrtimatyaH asRjat-striyaH &
   yāstāḥ prakṛtayastvaṣṭau % viśeṣāścendriyaiḥ saha \	yAH-tAH prakRtayaH-tu-azwO % viSezAH-ca-indriyEH saha \
   bhāvāśca sarve te devam # upatasthuḥ svarūpiṇaḥ // SkP_3.23 //	BAvAH-ca sarve te devam # upatasTuH svarUpiNaH // Sku-_3.23 //
   tānuvāca tato devaḥ $ patiryuktaḥ svatejasā &	tAn-uvAca tatas devaH $ patiH-yuktaH sva-tejasA &
   etamadyābhiṣekeṇa % sampādayata mā ciram // SkP_3.24 //	etam-adya-aBizekeNa % sampAdayata mA ciram // Sku-_3.24 //
   tābhiḥ svaṃ svaṃ samādāya $ bhāvaṃ divyamatarkitam &	tABiH svam svam samAdAya $ BAvam divyam-atarkitam &
   abhiṣikto babhūveti % prajāpatiratidyutiḥ // SkP_3.25 //	aBiziktaH baBUva-iti % prajApatiH-ati-dyutiH // Sku-_3.25 //
   tatraivaṃ yoginaḥ sūkṣmaṃ $ dṛṣṭvā divyena cakṣuṣā &	tatra-evam yoginaH sUkzmam $ dRzwvA divyena cakzuzA &
   purāṇaṃ yogatattvajñā % gāyanti triguṇānvitam // SkP_3.26 //	purANam yoga-tattva-jQAH % gAyanti triguNa-anvitam // Sku-_3.26 //
   rudraḥ sraṣṭā hi sarveṣāṃ $ bhūtānāṃ tava ca prabho &	rudraH srazwA hi sarvezAm $ BUtAnAm tava ca praBo &
   asmābhiśca bhavānsārdhaṃ % jagataḥ sampravartakaḥ // SkP_3.27 //	asmABiH-ca BavAn-sArDam % jagataH sampravartakaH // Sku-_3.27 //
   sa devastoṣitaḥ samyak $ paramaiśvaryayogadhṛk &	sa devaH-tozitaH samyak $ parama-ESvarya-yoga-DRk &
   brahmāṇamagrajaṃ putraṃ % prājāpatye 'bhyaṣecayat // SkP_3.28 //	brahmANam-agrajam putram % prAjApatye aByazecayat // Sku-_3.28 //
