   PADA MARKERS	PADAH MARKERS
   ato 'nirvacanīyatvaṃ $ varaṃ brahmavido viduḥ &	atas anirvacanIya-tvam $ varam brahma-vidaH viduH &
   avidyāyā avidyātvam % anyathā parihīyate // MVibhr_28 //	avidyAyAH avidyA-tvam % anyaTA parihIyate // MViBH-_28 //
   sattve na mithyā śūnyatve $ durnirūpaṃ prakāśanam &	sattve na miTyA SUnya-tve $ durnirUpam prakASanam &
   sadasatbhyām anirvācyāṃ % tām avidyāṃ pracakṣate // MVibhr_29 //	sat-asatByAm anirvAcyAm % tAm avidyAm pracakzate // MViBH-_29 //
   vastuno 'nveṣaṇā tasyāṃ $ bāhyābhyantaravartinaḥ &	vastunaH anvezaNA tasyAm $ bAhya-aByantara-vartinaH &
   na yujyate yatra tatra % vedyavastuni tatkṣateḥ // MVibhr_30 //	na yujyate yatra tatra % vedya-vastuni tad-kzateH // MViBH-_30 //
   nāmarūpaprapañco 'yam $ avidyaiva ca varṇyate &	nAma-rUpa-prapaQcaH ayam $ avidyA-eva ca varNyate &
   anyasya tv anyathā khyātau % na prapañcavyapahnavaḥ // MVibhr_31 //	anyasya tu anyaTA KyAtO % na prapaQca-vyapahnavaH // MViBH-_31 //
   akhyātau śūnyam eva syāt $ prapañcaḥ kiṃnibandhanaḥ &	aKyAtO SUnyam eva syAt $ prapaQcaH kiMnibanDanaH &
   aprapañcaḥ saprapañca- % rūpo bhātīti yujyate // MVibhr_32 //	aprapaQcaH sa-prapaQca % rUpaH BAti-iti yujyate // MViBH-_32 //
   asphuṭāgrahaṇe kāmam $ mā bhasi sphuṭam ātmanā &	asPuwa-agrahaNe kAmam $ mA Basi sPuwam AtmanA &
   avidyamāne tv adhyasye % vaiśvarūpyaṃ vṛthākṛtam // MVibhr_33 //	avidyamAne tu aDyasye % vESvarUpyam vRTA-akRtam // MViBH-_33 //
   citau vicitrākārāyāṃ $ prapañcātmatayaiva hi &	citO vicitra-AkArAyAm $ prapaQca-Atma-tayA-eva hi &
   anirmokṣas tathā ca syād % athavānityatāpatet // MVibhr_34 //	anirmokzaH taTA ca syAt % aTavA-aniti-a-tApatet // MViBH-_34 //
   anekākāravibhrāntau $ gandharvanagarādiṣu &	aneka-AkAra-viBrAntO $ ganDarvanagara-Adizu &
   ākārā vyaktam ekasyā % dhiyo 'satyāś cakāsati // MVibhr_35 //	AkArAH vyaktam ekasyAH % DiyaH asatyAH cakAsati // MViBH-_35 //
   na bhūtaṃ cetaso rūpaṃ $ nādhyāropāsphuṭagrahau &	na BUtam cetasaH rUpam $ na-aDyAra-upAsPuwa-grahO &
   vibhrameṣu vivartatvam % ato brahmavidāṃ matam // MVibhr_36 //	viBramezu vivarta-tvam % atas brahma-vidAm matam // MViBH-_36 //
   asato bhāsanāyogād $ virodhāt saṃvido 'paraḥ &	asataH BAsanA-yogAt $ viroDAt saMvidaH aparaH &
   avocan nipuṇaṃmanyo % vibhramaṃ samyagagraham // MVibhr_37 //	avocat nipuNaMmanyaH % viBramam samyak-agraham // MViBH-_37 //
   na kiñcid bhāsate ceti $ viruddham iva dṛśyate &	na kiQcid BAsate ca-iti $ virudDam iva dRSyate &
   bhāsane rūpavattvena % nāsat saṃvidvirodhataḥ // MVibhr_38 //	BAsane rUpavat-tvena % na-asat saMvid-viroDataH // MViBH-_38 //
   anyasyāpy anyathā khyātir $ ata eva na yujyate &	anyasya-api anyaTA KyAtiH $ atas eva na yujyate &
   anyat prakāśate cānyad % grāhyam ity atidurghaṭam // MVibhr_39 //	anyat prakASate ca-anyat % grAhyam iti ati-durGawam // MViBH-_39 //
   ālambanaṃ na hetutva- $ mātrād akṣe 'pi tad yataḥ &	Alambanam na hetu-tva $ mAtrAt akze api tat yatas &
   ālambanaṃ na hetutva- % mātreṇa vyavatiṣṭhate // MVibhr_40 //	Alambanam na hetu-tva % mAtreNa vyavatizWate // MViBH-_40 //
   yady ālambanarūpāc ca $ dhīr anyad avabhāsate &	yadi Alambana-rUpAt ca $ DIH anyat avaBAsate &
   tato 'nālambanaiva syāt % tasya tallakṣaṇacyuteḥ // MVibhr_41 //	tatas anAlambanA-eva syAt % tasya tad-lakzaNa-cyuteH // MViBH-_41 //
   tathā ca tatsvabhāvāyā $ nārthatattvaviniścayaḥ &	taTA ca tad-svaBAvAyAH $ na-arTa-tattva-viniScayaH &
   sāpekṣāyā api grāhya- % hīnā sā ced avedikā // MVibhr_42 //	sa-apekzAyAH api grAhya % hInA sA ced avedikA // MViBH-_42 //
   ........ ........ // MVibhr_43 //	........ ........ // MViBH-_43 //
   smṛtitvāśaṅkayā nātra $ vartamāne na niścayaḥ &	smRti-tva-ASaFkayA na-atra $ vartamAne na niScayaH &
   vivekāgrahaṇaṃ yasmād % dhetubhāve na yujyate // MVibhr_44 //	viveka-agrahaNam yasmAt % Detu-BAve na yujyate // MViBH-_44 //
   hetūpaghāte khalu tat $ tadabhāve sphuṭagrahaḥ &	hetu-upaGAte Kalu tat $ tad-aBAve sPuwa-grahaH &
   yatnenānupalabdheś ca % tadabhāve ca niścayaḥ // MVibhr_45 //	yatnena-anupalabDeH ca % tad-aBAve ca niScayaH // MViBH-_45 //
   sadṛśādṛṣṭacintādyāḥ $ smṛtibījasya bodhakāḥ &	sadRSa-adRzwa-cintA-AdyAH $ smRti-bIjasya boDakAH &
   smarāmīti ca pramoṣāt % prāyeṇādhyakṣavibhramaḥ // MVibhr_46 //	smarAmi-iti ca pramozAt % prAyeNa-aDyakza-viBramaH // MViBH-_46 //
   iti pūrvaḥ pakṣaḥ //	iti pUrvaH pakzaH //
   ekāntasattve kā bhrāntir $ asattve kiṃ prakāśatām &	ekAnta-sattve kA BrAntiH $ asattve kim prakASatAm &
   dvayānuguṇyād vṛddhānāṃ % saṃmatā khyātir anyathā // MVibhr_47 //	dvaya-anuguNyAt vRdDAnAm % saMmatA KyAtiH anyaTA // MViBH-_47 //
   yatra na prathate kiñcit $ tatra tāvan na vibhramaḥ &	yatra na praTate kiQcid $ tatra tAvat na viBramaH &
   suṣuptāv iva bhūcchāyā % tamo bhāvo yathekṣyate // MVibhr_48 //	suzuptO iva BUt-CAyA % tamaH BAvaH yaTA-Ikzyate // MViBH-_48 //
   dvayor ekasya vā khyātir $ asamyag vibhramo mataḥ &	dvayoH ekasya vA KyAtiH $ asamyak viBramaH mataH &
   tatra keyam asamyaktā % vijñānastham apāṭavam // MVibhr_49 //	tatra kA-iyam asamyaktA % vijQAna-sTam apAwavam // MViBH-_49 //
   atha sarvaprakārāṇām $ agrahaḥ kasyacid grahaḥ &	aTa sarva-prakArANAm $ agrahaH kasyacid grahaH &
   vastuno 'tatprakārasya % tathā khyātis tu neṣyate // MVibhr_50 //	vastunaH atad-prakArasya % taTA KyAtiH tu na-izyate // MViBH-_50 //
   tatra dūrasthite sūkṣme $ bhavaty apaṭudarśanam &	tatra dUra-sTite sUkzme $ Bavati apawu-darSanam &
   sāmānyamātrakhyātir vā % na bhramaś ca pratīyate // MVibhr_51 //	sAmAnya-mAtra-KyAtiH vA % na BramaH ca pratIyate // MViBH-_51 //
   na ca sarvātmanārthasya $ jñānaṃ kiñcana bodhakaṃ &	na ca sarva-AtmanA-arTasya $ jQAnam kiQcana boDakam &
   sarvavijñānamithyātvam % āpannaṃ punar anyathā // MVibhr_52 //	sarva-vijQAna-miTyAtvam % Apannam punar anyaTA // MViBH-_52 //
   ato nāvartamānatvā- $ jñānāt svapnamatir mṛṣā &	atas na-AvartamAna-tvA $ jQAnAt svapna-matiH mRzA &
   vartamānatvabodhāt tu % tathaikatvādhiropaṇāt // MVibhr_53 //	vartamAna-tva-boDAt tu % taTA-ekatva-aDiropaNAt // MViBH-_53 //
   mithyā rajatadhīr nātra $ vivekānavadhāraṇāt &	miTyA rajata-DIH na-atra $ viveka-anavaDAraNAt &
   pratyabhijñānavibhrāntau % na smṛtitvaṃ na gamyate // MVibhr_54 //	pratyaBijQAna-viBrAntO % na smRti-tvam na gamyate // MViBH-_54 //
   ekasya ca viviktatvād $ itarasya viviktatā &	ekasya ca vivikta-tvAt $ itarasya vivikta-tA &
   pratyakṣād avivekāc ca % yuktaḥ pratyakṣavibhramaḥ // MVibhr_55 //	pratyakzAt avivekAt ca % yuktaH pratyakza-viBramaH // MViBH-_55 //
   syāt smṛtād avivekāc ca $ smṛtigocaravibhramaḥ &	syAt smRtAt avivekAt ca $ smRti-gocara-viBramaH &
   ........ % ........ // MVibhr_56 //	........ % ........ // MViBH-_56 //
   niyatā na pravṛttiḥ syān % neṣṭā cet khyātir anyathā // MVibhr_57 //	niyatA na pravRttiH syAt % na-izwA ced KyAtiH anyaTA // MViBH-_57 //
   na dṛśyādṛśyayor bhedaḥ $ khyātiś cen nepsitātmanaḥ &	na dRSya-adRSyayoH BedaH $ KyAtiH ced na-Ipsita-AtmanaH &
   nanu no viparītārthā % dhīḥ pratītivirodhataḥ // MVibhr_58 //	nanu naH viparIta-arTAH % DIH pratIti-viroDataH // MViBH-_58 //
   anāśvāsāc ca rajata- $ pratyayo rajate smṛtiḥ &	anASvAsAt ca rajata $ pratyayaH rajate smRtiH &
   naitan na hi pravarteta % śuktikāśakale tadā // MVibhr_59 //	na-etat na hi pravarteta % SuktikA-Sakale tadA // MViBH-_59 //
   rajate sā pravṛttiś cen $ na tasyāsaṃnidhānataḥ &	rajate sA pravRttiH ced $ na tasya-asaMniDAnataH &
   asaṃnidhānābodhāc cet % pravṛttiniyamaḥ kutaḥ // MVibhr_60 //	asaMniDAna-aboDAt ced % pravRtti-niyamaH kutas // MViBH-_60 //
   pravartate yat tatraiva $ tat tatsaṃnidhikāritam &	pravartate yat tatra-eva $ tat tad-saMniDi-kAritam &
   anyatra bhedagrahaṇād % vivekāgrahaṇāt tathā // MVibhr_61 //	anyatra Beda-grahaNAt % viveka-agrahaNAt taTA // MViBH-_61 //
   pravṛttibhedaḥ sādṛśyād $ vivekāgrahaṇaṃ yadi &	pravRtti-BedaH sAdRSyAt $ viveka-agrahaNam yadi &
   adṛṣṭeṣu pravarteta % loṣṭādiṣv avivekataḥ // MVibhr_62 //	adRzwezu pravarteta % lozwa-Adizu avivekataH // MViBH-_62 //
   na tatra yadi tadbuddhiḥ $ śuktikāśakale 'pi na &	na tatra yadi tad-budDiH $ SuktikA-Sakale api na &
   athāsti viparītārthā % khyātir nihnūyate katham // MVibhr_63 //	aTa-asti viparIta-arTA % KyAtiH nihnUyate kaTam // MViBH-_63 //
   adṛṣṭatvād apravṛttiḥ $ śuktikāśakale samā &	adRzwa-tvAt apravRttiH $ SuktikA-Sakale samAH &
   dṛṣṭaṃ tad yena rūpeṇa % tat pravṛtter akāraṇam // MVibhr_64 //	dRzwam tat yena rUpeNa % tat pravRtteH akAraNam // MViBH-_64 //
   dṛṣṭasmṛtāvivekāc ced $ idam atra parīkṣyatām &	dRzwa-smRtOvivekAt ced $ idam atra parIkzyatAm &
   tattvabodhād apātatva- % bodhād rajatavedanāt // MVibhr_65 //	tattva-boDAt apAta-tva % boDAt rajata-vedanAt // MViBH-_65 //
   dṛṣṭe pravṛttiḥ pūrvasmin $ viparītārthatā mateḥ &	dRzwe pravRttiH pUrvasmin $ viparIta-arTa-tA mateH &
   na dṛṣṭādṛṣṭayor bhedaḥ % parasmin nopayoginī // MVibhr_66 //	na dRzwa-adRzwayoH BedaH % parasmin na-upayoginI // MViBH-_66 //
   khayogadarśane te hi $ samāropopayoginī &	Ka-yoga-darSane te hi $ samAropa-upayoginI &
   nādṛṣṭe 'saṃprayukte vā % cākṣuṣaḥ syād viparyayaḥ // MVibhr_67 //	na-adRzwe asaMprayukte vA % cAkzuzaH syAt viparyayaH // MViBH-_67 //
   smṛtipramāṇaphalayor $ nānātvaṃ yadi ceṣyate &	smRti-pramANa-PalayoH $ nAnAtvam yadi ca-izyate &
   vivecitas tayos svārtho % 'vivekaḥ kiṃnibandhanaḥ // MVibhr_68 //	vivecitaH tayoH sva-arTaH % avivekaH kiMnibanDanaH // MViBH-_68 //
   anyasmāt sā svaviṣayaṃ $ vivinakti smṛtir na cet &	anyasmAt sA sva-vizayam $ vivinakti smRtiH na ced &
   sāmānyadṛṣṭau cānyasya % smṛtau syād vā sadā bhramaḥ // MVibhr_69 //	sAmAnya-dRzwO ca-anyasya % smRtO syAt vA sadA BramaH // MViBH-_69 //
   smarāmīti vivekān na $ yadi naitat prakalpate &	smarAmi-iti vivekAt na $ yadi na-etat prakalpate &
   phalābhede phalonneya- % jñānabhedamatiḥ kutaḥ // MVibhr_70 //	Pala-aBede Pala-unneya % jQAna-Beda-matiH kutas // MViBH-_70 //
   smarāmīti ca vijñānaṃ $ smṛter anyad udāhṛtam &	smarAmi-iti ca vijQAnam $ smRteH anyat udAhRtam &
   na ca mānaphalād bhinnā % tat siddhyati phalād ṛte // MVibhr_71 //	na ca mAna-PalAt BinnA % tat sidDyati PalAt Rte // MViBH-_71 //
   manodoṣād yadi svārtho $ na smṛtyā pravivicyate &	manaH-dozAt yadi sva-arTaH $ na smRtyA pravivicyate &
   timirādau kathaṃ svasthe % svānte keśādivibhramaḥ // MVibhr_72 //	timira-AdO kaTam svasTe % svAnte keSa-Adi-viBramaH // MViBH-_72 //
   na tatrāpi mano duṣṭam $ arthāntaravivecanāt &	na tatra-api manaH duzwam $ arTa-antara-vivecanAt &
   jñānād eva hi dṛṣṭatva- % kalpanāyāś ca gauravāt // MVibhr_73 //	jQAnAt eva hi dRzwa-tva % kalpanAyAH ca gOravAt // MViBH-_73 //
   budhyamāno vivekaṃ ca $ paśyāmīndriyadoṣataḥ &	buDyamAnaH vivekam ca $ paSyAmi-indriya-dozataH &
   citrādirūpān dīpādīn % iti lokaḥ prabhāṣate // MVibhr_74 //	citra-Adi-rUpAn dIpa-AdIn % iti lokaH praBAzate // MViBH-_74 //
   indriyāṇāṃ doṣabhedān $ niyatabhrāntidarśanam &	indriyANAm doza-BedAn $ niyata-BrAnti-darSanam &
   na syād yasyāgrahe doṣa- % vyāpāra iti niścayaḥ // MVibhr_75 //	na syAt yasya-agrahe doza % vyApAraH iti niScayaH // MViBH-_75 //
   na ca sarvā niyogena $ bhrāntiḥ sādṛśyabandhanā &	na ca sarvA niyogena $ BrAntiH sAdRSya-banDanA &
   śvete pītabhramo dṛṣṭo % madhure tiktavibhramaḥ // MVibhr_76 //	Svete pIta-BramaH dRzwaH % maDure tikta-viBramaH // MViBH-_76 //
   avyāpṛtau ca tatprāpter $ nātaḥpittapravedanam &	avyApRtO ca tad-prApteH $ na-atas-pitta-pravedanam &
   atyāsannasya saṃvittir % durlabhā cāñjanādivat // MVibhr_77 //	ati-Asannasya saMvittiH % durlaBA ca-aQjana-Adi-vat // MViBH-_77 //
   na cākṣavṛttitajjanma- $ jñānabhedāvivekajāḥ &	na ca-akza-vRtti-tad-janma $ jQAna-Beda-aviveka-jAH &
   dvicandrādibhramās te hi % na pratyakṣe na ca smṛte // MVibhr_78 //	dvi-candra-Adi-BramAH te hi % na pratyakze na ca smRte // MViBH-_78 //
   anyathālambanatve ca $ na nirālambanā matiḥ &	anyaTA-Alambana-tve ca $ na nirAlambanA matiH &
   anyenāpi hi rūpeṇa % cakṣur nālambate 'kṣadhīḥ // MVibhr_79 //	anyena-api hi rUpeNa % cakzuH na-Alambate akzaDIH // MViBH-_79 //
   ālambanārthas tadyukta- $ vyavahārasya yogyatā &	Alambana-arTaH tad-yukta $ vyavahArasya yogyatA &
   anyasyāpi hi naivānyas % sa ity eva hi darśitam // MVibhr_80 //	anyasya-api hi na-eva-anyaH % saH iti eva hi darSitam // MViBH-_80 //
   pravṛttiś śuktiśakale $ tathā ca rajatārthinaḥ &	pravRttiH Sukti-Sakale $ taTA ca rajata-arTinaH &
   ābhāsate kathañcic ca % tan nātyantaṃ na bhāsate // MVibhr_81 //	ABAsate kaTaQcid ca % tat na-atyantam na BAsate // MViBH-_81 //
   tena nāveādikā yat tu $ tadrūpāvyabhicārataḥ &	tena na-AveAdikA yat tu $ tad-rUpa-avyaBicArataH &
   prāmāṇyam ānapekṣyaṃ hi % syād anyathā trapākaram // MVibhr_82 //	prAmANyam Anapekzyam hi % syAt anyaTA trapAkaram // MViBH-_82 //
   trapākaraṃ kathaṃ tan naḥ $ svataḥprāmāṇyavādinām &	trapAkaram kaTam tat naH $ svatas-prAmANya-vAdinAm &
   apy anyo 'vyabhicāreṇa % dhīprāmāṇyam upāgamat // MVibhr_83 //	api anyaH avyaBicAreNa % DI-prAmANyam upAgamat // MViBH-_83 //
   bodhād eva pramāṇatvam $ iti mīmāṃsakasthitim &	boDAt eva pramANa-tvam $ iti mImAMsaka-sTitim &
   vidann avyabhicāreṇa % tāṃ vyudasyaty apaṇḍitaḥ // MVibhr_84 //	vidan avyaBicAreNa % tAm vyudasyati apaNxitaH // MViBH-_84 //
   arthenāvyabhicāraś cen $ nābuddhena pramīyate &	arTena-avyaBicAraH ced $ na-abudDena pramIyate &
   jñānasyāvyabhicārāc ca % tadbodha iti durghaṭam // MVibhr_85 //	jQAnasya-avyaBicArAt ca % tad-boDaH iti durGawam // MViBH-_85 //
   upāsyo 'vyatirekaś ca $ tajjñānasya tathānyathā &	upAsyaH avyatirekaH ca $ tat-jQAnasya taTA-anyaTA &
   nāsiddhāvyatirekeṇa % sa parāmṛśyate .......... // MVibhr_86 //	na-asidDa-avyatirekeNa % sa parAmRSyate .......... // MViBH-_86 //
   api cāvyatireko 'pi $ jñānarūpeṇa vedyate &	api ca-avyatirekaH api $ jQAna-rUpeNa vedyate &
   khyātau ca viparītāyāṃ % tadvirodhaprasaṅgataḥ // MVibhr_87 //	KyAtO ca viparItAyAm % tad-viroDa-prasaFgataH // MViBH-_87 //
   tathā sati tad evāstu $ viṣayasyāvabodhakam &	taTA sati tat eva-astu $ vizayasya-avaboDakam &
   artho nāvyatirekeṇa % tatsāmarthyāptasaṃvidā // MVibhr_88 //	arTaH na-avyatirekeNa % tad-sAmarTya-Apta-saMvidA // MViBH-_88 //
   vyabhicārāpratītyā ced $ aprāmāṇyanirākṛtiḥ &	vyaBicAra-apratItyA ced $ aprAmANya-nirAkRtiH &
   dūṣite vyabhicāreṇa % na syāj jñāne pramāṇatā // MVibhr_89 //	dUzite vyaBicAreNa % na syAt jQAne pramANatA // MViBH-_89 //
   naitad avyabhicāreṇa $ prāmāṇyaṃ yasya duṣyati &	na-etat avyaBicAreNa $ prAmANyam yasya duzyati &
   vyabhicārād asau liṅgaṃ % yathā nākṣaṃ tathāpi tat // MVibhr_90 //	vyaBicArAt asO liFgam % yaTA na-akzam taTA-api tat // MViBH-_90 //
   saṃbandhajñānasāpekṣaṃ $ yad upaity upayogitām &	saMbanDa-jQAna-sApekzam $ yat upEti upayogi-tAm &
   dūṣitaṃ vyabhicāreṇa % tat syāt saṃśayakāraṇam // MVibhr_91 //	dUzitam vyaBicAreNa % tat syAt saMSaya-kAraNam // MViBH-_91 //
   duṣyati vyabhicāreṇa $ bodhakaṃ sattayaiva na &	duzyati vyaBicAreNa $ boDakam sat-tayA-eva na &
   vijñānāc cārthasaṃvittis % sattayaivendriyādivat // MVibhr_92 //	vijQAnAt ca-arTa-saMvittiH % sat-tayA-eva-indriya-Adi-vat // MViBH-_92 //
   liṅgasyāvyabhicārād yat $ prāpyate rūpato 'sya tat &	liFgasya-avyaBicArAt yat $ prApyate rUpataH asya tat &
   siddhapratyayasāmarthya- % pūrvau neto nimittatām // MVibhr_93 //	sidDa-pratyaya-sAmarTya % pUrvO netas nimitta-tAm // MViBH-_93 //
   prāmāṇye tadabhāve cā- $ vyatirekaviparyayau &	prAmANye tad-aBAve cA $ vyatireka-viparyayO &
   tathā hy avyatireko 'pi % bodhād evopavarṇitaḥ // MVibhr_94 //	taTA hi avyatirekaH api % boDAt eva-upavarNitaH // MViBH-_94 //
