   BhG 15.1	Bhu 15.1
   śrī-kṛṣṇasya hi tattvaṃ jñātvā tat-prema-bhajanena guṇātītaḥ san	SrI--kRzNasya hi tattvam jQAtvA tat--prema--Bajanena guNa-atItaH san
   brahma-bhāvaṃ katham āpnuyāl loka iti | tatra brahmaṇo hi pratiṣṭhāham ity	brahma-BAvam kaTam ApnuyAt lokaH iti | tatra brahmaNaH hi pratizWA-aham iti-
   ādi bhagavad-vacanam ākarṇya mama tulyo manuṣyo 'yaṃ katham evaṃ vadatīti	Adi Bagavat--vacanam AkarNya mama tulyaH manuzyaH ayam kaTam evam vadati-iti
   vismayāviṣṭam apratibhayā lajjayā ca kiṃcid api praṣṭum aśaknuvan tam	vismaya-Avizwam apratiBayA lajjayA ca kiMcid api prazwum aSaknuvan tam
   arjunam ālakṣya kṛpayā sva-svarūpaṃ vivakṣuḥ śrī-bhagavān uvāca ūrdhveti |	arjunam Alakzya kRpayA sva--svarUpam vivakzuH SrI--BagavAn uvAca UrDva-iti |
   tatra viraktasyaiva saṃsārād bhagavat-tattva-jñāne 'dhikāro nānyatheti	tatra viraktasya-eva saMsArAt Bagavat--tattva--jQAne aDikAraH na-anyaTA-iti
   pūrvādhyāyoktaṃ parameśvarādhīna-prakṛti-puruṣa-saṃyoga-kāryaṃ saṃsāraṃ	pUrva-aDyAya-uktam parameSvara-aDIna--prakRti-puruza--saMyoga--kAryam saMsAram
   vṛkṣa-rūpa-kalpanayā varṇayati vairāgyāya prastuta-guṇātītatvopāyatvāt	vRkza--rUpa-kalpanayA varNayati vErAgyAya prastuta-guNa-atIta-tva-upAya-tvAt
   tasya | ūrdhvam utkṛṣṭaṃ mūlaṃ kāraṇaṃ sva-prakāśa-paramānanda-rūpatvena	tasya | UrDvam utkRzwam mUlam kAraNam sva--prakASa--parama-Ananda--rUpa-tvena
   nityatvena ca brahma | atahvordhvaṃ sarva-saṃsāra-bādhe 'py abādhitaṃ	nitya-tvena ca brahma | atahvA-UrDvam sarva-saMsAra--bADe api abADitam
   sarva-saṃsāra-bhramādhiṣṭhānaṃ brahma tad eva māyayā mūlam asyety	sarva--saMsAra--Brama-aDizWAnam brahma tat eva mAyayA mUlam asya-iti-
   ūrdhva-mūlam | adha ity arvācīnāḥ kāryopādhayo hiraṇyagrabhādyā gṛhyante |	UrDva--mUlam | aDas iti arvAcInAH kArya-upADayaH hiraNyagraBa-AdyAH gRhyante |
   te nānā-dik-prasṛtatvāc chākhā iva śākhā asyety adhaḥ-śākham |	te nAnA-dik--prasRta-tvAt SAKAH iva SAKA asya-iti aDaH-SAKam |
   āśu-vināśitvena na śvo 'pi sthāteti viśvāsānarham aśvattham māyā-mayaṃ	ASu--vinASi-tvena na Svas api sTAtA-iti viSvAsa-an-arham aSvatTam mAyA-mayam
   saṃsāra-vṛkṣam avyayam anādy-ananta-dehādi-santānāśrayam ātma-jñānam	saMsAra-vRkzam avyayam anAdy-ananta--deha-Adi-santAn-ASrayam Atma--jQAnam
   antareṇānucchedyam anantam avyayam āhuḥ śrutayaḥ smṛtayaś ca | śrutayas	antareNa-anucCedyam anantam avyayam AhuH SrutayaH smRtayaH ca | SrutayaH-
   tāvat -- ūrdhva-mūlo 'vāk-śākha eṣo 'śvatthaḥ sanātanaḥ [KaṭhU 2.3.1] ity	tAvat - UrDva-mUlaH avAk--SAKaH ezaH aSvatTaH sanAtanaH [KaWU 2.3.1] iti-
   ādyaḥ kaṭha-vallīṣu paṭhitāḥ | arvāñco nikṛṣṭāḥ kāryopādhayo	AdyaH kaWa-vallIzu paWitAH | arvAQcaH nikRzwAH kArya-upADayaH-
   mahad-ahaṅkāra-tanmātrādayo vā śākhā asyety arvāk-śākha ity	mahat--ahaFkAra--tanmAtra-AdayaH vA SAKA asya-iti arvAk-SAKaH iti-
   adhaḥ-śākha-pada-samānārthaḥ | sanātana tiy avyaya-pada-samānārtham |	aDaH-SA-Ka-pada--samAna-arTaH | sanAtana tiy avyaya-pada--samAna-arTam |
   smṛtayaś ca-	smRtayaH ca-
   avyakta-mūla-prabhavas tasyaivānugrahotthitaḥ |	avyakta--mUla--praBavaH tasya-eva-anugraha-utTitaH |
   buddhi-skandha-mayaś caiva indriyāntara-koṭaraḥ ||	budDi-skanDa--mayaH ca-eva indriya-antara--kowaraH ||
   mahā-bhūta-viśākhaś ca viṣayaiḥ patravāṃs tathā |	mahA--BUta-viSAKaH ca vizayEH patravAn taTA |
   dharmādharma-supuṣpaś ca sukha-duḥkha-phalodayaḥ ||	Darma-aDarma-supuzpaH ca suKa--duHKa--Pala-udayaH ||
   ājīvyaḥ sarva-bhūtānāṃ brahma-vṛkṣaḥ sanātanaḥ |	AjIvyaH sarva-BUtAnAm brahma-vRkzaH sanAtanaH |
   etad brahma-vanaṃ cāsya brahmācarati sākṣivat ||	etat brahma-vanam ca-asya brahmAcarati sAkzi-vat ||
   etac chittvā ca bhittvā ca jñānena paramāsinā |	etat CittvA ca BittvA ca jQAnena parama-asinA |
   tataś cātma-gatiṃ prāpya tasmān nāvartate punaḥ || [Mbh 14.35.20-22] ity	tatas ca-Atma--gatim prApya tasmAt na-Avartate punar || [MB 14.35.20-22] iti-
   ādayaḥ |	AdayaH |
   avyaktam avyākṛtaṃ māyopādhikaṃ brahma tad eva mūlaṃ kāraṇaṃ tasmāt	avyaktam avyAkRtam mAyA-upADikam brahma tat eva mUlam kAraNam tasmAt-
   prabhavo yasya sa tathā | tasyaiva mūlasyāvyaktasyānugrahād atidṛḍhatvād	praBavaH yasya sa taTA | tasya-eva mUlasya-avyaktasya-anugrahAt ati-dRXa-tvAt-
   utthitaḥ saṃvardhitaḥ | vṛkṣasya hi śākhāḥ skandhād udbhavanti |	utTitaH saMvarDitaH | vRkzasya hi SAKAH skanDAt udBavanti |
   saṃsārasya ca buddheḥ sakāśān nānā-vidhāḥ pariṇāmā bhavanti | tena	saMsArasya ca budDeH sakASAn nAnA-viDAH pariNAmAH Bavanti | tena
   sādharmyeṇa buddhir eva skandhas tan-mayas tat-pracuro 'yam | indriyāṇām	sADarmyeNa budDiH eva skanDaH tan--mayaH tat--pracuraH ayam | indriyANAm
   antarāṇi cchidrāṇy eva koṭarāṇi yasya sa tathā | mahānti bhūtāny ākāśādīni	antarANi cCidrANi eva kowarANi yasya sa taTA | mahAnti BUtAni AkASa-AdIni
   pṛthivy-antāni vividhāḥ śākhā yasya viśākhaḥ stambho yasyeti vā | ājīvya	pRTivI--antAni viviDAH SAKAH yasya viSAKaH stamBaH yasya-iti vA | AjIvya
   upajīvyaḥ | brahmaṇā paramātmanādhiṣṭhito vṛkṣo brahma-vṛkṣaḥ |	upajIvyaH | brahmaNA paramAtmanA-aDizWitaH vRkzaH brahma-vRkzaH |
   ātma-jñānaṃ vinā chettum aśakyatayā sanātanaḥ | etad brahma-vanam asya	Atma--jQAnam vinA Cettum aSakya-tayA sanAtanaH | etat brahma-vanam asya
   brahmaṇo jīva-rūpasya bhogyaṃ vananīyaṃ sambhajanīyam iti vanaṃ brahma	brahmaNaH jIva-rUpasya Bogyam vananIyam samBajanIyam iti vanam brahma
   sākṣivad ācarati na tv etat kṛtena lipyata ity arthaḥ | etad brahma-vanaṃ	sAkzi-vat Acarati na tu etat kRtena lipyate iti arTaH | etat brahma-vanam
   saṃsāra-vṛkṣātmakaṃ chittvā ca bhittvā cāhaṃ, brahmāsmīty	saMsAra-vRkza-Atmakam CittvA ca BittvA ca-ahaM, brahma-asmi-iti-
   atidṛḍha-jñāna-khaḍgena sa-mūlaṃ nikṛtyety arthaḥ ātma-rūpāṃ gatiṃ prāpya	ati-dRXa--jQAna--Kaxgena sa-mUlam nikRtya-iti arTaH Atma--rUpAm gatim prApya
   tasmād ātma-rūpān mokṣān nāvartata ity arthaḥ | spaṣṭam itarat |	tasmAt Atma---rUpAt mokzAt na-Avartate iti arTaH | spazwam itarat |
   atra ca gaṅgā-taraṅga-nudyamānottuṅga-tat-tīra-tiryaṅ-nipatitam	atra ca gaFgA-taraFga-nudyamAna-uttuFga-tat--tIra--tiryaF-nipatitam
   ardhonmūlitaṃ mārutena mahāntam aśvattham upamānīkṛtya jīvantam iyaṃ	arDa-unmUlitam mArutena mahAntam aSvatTam upamAnIkRtya jIvantam iyam
   rūpaka-kalpaneti draṣṭavyam | tena	rUpaka-kalpanA-iti drazwavyam | tena
   nordhva-mūlatvādhaḥ-śākhatvādy-anupapattiḥ | yasya māyā-mayasyāśvatthasya	na-UrDva--mUla-tva-aDaH--SAKa-tva-Adi--anupapattiH | yasya mAyA--mayasya-aSvatTasya
   cchandāṃsi cchādanāt tattva-vastu-prāvaraṇāt saṃsāra-vṛkṣa-rakṣaṇād vā	cCandAMsi cCAdanAt tattva--vastu--prAvaraNAt saMsAra-vRkza--rakzaNAt vA
   karma-kāṇḍāni ṛg-yajuḥ-sāma-lakṣaṇāni parṇānīva parṇāni | yathā vṛkṣasya	karma--kANxAni Rc--yajuH--sAma--lakzaNAni parNAni-iva parNAni | yaTA vRkzasya
   parirakṣaṇāthāni parṇāni bhavanti tathā saṃsāra-vṛkṣasya parirakṣaṇāthāni	parirakzaNa-aTAni parNAni Bavanti taTA saMsAra-vRkzasya parirakzaNa-aTAni
   karma-kāṇḍāni dharmādharmaa-tad-dhetu-phala-prakāśanārthatvāt teṣām | yas	karma--kANxAni Darma-aDarma-a-tad---Detu--Pala--prakASana-arTa-tvAt tezAm | yaH-
   taṃ yathā-vyākhyātaṃ sa-mūlaṃ saṃsāra-vṛkṣaṃ māyā-mayam aśvatthaṃ veda	tam yaTA--vyAKyAtam sa-mUlam saMsAra-vRkzam mAyA-mayam aSvatTam veda
   jānāti sa veda-vit karma-brahmākhya-vedārtha-vit sa evety arthaḥ |	jAnAti sa veda--vid karma--brahma-AKya-veda-arTa-vid saH eva-iti arTaH |
   saṃsāra-vṛkṣasya hi mūlaṃ brahma hiraṇyagarbhādayaś ca jīvāḥ	saMsAra-vRkzasya hi mUlam brahma hiraNyagarBa-AdayaH ca jIvAH
   śākhā-sthānīyāḥ | sa ca saṃsāra-vṛkṣaḥ svarūpeṇa vinaśvaraḥ pravāha-rūpeṇa	SAKA--sTAnIyAH | sa ca saMsAra-vRkzaH sva-rUpeNa vinaSvaraH pravAha--rUpeNa
   cānantaḥ | sa ca vedoktaiḥ karmabhiḥ sicyate brahma-jñānena ca cchidyata	ca-anantaH | sa ca veda-uktEH karmaBiH sicyate brahma--jQAnena ca cCidyata
   ity etāvān eva hi vedārthaḥ | yaś ca vedārthavit sa eva sarva-vid iti	iti etAvAn eva hi veda-arTaH | yaH ca veda-arTa-vid saH eva sarva-vid iti
   sa-mūla-vṛkṣa-jñānaṃ stauti sa vedavid iti ||1||	sa-mUla-vRkza--jQAnam stOti sa veda-vid iti ||1||
   viśvanāthaḥ :	viSvanATaH :
   saṃsāra-cchedako 'saṅga ātmeśāṃśaḥ kṣarākṣarāt |	saMsAra--cCedakaH asaFgaH Atma-ISa-aMSaH kzara-akzarAt |
   uttamaḥ puruṣaḥ kṛṣṇaḥ iti pañcadaśe kathā ||	uttamaH puruzaH kRzNaH iti paQcadaSe kaTA ||
   pūrvādhyāye --	pUrva-aDyAye --
   māṃ ca yo 'vyabhicāreṇa bhakti-yogena sevate |	mAm ca yaH avyaBicAreNa Bakti-yogena sevate |
   sa guṇān samatītyaitān brahma-bhūyāya kalpate || [Gītā 14.26] ity uktam |	sa guNAn samatItya-etAn brahma-BUyAya kalpate || [GItA 14.26] iti uktam |
   tatra tava manuṣyasya bhakti-yogena kathaṃ brahma-bhāva iti cet, satyam	tatra tava manuzyasya Bakti-yogena kaTam brahma-BAvaH iti cet, satyam
   ahaṃ manuṣya eva kintu brahmaṇo 'pi tasya pratiṣṭhā paramāśraya ity asya	aham manuzyaH eva kintu brahmaNaH api tasya pratizWA parama-ASrayaH iti asya
   sūtra-rūpasya vṛtti-sthānīyo 'yaṃ pañcadaśādhyāya ārabhyate | tatra sa	sUtra-rUpasya vRtti-sTAnIyaH ayam paQcadaSa-aDyAyaH AraByate | tatra sa
   guṇān samatītya ity uktam iti guṇamyo 'yaṃ saṃsāraḥ kaḥ, kuto vāyaṃ	guNAn samatItya iti uktam iti guNamyaH ayam saMsAraH kaH, kutas vA-ayam
   pravṛttas tad-bhaktyā saṃsāram atikrāmyan jīvo vā kaḥ | brahma-bhūyāya	pravRttaH tad--BaktyA saMsAram atikrAmyan jIvaH vA kaH | brahma-BUyAya
   kalpate ity uktaṃ brahma vā kiṃ | brahmaṇaḥ pratiṣṭhā tvaṃ vā ka	kalpate iti uktam brahma vA kim | brahmaNaH pratizWA tvam vA ka
   ity-ādy-apekṣāyāṃ prathamam atiśayokty-alaṅkāreṇa saṃsāro 'yam adbhuto	iti--Adi--apekzAyAm praTamam atiSaya-ukti--alaFkAreNa saMsAraH ayam adButaH-
   'śvattha-vṛkṣa iti varṇayati | ūrdhve sarva-lokopari-tale satya-loke	aSvatTa--vRkzaH iti varNayati | UrDve sarva-loka-upari-tale satya--loke
   prakṛti-bījottha-prathama-praroha-rūpa-mahat-tattvātmakaś caturmukha eka	prakRti-bIja-utTa--praTama--praroha---rUpa-mahat--tattva-AtmakaH caturmuKaH eka
   eva mūlaṃ yasya tam | adhaḥ svar-bhuvor-bhūlokeṣu anantā	eva mUlam yasya tam | aDas svar--Buva-Ur-BU-lokezu anantA
   deva-gandharva-kinnarāsura-rākṣasa-preta-bhūta-manuṣya-gavāśvādi-paśu-pakṣi-kṛmi-kīṭa-pataṅga-sthāvarās	deva--ganDarva--kinnara-Asura---rAkzasa--preta-BUta--manuzya--gavASu-Adi-paSu--pakzi--kRmi--kIwa-pataFga--sTAvarAs
   tāḥ śākhā yasya tam aśvatthaṃ dharmādi-caturvarga-sādhakatvād aśvattham	tAH SAKAH yasya tam aSvatTam Darma-Adi--caturvarga--sADaka-tvAt aSvatTam
   uttamaṃ vṛkṣam | śleṣeṇa bhaktimatāṃ na śvaḥ sthāsyatīty aśvatthaṃ	uttamam vRkzam | SlezeNa BaktimatAm na Svas sTAsyati-iti aSvatTam
   naṣṭa-prāyam ity arthaḥ | abhaktānāṃ tv avyayam anaśvaram | chandāṃsi	nazwa--prAyam iti arTaH | aBaktAnAm tu avyayam anaSvaram | CandAMsi
   vāyavyaṃ śvetam ālabheta bhūmikām aindram ekādaśaka-pālaṃ nirvapet	vAyavyam Svetam AlaBeta BUmikAm Endram ekAdaSa-ka-pAlam nirvapet-
   prajākāmaḥ ity ādyāḥ karma-pratipādakā vedāḥ saṃsāra-vardhakatvāt parṇāni	prajA-kAmaH iti AdyAH karma--pratipAdakAH vedAH saMsAra-varDaka-tvAt parNAni
   | vṛkṣo hi parṇaiḥ śobhate | yas taṃ jānāti sa vedajñaḥ | tathā ca	| vRkzaH hi parNEH SoBate | yaH tam jAnAti sa veda-jQaH | taTA ca
   ūrdhva-mūlo 'vāk-śākha eṣo 'śvatthaḥ sanātanaḥ [KaṭhU 2.3.1] iti	UrDva-mUlaH avAk--SAKaH ezaH aSvatTaH sanAtanaH [KaWU 2.3.1] iti
   kaṭha-vallī-śrutiḥ ||1||	kaWa-vallI--SrutiH ||1||
   baladevaḥ :	baladevaH :
   saṃsāra-cchedi vairāgyaṃ jīvo me 'ṃśaḥ sanātanaḥ |	saMsAra--=-Cedi vErAgyam jIvaH me aMSaH sanAtanaH |
   ahaṃ sarvottamaḥ śrīmān iti pañcadaśe smṛtam ||	aham sarva-uttamaH SrImAn iti paQcadaSe smRtam ||
   pūrvatra vijñānānandasyautpattika-guṇāṣṭakasyāpi jīvasya	pUrvatra vijQAna-Anandasya-Otpattika-guNa-azwakasya-api jIvasya
   karma-rūpānādi-vāsanānuguṇena bhagavat-saṅkalpena prakṛti-guṇa-saṅgaḥ | sa	karma--rUpAnAdi--vAsanA-anuguNena Bagavat--saFkalpena prakRti-guNa--saFgaH | sa
   ca bahuvidhas tad-atyayaś ca bhagavad-bhakti-śiraskena viveka-jñānena	ca bahuviDaH tad--atyayaH ca Bagavat--Bakti--Siraskena viveka--jQAnena
   bhavet tasmiṃś ca sati samprāpta-nija-svarūpo jīvo bhagavantam āśritya	Bavet tasmin ca sati samprApta-nija--svarUpaH jIvaH Bagavantam ASritya
   prmodo sarvadā tasmiṃs tiṣṭhatīty uktam | atha	prmodaH sarvadA tasmin tizWati-iti uktam | aTa
   tad-viveka-jñāna-sthairya-karaṃ vairāgyaṃ jīvasya	tad--viveka--jQAna--sTErya-karam vErAgyam jIvasya
   bhajanīya-bhagavad-aṃśatvaṃ bhagavataḥ svetara-sarvottamatvaṃ cokteṣv	BajanIya--Bagavat--aMSa-tvam BagavataH sva-itara--sarva-uttama-tvam ca-uktezu-
   artheṣūpayogāya pañcadaśe 'smin varṇyate | tatra tāvad guṇa-viracitasya	arTezu-upayogAya paQcadaSe asmin varNyate | tatra tAvat guNa-viracitasya
   saṃsārasya vairāgya-vaiccedyatvāt saṃsāraṃ vṛkṣatvena vairāgyaṃ ca	saMsArasya vErAgya--vEccedya-tvAt saMsAram vRkza-tvena vErAgyam ca
   śastratvena rūpayan varṇayati bhagavān -- ūrdhvamūlam ity ādibhis tribhiḥ	Sastra-tvena rUpayan varNayati BagavAn - UrDva-mUlam iti AdiBiH triBiH
   saṃsāra-rūpam aśvattham ūrdhva-mūlam adhaḥ-śākhaṃ prāhuḥ | ūrdhvaṃ	saMsAra--rUpam aSvatTam UrDva--mUlam aDas---SAKam prAhuH | UrDvam
   sarvopari-satya-loke	sarva-upari--satya--loke
   pradhāna-bījottha-prathama-praroha-rūpa-mahat-tattvātmaka-caturmukha-rūpaṃ	praDAna--bIja-utTa--praTama--praroha---rUpa-mahat--tattva-Atmaka-caturmuKa--rUpam
   mūlaṃ yasya saḥ | adhaḥ satya-lokād arvācīneṣu svar-bhuvar-bhūr-lokeṣu	mUlam yasya saH | aDas satya--lokAt arvAcInezu svar--Buvar--BUH---lokezu
   deva-gandharva-kinnarāsura-yakṣa-rākṣasa-manuṣya-paśu-pakṣi-kīṭa-pataṅga-sthāvarāntā	deva--ganDarva--kinnara-asura---yakza--rAkzasa--manuzya-paSu--pakzi--kIwa-pataFga--sTAvara-antA
   nānādik-prasṛtatvāc chākhā yasya tam | caturvarga-phalāśrayatvād aśvattham	nAnA-Adik--prasRta-tvAt SAKA yasya tam | caturvarga--Pala-ASraya-tvAt aSvatTam
   uttama-vṛkṣam | tādṛśena viveka-jñānena vinā nivṛtter abhāvād avyayaṃ	uttama-vRkzam | tAdRSena viveka--jQAnena vinA nivRtteH aBAvAt avyayam
   pravāha-rūpeṇa nityaṃ ca | tam āhuḥ śrutayaś cātra --	pravAha--rUpeNa nityam ca | tam AhuH SrutayaH ca-atra --
   ūrdhva-mūlo 'vāk-śākha	UrDva-mUlaH avAk-SAKa
   eṣo 'śvatthaḥ sanātanaḥ |	ezaH aSvatTaH sanAtanaH |
   ūrdhva-mūlam arvāk-śākhaṃ	UrDva--mUlam arvAk-SAKam
   vṛkṣaṃ yo veda samprati || [KaṭhU 2.3.1] ity ādikāḥ |	vRkzam yaH veda samprati || [KaWU 2.3.1] iti AdikAH |
   yasya saṃsārāśvatthasya chandāṃsi karmākarma-pratipādakāni śruti-vākyāni	yasya saMsAra-aSvatTasya CandAMsi karma-akarma--pratipAdakAni Sruti-vAkyAni
   vāsanāā-rūpa-tan-nidāna-vardhakatvāt parṇāni prāhus tāni cchandāṃsi	vAsanAA--rUpa-tan--nidAna--varDaka-tvAt parNAni prAhuH tAni cCandAMsi
   vāyavyaṃ śvetam ālabheta bhūti-kāma aindram ekādaśaka-pālaṃ nirvapet	vAyavyam Svetam AlaBeta BUti-kAma Endram ekAdaSa-ka-pAlam nirvapet-
   prajā-kāmaḥ ity ādīni bodhyāni | patrais tarur vardhate śobhate ca tam	prajA--kAmaH iti AdIni boDyAni | patrEH taruH varDate SoBate ca tam
   aśvatthaṃ yo veda yathoktaṃ jānāti sa eva veda-vit | vedaḥ khalu	aSvatTam yaH veda yaToktam jAnAti saH eva veda--vid | vedaH Kalu
   saṃsārasya vṛkṣatvaṃ chedyatvābhiprāyeṇāha tad-chedanopāyajño vedārthavid	saMsArasya vRkza-tvam Cedya-tva-aBiprAyeNa-Aha tad--Cedana-upAya-jQaH veda-arTa-vid
   iti bhāvaḥ |	iti BAvaH |
   BhG 15.2	Bhu 15.2
   adhaś cordhvaṃ prasṛtās tasya śākhā	aDas ca-UrDvam prasRtAH tasya SAKA
   guṇa-pravṛddhā viṣaya-pravālāḥ |	guNa--pravRdDAH vizaya--pravAlAH |
   adhaś ca mūlāny anusaṃtatāni	aDas ca mUlAni anusaMtatAni
   karmānubandhīni manuṣya-loke ||2||	karma-anubanDIni manuzya--loke ||2||
   śrīdharaḥ : kiṃ ca adhaś ceti | hiraṇyagarbhādayaḥ kāryopādhayo jīvāḥ	SrIDaraH : kim ca aDas ca-iti | hiraNyagarBa-AdayaH kArya-upADayaH jIvAH
   śākhā-sthānīyatvenoktāḥ | teṣu ca ye duṣkṛtinas te 'dhaḥ paśv-ādi-yoniṣu	SAKA--sTAnIya-tvena-uktAH | tezu ca ye duzkRtinaH te aDas paSu--Adi--yonizu
   prasṛtās tasya saṃsāra-vṛkṣasya śākhāḥ | kiṃ ca, guṇaiḥ sattvādi-vṛttibhir	prasRtAH tasya saMsAra-vRkzasya SAKAH | kim ca, guNEH sattva-Adi--vRttiBiH-
   jala-secanair iva yathāyathaṃ pravṛddhā vṛddhiṃ prāptāḥ | kiṃ ca, viṣayā	jala--secanEH iva yaTAyaTam pravRdDAH vRdDim prAptAH | kim ca, vizayA
   rūpādayaḥ pravālāḥ pallava-sthānīyā yāsāṃ tāḥ | śākhāgra-sthānīyābhir	rUpa-AdayaH pravAlAH pallava---sTAnIyAH yAsAm tAH | SAKA-agra--sTAnIyABiH-
