   PADA MARKERS	PADAH MARKERS
   iyam adbhutaśākhyagra- % kelikautukavānarī // JCand_2.5 //	iyam adButa-SAKi-agra % keli-kOtuka-vAnarI // JCand-_2.5 //
   nirarthakaṃ tuhītyādi $ pūraṇaikaprayojanam &	nirarTakam tuhi-ityAdi $ pUraNa-eka-prayojanam &
   arthe vidadhadityādau % dadhadādyam avācakam // JCand_2.6 //	arTe vidaDat-iti-AdO % daDadAdyam avAcakam // JCand-_2.6 //
   dhatte nabhastalaṃ bhāsvān $ aruṇaṃ taruṇaiḥ karaiḥ &	Datte naBastalam BAsvAn $ aruNam taruNEH karEH &
   ekākṣaraṃ vinā bhūbhrū- % kṣmādikaṃ khatalādivat // JCand_2.7 //	eka-akzaram vinA BU-BrU % kzmA-Adikam Ka-tala-Adi-vat // JCand-_2.7 //
   aślīlaṃ trividhaṃ vrīḍā- $ jugupsāmaṅgalātmanā &	aSlIlam triviDam vrIxA $ jugupsA-maFgala-AtmanA &
   āhlādasādhanaṃ vāyuḥ % kāntānāśe bhavet katham // JCand_2.8 //	AhlAda-sADanam vAyuH % kAntA-nASe Bavet kaTam // JCand-_2.8 //
   syād dvyartham iha sandigdhaṃ $ nadyāṃ yānti patatriṇaḥ &	syAt dvi-arTam iha sandigDam $ nadyAm yAnti patatriNaH &
   syād apratītaṃ śāstraika- % gamyaṃ vītānumādivat // JCand_2.9 //	syAt apratItam SAstra-eka % gamyam vIta-anumAdi-vat // JCand-_2.9 //
   śithilaṃ śayane lilye $ maccitaṃ te śaśiśriyi &	SiTilam Sayane lilye $ mad-citam te SaSi-Sriyi &
   mastapiṣṭakaṭīloṣṭa- % gallādi grāmyam ucyate // JCand_2.10 //	masta-pizwa-kawI-lozwa % galla-Adi grAmyam ucyate // JCand-_2.10 //
   neyārthaṃ lakṣaṇātyanta- $ prasarād amanoharam &	neya-arTam lakzaNa-atyanta $ prasarAt amanoharam &
   himāṃśor hāradhikkāra- % jāgare yāmikāḥ karāḥ // JCand_2.11 //	himAMSoH hAra-DikkAra % jAgare yAmikAH karAH // JCand-_2.11 //
   kliṣṭam artho yadīyo 'rtha- $ śreṇiniḥśreṇim ṛcchati &	klizwam arTaH yadIyaH arTa $ SreNi-niHSreNim RcCati &
   haripriyāpitṛvadhū- % pravāhapratimaṃ vacaḥ // JCand_2.12 //	hari-priyA-pitR-vaDU % pravAha-pratimam vacaH // JCand-_2.12 //
   avimṛṣṭavidheyāṃśaḥ $ samāsapihite vidhau &	avimRzwa-viDeya-aMSaH $ samAsa-pihite viDO &
   viśanti viśikhaprāyāḥ % kaṭākṣāḥ kāmināṃ hṛdi // JCand_2.13 //	viSanti viSiKa-prAyAH % kawAkzAH kAminAm hRdi // JCand-_2.13 //
   aparādhīna ityādi $ viruddhamatikṛn matam &	apara-aDInaH ityAdi $ virudDam-ati-kRt matam &
   anyasaṅgatam uttuṅga- % hāraśobhipayodharau // JCand_2.14 //	anya-saFgatam uttuFga % hAra-SoBi-payoDarO // JCand-_2.14 //
   rasādyanucite varṇe $ pratikūlākṣaraṃ viduḥ &	rasa-Adi-anucite varNe $ pratikUla-akzaram viduH &
   na mām aṅgada jānāsi % rāvaṇaṃ raṇadāruṇam // JCand_2.15 //	na mAm aFgada jAnAsi % rAvaNam raNa-dAruNam // JCand-_2.15 //
   yasminn upahato lupto $ visarga iha tat tathā &	yasmin upahataH luptaH $ visargaH iha tat taTA &
   kusandhiḥ paṭav āgaccha % visandhir nṛpatī imau // JCand_2.16 //	kusanDiH pawau AgacCa % visanDiH nRpatI imO // JCand-_2.16 //
   hatavṛttam anukto 'pi $ chandodoṣaś cakāsti cet &	hata-vRttam anuktaH api $ CandodozaH cakAsti ced &
   viśālalocane! paśyā- % -mbaraṃ tārātaraṅgitam // JCand_2.17 //	viSAla-locane! paSyA % -mbaram tArA-taraFgitam // JCand-_2.17 //
   nyūnaṃ tvatkhaḍgasaṃbhūta- $ yaśaḥpuṣpaṃ nabhastaṭam &	nyUnam tvad-Kaxga-saMBUta $ yaSaH-puzpam naBaH-tawam &
   adhikaṃ bhavataḥ śatrūn % daśaty asilatāphaṇī // JCand_2.18 //	aDikam BavataH SatrUn % daSati asi-latA-PaNI // JCand-_2.18 //
   kathitaṃ punaruktā vāk $ śyāmābjaśyāmalocanā &	kaTitam punar-uktA vAc $ SyAma-abja-SyAma-locanA &
   vikṛtaṃ dūravivṛtair % aiyaruḥ kuñjarāḥ puram // JCand_2.19 //	vikRtam dUra-vivRtEH % EyaruH kuQjarAH puram // JCand-_2.19 //
   patatprakarṣaṃ hīnānu- $ prāsāditve yathottaram &	patat-prakarzam hIna-anu $ prAsAdi-tve yaTottaram &
   gambhīrārambhadambholi- % pāṇir eṣaḥ samāgataḥ // JCand_2.20 //	gamBIra-AramBa-damBoli % pANiH ezaH samAgataH // JCand-_2.20 //
   samāptapunarāttaṃ syād $ eṣa pīyūṣabhājanam &	samApta-punarAttam syAt $ eza pIyUza-BAjanam &
   netrānandī tuṣārāṃśur % udety ambudhibāndhavaḥ // JCand_2.21 //	netra-AnandI tuzArAMSuH % udeti ambuDi-bAnDavaH // JCand-_2.21 //
   ardhāntarapadāpekṣi $ krīḍānṛtyeṣu sasmitam &	arDa-antara-pada-apekzi $ krIxA-nRtyezu sa-smitam &
   moghārambhaṃ stumaḥ śambhum % ardharambhoruvigraham // JCand_2.22 //	moGa-AramBam stumaH SamBum % arDa-ramBa-Uru-vigraham // JCand-_2.22 //
   abhavanmatayogaḥ syān $ na ced abhimato 'nvayaḥ &	aBavat-mata-yogaH syAt $ na ced aBimataH anvayaH &
   yena baddho 'mbudhir yasya % rāmasyānucarā vayam // JCand_2.23 //	yena badDaH ambuDiH yasya % rAmasya-anucarAH vayam // JCand-_2.23 //
   dviṣāṃ sampadam ācchidya $ yaḥ śatrūn samapūrayat &	dvizAm sampadam AcCidya $ yaH SatrUn samapUrayat &
   asthānasthasamāsaṃ na % vidvajjanamanoramam // JCand_2.24 //	asTAna-sTa-samAsam na % vidvat-jana-manoramam // JCand-_2.24 //
   mithaḥ pṛthagvākyapadaiḥ $ saṃkīrṇaṃ yat tad eva tat &	miTas pRTak-vAkya-padEH $ saMkIrNam yat tat eva tat &
   vaktreṇa bhrājate rātriḥ % kāntā candreṇa rājate // JCand_2.25 //	vaktreNa BrAjate rAtriH % kAntA candreNa rAjate // JCand-_2.25 //
   brahmāṇḍaṃ tvadyaśaḥpūra- $ garbhitaṃ bhūmibhūṣaṇa &	brahmANxam tvad-yaSaH-pUra $ garBitam BUmi-BUzaNa &
   ākarṇaya payaḥpūrṇa- % suvarṇakalaśāyate // JCand_2.26 //	AkarNaya payaH-pUrNa % suvarNa-kalaSAyate // JCand-_2.26 //
   bhagnaprakramam ārabdha- $ śabdanirvāhahīnatā &	Bagna-prakramam ArabDa $ Sabda-nirvAha-hIna-tA &
   akramaḥ kṛṣṇa pūjyante % tvām anabhyarcya devatāḥ // JCand_2.27 //	akramaH kRzNa pUjyante % tvAm anaByarcya devatAH // JCand-_2.27 //
   amatārthāntaraṃ mukhye $ 'mukhyenārthe virodhakṛt &	amata-arTa-antaram muKye $ amuKyena-arTe viroDa-kRt &
   tyaktahāram uraḥkṛtvā % śokenāliṅgitāṅganā // JCand_2.28 //	tyakta-hAram uraH-kRtvA % Sokena-AliFgita-aFganAH // JCand-_2.28 //
   apuṣṭārtho viśeṣye cen $ na viśeṣo viśeṣaṇāt &	apuzwa-arTaH viSezye ced $ na viSezaH viSezaNAt &
   viśanti hṛdayaṃ kāntā- % kaṭākṣāḥ khañjanatviṣaḥ // JCand_2.29 //	viSanti hRdayam kAntA % kawAkzAH KaQjana-tvizaH // JCand-_2.29 //
   kaṣṭaḥ spaṣṭāvabodhārtham $ akṣamo vācyasannibhaḥ &	kazwaH spazwa-avaboDa-arTam $ akzamaH vAcya-sanniBaH &
   vyāhataś cedvirodhaḥ syān % mithaḥ pūrvāparārthayoḥ // JCand_2.30 //	vyAhataH ced-viroDaH syAt % miTas pUrva-apara-arTayoH // JCand-_2.30 //
   sahasrapatramitraṃ te $ vaktraṃ kenopamīyate &	sahasra-patra-mitram te $ vaktram kena-upamIyate &
   kutastatropamā yatra % punaruktaḥ sudhākaraḥ // JCand_2.31 //	kutas-tatra-upamA yatra % punaruktaH suDAkaraH // JCand-_2.31 //
   duṣkramagrāmyasandigdhās $ trayo doṣāḥ kramād amī &	duzkramagrAmya-sandigDAH $ trayaH dozAH kramAt amI &
   tvadbhaktaḥ kṛṣṇa! gaccheyaṃ % narakaṃ svargam eva vā // JCand_2.32 //	tvad-BaktaH kRzNa! gacCeyam % narakam svargam eva vA // JCand-_2.32 //
   ekaṃ me cumbanaṃ dehi $ tava dāsyāmi kañcukam &	ekam me cumbanam dehi $ tava dAsyAmi kaQcukam &
   brūta kiṃ sevyatāṃ candra- % mukhīcandrakirīṭayoḥ // JCand_2.33 //	brUta kim sevyatAm candra % muKI-candra-kirIwayoH // JCand-_2.33 //
   anaucityaṃ kīrtilatāṃ $ taraṅgayati yaḥ sadā &	anOcityam kIrtila-tAm $ taraFgayati yaH sadA &
   prasiddhyā vidyayā vāpi % viruddhaṃ dvividhaṃ matam // JCand_2.34 //	prasidDyA vidyayA vA-api % virudDam dviviDam matam // JCand-_2.34 //
   nyasteyaṃ paśya kandarpa- $ pratāpadhavaladyutiḥ &	nyasteyam paSya kandarpa $ pratApa-Davala-dyutiH &
   ketakī śekhare śambhor % dhatte candrakalātulām // JCand_2.35 //	ketakI SeKare SamBoH % Datte candra-kalA-tulAm // JCand-_2.35 //
   sāmānyaparivṛttiḥ syāt $ kuṇḍalacchavivigrahā &	sAmAnya-parivRttiH syAt $ kuNxala=-Cavi-vigrahAH &
   viśeṣaparivṛttiḥ syād % vanitā mama cetasi // JCand_2.36 //	viSeza-parivRttiH syAt % vanitA mama cetasi // JCand-_2.36 //
   tathā sahacarācāru- $ viruddhānyonyasaṃgatī &	taTA sahacarAcAru $ virudDa-anyonya-saMgatI &
   dhvāṅkṣāḥ santaś ca tanayaṃ % svaṃ paraṃ ca na jānate // JCand_2.37 //	DvAFkzAH santaH ca tanayam % svam param ca na jAnate // JCand-_2.37 //
   sarojanetra putrasya $ mukhendum avalokaya &	saroja-netra putrasya $ muKa-indum avalokayaH &
   pālayiṣyati te gotram % asau narapurandaraḥ // JCand_2.38 //	pAlayizyati te gotram % asO nara-purandaraH // JCand-_2.38 //
   pade tadaṃśe vākyāṃśe $ vākye vākyakadambake &	pade tad-aMSe vAkya-aMSe $ vAkye vAkya-kadambake &
   yathānusāram abhyūhed % doṣān śabdārthasaṃbhavān // JCand_2.39 //	yaTA-anusAram aByUhet % dozAn Sabda-arTa-saMBavAn // JCand-_2.39 //
   doṣam āpatitaṃ svānte $ prasarantaṃ viśṛṅkhalam &	dozam Apatitam svAnte $ prasarantam viSRFKalam &
   nivārayati yas tredhā % doṣāṅkuśam uśanti tam // JCand_2.40 //	nivArayati yaH treDA % doza-aFkuSam uSanti tam // JCand-_2.40 //
   doṣe guṇatvaṃ tanute $ doṣatvaṃ vā nirasyati &	doze guNa-tvam tanute $ doza-tvam vA nirasyati &
   bhavantam athavā doṣaṃ % nayaty atyājyatāmasau // JCand_2.41 //	Bavantam aTavA dozam % nayati atyAjyatAm-asO // JCand-_2.41 //
   mukhaṃ candraśriyaṃ dhatte $ śvetaśmaśrukarāṅkuraiḥ &	muKam candra-Sriyam Datte $ Sveta-SmaSrukara-aFkurEH &
   atra hāsyarasoddeśe % grāmyatvaṃ guṇatāṃ gatam // JCand_2.42 //	atra hAsya-rasa-uddeSe % grAmya-tvam guNa-tAm gatam // JCand-_2.42 //
   tava dugdhābdhisaṃbhūteḥ $ kathaṃ jātā kalāṅkitā &	tava dugDa-abDi-saMBUteH $ kaTam jAtA kalA-aFkitA &
   kavīnāṃ samayād vidyā- % viruddho 'doṣatāṃ gataḥ // JCand_2.43 //	kavInAm samayAt vidyA % virudDaH adoza-tAm gataH // JCand-_2.43 //
   dadhāra gaurī hṛdaye $ devaṃ himakarāṅkitam &	daDAra gOrI hRdaye $ devam himakara-aFkitam &
   atra śleṣodayān naiva % tyājyaṃ hīti nirarthakam // JCand_2.44 //	atra Sleza-udayAt na-eva % tyAjyam hi-iti nirarTakam // JCand-_2.44 //
   mahādevaḥ satrapramukhamakhavidyaikacaturaḥ $ sumitrā	mahAdevaH satra-pramuKa-maKa-vidyA-eka-caturaH $ sumitrA
   tadbhaktipraṇihitamatir yasya pitarau &	tad-Bakti-praNihita-matiH yasya pitarO &
   dvitīyas tenāsau sukavijayadevena racite % ciraṃ candrāloke sukhayatu	dvitIyaH tena-asO su-kavi-jaya-devena racite % ciram candrAloke suKayatu
   mayūkhaḥ sumanasaḥ // JCand_2.45 //	mayUKaH sumanasaH // JCand-_2.45 //
   alpākṣarā vicitrārtha- $ khyātir akṣarasaṃhatiḥ &	alpa-akzarA vicitra-arTa $ KyAtiH akzara-saMhatiH &
   uṣākāntenānugataḥ % śūraḥ śaurir ayaṃ punaḥ // JCand_3.1 //	uzA-kAntena-anugataH % SUraH SOriH ayam punar // JCand-_3.1 //
   śobhā khyātāpi yaddoṣo $ guṇakīrtyā niṣidhyate &	SoBA KyAtA-api yat-dozaH $ guNa-kIrtyA niziDyate &
   mudhā nindanti saṃsāraṃ % kaṃsārir yatra pūjyate // JCand_3.2 //	muDA nindanti saMsAram % kaMsAriH yatra pUjyate // JCand-_3.2 //
   abhimāno vicāraś ced $ ūhitārthaniṣedhakṛt &	aBimAnaH vicAraH ced $ Uhita-arTa-nizeDa-kRt &
   indur yadi kathaṃ tīvraḥ % sūryo yadi kathaṃ niśi // JCand_3.3 //	induH yadi kaTam tIvraH % sUryaH yadi kaTam niSi // JCand-_3.3 //
   hetus tyaktvā bahūn pakṣān $ yuktyaikasyāvadhāraṇam &	hetuH tyaktvA bahUn pakzAn $ yuktyA-ekasya-avaDAraNam &
   nendur nārko 'yam aurvāgniḥ % sāgarād utthito dahan // JCand_3.4 //	na-induH na-arkaH ayam Orva-agniH % sAgarAt utTitaH dahan // JCand-_3.4 //
   pratiṣedhaḥ prasiddhānāṃ $ kāraṇānām anādaraḥ &	pratizeDaH prasidDAnAm $ kAraNAnAm anAdaraH &
   na yuddhena bhruvoḥ spande- % -naiva vīrā nipātitāḥ // JCand_3.5 //	na yudDena BruvoH spande % -na-eva vIrAH nipAtitAH // JCand-_3.5 //
   niruktaṃ syān nirvacanaṃ $ nāmnaḥ satyaṃ tathānṛtam &	niruktam syAt nirvacanam $ nAmnaH satyam taTA-anRtam &
   īdṛśaiś caritai rājan % satyaṃ doṣākaro bhavān // JCand_3.6 //	IdRSEH caritEH rAjan % satyam doza-AkaraH BavAn // JCand-_3.6 //
   syān mithyādhyavasāyaś ced $ asatī sādhyasādhane &	syAt miTyA-aDyavasAyaH ced $ asatI sADya-sADane &
   candrāṃśusūtragrathitāṃ % nabhaḥpuṣpasrajaṃ vaha // JCand_3.7 //	candra-aMSu-sUtra-graTitAm % naBaH-puzpa-srajam vaha // JCand-_3.7 //
   siddhiḥ khyāteṣu cen nāma $ kīrtyate tulyatoktaye &	sidDiH KyAtezu ced nAma $ kIrtyate tulya-toktaye &
   yuvām eveha vikhyātau % tvaṃ balair jaladhir jalaiḥ // JCand_3.8 //	yuvAm eva-iha viKyAtO % tvam balEH jalaDiH jalEH // JCand-_3.8 //
   yuktir viśeṣasiddhiś ced $ vicitrārthāntarānvayāt &	yuktiH viSeza-sidDiH ced $ vicitra-arTa-antara-anvayAt &
   navas tvaṃ nīradaḥ ko 'pi % svarṇair varṣasi yan muhuḥ // JCand_3.9 //	navaH tvam nIradaH kaH api % svarNEH varzasi yat muhur // JCand-_3.9 //
   kāryaṃ phalopalambhaś ced $ vyāpārād vastuto 'tha vā &	kAryam Pala-upalamBaH ced $ vyApArAt vastutas aTa vA &
   asāv udeti śītāṃśur % mānacchedāya subhruvām // JCand_3.10 //	asO udeti SItAMSuH % mAna=-CedAya suBruvAm // JCand-_3.10 //
   ityādi lakṣaṇaṃ bhūri $ kāvyasyāhur maharṣayaḥ &	ityAdi lakzaNam BUri $ kAvyasya-AhuH mahA-RzayaH &
   svarṇabhrājiṣṇubhālatva- % prabhṛtīva mahībhujaḥ // JCand_3.11 //	svarNa-BrAjizNu-BAla-tva % praBRti-iva mahIBujaH // JCand-_3.11 //
   mahādevaḥ satrapramukhamakhavidyaikacaturaḥ $ sumitrā	mahAdevaH satra-pramuKa-maKa-vidyA-eka-caturaH $ sumitrA
   tadbhaktipraṇihitamatir yasya pitarau &	tad-Bakti-praNihita-matiH yasya pitarO &
   tṛtīyas tenāsau sukavijayadevena racite % ciraṃ candrāloke sukhayatu	tRtIyaH tena-asO su-kavi-jaya-devena racite % ciram candrAloke suKayatu
   mayūkhaḥ sumanasaḥ // JCand_3.12 //	mayUKaH sumanasaH // JCand-_3.12 //
   śleṣo vighaṭamānārtha- $ ghaṭamānatvavarṇanam &	SlezaH viGawamAna-arTa $ GawamAna-tva-varNanam &
   sa tu śābdaḥ sajātīyaiḥ % śabdair bandhaḥ sukhāvahaḥ // JCand_4.1 //	sa tu SAbdaH sajAtIyEH % SabdEH banDaH suKa-AvahaH // JCand-_4.1 //
   ullasattanutāṃ nīte $ 'nante pulakakaṇṭakaiḥ &	ullasat-tanu-tAm nIte $ anante pulaka-kaNwakEH &
   bhītayā mānavatyaiva % śriyāśliṣṭaṃ hariṃ stumaḥ // JCand_4.2 //	BItayA mAnavatyA-eva % SriyA-ASlizwam harim stumaH // JCand-_4.2 //
   yasmād antaḥsthitaḥ sarvaḥ $ svayam artho 'vabhāsate &	yasmAt antar-sTitaH sarvaH $ svayam arTaH avaBAsate &
   salilasyeva sūktasya % sa prasāda iti smṛtaḥ // JCand_4.3 //	salilasya-iva sUktasya % sa prasAdaH iti smRtaH // JCand-_4.3 //
   samatālpasamāsatvaṃ $ varṇādyais tulyatātha vā &	samatA-alpa-samAsa-tvam $ varNa-AdyEH tulya-tA-aTa vA &
   śyāmalā komalā bālā % ramaṇaṃ śaraṇaṃ gatā // JCand_4.4 //	SyAmalA komalA bAlA % ramaNam SaraNam gatAH // JCand-_4.4 //
   samādhir arthamahimā $ lasadghanarasātmanā &	samADiH arTa-mahimA $ lasat-Gana-rasa-AtmanA &
   syād antarviśatā yena % gātramaṅkuritaṃ satām // JCand_4.5 //	syAt antar-viSatAH yena % gAtram-aFkuritam satAm // JCand-_4.5 //
   mādhuryaṃ punaruktasya $ vaicitryaṃ cārutāvaham &	mADuryam punar-uktasya $ vEcitryam cAru-ta-Avaham &
   vayasya paśya paśyāsyāś % cañcalaṃ locanāñcalam // JCand_4.6 //	vayasya paSya paSya-asyAH % caQcalam locana-aQcalam // JCand-_4.6 //
   ojaḥ syāt prauḍhir arthasya $ saṃkṣepo vātibhūyasaḥ &	ojaH syAt prOXiH arTasya $ saMkzepaH vA-atiBUyasaH &
   ripuṃ hatvā yaśaḥ kṛtvā % tvadasiḥ kośam āviśat // JCand_4.7 //	ripum hatvA yaSaH kRtvA % tvadasiH koSam AviSat // JCand-_4.7 //
   saukumāryam apāruṣyaṃ $ paryāyaparivartanāt &	sOkumAryam apAruzyam $ paryAya-parivartanAt &
   sa kathāśeṣatāṃ yātaḥ % samāliṅgya marutsakham // JCand_4.8 //	sa kaTA-aSeza-tAm yAtaH % samAliFgya marut-saKam // JCand-_4.8 //
   udāratā tu vaidagdhyam $ agrāmyatvāt pṛthaṅmatā &	udAra-tA tu vEdagDyam $ agrAmya-tvAt pRTak-matA &
   mānaṃ muñca priye kiṃcil % locanāntam udañcaya // JCand_4.9 //	mAnam muQca priye kiMcid % locana-antam udaQcaya // JCand-_4.9 //
