   PADA MARKERS	PADAH MARKERS
   imāṃ ṣaṇmantrarājānāṃ $ saṃyuktām advayodayām &	imAm zaz-mantra-rAjAnAm $ saMyuktAm advaya-udayAm &
   anutpādadharmiṇīṃ gāthāṃ % bhāṣate sma girāṃ pateḥ // Mns_25 //	anutpAda-DarmiNIm gATAm % BAzate sma girAm pateH // Mns_25 //
   a ā i ī u ū e ai $ o au aṃ aḥ sthito hṛdi &	a A i I u U e E $ aH O am aH sTitaH hRdi &
   jñānamūrtir ahaṃ buddho % buddhānāṃ tryadhvavartinām // Mns_26 //	jQAna-mUrtiH aham budDaH % budDAnAm tri-aDva-vartinAm // Mns_26 //
   oṃ vajratīkṣṇaduḥkhacchedaprajñājñānamūrtaye /*	om vajra-tIkzNa-duHKa=-Ceda-prajQA-jQAna-mUrtaye /*
   jñānakāyavāgiśvarārāpacanāya te namaḥ // Mns_27 //*	jQAna-kAya-vAgiSvarArA-pacanAya te namaH // Mns_27 //*
   iti māyājālābhisaṃbodhikramagāthās tisraḥ |	iti mAyA-jAlA-aBisaMboDi-krama-gATAH tisraH |
   tad yathā bhagavān buddhaḥ $ saṃbuddho 'kārasambhavaḥ &	tat yaTA BagavAn budDaH $ saMbudDaH akAra-samBavaH &
   akāraḥ sarvavarṇāgryo % mahārthaḥ paramākṣaraḥ // Mns_28 //	akAraH sarva-varNa-agryaH % mahArTaH parama-akzaraH // Mns_28 //
   mahāprāṇo hy anutpādo $ vāgudāhāravarjitaḥ &	mahA-prANaH hi anutpAdaH $ vAc-udAhAra-varjitaH &
   sarvābhilāpahetvagryaḥ % sarvavāksuprabhāsvaraḥ // Mns_29 //	sarva-aBilApa-hetu-agryaH % sarva-vAc-su-praBA-svaraH // Mns_29 //
   mahāmahamahārāgaḥ $ sarvasattvaratiṃkaraḥ &	mahA-maha-mahA-rAgaH $ sarva-sattva-ratiMkaraH &
   mahāmahamahādveṣaḥ % sarvakleśamahāripuḥ // Mns_30 //	mahA-maha-mahA-dvezaH % sarva-kleSa-mahA-ripuH // Mns_30 //
   mahāmahamahāmoho $ mūḍhadhīmohasūdanaḥ &	mahA-maha-mahAmohaH $ mUXaDI-moha-sUdanaH &
   mahāmahamahākrodho % mahākrodharipur mahān // Mns_31 //	mahA-maha-mahA-kroDaH % mahA-kroDa-ripuH mahAn // Mns_31 //
   mahāmahamahālobhaḥ $ sarvalobhaniṣūdanaḥ &	mahA-maha-mahA-loBaH $ sarva-loBa-nizUdanaH &
   mahākāmo mahāsaukhyo % mahāmodo mahāratiḥ // Mns_32 //	mahAkAmaH mahA-sOKyaH % mahAmodaH mahAratiH // Mns_32 //
   mahārūpo mahākāyo $ mahāvarṇo mahāvapuḥ &	mahArUpaH mahA-kAyaH $ mahA-varNaH mahA-vapuH &
   mahānāmā mahodāro % mahāvipulamaṇḍalaḥ // Mns_33 //	mahAnAmA mahodAraH % mahA-vipula-maNxalaH // Mns_33 //
   mahāprajñāyudhadharo $ mahākleśāṅkuśo 'graṇīḥ &	mahA-prajQA-AyuDa-DaraH $ mahA-kleSa-aFkuSaH agraNIH &
   mahāyaśā mahākīrtir % mahājyotir mahādyutiḥ // Mns_34 //	mahA-yaSA mahA-kIrtiH % mahAjyotiH mahA-dyutiH // Mns_34 //
   mahāmāyādharo vidvān $ mahāmāyārthasādhakaḥ &	mahAmAyA-DaraH vidvAn $ mahAmAyA-arTa-sADakaH &
   mahāmāyāratirato % mahāmāyendrajālikaḥ // Mns_35 //	mahAmAyA-rati-H-atas % mahAmAyA-indrajAlikaH // Mns_35 //
   mahādānapatiḥ śreṣṭho $ mahāśīladharo 'graṇīḥ &	mahAdAna-patiH SrezWaH $ mahA-SIla-DaraH agraNIH &
   mahākṣāntidharo dhīro % mahāvīryaparākramaḥ // Mns_36 //	mahA-kzAnti-DaraH DIraH % mahA-vIrya-parAkramaH // Mns_36 //
   mahādhyānasamādhistho $ mahāprajñāśarīradḥṛk &	mahA-DyAna-samADi-sTaH $ mahA-prajQA-SarIra-dHRS &
   mahābalo mahopāyaḥ % praṇidhir jñanasāgaraḥ // Mns_37 //	mahA-balaH mahA-upAyaH % praNiDiH jQana-sAgaraH // Mns_37 //
   mahāmaitrīmayo 'meyo $ mahākāruṇiko 'gradhīḥ &	mahA-mEtrI-mayaH ameyaH $ mahA-kAruNikaH agraDIH &
   mahāprajño mahādhīmān % mahopāyo mahākṛtiḥ // Mns_38 //	mahA-prajQaH mahA-DImAn % mahA-upAyaH mahA-AkRtiH // Mns_38 //
   mahāṛddhibalopeto $ mahāvego mahājavaḥ &	mahARdDi-bala-upetaH $ mahA-vegaH mahA-javaH &
   maharddhiko maheśākhyo % mahābalaparākramaḥ // Mns_39 //	mahardDikaH maheSa-AKyaH % mahA-bala-parAkramaH // Mns_39 //
   mahābhavādrīsaṃbhettā $ mahāvajradharo ghanaḥ &	mahA-Bava-adrI-saMBettA $ mahA-vajraDaraH GanaH &
   mahākrūro mahāraudro % mahābhayabhayaṃkaraḥ // Mns_40 //	mahA-krUraH mahA-rOdraH % mahA-Baya-BayaMkaraH // Mns_40 //
   mahāvidyottamo nātho $ mahāmantrottamo guruḥ &	mahAvidyA-uttamaH nATaH $ mahA-mantra-uttamaH guruH &
   mahāyānanayārūḍho % mahāyānanayottamaḥ // Mns_41 //	mahAyAna-nayA-ArUXaH % mahAyAna-naya-uttamaH // Mns_41 //
   iti vajradhātumaṇḍalajñānagāthāś caturdaśa |	iti vajra-DAtu-maNxala-jQAna-gATAH caturdaSa |
   mahāvairocano buddho $ mahāmaunī mahāmuniḥ &	mahAvErocanaH budDaH $ mahAmOnI mahA-muniH &
   mahāmantranayodbhūto % mahāmantranayātmakaḥ // Mns_42 //	mahA-mantra-naya-udBUtaH % mahA-mantra-naya-AtmakaH // Mns_42 //
   daśapāramitāprapto $ daśapāramitāśrayaḥ &	daSa-pAramitA-praptaH $ daSa-pAramitA-ASrayaH &
   daśapāramitāśuddhir % daśapāramitānayaḥ // Mns_43 //	daSa-pAramitA-SudDiH % daSa-pAramitA-nayaH // Mns_43 //
   daśabhūmīśvaro nātho $ daśabhūmipratiṣṭhitaḥ &	daSa-BUm-ISvaraH nATaH $ daSa-BUmi-pratizWitaH &
   daśajñānaviśuddhātmā % daśajñānaviśuddhadhṛk // Mns_44 //	daSa-jQAna-viSudDa-AtmA % daSa-jQAna-viSudDa-DRS // Mns_44 //
   daśākāro daśārthārtho $ munīndro daśabalo vibhuḥ &	daSa-AkAraH daSArTa-arTaH $ muni-indraH daSa-balaH viBuH &
   aśeṣaviśvārthakaro % daśākāravaśī mahān // Mns_45 //	aSeza-viSva-arTa-karaH % daSa-AkAra-vaSI mahAn // Mns_45 //
   anādir niṣprapañcātmā $ śuddhātmā tathatātmakaḥ &	anAdiH nizprapaQca-AtmA $ SudDa-AtmA taTatA-AtmakaH &
   bhūtavādī yathāvādī % tathākārī ananyavāk // Mns_46 //	BUta-vAdI yaTAvAdI % taTA-AkArI ananya-vAc // Mns_46 //
   advayo 'dvayavādī ca $ bhūtakoṭivyavasthitaḥ &	advayaH advaya-vAdI ca $ BUtakowi-vyavasTitaH &
   nairātmyasiṃhanirṇādī % kutīrthyamṛgabhīkaraḥ // Mns_47 //	nErAtmya-siMha-nirNAdI % kutIrTya-mRga-BIkaraH // Mns_47 //
   sarvatrago 'moghagatis $ tathāgatamanojavaḥ &	sarvatragaH amoGa-gatiH $ taTAgata-manojavaH &
   jino jitārir vijayo % cakravartī mahābalaḥ // Mns_48 //	jinaH jita-ariH vijayaH % cakravartI mahA-balaH // Mns_48 //
   gaṇamukhyo gaṇācāryo $ gaṇeśo gaṇapatir vaśī &	gaNamuKyaH gaNa-AcAryaH $ gaNeSaH gaNapatiH vaSI &
   mahānubhāvo dhaureyo % 'nanyaneyo mahānayaḥ // Mns_49 //	mahA-anuBAvaH DOreyaH % ananyaneyaH mahAnayaH // Mns_49 //
   vāgīśo vākpatir vāgmī $ vācaspatir anantagīḥ &	vAgISaH vAkpatiH vAgmI $ vAcaspatiH ananta-gIH &
   satyavāk satyavādī ca % catuḥsatyopadeśakaḥ // Mns_50 //	satya-vAc satya-vAdI ca % catur-satya-upadeSakaH // Mns_50 //
   avaivartiko hy anāgāmī $ khaḍgaḥ pratyekanāyakaḥ &	avEvartikaH hi anAgAmI $ KaxgaH pratyekanAyakaH &
   nānāniryāṇaniryāto % mahābhūtaikakāraṇaḥ // Mns_51 //	nAnA-niryANa-niryAtaH % mahABUta-eka-kAraNaH // Mns_51 //
   arhan kṣīṇāsravo bhikṣur $ vītarāgo jitendriyaḥ &	arhan kzINa-AsravaH BikzuH $ vIta-rAgaH jita-indriyaH &
   kṣemaprāpto 'bhayaprāptaḥ % śītībhūto hy anāvilaḥ // Mns_52 //	kzema-prAptaH aBaya-prAptaH % SItIBUtaH hi anAvilaH // Mns_52 //
   vidyācaraṇasaṃpannaḥ $ sugato lokavit paraḥ &	vidyA-caraNa-saMpannaH $ sugataH loka-vid paraH &
   nirmamo nirahaṃkāraḥ % satyadvayanayasthitaḥ // Mns_53 //	nirmamaH nirahaMkAraH % satya-dvaya-naya-sTitaH // Mns_53 //
   saṃsārapārakoṭisthaḥ $ kṛtakṛtyaḥ sthalasthitaḥ &	saMsAra-pAra-kowi-sTaH $ kRtakRtyaH sTala-sTitaH &
   kaivalyajñānaniṣṭhyūtaḥ % prajñāśastro vidāraṇaḥ // Mns_54 //	kEvalya-jQAna-nizWyUtaH % prajQA-SastraH vidAraNaH // Mns_54 //
   saddharmo dharmarāḍ bhāsvāṃl $ lokālokakaraḥ paraḥ &	sadDarmaH DarmarAj BAsvAn $ lokAloka-karaH paraH &
   dharmeśvaro dharmarājaḥ % śreyomārgopadeśakaḥ // Mns_55 //	DarmeSvaraH DarmarAjaH % SreyaH-mArga-upadeSakaH // Mns_55 //
   siddhārthaḥ siddhasaṃkalpaḥ $ sarvasaṃkalpavarjitah &	sidDArTaH sidDa-saMkalpaH $ sarva-saMkalpa-varjitah &
   nirvikalpo 'kṣayo dhātur % dharmadhātuḥ paro 'vyayaḥ // Mns_56 //	nirvikalpaH akzayaH DAtuH % DarmaDAtuH paraH avyayaH // Mns_56 //
   puṇyavān puṇyasaṃbhāro $ jñānaṃ jñānākaraṃ mahat &	puNyavAn puNya-saMBAraH $ jQAnam jQAna-akaram mahat &
   jñānavān sadasajjñānī % saṃbhāradvayasaṃbhṛtaḥ // Mns_57 //	jQAnavAn sat-asat-jQAnI % saMBAra-dvaya-saMBRtaH // Mns_57 //
   śāśvato viśvarāḍ yogī $ dhyānaṃ dhyeyo dhiyāṃ patiḥ &	SASvataH viSvarAj yogI $ DyAnam DyeyaH DiyAm patiH &
   pratyātmavedyo hy acalaḥ % paramādyas trikāyadhṛk // Mns_58 //	pratyAtma-vedyaH hi acalaH % parama-AdyaH tri-kAya-DRk // Mns_58 //
   pañcakāyātmako buddhaḥ $ pañcajñānātmako vibhuḥ &	paQcakAya-AtmakaH budDaH $ paQca-jQAna-AtmakaH viBuH &
   pañcabuddhātmamukuṭaḥ % pañcacakṣur asaṅgadhṛk // Mns_59 //	paQca-budDa-Atma-mukuwaH % paQca-cakzuH asaFga-DRk // Mns_59 //
   janakaḥ sarvabuddhānāṃ $ buddhaputraḥ paro varaḥ &	janakaH sarva-budDAnAm $ budDa-putraH paraH varaH &
   prajñābhavodbhavo yonir % dharmayonir bhavāntakṛt // Mns_60 //	prajQA-aBava-udBavaH yoniH % Darma-yoniH Bava-anta-kRt // Mns_60 //
   ghanaikasāro vajrātmā $ sadyojāto jagatpatiḥ &	Gana-ekasAraH vajra-AtmA $ sadyojAtaH jagatpatiH &
   gaganodbhavaḥ svayambhūḥ % prajñājñānānalo mahān // Mns_61 //	gagana-udBavaH svayamBUH % prajQA-jQAna-analaH mahAn // Mns_61 //
   vairocano mahādīptir $ jñānajyotir virocanaḥ &	vErocanaH mahA-dIptiH $ jQAna-jyotiH virocanaH &
   jagatpradīpo jñānolko % mahātejāḥ prabhāsvaraḥ // Mns_62 //	jagat-pradIpaH jQAna-ulkaH % mahA-tejAH praBAsvaraH // Mns_62 //
   vidyārājo 'gramantreśo $ mantrarājo mahārthakṛt &	vidyA-rAjaH agra-mantreSaH $ mantrarAjaH mahArTa-kRt &
   mahoṣṇīṣo 'dbhūtoṣṇīṣo % viśvadarśī viyatpatiḥ // Mns_63 //	mahA-uzNIzaH adBUta-uzNIzaH % viSva-darSI viyat-patiH // Mns_63 //
   sarvabuddhātmabhāvāgryo $ jagadānandalocanaḥ &	sarva-budDa-Atma-BAva-agryaH $ jagat-Ananda-locanaH &
   viśvarūpī vidhātā ca % pūjyo mānyo mahāṛṣiḥ // Mns_64 //	viSvarUpI viDAtA ca % pUjyaH mAnyaH mahA-RziH // Mns_64 //
   kulatrayadharo mantrī $ mahāsamayamantradhṛk &	kula-traya-DaraH mantrI $ mahA-samaya-mantra-DRk &
   ratnatrayadharaḥ śreṣṭhas % triyānottamadeśakaḥ // Mns_65 //	ratnatraya-DaraH SrezWaH % tri-yAna-uttama-deSakaH // Mns_65 //
   amoghapāśo vijayī $ vajrapāśo mahāgrahaḥ &	amoGa-pASaH vijayI $ vajrapASaH mahA-grahaH &
   vajrāṅkuśo mahāpāśaḥ % vajrabhairavabhīkaraḥ // Mns_66 //	vajrAFkuSaH mahA-pASaH % vajraBErava-BIkaraH // Mns_66 //
   iti suciśuddhadharmadhātujñānagāthāḥ pādonapañcaviṃśatiḥ |	iti suci-SudDa-Darma-DAtu-jQAna-gATAH pAda-Una-paQcaviMSatiH |
   krodharāṭ ṣaṇmukho bhīmaḥ $ ṣaṇnetraḥ ṣaḍbhūjo balī &	kroDa-rAj zaNmuKaH BImaH $ zaz-netraH zaxBUjaH balI &
   daṃṣṭrakarālaḥ kaṅkālo % halāhalaḥ śatānanaḥ // Mns_67 //	daMzwra-karAlaH kaFkAlaH % halAhalaH Sata-AnanaH // Mns_67 //
   yamāntako vighnarājo $ vajravego bhayaṃkaraḥ &	yamAntakaH viGna-rAjaH $ vajravegaH BayaMkaraH &
   vighuṣṭavajro hṛdvajro % māyāvājro mahodaraḥ // Mns_68 //	viGuzwa-vajraH hRd-vajraH % mAyA-vAjraH mahodaraH // Mns_68 //
   kuliśeśo vajrayonir $ vajramaṇḍo nabhopamaḥ &	kuliSa-ISaH vajra-yoniH $ vajramaNxaH naBa-upamaH &
   acalaikajaṭāṭopo % gajacarmapaṭārdradhṛk // Mns_69 //	acala-eka-jawA-AwopaH % gaja-carma-pawa-Ardra-DRk // Mns_69 //
   hāhākāro mahāghoro $ hīhīkāro bhayānakaḥ &	hAhAkAraH mahA-GoraH $ hi-ihIkAraH BayAnakaH &
   aṭṭahāso mahāhāso % vajrahāso mahāravaḥ // Mns_70 //	awwahAsaH mahA-hAsaH % vajrahAsaH mahA-ravaH // Mns_70 //
   vajrasattvo mahāsattvo $ vajrarājo mahāsukhaḥ &	vajra-sattvaH mahAsattvaH $ vajra-rAjaH mahAsuKaH &
   vajracaṇḍo mahāmodo % vajrahūṃkārahūṃkṛtiḥ // Mns_71 //	vajracaNxaH mahAmodaH % vajra-hUMkAra-hUMkRtiH // Mns_71 //
   vajrabāṇāyudhadharo $ vajrakhaḍgo nikṛntanaḥ &	vajra-bANa-AyuDa-DaraH $ vajra-KaxgaH nikRntanaH &
   viśvavajradharo vajrī % ekavajrī raṇañjahaḥ // Mns_72 //	viSva-vajraDaraH vajrI % eka-vajrI raNaQjahaH // Mns_72 //
   vajrajvālākarālākṣo $ vajrajvālāśiroruhaḥ &	vajra-jvAlA-karAla-akzaH $ vajra-jvAlA-SiroruhaH &
   vajrāveśo mahāveśaḥ % śatākṣo vajralocanaḥ // Mns_73 //	vajra-AveSaH mahA-veSaH % Sata-akzaH vajra-locanaH // Mns_73 //
   vajraromāṅkuratanur $ vajraromaikavigrahaḥ &	vajra-roma-aFkura-tanuH $ vajra-roma-eka-vigrahaH &
   vajrakoṭinakhārambho % vajrasāraghanacchaviḥ // Mns_74 //	vajra-kowi-naKa-AramBaH % vajra-sAra-Gana=-CaviH // Mns_74 //
   vajramālādharaḥ śrīmān $ vajrābharaṇabhūṣitaḥ &	vajra-mAlA-DaraH SrImAn $ vajra-ABaraNa-BUzitaH &
   hāhāṭṭahāso nirghoṣo % vajraghoṣaḥ ṣaḍakṣaraḥ // Mns_75 //	hAhA-awwahAsaH nirGozaH % vajra-GozaH zaz-akzaraH // Mns_75 //
   mañjughoṣo mahānādas $ trailokyaikaravo mahān &	maQjuGozaH mahA-nAdaH $ trElokya-eka-ravaH mahAn &
   ākāśadhātuparyanta- % ghoṣo ghoṣavatāṃ varaḥ // Mns_76 //	AkASa-DAtu-paryanta % GozaH GozavatAm varaH // Mns_76 //
   ity ādarśajñānagāthāḥ pādena sārdhaṃ daśa |	iti AdarSa-jQAna-gATAH pAdena sArDam daSa |
   tathatābhūtanairātmya- $ bhūtakoṭir anakṣaraḥ &	taTatA-BUta-nErAtmya $ BUtakowiH anakzaraH &
   śūnyatāvādivṛṣabho % gambhīrodāragarjanaḥ // Mns_77 //	SUnyatA-=-Adi-vRzaBaH % gamBIra-udAra-garjanaH // Mns_77 //
   dharmaśaṅkhyo mahāśabdo $ dharmagaṇḍī mahāraṇaḥ &	Darma-SaFKyaH mahA-SabdaH $ Darma-gaNxI mahA-raNaH &
   apratiṣṭhatanirvāṇo % daśadigdharmadundubhiḥ // Mns_78 //	apratizWata-nirvANaH % daSa-diS-Darma-dunduBiH // Mns_78 //
   arūpo rūpavān agryo $ nānarūpo manomayaḥ &	arUpaH rUpavAn agryaH $ nAna-rUpaH manaH-mayaH &
   sarvarūpāvabhāsaśrīr % aśeṣapratibimbadhṛk // Mns_79 //	sarva-rUpa-avaBAsa-SrIH % aSeza-pratibimba-DRk // Mns_79 //
   apradhṛṣyo maheśākhyas $ traidhātukamaheśvaraḥ &	apraDRzyaH maheSa-AKyaH $ trEDAtuka-maheSvaraH &
   samucchritāryamārgastho % dharmaketur mahodayaḥ // Mns_80 //	samucCrita-Arya-mArga-sTaH % DarmaketuH mahA-udayaH // Mns_80 //
   trailokyaikakumārāṅgaḥ $ sthaviro vṛddhaḥ prajāpatiḥ &	trElokya-eka-kumAra-aFgaH $ sTaviraH vRdDaH prajApatiH &
   dvātriṃśallakṣaṇadharaḥ % kāntas trailokyasundaraḥ // Mns_81 //	dvAtriMSat-lakzaNa-DaraH % kAntaH trElokya-sundaraH // Mns_81 //
   lokajñānaguṇācāryo $ lokācāryo viśāradaḥ &	loka-jQAna-guNa-AcAryaH $ loka-AcAryaH viSAradaH &
   nāthas trātā trilokāptaḥ % śaraṇaṃ tāyy anuttaraḥ // Mns_82 //	nATaH trAtA triloka-AptaH % SaraNam tAyi anuttaraH // Mns_82 //
   gaganābhogasaṃbhogaḥ $ sarvajñajñānasāgaraḥ &	gagana-ABoga-saMBogaH $ sarvajQa-jQAna-sAgaraH &
   avidyāṇḍakośasaṃbhettā % bhavapañjaradāraṇaḥ // Mns_83 //	avidyA-aNxa-koSa-saMBettA % Bava-paQjara-dAraNaH // Mns_83 //
   śamitāśeṣasaṃkleśaḥ $ saṃsārārṇavapāragaḥ &	Samita-aSeza-saMkleSaH $ saMsAra-arNava-pAragaH &
   jñānābhiṣekamukuṭaḥ % samyaksaṃbuddhabhūṣaṇaḥ // Mns_84 //	jQAna-aBizeka-mukuwaH % samyaksaMbudDa-BUzaNaH // Mns_84 //
   triduḥkhaduḥkhaśamanas $ tryanto 'nantas trimuktigaḥ &	tri-duHKa-duHKa-SamanaH $ tryantaH anantaH trimukti-gaH &
   sarvāvaraṇanirmukta % ākāśasamatāṃ gataḥ // Mns_85 //	sarva-AvaraNa-nirmuktaH % AkASa-sama-tAm gataH // Mns_85 //
