   oṃ	om
   pratimucyate, tathā tāyināṃ 774cāṅgīkṛtasantānocchedaḥ /	pratimucyate, taTA tAyinAm 774ca-aFgIkRta-santAna-ucCedaH /
   tadāhuḥ---"pradīpasyeva nirvāṇaṃ vimokṣstasya 775tāyinaḥ" //	tad-AhuH---"-pradIpasya-iva nirvANam vimokzH-tasya 775tAyinaH" //
   iti /	iti /
   deśikānāñcānekajanmābhyāsasvātmībhūtabrahmādistambaparyantajagadvyāp	deSikA-n-AQca-aneka-janma-aByAsa-sva-AtmIBUta-brahma-Adi-stamba-paryanta-jagat-vyAp
   imahākaruṇānāṃ 776viśuddhacittasantāno 'nanta iti /	imahA-karuNAnAm 776viSudDa-citta-santAnaH anantaH iti /
   tannirāsaḥ /	tad-nirAsaH /
   tadidamasāram /	tat-idam-asAram /
   pratītisiddhasya buddherboddhuśca bhedasya 777nirākaraṇānarhatvāt /	pratIti-sidDasya budDeH-bodDuH-ca Bedasya 777nirAkaraNAnarha-tvAt /
   sahopalambhaniyamastu yathā bhede 'pyupapadyate, tathātraiva vakṣyāmaḥ /	saha-upalamBa-niyamaH-tu yaTA Bede api-upapadyate, taTA-atra-eva vakzyAmaH /
   778nirākṛtaścāyaṃ bāhyārthasiddhāvṛjuvimalāyām /	778nirAkRtaH-ca-ayam bAhya-arTa-sidDO=-Rju-vimalAyAm /
   buddhireva paramastu, alaṃ boddhreti yaduktam /	budDiH-eva paramaH-tu, alam bodDrA-iti yat-uktam /
   tadapi kālpanike boddhari yuktaṃ vaktum /	tat-api kAlpanike bodDari yuktam vaktum /
   sākṣātpratītisiddhe tu nāvakāśo 'syāsatpralāpasya /	sAkzAt-pratIti-sidDe tu na-avakASaH asya-asat-pralApasya /
   svāpādiṣvapi buddhiranuvartata iti yaduktam, tadapi pramāṇābhāvādasāram /	svApa-Adizu-api budDiH-anuvartate iti yat-uktam, tat-api pramANa-aBAvAt-asAram /
   jāgarādiṣu buddheratraiva kāraṇaṃ vakṣyāmaḥ /	jAgara-Adizu budDeH-atra-eva kAraNam vakzyAmaH /
   indriyātmavādopanyāsa-tannirāsau /	indriya-Atma-vAda-upanyAsa--tad-nirAsO /
   evaṃ tarhi bhavantvindriyāṇyeva779 cetanāni, evaṃ buddherboddhuśca	evam tarhi Bavantu-indriyANi-eva779 cetanAni, evam budDeH-bodDuH-ca
   bhedāvabhāso ghaṭiṣyate /	Beda-avaBAsaH Gawizyate /
   bhavedetadevaṃ yadi darśanasparśanābhyāmekārthapratisandhānaṃ780 na syāt /	Bavet-etat-evam yadi darSana-sparSanAByAm-ekArTa-pratisanDAnaM780 na syAt /
   "yadahamadrākṣaṃ tadahaṃ spṛśāmī"tyatra pratisandhātaikaḥ pratīyate /	"yat-aham-adrAkzam tat-aham spRSAmI"ti-atra pratisanDAtA-ekaH pratIyate /
   smaraṇañcendriyārthānāṃ tattadindriyāpāye 'pi yadupalabhyate,	smaraNaQca-indriya-arTAnAm tat-tat-indriya-apAye api yat-upalaByate,
   tadindriyacaitanye 781nopapadyate /	tad-indriya-cEtanye 781nA-upapadyate /
   dehātmavādaśaṅkā-nirākaraṇe /	deha-Atma-vAda-SaFkA--nirAkaraNe /
   782astu tarhi deha evā'tmā, na tatremau doṣau prasajyete /	782aH-tu tarhi dehaH evA-atmA, na tatra-imO dozO prasajyete /
   maivam /	mA-evam /
   jñātā hyātmā, na ca dehasya jñātṛtā sambhavati /	jQAtA hi-AtmA, na ca dehasya jQAtR-tA samBavati /
   783tathāhi---deho nāma pārthivo dravyaviśeṣaḥ /	783taTA-ahi---dehaH nAma pArTivaH dravya-viSezaH /
   nanu pārthivatve tasya bhūtāntaraguṇānupalambha784 āpadyeta /	nanu pArTiva-tve tasya BUta-antara-guNa-anupalamBa784 Apadyeta /
   neti brūmaḥ /	na-iti brUmaH /
   bhūtāntarasahitasya bhūtāntarasya na785kāryāntarāmbhakateti vadāmaḥ, na	BUta-antara-sahitasya BUta-antarasya na785kArya-antara-amBaka-tA-iti vadAmaH, na
   punarmitho 'pi bhūtāni na saṃyujyanta itayācakṣmahe /	punar-miTas api BUtAni na saMyujyante itayA-Acakzmahe /
   786atassaṃyuktabhūtāntaraguṇopalambho nānupapannaḥ /	786atassaMyukta-BUta-antara-guNa-upalamBaH na-anupapannaH /
   kathaṃ punarārambhakatvāsambhavaḥ /	kaTam punar-AramBaka-tva-asamBavaH /
   ucyate---na tāvatpañcānām, caturṇāṃ vā sambhūyā'rambhakatvaṃ sambhavati /	ucyate---na tAvat-paQcAnAm, caturNAm vA samBUyA-aramBaka-tvam samBavati /
   cākṣuṣācākṣuṣadravyārabdhasya tatsamavāyino 'cākṣuṣatvāpatteḥ /	cAkzuza-AcAkzuza-dravya-ArabDasya tad-samavAyinaH acAkzuza-tva-ApatteH /
   yat khalu cākṣuṣācākṣuṣadravyārabdhaṃ yatsamavetam, tanna cākṣuṣam,	yat Kalu cAkzuzA-cAkzuza-dravya-ArabDam yat-samavetam, tat-na cAkzuzam,
   vāyuvanaspatisaṃyogavat /	vAyu-vanaspati-saMyoga-vat /
   cākṣuṣaśca dehaḥ /	cAkzuzaH-ca dehaH /
   ato na 787pañcabhiḥ, caturbhirvā samārabdhaḥ, ākāśānilayoracākṣuṣatvāt /	atas na 787paQcaBiH, caturBiH-vA samArabDaH, AkASa-anilayoH-acAkzuza-tvAt /
   ākāśasyācākṣuṣatvanirūpaṇam /	AkASasya-AcAkzuza-tva-nirUpaNam /
   kathaṃ punaracākṣuṣaṃ nabhaḥ ? acākṣuṣasya sattāpi kiṃ	kaTam punar-acAkzuzam naBaH ? acAkzuzasya sattA-api kim
   prāmāṇikamityetadapi cintyam /	prAmANikam-iti-etat-api cintyam /
   ucyate---acākṣuṣaṃ vyoma dravyatve satyarūpitvāt, ātmavat /	ucyate---acAkzuzam vyoma dravya-tve satya-rUpi-tva-at, Atma-vat /
   nanu nārūpaṃ gaganam788 /	nanu na-arUpam gaganam788 /
   taddhi dhavalam, utpalapalāśaśyāmalaṃ 789vopalabhyate /	tat-hi Davalam, utpala-palASa-SyAmalam 789vA-upalaByate /
   790ucyate---dhavalimā hi prāyeṇa taijasa eva nīhāre, tauhino	790ucyate---DavalimAH hi prAyeNa tEjasaH eva nIhAre, tOhinaH-
   vā,ontadapagame tadanupalambhāt /	vA-a,ontat-apagame tad-anupalamBAt /
   yadayaṃ punarniśi nīlimevāvalokyate, nāsau nabhasaḥ /	yat-ayam punar-niSi nIlim-eva-avalokyate, na-asO naBasaH /
   kasya tarhi ? na kasyacit /	kasya tarhi ? na kasyacid /
   kathaṃ punarguṇaḥ, na kasyacit ? satyam //	kaTam punar-guNaH, na kasyacid ? satyam //
   guṇa evāyamasiddhaḥ /	guNaH eva-ayam-asidDaH /
   nanu pratītibalena siddha eva /	nanu pratIti-balena sidDaH eva /
   satyam, sidhyedyadi pratītireva sidhyet, sā tu kāraṇābhāvānna siddhā /	satyam, siDyet-yadi pratItiH-eva siDyet, sA tu kAraNa-aBAvAt-na sidDAH /
   nanu cakṣureva kāraṇam /	nanu cakzuH-eva kAraNam /
   na /	na /
   ālokopakārānapekṣasya cakṣuṣo 'prakāśakatvāt /	Aloka-upakAra-anapekzasya cakzuzaH aprakASaka-tvAt /
   tenāpratītāvevāyaṃ pratītibhramo mandānām /	tena-apratItO=-eva-ayam pratIti-BramaH mandAnAm /
   791ato divā tadanupalambhaḥ /	791ataH divA tad-anupalamBaH /
   anyathā saurībhirbhāmiranugṛhītaṃ cakṣussphuṭataraṃ vyomni nīlimānaṃ	anyaTA sOrIBiH-BAmiH-anugRhItam cakzussPuwataram vyomni nIli-mAnam
   prakāśayet /	prakASayet /
   prakāśayet /	prakASayet /
   rūpañca sparśasahacaritamiti, sparśavattvaṃ nabhasassyāt /	rUpaQca sparSa-sahacaritam-iti, sparSavat-tvam naBasa-ssyAt /
   tataśca sarvamūrtadravyapratighātaprasaṅgaḥ /	tatas-ca sarva-mUrta-dravya-pratiGAta-prasaFgaH /
   kecittu tamaso nīlimā gaganasyevopalabhyata ityāhuḥ /	kecid-tu tamasaH nIlimAH gaganasya-iva-upalaByate iti-AhuH /
   tadasadityeke /	tat-asat-iti-eke /
   tamaso niṣpattyanavakḷpteḥ /	tamasaH nizpatti-anavak?pteH /
   rūpavattvena hi namo dravyaṃ syāt, taccānekadravyārabdhaṃ saccākṣuṣaṃ	rUpavat-tvena hi namaH dravyam syAt, tat-ca-aneka-dravya-ArabDam sat-cAkzuzam
   bhavet, na ca tāni dravyāṇi santi /	Bavet, na ca tAni dravyANi santi /
   santi cet, diva'pyarābheran /	santi cet, diva-api-arABeran /
   ato 'ndhānāmivāsau nīlimābhimāne nabhasa eveti yuktam /	atas anDAnAm-iva-asO nIlimA-aBimAne naBasaH eva-iti yuktam /
   tamaso nirākaraṇām //	tamasaH nirAkaraNAm //
   yaccedamucyate---chāyaiva tamaḥ, sā ca	yat-ca-idam-ucyate---CAyA-eva tamaH, sA ca
   795calatvā-calatva-mahattvā-mahattva-dūratvā-sannatvādiguṇayoginī	795cala-tva-a--cala-tva--mahat-tvA--mahat-tva-dUra-tvA--sanna-tva-Adi-guNa-yoginI
   vastubhūteti /	vastu-BUta-iti /
   792tadapyasāram /	792tad-api-asAram /
   793niṣpattyanavakḷptereva /	793nizpatti-anavak?pteH-eva /
   yacca calatvā---calatvādikamupanyastam /	yat-ca cala-tvA---cala-tva-Adikam-upanyastam /
   tadapi sthūladarśitayā /	tat-api sTUla-darSi-tayA /
   tathāhi---āloke 'pavārite chāyeṣyate,794 tato	taTA-ahi---Aloke apavArite CAyA-izyate,794 tatas-
   'pavāritālokabhūbhāgādibhāvavyatirekiṇī na rūpāntaravacchāyā dṛśyate /	apavArita-Aloka-BU-BAga-Adi-BAva-vyatirekiNI na rUpa-antara-vat-CAyA dRSyate /
   tena manyāmahe---apavāritālokabhūbhāgādikameva chāyeti /	tena manyAmahe---apavArita-Aloka-BU-BAga-Adikam-eva CAyA-iti /
   etena calatvā-795calatva-mahattvā-mahattva-dūratvā-sannatvādīni	etena cala-tvA-795cala-tva--mahat-tvA--mahat-tva-dUra-tvA--sanna-tva-AdIni
   samarthitāni /	samarTitAni /
   yatatu tejasaḥ pratirodhi dravyam, yat yathā yathā sañcarati, tathā tathā	yatatu tejasaH pratiroDi dravyam, yat yaTA yaTA saQcarati, taTA taTA
   ālokaḥ pratimucyate, pratirudhyate ceti, calatīva chāyā pratibhāti /	AlokaH pratimucyate, pratiruDyate ceti, calati-iva CAyA pratiBAti /
   anyathā śarīre calati, kimiti chāyāpi calet /	anyaTA SarIre calati, kim-iti CAyA-api calet /
   796calanahetvabhāvāt /	796calana-hetu-aBAvAt /
   etenācalati śarīre 'calatvaṃ vyākhyātam /	etena-acalati SarIre acala-tvam vyAKyAtam /
   saṃkhyāparimāṇayogi797 mahattvam, tadabhāve kathamiva	saMKyA-parimANa-yogi797 mahat-tvam, tad-aBAve kaTam-iva
   798chāyeyamutpatsyata ityalamanayā sthūladarśinaḥ kathayānanubaddhayā /	798CAyA-iyam-utpatsyate iti-alam-anayA sTUla-darSinaH kaTaya-ananubadDayA /
   nanu bhūbhāgādereva chāyātve kathaṃ dravyāntareṇa 799vyapadeśaḥ"asya	nanu BU-BAga-AdeH-eva CAyA-tve kaTam dravya-antareNa 799-vyapadeSaH"asya
   chāyeyami"ti /	CAyA-iyam-i"ti /
   ucyate---apavāritālokabhūbhāgādirevachāyetyuktam /	ucyate---apavArita-Aloka-BU-BAga-Adireva-CAyA-iti-uktam /
   tatra yenāpavāraṇam, 800tadapekṣayā yujyate tadvyapadeśaḥ /	tatra yena-apavAraNam, 800tad-apekzayA yujyate tad-vyapadeSaH /
   evañca smṛtikārāṇāmapi--- "801nā'krāmetkāmataśchāyām" ityevamādiko	evaQca smRti-kArANAm-api-- "801nA-akrAmet-kAmataH-CAyAm" iti-evamAdiko
   vyavahāra upapannaḥ //	vyavahAraH upapannaH //
   yo 'pi ca śāstrakārāṇāṃ vyavahāraḥ 802"chatragṛhādīnāṃ tulyaṃ	yaH api ca SAstra-kArANAm vyavahAraH 802"-Catra-gRha-AdInAm tulyam
   cchāyālakṣaṇaṃ kāryami"ti sa ālokāpavāraṇābhiprāyeṇa varṇanīyaḥ /	cCAyA-lakzaNam kAryam-i"ti saH Aloka-apavAraNa-aBiprAyeNa varNanIyaH /
   803nanu cā'lokāpavāraṇe 804bhūbhāgāderadarśanaprasaṅgaḥ /	803nanu cA-aloka-apavAraNe 804BU-BAga-AdeH-adarSana-prasaFgaH /
   maivam /	mA-evam /
   pracuratarālokāvayavasaṃyogastatra vāryate, 805alpāstu	pracuratara-Aloka-avayava-saMyogaH-tatra vAryate, 805alpAH-tu
   tejovayavāssamantatassañcarantassaṃyujyanta eva /	tejaH-vaya-vAssamantatassaQcaranta-ssaMyujyante eva /
   yatra tu sarvarthā teṣāmasaṃyogaḥ, sa mahānandhakāra iti niravadyam /	yatra tu sarvarTA tezAm-asaMyogaH, sa mahAn-anDakAraH iti niravadyam /
   yacca visphāritākṣaḥ kūpādiṣu jalamadhyastha suṣiramadhyakṣamīkṣata	yat-ca visPArita-akzaH kUpa-Adizu jala-maDyasTa suziram-aDyakzamIkzata
   ityucyate, tatrāpi tejovayavāḥ kūpanemilabdhāvacchedāstathā pratīyanta	iti-ucyate, tatra-api tejaH-vayavAH kUpa-nemi-labDa-avacCedAH-taTA pratIyanta
   806ityuttaram /	806iti-uttaram /
   ākāśasyākasiddhiśaṅkā /	AkASasyAka-sidDi-SaFkA /
   na caivaṃ satyākāśasyāsiddhireva /	na ca-evam sati-a-AkASasya-asidDiH-eva /
   śabdalakṣaṇaguṇānumānasiddhatvāt /	Sabda-lakzaNa-guNa-anumAna-sidDa-tvAt /
   nanu guṇataiva śabdasyāsiddhā, dravyatvena vādibhirabhyupetatvāt /	nanu guNa-tA-eva Sabdasya-asidDA, dravya-tvena vAdiBiH-aByupeta-tvAt /
   yadāhuḥ---"varṇātmakāśca ye śabdā nityāssarvagatāstathā /	yat-A-AhuH----"varNa-AtmakAH-ca ye SabdAH nityAH-sarva-gatAH-taTA /
   pṛthagdravyatayā te tu na guṇāḥ kasyacinmatāḥ" //	pRTak-dravya-tayA te tu na guNAH kasyacid-matAH" //
   sa. da. kau. 92 pṛ. iti /	sa. da. kO. 92 pR. iti /
   tannirāsaḥ /	tad-nirAsaH /
   808tadidasamāram /	808tad-ida-samAram /
   ekendriyapratyakṣatayā 809rūpādivadguṇatvasiddheḥ /	eka-indriya-pratyakza-tayA 809-rUpa-Adi-vat-guNa-tva-sidDeH /
   na ca vāyunānaikāntikatvam /	na ca vAyunA-anEkAntika-tvam /
   tasya vāyoratīndriyatayābhyupetatvāt /	tasya vAyoH-ati-indriya-tayA-aByupeta-tvAt /
   ye 'pi caindriyakaṃ vāyumicchanti, teṣāmapi "sparśavirahe	ye api ca-Endriyakam vAyum-icCanti, tezAm-api "sparSa-virahe
   satī"tiviśeṣaṇopādānādadoṣaḥ /	sa-tI"ti-viSezaNa-upAdAnAt-adozaH /
   evaṃ siddhaguṇabhāvaśśabdo guṇinamanumāsyati810 /	evam sidDa-guNa-BAvaH-SabdaH guNinam-anumAsyati810 /
   tasya bhūjalādibhāvāvagame kāraṇābhāvād 811dravyāntarameva tadavatiṣṭhate	tasya BU-jala-Adi-BAva-avagame kAraNa-aBAvAt 811dravyAntaram-eva tat-avatizWate
   apratītasāmānādhikaraṇyaguṇabhedena bhedāvagamāt /	apratIta-sAmAnADikaraNya-guNa-Bedena Beda-avagamAt /
   nanu mukhādigataśśabda upalabhyate /	nanu muKa-Adi-gataH-SabdaH upalaByate /
   netyucyate /	na-iti-ucyate /
   śrotram prāpyakāri bahirindrayatvāt 812tvagindriyavat /	Srotram prApya-kAri bahis-indraya-tvAt 812tvac-indriya-vat /
   813tatra na tāvacchotraṃ mukhādideśaṃ gacchati, pratyakṣā hi karṇaśaṣkulī	813tatra na tAvat-Sotram muKa-Adi-deSam gacCati, pratyakzA hi karNaSazkulI
   svadeśasthā dṛśyate /	sva-deSa-sTA dRSyate /
   nāpi mukhaṃ śrotradeśamupasarpati, tasyāpi svadeśa evopalambhāt /	na-api muKam Srotra-deSam-upasarpati, tasya-api sva-deSaH eva-upalamBAt /
   ataḥ śrātragata eva śabdo gṛhyate /	atas SrAtra-gataH eva SabdaH gRhyate /
   bhrāntistveṣā mukhe śabda iti /	BrAntiH-tu-ezA muKe SabdaH iti /
   na ca guṇabhūtasya śabdasya saṃyogalakṣaṇā prāptirupapadyata iti /	na ca guNa-BUtasya Sabdasya saMyoga-lakzaNA prAptiH-upapadyate iti /
   samavāyalakṣaṇaiva tasya prāptiḥ /	samavAya-lakzaNA-eva tasya prAptiH /
   evañca śabdaguṇatvācchotrasya, yacchabdaguṇakaṃ dravyamākāśapadāvedanīyam,	evaQca Sabda-guNa-tvAt-Sotrasya, yat-Sabda-guNakam dravyam-AkASa-pada-AvedanIyam,
   tadeva śrotramiti siddham /	tat-eva Srotram-iti sidDam /
   nanu pārthivo karṇaśaṣkulī śrotramastu, saṃyuktasamavāyena cā'kāśagataṃ	nanu pArTivaH karNa-SazkulI Srotram-astu, saMyukta-samavAyena cA-akASa-gatam
   śabdamupalabhatām /	Sabdam-upalaBatAm /
   naitadevam /	na-etat-evam /
   na hi sākṣāt 814prāptisambhave praṇālīsamāśrayaṇamupapannam /	na hi sAkzAt 814prApti-samBave praNAlI-samASrayaNam-upapannam /
   nāpi 815tryātmakaṃ śarīraṃ 816guṇāntaraprādurbhāvaprasaṅgāt817 /	na-api 815tri-Atmakam SarIram 816guNa-antara-prAdurBAva-prasaFga-at817 /
   bhū-jala-tejāṃsi hi yathākramamanuṣṇāśīta-śīto-ṣṇasparśāni /	BU--jala--tejAMsi hi yaTAkramam-anuzNa-ASIta-SIta-u-zNa-sparSAni /
   tairārabdhaṃ dravyaṃ etatrayavilakṣaṇasparśamāpadyeta, citrapaṭavat /	tEH-ArabDam dravyam etatraya-vilakzaNa-sparSam-Apadyeta, citra-pawa-vat /
   yathā sitāsitāditantusamārabdhaḥ paṭastanturūpavilakṣaṇarūpaḥ, tathā	yaTA sita-asita-Adi-tantu-samArabDaH pawaH-tantu-rUpa-vilakzaNa-rUpaH, taTA
   śarīramapyārambhakadravyasparśavilakṣaṇasparśaṃ bhavet /	SarIram-api-AramBaka-dravya-sparSa-vilakzaNa-sparSam Bavet /
   anuṣṇāśītasparśañcaitadupalabhyate /	anuzNa-aSIta-sparSaQca-etat-upalaByate /
   818etena dvyātmakatāpi niṣiddhā //	818etena dvi-Atmaka-tA-api nizidDAH //
   kiñca gandhasya pārthivadravyasamavetasyaikākino	kiQca ganDasya pArTiva-dravya-samavetasya-ekAkinaH-
   gandhāntarārambhakatvānupapatteragandhaṃ śarīraṃ syāt /	ganDa-antara-AramBaka-tva-anupapatteH-aganDam SarIram syAt /
   bhū---tejasoḥ, aptejasorvā'rambhakatve 'gandhavatvam, arasatvamevaṃ	BU----tejasoH, ap-tejasA-urvA-aramBaka-tve aganDava-tvam, arasa-tvam-evam
   veditavyam /	veditavyam /
   ato 819rūpa-rasa-gandha-sparśayogi śarīraṃ pārthivameva /	atas 819ru-upa-rasa-ganDa--sparSa-yogi SarIram pArTivam-eva /
   jñānañca viśeṣaṇuṇaḥ /	jQAnaQca viSezaNuNaH /
   kāryadravye ca viśeṣaguṇaḥ kāraṇaguṇapūrvaka eva, rūpādivat /	kArya-dravye ca viSeza-guNaH kAraNa-guNa-pUrvakaH eva, rUpa-Adi-vat /
   na ca kāraṇabhūteṣu pārthivaparamāṇuṣu820 jñānamasti /	na ca kAraNa-BUtezu pArTiva-parama-aNuzu820 jQAnam-asti /
   tadārabdhe dravyāntare ghaṭādāvadarśanāt /	tad-ArabDe dravya-antare GawAdO=-adarSanAt /
   cārvākamatena śaṅkā-nirāsau /	cArvAka-matena SaFkA--nirAsO /
   syādetat---madaśaktivaccaitanyamapīti /	syAt-etat---mada-Sakti-vat-cEtanyam-api-iti /
   yathā--- 821madaśaktiḥ pārthiveṣu paramāṇuṣvasatyapi tadārabdhe	yaTA-- 821mada-SaktiH pArTivezu paramANuzu-asati-api tadArabDe
   kāryadravye surākhye niṣpadyate, tathā caitanyamapi niṣpatsyata iti /	kArya-dravye sura-AKye nizpadyate, taTA cEtanyam-api nizpatsyate iti /
   tanna /	tat-na /
   śakteraviśeṣaguṇatvāt /	SakteH-aviSeza-guNa-tvAt /
   śaktyākhyo hi hi guṇaḥ sarvadravyeṣu tattatkāryaviṣayaḥ kāryasamadhigamyo	Sakti-AKyaH hi hi guNaH sarva-dravyezu tad-tad-kArya-vizayaH kArya-samaDigamyaH-
   'bhyupagamyate /	aByupagamyate /
   caitanyantu na822 dehvādanyatra vidyata iti, viśeṣaguṇo 'sau /	cEtanyantu na822 dehvAt-anyatra vidyate iti, viSeza-guNaH asO /
   api ca dravyāntarasaṃyogādakāryabhūteṣu	api ca dravya-antara-saMyogAt-akArya-BUtezu
   pārthivaparamāṇuṣvakāraṇaguṇapūrvako 'pi madaśaktyākhyo guṇo nānupapannaḥ	pArTiva-paramANuzu-akAraNa-guNa-pUrvakaH api mada-Sakti-AKyaH guNaH na-anupapannaH
   tadādabdhe kāryadravye surākhye kāraṇaguṇapūrvaka eva /	tadAdabDe kArya-dravye sura-AKye kAraNa-guNa-pUrvakaH eva /
   caitanyantu na pratyekaṃ paramāṇuṣvabhyupagamyate /	cEtanyantu na pratyekam paramANuzu-aByupagamyate /
   tasmāccharīrādanyasya guṇo jñānamiti, dehavyatiriktapuruṣānumānaṃ	tasmAt-SarIrAt-anyasya guNaH jQAna-miti, deha-vyatirikta-puruza-anumAnam
   draṣṭavyam /	drazwavyam /
   vijñānavādimatena śaṅkā-nirāsau /	vijQAna-vAdi-matena SaFkA--nirAsO /
   823syānmatam---guṇatvameva 824jñānasyā siddhamiti /	823syAt-matam---guNa-tvam-eva 824-jQAnasyA sidDam-iti /
   825tanna /	825tat-naH /
