   (Vaidya 100)	(VEdyaH 100)
   ṣaḍāyatananirodhāt sparśanirodhaḥ | sparśanirodhāt vedanānirodhaḥ |	zaz-Ayatana-niroDAt sparSa-niroDaH | sparSa-niroDAt vedanA-niroDaH |
   vedanānirodhāt tṛṣṇānirodhaḥ | tṛṣṇānirodhādupādānanirodhaḥ |	vedanA-niroDAt tRzNA-niroDaH | tRzNA-niroDAt-upAdAna-niroDaH |
   upādānanirodhādbhavanirodhaḥ | bhavanirodhājjātinirodhaḥ |	upAdAna-niroDAt-Bava-niroDaH | Bava-niroDAt-jAti-niroDaH |
   jātinirodhājjarāmaraṇaśokaparidevaduḥkhadaurmanasyopāyāsā nirudhyante |	jAti-niroDAt-jarA-maraNa-Soka-parideva-duHKa-dOrmanasya-upAyAsAH niruDyante |
   evamasya kevalasya mahato duḥkhaskandhasya nirodho bhavati | ayamucyate	evam-asya kevalasya mahataH duHKa-skanDasya niroDaH Bavati | ayam-ucyate
   pratītyasamutpādo bhagavatā ||	pratItyasamutpAdaH BagavatA ||
   katamo dharmaḥ? āryāṣṭāṅgiko mārgaḥ | tadyathā - samyagdṛṣṭiḥ	katamaH DarmaH? Arya-azwAFgikaH mArgaH | tat-yaTA  samyak-dRzwiH
   samyaksaṃkalpaḥ samyagvāk samyakkarmāntaḥ samyagājīvaḥ samyagvyāyāmaḥ	samyak-saMkalpaH samyak-vAc samyak-karmAntaH samyak-AjIvaH samyak-vyAyAmaH
   samyaksmṛtiḥ samyaksamādhiḥ | ayamukto bhagavatā āryāṣṭāṅgiko mārgaḥ	samyak-smRtiH samyak-samADiH | ayam-uktaH BagavatA AryA-azwAFgikaH mArgaH
   phalalābhanirvāṇaikasaṃgṛhīto dharmaḥ ||	Pala-lABa-nirvANa-eka-saMgRhItaH DarmaH ||
   tatra katamo buddho bhagavān? yaḥ sarvadharmāvabodhādbuddha ucyate, sa	tatra katamaH budDaH BagavAn? yaH sarva-Darma-avaboDAt-budDaH ucyate, sa
   āryaprajñānetraḥ dharmakāyasamanvitaḥ śaikṣāśaikṣadharmānimān paśyati ||	Arya-prajQA-netraH Darma-kAya-samanvitaH SEkzA-SEkza-DarmAn-imAn paSyati ||
   tatra kathaṃ pratītyasamutpādaṃ paśyati? ihoktaṃ bhagavatā - ya imaṃ	tatra kaTam pratItyasamutpAdam paSyati? iha-uktam BagavatA  yaH imam
   pratītyasamutpādaṃ satatasamitam, ajīvaṃ nirjīvaṃ	pratItyasamutpAdam satata-samitam, ajIvam nirjIvam
   yathāvadaviparītamajātamabhūtamakṛtamasaṃskṛtamapratighamanālambanaṃ	yaTAvat-aviparItam-ajAtam-aBUtam-akRtam-asaMskRtam-apratiGam-anAlambanam
   śivamabhayamanāhāryamavyayamavyupaśamasvabhāvaṃ paśyati, (sa dharmaṃ	Sivam-aBayam-anAhAryam-avyayam-avyupaSama-svaBAvam paSyati, (sa Darmam
   paśyati) | yastu evaṃ dharmaṃ (ŚālSū, Vaidya 101) satatasamitamajīvaṃ	paSyati) | yaH-tu evam Darmam (ŚAlSU, VEdyaH 101) satata-samitam-ajIvam
   nirjīvaṃ	nirjIvam
   yathāvadaviparītamajātamabhūtamakṛtamasaṃskṛtamapratighamanālambanaṃ	yaTAvat-aviparItam-ajAtam-aBUtam-akRtam-asaMskRtam-apratiGam-anAlambanam
   śivamanāhāryamavyayamavyupaśamasvabhāvaṃ paśyati, so 'nuttaradharmaśarīraṃ	Sivam-anAhAryam-avyayam-avyupaSama-svaBAvam paSyati, saH anuttara-Darma-SarIram
   buddhaṃ paśyati | āryadharmābhisamaye samyagjñānopanayenaiva ||	budDam paSyati | Arya-Darma-aBisamaye samyak-jQAna-upanayena-eva ||
   pratītyasamutpāda iti kasmāducyate? sahetukaḥ sapratyayo nāhetuko	pratItyasamutpAdaH iti kasmAt-ucyate? sa-hetukaH sa-pratyayaH na-ahetukaH-
   nāpratyayaḥ, tasmāt pratītyasamutpāda ityucyate | tatra bhagavatā	na-apratyayaH, tasmAt pratItyasamutpAdaH iti-ucyate | tatra BagavatA
   pratītyasamutpādalakṣaṇaṃ saṃkṣepeṇoktamidaṃpratyayatāphalam | utpādādvā	pratItyasamutpAda-lakzaNam saMkzepeNa-uktam-idaMpratyaya-tA-Palam | utpAdAt-vA
   tathāgatānāmanutpādādvā sthitaiveṣā dharmāṇāṃ dharmatā yāvadyaiṣā dharmatā	taTAgatAnAm-anutpAdAt-vA sTitA-evezA DarmANAm DarmatA yAvat-yA-ezA Darma-tA
   dharmasthititā dharmaniyāmatā pratītyasamutpādasamatā tathatā	Darma-sTiti-tA Darma-niyAma-tA pratItyasamutpAda-sama-tA taTatA
   aviparītatathatā ananyatathatā bhūtatā satyatā aviparītatā aviparyayatā	aviparIta-taTatA ananyataTatA BUtatA satya-tA aviparIta-tA aviparyaya-tA
   iti ||	iti ||
   atha ca punarayaṃ pratītyasamutpādo dvābhyāṃ kāraṇābhyāmutpadyate |	aTa ca punar-ayam pratItyasamutpAdaH dvAByAm kAraNAByAm-utpadyate |
   katamābhyāṃ dvābhyām? yadidaṃ hetūpanibandhataḥ pratyayopanibandhataśca |	katamAByAm dvAByAm? yat-idam hetu-upanibanDataH pratyaya-upanibanDataH-ca |
   so 'pi dvividho draṣṭavyaḥ - bāhyaśca ādhyātmikaśca | tatra bāhyasya	saH api dviviDaH drazwavyaH  bAhyaH-ca ADyAtmikaH-ca | tatra bAhyasya
   pratītyasamutpādasya hetūpanibandhaḥ katamāḥ? yadidaṃ bījādaṅkuraḥ |	pratItyasamutpAdasya hetu-upanibanDaH katamAH? yat-idam bIjAt-aFkuraH |
   aṅkurātpatram | patrātkāṇḍam | kāṇḍānnālam | nālādgaṇḍaḥ | gaṇḍādgarbham |	aFkurAt-patram | patrAt-kANxam | kANxAn-nAlam | nAlAt-gaNxaH | gaNxAt-garBam |
   garbhācchūkaḥ | śūkātpuṣpam | puṣpāt phalam | asati bīje aṅkuro na	garBAt-SUkaH | SUkAt-puzpam | puzpAt Palam | asati bIje aFkuraH na
   bhavati, yāvadasati puṣpe phalaṃ na bhavati | sati tu bīje	Bavati, yAvat-asati puzpe Palam na Bavati | sati tu bIje
   aṅkurasyābhinirvṛttirbhavati, evaṃ yāvat sati puṣpe	aFkurasya-aBinirvRttiH-Bavati, evam yAvat sati puzpe
   phalasyābhinirvṛttirbhavati | tatra bījasya naivaṃ bhavati -	Palasya-aBinirvRttiH-Bavati | tatra bIjasya na-evam Bavati -
   ahamaṅkuramabhinirvartayāmīti | aṅkurasyāpi naivaṃ bhavati - ahaṃ	aham-aFkuram-aBinirvartayAmi-iti | aFkurasya-api na-evam Bavati  aham
   bījenābhinirvartita iti | evaṃ yāvat puṣpasya naivaṃ bhavati - ahaṃ	bIjena-aBinirvartitaH iti | evam yAvat puzpasya na-evam Bavati  aham
   phalamabhinirvartayāmīti | phalasyāpi naivaṃ bhavati - ahaṃ	Palam-aBinirvartayAmi-iti | Palasya-api na-evam Bavati  aham
   puṣpeṇābhinirvartitamiti | atha punaḥ bīje sati	puzpeNa-aBinirvartitam-iti | aTa punar bIje sati
   aṅkurasyābhinirvṛttirbhavati prādurbhāvaḥ | evaṃ yāvat puṣpe sati	aFkurasya-aBinirvRttiH-Bavati prAdurBAvaH | evam yAvat puzpe sati
   phalasyābhinirvṛttirbhavati prādurbhāvaḥ | evaṃ bāhyasya	Palasya-aBinirvRttiH-Bavati prAdurBAvaH | evam bAhyasya
   pratītyasamutpādasya hetūpanibandho draṣṭavyaḥ ||	pratItyasamutpAdasya hetu-upanibanDaH drazwavyaH ||
   kathaṃ bāhyasya pratītyasamutpādasya pratyayopanibandho draṣṭavyaḥ? ṣaṇṇāṃ	kaTam bAhyasya pratItyasamutpAdasya pratyaya-upanibanDaH drazwavyaH? zaNNAm
   dhātūnā samudāyāt | katameṣāṃ ṣaṇṇāṃ samavāyāt? yadidaṃ	DAtUnA samudAyAt | katamezAm zaNNAm samavAyAt? yat-idam
   pṛthivyaptejovāyvākāśaṛtudhātusamavāyādbāhyasya pratītyasamutpādasya	pRTivI-ap-tejaH-vAyu-AkASa-Rtu-DAtu-samavAyAt-bAhyasya pratItyasamutpAdasya
   pratyayopanibandho draṣṭavyaḥ | tatra pṛthivīdhāturbījasya	pratyaya-upanibanDaH drazwavyaH | tatra pRTivIDAtuH-bIjasya
   saṃdhāraṇakṛtyaṃ karoti | abdhāturbījaṃ snehayati | tejodhāturbījaṃ	saMDAraNa-kRtyam karoti | abDAtuH-bIjam snehayati | tejaH-DAtuH-bIjam
   paripācayati | vāyudhāturbījamabhinirharati |	paripAcayati | vAyuDAtuH-bIjam-aBinirharati |
   ākāśadhāturbījasyānāvaraṇakṛtyaṃ karotīti | ṛturapi bījasya	AkASa-DAtuH-bIjasya-anAvaraNa-kRtyam karoti-iti | RtuH-api bIjasya
   pariṇāmanākṛtyaṃ karoti | asatsu eṣu pratyayeṣu	pariNAmana-AkRtyam karoti | asatsu ezu pratyayezu
   bījādaṅkurasyābhinirvṛttirna bhavati | yadā bāhyaśca pṛthivīdhāturavikalo	bIjAt-aFkurasya-aBinirvRttiH-na Bavati | yadA bAhyaH-ca pRTivI-DAtuH-avikalaH-
   bhavati, evamaptejovāyvākāśaṛtudhātavaścāvikalā bhavanti, tataḥ savaṣāṃ	Bavati, evam-ap-tejaH-vAyu-AkASa-Rtu-DAtavaH-ca-avikalAH Bavanti, tatas sa-vazAn
   samavāyādbīje nirudhyamāne aṅkurasyābhinirvṛttirbhavati | tatra	samavAyAt-bIje niruDyamAne aFkurasya-aBinirvRttiH-Bavati | tatra
   pṛthivīdhātornaivaṃ bhavati - ahaṃ bījasya saṃdhāraṇakṛtyaṃ karomḥti |	pRTivI-DAtoH-na-evam Bavati  aham bIjasya saMDAraNa-kRtyam karomHti |
   evamabdhātorapi naivaṃ bhavati - ahaṃ bḥjaṃ snehayāmḥti | tejodhātorapi	evam-ap-DAtoH-api na-evam Bavati  aham bHjam snehayAmHti | tejaH-DAtoH-api
   naivaṃ bhavati - ahaṃ bḥjaṃ paripācayāmḥti | vāyudhātorapi naivaṃ bhavati	na-evam Bavati  aham bHjam paripAcayAmHti | vAyuDAtoH-api na-evam Bavati
   - ahaṃ bḥjamabhinirharāmḥti | ākāśadhātorapi naivaṃ bhavati - ahaṃ	 aham bHjam-aBinirharAmHti | AkASa-DAtoH-api na-evam Bavati  aham
   bḥjasyānāvaraṇakṛtyaṃ karomḥti | ṛtorapi naivaṃ bhavati - ahaṃ bḥjasya	bHjasya-anAvaraNa-kRtyam karomHti | RtoH-api na-evam Bavati  aham bHjasya
   pariṇāmanākṛtyaṃ karomḥti | bḥjasyāpi naivaṃ bhavati - ahaṃ bḥjaṃ	pariNAmana-AkRtyam karomHti | bHjasya-api na-evam Bavati  aham bHjam
   (aṅkuraṃ?) abhinirvartayāmḥti | aṅkurasyāpi naivaṃ bhavati - ahamebhiḥ	(aFkuraM?) aBinirvartayAmHti | aFkurasya-api na-evam Bavati  aham-eBiH
   pratyayairabhinirvartita (ŚālSū, Vaidya 102) iti | atha punaḥ satsu eteṣu	pratyayEH-aBinirvartitaH (ŚAlSU, VEdyaH 102) iti | aTa punar satsu etezu
   pratyayeṣu bḥje nirudhyamāne aṅkurasyābhinirvṛttiebhavati | evaṃ yāvat	pratyayezu bHje niruDyamAne aFkurasya-aBinirvRttieBavati | evam yAvat-
   puṣpe sati phalasyābhinirvṛttirbhavati | sa ca aṅkuro na svayaṃkṛto na	puzpe sati Palasya-aBinirvRttiH-Bavati | sa ca aFkuraH na svayaMkRtaH na
   parakṛto nobhayakṛto neśvarakṛto na kālapariṇāmito na prakṛtisaṃbhūto (na	para-kRtaH na-uBaya-kRtaH na-ISvara-kRtaH na kAla-pariNAmitaH na prakRti-saMBUtaH (na
   caikakāraṇādhḥno) nāpyahetusamutpannaḥ | atha punaḥ	ca-eka-kAraNa-aDHno) na-api-ahetu-samutpannaH | aTa punar-
   pṛthivyaptejovāyvākāśaṛtudhātusamavāyād bḥje nirudhyamāne	pRTivI-ap-tejaH-vAyu-AkASa-Rtu-DAtu-samavAyAt bHje niruDyamAne
   aṅkurasyābhinirvṛttirbhavati | evaṃ bāhyasya pratḥtyasamutpādasya	aFkurasya-aBinirvRttiH-Bavati | evam bAhyasya pratHtyasamutpAdasya
   pratyayopanibandho draṣṭavyaḥ ||	pratyaya-upanibanDaH drazwavyaH ||
   tatra bāhyaḥ pratītyasamutpādaḥ pañcabhirākārairdraṣṭavyaḥ | katamaiḥ	tatra bAhyaH pratItyasamutpAdaH paQcaBiH-AkArEH-drazwavyaH | katamEH
   pañcabhiḥ? na śāśvatataḥ, nocchedataḥ, na saṃkrāntitaḥ, parīttahetuto	paQcaBiH? na SASvatataH, na-ucCedataH, na saMkrAntitaH, parItta-hetuto
   vipulaphalābhinirvṛttitaḥ, tatsadṛśānuprabandhataśca | kathaṃ na śāśvatata	vipula-Pala-aBinirvRttitaH, tad-sadRSa-anuprabanDataH-ca | kaTam na SASvatata
   iti? yasmādanyo 'ṅkuraḥ anyadbījam | na ca ya evāṅkuraḥ tadeva bījam | na	iti? yasmAt-anyaH aFkuraH anyat-bIjam | na ca yaH eva-aFkuraH tat-eva bIjam | na
   ca niruddhādbījādaṅkura utpadyate nāpyaniruddhāt | bījaṃ punarnirudhyate,	ca nirudDAt-bIjAt-aFkuraH utpadyate na-api-anirudDAt | bIjam punar-niruDyate,
   tadaivāṅkuraścotpadyate | tasmānna śāśvatataḥ | kathaṃ nocchedataḥ? na ca	tadA-eva-aFkuraH-ca-utpadyate | tasmAt-na SASvatataH | kaTam na-ucCedataH? na ca
   pūrvaniruddhād bījādaṅkuro niṣpadyate | nāpyaniruddhāt | api ca bījaṃ ca	pUrva-nirudDAt bIjAt-aFkuraH nizpadyate | na-api-anirudDAt | api ca bIjam ca
   nirudhyate, tasminneva samaye aṅkura utpadyate tulādaṇḍonnāmāvanāmavat |	niruDyate, tasmin=-eva samaye aFkuraH utpadyate tulA-daNxa-unnAma-avanAma-vat |
   ato nocchedataḥ || kathaṃ na saṃkrāntitaḥ? visadṛśo bījādaṅkura iti | ato	atas na-ucCedataH || kaTam na saMkrAntitaH? visadRSaH bIjAt-aFkuraH iti | atas-
   na saṃkrāntitaḥ || kathaṃ parīttahetuto vipulaphalābhinirvṛttitaḥ?	na saMkrAntitaH || kaTam parItta-hetutaH vipula-Pala-aBinirvRttitaH?
   parīttaṃ bījamupyate, vipulaphalamabhinirvartayatīti | ataḥ parīttahetuto	parIttam bIjam-upyate, vipula-Palam-aBinirvartayati-iti | atas parItta-hetuto
   vipulaphalābhinirvṛttitaḥ || kathaṃ tatsadṛśānuprabandhataḥ? yādṛśaṃ	vipula-Pala-aBinirvRttitaH || kaTam tad-sadRSa-anuprabanDataH? yAdRSam
   bījamupyate, tādṛśaṃ phalamabhinirvartayatīti |	bIjam-upyate, tAdRSam Palam-aBinirvartayati-iti |
   atastatsadṛśānuprabandhataśceti || evaṃ bāhyaḥ pratītyasamutpādaḥ	atas-tad-sadRSa-anuprabanDataH-ca-iti || evam bAhyaH pratItyasamutpAdaH
   pañcabhirākārairdraṣṭavyaḥ ||	paQcaBiH-AkArEH-drazwavyaH ||
   evamādhyātmiko 'pi pratītyasamutpādo dvābhyāṃ kāraṇābhyāmutpadyate |	evam-ADyAtmikaH api pratItyasamutpAdaH dvAByAm kAraNAByAm-utpadyate |
   katamābhyāṃ dvābhyām? yadidaṃ hetūpanibandhataḥ pratyayopanibandhataśca |	katamAByAm dvAByAm? yat-idam hetu-upanibanDataH pratyaya-upanibanDataH-ca |
   tatrādhyātmikasya pratītyasamutpādasya hetūpanibandhaḥ katamaḥ?	tatra-ADyAtmikasya pratItyasamutpAdasya hetu-upanibanDaH katamaH?
   yadidamavidyāpratyayāḥ saṃskārāḥ, yāvajjātipratyayaṃ jarāmaraṇamiti |	yat-idam-avidyA-pratyayAH saMskArAH, yAvat-jAti-pratyayam jarA-maraNam-iti |
   avidyā cennābhaviṣyat, naiva saṃskārāḥ prajñāsyante | evaṃ	avidyA ced-na-aBavizyat, na-eva saMskArAH prajQAsyante | evam
   yāvajjātiścennābhaviṣyat, jarāmaraṇaṃ na prajñāsyate | atha	yAvat-jAtiH-ced-na-aBavizyat, jarA-maraNam na prajQAsyate | aTa
   satyāmavidyāyāṃ saṃskārāṇāmabhinirvṛttirbhavati | evaṃ yāvajjātyāṃ sattyāṃ	satyAm-avidyAyAm saMskArANAm-aBinirvRttiH-Bavati | evam yAvat-jAtyAm sattyAm
   jarāmaraṇasyābhinirvṛttirbhavati | tatra avidyāyā naivaṃ bhavati - ahaṃ	jarA-maraNasya-aBinirvRttiH-Bavati | tatra avidyAyAH na-evam Bavati  aham
   saṃskārānabhinirvartayāmīti | saṃskārāṇāmapi naivaṃ bhavati -	saMskArAn-aBinirvartayAmi-iti | saMskArANAm-api na-evam Bavati -
   vayamavidyayā abhinirvatitā iti | evaṃ yāvajjāterapi naivaṃ bhavati - ahaṃ	vayam-avidyayA aBinirvatitAH iti | evam yAvat-jAteH-api na-evam Bavati  aham
   jarāmaraṇamabhinirvartayāmīti | jarāmaraṇasyāpi naivaṃ bhavati - ahaṃ	jarA-maraNam-aBinirvartayAmi-iti | jarA-maraNasya-api na-evam Bavati  aham
   jātyābhinirvartitamiti | atha ca satyāmavidyāyāṃ	jAtyA-aBinirvartitam-iti | aTa ca satyAm-avidyAyAm
   saṃskārāṇāmabhinirvṛttirbhavati prādurbhāvaḥ | evaṃ yāvajjātyāṃ satyāṃ	saMskArANAm-aBinirvRttiH-Bavati prAdurBAvaH | evam yAvat-jAtyAm satyAm
   jarāmaraṇasyābhinirvṛttirbhavati prādurbhāvaḥ | evamādhyātmikasya	jarA-maraNasya-aBinirvRttiH-Bavati prAdurBAvaH | evam-ADyAtmikasya
   pratītyasamutpādasya hetūpanibandho draṣṭavyaḥ ||	pratItyasamutpAdasya hetu-upanibanDaH drazwavyaH ||
   kathamādhyātmikasya pratītyasamutpādasya pratyayopanibandho draṣṭavyaḥ?	kaTam-ADyAtmikasya pratItyasamutpAdasya pratyaya-upanibanDaH drazwavyaH?
   ṣaṇṇāṃ dhātūnāṃ samavāyāt | katameṣāṃ ṣaṇṇāṃ dhātūnāṃ samavāyāt? yadidaṃ	zaNNAm DAtUnAm samavAyAt | katamezAm zaNNAm DAtUnAm samavAyAt? yat-idam
   pṛthivyaptejovāyvākāśavijñānadhātūnāṃ samavāyādādhyātmikasya	pRTivI-ap-tejaH-vAyu-AkASa-vijQAna-DAtUnAm samavAyAt-ADyAtmikasya
   pratītyasamutpādasya pratyayopanibandho draṣṭavyaḥ | tatra ādhyātmikasya	pratItyasamutpAdasya pratyaya-upanibanDaH drazwavyaH | tatra ADyAtmikasya
   pratītyasamutpādasya pṛthivīdhātuḥ katamaḥ? yo 'yaṃ kāyasya saṃśleṣataḥ	pratItyasamutpAdasya pRTivI-DAtuH katamaH? yaH ayam kAyasya saMSlezataH
   kaṭhinabhāvamabhinirvartayati, ayamucyate pṛthivīdhātuḥ | yaḥ kāyasya	kaWina-BAvam-aBinirvartayati, ayam-ucyate pRTivI-DAtuH | yaH kAyasya
   anuparigrahakṛtyaṃ karoti, ayamucyate 'bdhātuḥ | yaṃ kāyasya	anuparigraha-kRtyam karoti, ayam-ucyate abDAtuH | yam kAyasya
   aśitapītabhakṣitaṃ paripācayati, (ŚālSū, Vaidya 103) ayamucyate tejodhātuḥ	aSita-pIta-Bakzitam paripAcayati, (ŚAlSU, VEdyaH 103) ayam-ucyate tejaH-DAtuH
   | yaṃ kāyasya āśvāsapraśvāsakṛtyaṃ karoti, ayamucyate vāyudhātuḥ | yaṃ	| yam kAyasya ASvAsa-praSvAsa-kRtyam karoti, ayam-ucyate vAyuDAtuH | yam
   kāyasyāntaḥśauṣiryamabhinirvartayati, ayamucyate ākāśadhātuḥ | ya kāyasya	kAyasya-antar-SOziryam-aBinirvartayati, ayam-ucyate AkASa-DAtuH | yaH kAyasya
   nāmarūpāṅkuramabhinirvartayati, naḍakalāpayogena,	nAma-rUpa-aFkuram-aBinirvartayati, naxa-kalApa-yogena,
   pañcavijñānakāyasaṃyuktaṃ sāsravaṃ ca manovijñānam, ayamucyate	paQca-vijQAna-kAya-saMyuktam sa-Asravam ca manaH-vijQAnam, ayam-ucyate
   vijñānadhātuḥ | tatra asatāmeṣāṃ pratyayānāṃ kāyasyotpattirnaṃ bhavati |	vijQAna-DAtuH | tatra asatAm-ezAm pratyayAnAm kAyasya-utpattiH-nam Bavati |
   yadā ādhyātmikaḥ pṛthivīdhāturavikalo bhavati,	yadA ADyAtmikaH pRTivI-DAtuH-avikalaH Bavati,
   evamaptejovāyvākāśavijñānadhātavaśca avikalā bhavanti, tataḥ sarveṣāṃ	evam-ap-tejaH-vAyu-AkASa-vijQAna-DAtavaH-ca avikalAH Bavanti, tatas sarvezAm
   samavāyāt kāyasyābhinirvṛttirbhavati | tatra pṛthivīdhātornaivaṃ bhavati -	samavAyAt kAyasya-aBinirvRttiH-Bavati | tatra pRTivI-DAtoH-na-evam Bavati -
   ahaṃ kāyasya saṃśleṣataḥ kaṭhinabhāvamabhinirvartayāmīti | abdhātornaivaṃ	aham kAyasya saMSlezataH kaWina-BAvam-aBinirvartayAmi-iti | abDAtoH-na-evam
   bhavati - ahaṃ kāyasya anuparigrahakṛtyaṃ karomīti | tejodhātorapi naivaṃ	Bavati  aham kAyasya anuparigraha-kRtyam karomi-iti | tejaH-DAtoH-api na-evam
   bhavati - ahaṃ kāyasya aśitapītabhakṣitaṃ paripācayāmīti |	Bavati  aham kAyasya aSita-pIta-Bakzitam paripAcayAmi-iti |
   vāyudhātornaivaṃ bhavati - ahaṃ kāyasya āśvāsapraśvāsakṛtyaṃ karomīti |	vAyu-DAtoH-na-evam Bavati  aham kAyasya ASvAsa-praSvAsa-kRtyam karomi-iti |
   ākāśadhātornaivaṃ bhavati - ahaṃ kāyasyāntaḥśauṣiryamabhinirvartayāmīti |	AkASa-DAtoH-na-evam Bavati  aham kAyasya-antar-SOziryam-aBinirvartayAmi-iti |
   vijñānadhātornaivaṃ bhavati - ahaṃ kāyasya nāmarūpamabhinirvartayāmīti |	vijQAna-DAtoH-na-evam Bavati  aham kAyasya nAma-rUpam-aBinirvartayAmi-iti |
   kāyasyāpi naivaṃ bhavati - ahamebhiḥ pratyayairjanita iti | atha ca satsu	kAyasya-api na-evam Bavati  aham-eBiH pratyayEH-janitaH iti | aTa ca satsu
   eṣu pratyayeṣu kāyasyotpattirbhavati ||	ezu pratyayezu kAyasya-utpattiH-Bavati ||
   tatra pṛthivīdhāturnātmā na sattvo na jīvo na jantuḥ na manajo na mānavo	tatra pRTivI-DAtuH-na-AtmA na sattvaH na jIvaH na jantuH na manajaH na mAnavaH-
