   oṃ	om
   yadyapi kāryapratyāsannatayā vyaktīnāṃ tallakṣaṇārtho jātiśabdaḥ, tathāpi	yadi-api kArya-pratyAsanna-tayA vyaktInAm tad-lakzaNa-arTaH jAti-SabdaH, taTA-api
   vyaktimātraṃ lakṣyate, nāpūrvaviśeṣasaṃbaddhā vyaktiḥ /	vyakti-mAtram lakzyate, na-apUrva-viSeza-saMbadDA vyaktiH /
   na ca	na ca
   prakṛtatayā'gneyīvattadapūrvasādhanavyaktilakṣaṇāvaśenāpūrvasaṃbandhaḥ,	prakRta-tayA-agneyI-vat-tat-apUrva-sADana-vyakti-lakzaNA-vaSena-apUrva-saMbanDaH,
   yadyapyāgneyīnyāyena sannihitavyaktiparigrahaḥ, tathā svarūpeṇaiva	yadi-api-AgneyI-nyAyena sannihita-vyakti-parigrahaH, taTA sva-rUpeNa-eva
   tāsāmaprakṛtavyaktiparihāreṇa pratītiḥ, na punarapūrvaviśeṣasādhanatayā,	tAsAm-aprakRta-vyakti-parihAreNa pratItiH, na punar-apUrva-viSeza-sADana-tayA,
   tasya svarūpasya lākṣaṇikatvāt /	tasya svarUpasya lAkzaNika-tvAt /
   na ca lakṣitalakṣaṇāyāṃ kāraṇamasti1381 /	na ca lakzita-lakzaNAyAm kAraNam-asti1381 /
   tathāhi---jātyā vyaktirlakṣyate, vyaktyā ca sādhanaviśeṣa iti	taTA-hi---jAtyA vyaktiH-lakzyate, vyaktyA ca sADana-viSezaH iti
   lakṣitalakṣaṇā1382 kāraṇābhāvādayuktā /	lakzita-lakzaNA1382 kAraNa-aBAvAt-ayuktAH /
   ata eva"cā'gneyyā'gnīdhramupatiṣṭhate" jhrtai. saṃ. 3. 1. 6.] iti satyapi	atas eva"-cA-agneyyA-agnIDram-upatizWate" JrtE. saM. 3. 1. 6.] iti sati-api
   prakṛtaparigrahe, na kṛgantareṇāgnīdhra 1383upasthīyate /	prakRta-parigrahe, na kRgantareNa-agnIDraH 1383upasTIyate /
   ata eva ca na tatra viniyuktaviniyogavirodhaḥ /	atas eva ca na tatra viniyukta-viniyoga-viroDaH /
   kāryāntarasādhanatayā cā'gnīdhropasthāne 'viniyogāt /	kArya-antara-sADana-tayA cA-agnIDra-upasTAne aviniyogAt /
   evañca svarūpamātreṇaivāvadhātādīnāṃ	evaQca sva-rUpa-mAtreNa-eva-avaDAta-AdInAm
   sambandhānnāpūrvaviśeṣasambandhasiddhiḥ, dīkṣaṇīyāvāṅniyamavat /	sambanDa-at-na-apUrva-viSeza-sambanDa-sidDiH, dIkzaNIyAH-vAk-niyama-vat /
   yathā svāvāntarāpūrvasambandhādvāṅginayamo nādhikārāpūrvānupraveśī,	yaTA svAvAntarA-pUrva-sambanDAt-vAFgina-yamaH na-aDikAra-apUrva-anupraveSI,
   tathāvaghātādyapi syāt /	taTA-avaGAta-Adi-api syAt /
   tataścādhikārāpūrvaṃ pratyavaghātādīnāmaṅgatā na syāt /	tatas-ca-aDikAra-apUrvam pratyavaGAta-AdInAm-aFga-tA na syAt /
   tadanaṅgatve ca tatprayuktyabhāvādavaghātādīnāmanuṣṭhānaṃ na syāt /	tad-anaFga-tve ca tad-prayukti-aBAvAt-avaGAta-AdInAm-anuzWAnam na syAt /
   atī'vaghātādiṣūtpattiniyogo 'ṅgīkaraṇīyaḥ /	atI-avaGAta-Adizu-utpatti-niyogaH aFgIkaraNIyaH /
   tasmin khalvāśrite, adhikārābhāvena tasyānuṣṭhānānupapatteradhikāriṇi	tasmin KalvASrite, aDikAra-aBAvena tasya-anuzWAna-anupapatteH-aDikAriNi
   kalpayitavye, prakṛtādhikārāpūrve 'dhikṛta eva prayājādiṣvapyadhikriyata	kalpayitavye, prakRta-aDikArA-pUrve aDikRtaH eva prayAja-Adizu-api-aDikriyata
   iti, nopāyo--peyabhāvāttadaṅgatvasiddhiḥ--iti /	iti, na-upAyaH---peya-BAvAt-tad-aFga-tva-sidDiH--iti /
   tannirāsaḥ /	tad-nirAsaH /
   tadidaṃ tatrabhavānupādhyāyo1384 na mṛṣyati /	tat-idam tatraBavAn-upADyAyaH-1384 na mRzyati /
   tadāha"anabhijño bhavānviṣaya--niyojyānāmi" [bṛ. ṭī. 3. 1. 3] tyatra /	tadA-aha"anaBijQaH BavAn-vizaya---niyojyAnAmi" [bR. wI. 3. 1. 3] tyatra /
   avaghātādiṣu śabdataḥ, vastusvabhāvataśca tuṣakaṇavimocanādi dṛṣṭam,	avaGAta-Adizu SabdataH, vastu-svaBAvataH-ca tuza-kaNa-vimocana-Adi dRzwam,
   prokṣaṇādiṣu śabdata evādṛṣṭañca kāryamaṅgīkriyate /	prokzaNa-Adizu SabdataH eva-adRzwaQca kAryam-aFgIkriyate /
   tatra yadi niyogo 'pyapara āśrīyeta kāryabhūtaḥ, tadā kāryadvayamekasmin	tatra yadi niyogaH api-aparaH ASrIyeta kArya-BUtaH, tadA kArya-dvayam-ekasmin
   vākye nānvīyate /	vAkye na-anvIyate /
   na ca yathā svargādikaṃ phalam, tathābhūtametadbhavitumarhati /	na ca yaTA svarga-Adikam Palam, taTABUtam-etat-Bavitum-arhati /
   tasya ca niyojyaviśeṣaṇatvenānvīyamānatvāt1385 /	tasya ca niyojya-viSezaNa-tvena-anvIyamAna-tva-at1385 /
   na ca tuṣakaṇavimocanādi niyojyaviśeṣaṇamdva kriyāphalatvāt /	na ca tuza-kaNa-vimocana-Adi niyojya-viSezaNam-dva kriyA-Pala-tvAt /
   yadeva niyogaphalam, tadeva niyojyaviśeṣaṇatāmanubhavati /	yat-eva niyoga-Palam, tat-eva niyojya-viSezaNa-tAm-anuBavati /
   sādhyaviśiṣṭo hi niyojyastadeva kāryatayā pratipattumarhati, yadeva tasya	sADya-viSizwaH hi niyojyaH-tat-eva kArya-tayA pratipattum-arhati, yat-eva tasya
   sādhyaṃ sādhayatīti, niyojyaviśeṣaṇasya siddhiravasīyate /	sADyam sADayati-iti, niyojya-viSezaNasya sidDiH-avasIyate /
   yacca kriyāphalam, na tanniyogātsidhyatīti, na tadviśiṣṭo niyoge	yat-ca kriyA-Palam, na tad-niyogAt-siDyati-iti, na tad-viSizwaH niyoge
   niyojyatāmaśnute /	niyojyatAm-aSnute /
   na ca pratītatuṣakaṇavimocanādikāryatyāgo yuktaḥ, pratītahānādeva /	na ca pratIta-tuza-kaNa-vimocana-Adi-kArya-tyAgaH yuktaH, pratIta-hAnAt-eva /
   nanu ca niyogābhidhāyiliṅādiprayogavaśena niyogo 'pi pratīti eveti tulyo	nanu ca niyoga-aBiDAyiliFA-Adi-prayoga-vaSena niyogaH api prati-iti eva-iti tulyaH-
   doṣaḥ /	dozaH /
   ucyate /	ucyate /
   sannihite vidhau vidhiravagamyamānassa eva tāvadavagantumucitaḥ /	sannihite viDO viDiH-avagamyamAnassaH eva tAvat-avagantum-ucitaH /
   tatra yadi tadviṣayānupraveśitā viṣayasya na syāt, tarhi	tatra yadi tad-vizaya-anupraveSitAH vizayasya na syAt, tarhi
   bhavedvidhyantaram /	Bavet-viDi-antaram /
   anupraviśati cāvaghātādi prakṛtaviṣayam, tadarthavrīhyādisambandhāt /	anupraviSati ca-avaGAta-Adi prakRta-vizayam, tad-arTa-vrIhi-Adi-sambanDAt /
   1386sannihitādhikāraniyogaparatayaivāvahantyādibhiḥ padairavaghātādaya	1386sannihita-aDikAra-niyoga-para-tayA-eva-Avahanti-AdiBiH padEH-avaGAta-Adaya
   ucyante, tathābhūtānāṃ teṣāṃ kriyā-kārakabhāvopadeśāt /	ucyante, taTABUtAnAm tezAm kriyA-kAraka-BAva-upadeSAt /
   yadi svarūpamātrāvasthitairvrīhyādibhissaha sambandhassyāt, tadā	yadi sva-rUpa-mAtra-avasTitEH-vrIhi-AdiBiH-saha sambanDassyAt, tadA
   tadadhikārasambandhā na syāditi, tadīyasādhanaviśeṣalakṣaṇayā	tad-aDikAra-sambanDA na syAt-iti, tadIya-sADana-viSeza-lakzaNayA
   vrīhyādibhaḥ1387 padairupasthāpito 'vaghātādibhiranvīyate, na	vrIhi-Adi-BaH1387 padEH-upasTApitaH avaGAta-AdiBiH-anvIyate, na
   svarūpamātram /	sva-rUpa-mAtram /
   evañcopadeśata eva yaveṣvapyavaghātādayassiddhā bhavanti,	evaQca-upadeSataH eva yavezu-api-avaGAta-At-aya-ssidDAH Bavanti,
   sādhanabhāvasyāviśeṣāt /	sADana-BAvasya-aviSezAt /
   ata eva cāvaghātādayo niyogasādhanatayāprāptā eva vidhīyante /	atas eva ca-avaGAta-AdayaH niyoga-sADana-tayA-prAptAH eva viDIyante /
   niyamastu prayojanam /	niyamaH-tu prayojanam /
   yadi niyogāṅgatayāvadhātādayo na vidhīyeran, tadā	yadi niyoga-aFga-tayA-avaDAta-AdayaH na viDIyeran, tadA
   puroḍāśamātrasiddhyarthatayā nakhavidalanādyapyākṣipyeta /	puroxASa-mAtra-sidDi-arTa-tayA naKa-vid-alana-Adi-api-Akzipyeta /
   niyogāṅgatayā tvavadhātādiṣu vihiteṣu, tairvinā niyogasiddhyanupapatteḥ	niyoga-aFga-tayA tu-avaDAta-Adizu vihitezu, tEH-vinA niyoga-sidDi-anupapatteH
   niyamena na evākṣipyante /	niyamena naH eva-Akzipyante /
   niyogāṅgatā tu pakṣe 'pyaprāptā, niyogasyālaukikatayā tadaṅgatvasyāpi	niyoga-aFga-tA tu pakze api-aprAptA, niyogasya-alOkika-tayA tad-aFga-tvasya-api
   śabdādanyato 'navagamāt /	SabdAt-anyatas anavagamAt /
   niyogāṅgatvāccāvaghātādīnām, niyogasambandhaḥ prāptasya liṅādibhiranūdyate	niyoga-aFga-tvAt-ca-avaGAta-AdInAm, niyoga-sambanDaH prAptasya liFA-AdiBiH-anUdyate
   avaghātādīnāṃ niyogaviṣayatvaśaṅkā-nirāsau /	avaGAta-AdInAm niyoga-vizaya-tva-SaFkA--nirAsO /
   nanuyadyavaghātādīnāṃ niyogasambandho 'sti, kathaṃ tarhi teṣāṃ	nanuyadi-avaGAta-AdInAm niyoga-sambanDaH asti, kaTam tarhi tezAm
   niyogāviṣayatvamucyate ? itthamucyate--- na niyogasaṃbandhitāmātramucyate,	niyoga-avizaya-tvam-ucyate ? itTam-ucyate-- na niyoga-saMbanDitA-mAtram-ucyate,
   yasya niyosiddhireva kāryam, sa viṣayaḥ /	yasya niyosidDiH-eva kAryam, sa vizayaH /
   avadhātādīnāñca tuṣakaṇavimācanādyavāntarakāryaṅkurvatāṃ niyogāviṣayatvam	avaDAtAdInAn-ca tuza-kaNa-vimAcana-AdyavAntara-kArI-aFkurvatAm niyoga-avizaya-tvam
   tena niyogāviṣayatvam, aṅgatā ceti siddham /	tena niyoga-avizaya-tvam, aFga-tA ca-iti sidDam /
   vidheyāstvavaghātādayo niyogasiddhyarthatayopādīyamānatvāt /	viDeyAH-tu-avaGAta-AdayaH niyoga-sidDi-arTa-tayA-upAdIyamAna-tvAt /
   taduktam---"yattu tatsiddhyarthamupādīyate tadvidheyamiti tantre	tat-uktam----"yat-tu tad-sidDi-arTam-upAdIyate tat-viDeyam-iti tantre
   vyavahāraḥ" [sū. 2. vṛ. ṭī. pṛ. 39] iti /	vyavahAraH" [sU. 2. vR. wI. pR. 39] iti /
   tadevaṃ niyogapratyabhijñopabṛṃhitasannidhānamātreṇaivāvaghātādīnāṃ	tat-evam niyoga-pratyaBijQA-upabRMhita-sanniDAna-mAtreNa-eva-avaGAta-AdInAm
   niyogāṅgatā, na padārthānvayamukheneti siddham /	niyoga-aFga-tA, na padArTa-anvaya-muKena-iti sidDam /
   yeṣāṃ punaḥ padārthānvayamukhenānupraveśo 'bhimataḥ, teṣāṃ	yezAm punar padArTa-anvaya-muKena-anupraveSaH aBimataH, tezAm
   prakaraṇādhītasya pāñcadaśyasya, anārabhyādhītasya ca sāptadaśyasya	prakaraNa-aDItasya pAQcadaSyasya, anAraBya-aDItasya ca sAptadaSyasya
   sāmidhenīsambandhamukhenānupraveśinoraviśeṣāt, ubhayorapi prakṛtāveva	sAmiDenI-sambanDa-muKena-anupraveSinoH-aviSeza-at, uBayoH-api prakRtO=-eva
   niveśaḥ, vikalpaśca syāt /	niveSaH, vikalpaH-ca syAt /
   sannidhānamātreṇa tu prakaraṇādhītasya grahaṇe śīghraṃ	sanniDAna-mAtreNa tu prakaraNa-aDItasya grahaNe SIGram
   pāñyacadaśyamadhikārānupraviṣṭamiti, tadavaruddhe	pAQyacadaSyam-aDikAra-anupravizwam-iti, tad-avarudDe
   sāptadaśyamadhikāraviruddhaṃ1388 nānupraviśati /	sAptadaSyam-aDikAra-virudDaM1388 na-anupraviSati /
   tena vikṛtāveva tasya niveśaḥ /	tena vikRtO=-eva tasya niveSaH /
   yadi sannidhānato 'dhikāravidhāvanupraveśaḥ, tarhi	yadi sanniDAnataH aDikAra-viDO=-anupraveSaH, tarhi
   parṇatādīnāmanārabhyādhītānāṃ kathamanupraveśaḥ ? ucyate---juhvādayo	parNa-tA-AdInAm-anAraBya-aDItAnAm kaTam-anupraveSaH ? ucyate---juhvAdayaH-
   'vyabhicaritakratusambandhā iti, tatsambandhamukhena	avyaBicarita-kratu-sambanDAH iti, tad-sambanDa-muKena
   kratusambandhasiddhiḥ, tatsambaddheṣveva ca juhvādiṣu parṇatādisambandhāt	kratu-sambanDa-sidDiH, tad-sambadDezu-eva ca juhvAdizu parNa-ta-Adi-sambanDAt
   ata eva"hiraṇyaṃ bhāryami" [tai. brā. 2. 2. 5. 2] ti	atas eva"-hiraNyam BAryami" [tE. brA. 2. 2. 5. 2] ti
   svatantramevādhikāraniyogaviṣayaḥ, hiraṇyasya kratusambandhavyabhicārāt /	svatantram-eva-aDikAra-niyoga-vizayaH, hiraNyasya kratu-sambanDa-vyaBicArAt /
   ye ca padārthasvarūpānvaye 'narthakatvāpatteḥ,	ye ca padArTa-svarUpa-anvaye anarTaka-tva-ApatteH,
   tatsambandhāvasthānvayapūrvakaṃ grāhakānvayamāhuḥ, teṣāmidameva	tad-sambanDa-avasTA-anvaya-pUrvakam grAhaka-an-vayam-AhuH, tezAm-idam-eva
   tāvatkatham, ānarthakyena na bhavitavyam--iti /	tAvat-kaTam, AnarTakyena na Bavitavyam---iti /
   vedavākyatvāditi cet ? vedenānarthakena na bhavitavyamiti na rājñā1389	veda-vAkya-tvAt-iti ced ? vedena-anarTakena na Bavitavyam-iti na rAjQA1389
   jñāpitam, yasyār'tho gamyate, tasya mā bhūdānarthakyam,	jQApitam, yasyAr-aTo gamyate, tasya mA BUt-AnarTakyam,
   anavasīyamānārthasya tvarthavattvaṃ manorathamātravijṛmbhitam /	anavasIyamAna-arTasya tu-arTavat-tvam manoraTa-mAtra-vijRmBitam /
   pakṣāntarālambanenāpyarthavattā bhavatyeveti, varaṃ saṃnidhānavaśena	pakza-antara-Alambanena-api-arTavattA Bavati-eva-iti, varam saMniDAna-vaSena
   niyogāṅgatābhyupagamaḥ /	niyoga-aFgatA-aByupagamaH /
   1390sannidhānamapi sambandhe kāraṇamiti vākyavidaḥ /	1390sanniDAnam-api sambanDe kAraNam-iti vAkya-vidaH /
   sambandhañca guṇapradhānabhāvamantareṇa na syāt /	sambanDaQca guNa-praDAna-BAvam-antareNa na syAt /
   tatra ca"na kāryamanyārthaṃ bhavatī"ti niyoga eva pradhānam,	tatra ca"na kAryam-anya-arTam BavatI"ti niyogaH eva praDAnam,
   aṅgamavaghātādayaḥ /	aFgam-avaGAta-AdayaH /
   sannidhānaviṣaye śaṅkā-nirāsau /	sanniDAna-vizaye SaFkA--nirAsO /
   yadi cānarthakyena niyogasambandhaḥ, tadā ca"tṛca uttamaḥ paryāsaḥ" iti	yadi ca-AnarTakyena niyoga-sambanDaH, tadA ca"tRcaH uttamaH paryAsaH" iti
   1391dvādaśāha eva na niviśate /	1391dvAdaSa-ahe eva na niviSate /
   kratusambandho hyantaḥ paryāsa ucyate /	kratu-sambanDaH hi-antar paryAsaH ucyate /
   tena tatra padārthamātrasambandhe 'pyānarthakyaṃ nāsti /	tena tatra padArTa-mAtra-sambanDe api-AnarTakyam na-asti /
   tathā"hiraṇmayyassruco bhavanti" [āpa. śrau. sū. 8. 5. 29]	taTA-a"hiraNmayyasH-rucaH Bavanti" [Apa. SrO. sU. 8. 5. 29]
   itisrucāmavyabhicaritakratusambandhānāṃ dharmavidherānarthakyaṃ nāstīti,	itisru-cAm-avyaBicarita-kratu-sambanDAnAm Darma-viDeH-AnarTakyam na-asti-iti,
   na prakṛtādhikārasambandhassyāt /	na prakRta-aDikAra-sambanDa-ssyAt /
   kiñcānarthakyaparihārāya'pūrvasambandho 'bhyupetaḥ /	kiQca-AnarTakya-parihArAya-apUrva-sambanDaH aByupetaH /
   kimiti na sannihitāpūrvasambandhassamāśrīyate /	kim-iti na sannihita-apUrva-sambanDa-ssamASrIyate /
   yadi sannidhānamakāraṇam, tataśca"agnestṛṇānyapacinoti" [āpa. śrau. sū. 3.	yadi sanniDAnam-akAraNam, tatas-ca"agneH-tRNAni-apacinoti" [Apa. SrO. sU. 3.
   4. 3.] iti nāgnihotre eva vyavatiṣṭheta /	4. 3.] iti na-agnihotre eva vyavatizWeta /
   atha sannidhānaviśeṣāttadapūrvasambandhināmagnyādīnāṃ parigrahaḥ, tadā	aTa sanniDAna-viSezAt-tad-apUrva-sambanDinAm-agni-AdInAm parigrahaH, tadA
   varaṃ sannidhānaviśeṣāttadapūrvasambandha evāstu, kiṃ paramparāśrayaṇena /	varam sanniDAna-viSezAt-tad-apUrva-sambanDaH eva-astu, kim paramparA-ASrayaNena /
   yathā kriyākārakabhāvenānvitābhidhānam, tathā prayojana-prayojanibhāvenāpi	yaTA kriyA-kAraka-BAvena-anvita-aBiDAnam, taTA prayojana--prayoja-niBAvena-api
   hyabhidhānaṃ loke pratipannam /	hi-aBiDAnam loke pratipannam /
   na hi vrīhyādayaḥ prayojanatāṃ pratipattumarhanti---iti,	na hi vrIhi-AdayaH prayojana-tAm pratipattum-arhanti---iti,
   tatparityāgenāpūrveṇaiva saha prayojana--prayojanibhāvena sambandhaḥ /	tad-parityAgena-apUrveNa-eva saha prayojana---prayoja-ni-BAvena sambanDaH /
   avāntarāpūrve śaṅkā-tannirāsau /	avAntarA-pUrve SaFkA--tad-nirAsO /
   ye cāvaghātādiṣvavāntarāpūrvāṇi saṅgirante, teṣāṃ	ye ca-avaGAta-Adizu-avAntarA-pUrvANi saFgirante, tezAm
   mate"prokṣitābhyāmulūkhalamusalābhyāmavahantī"ti prokṣaṇaṃ	mate"-prokzitAByAm-ulUKala-musalAByAm-avahanti-i"ti prokzaNam
   dīkṣaṇīyāvāṅniyamavadavāntarāpūrvaprayuktaṃ syāt /	dIkzaNIyAvAk-niyama-vat-ava-antara-apUrva-prayuktam syAt /
   tataśca traidhātavīyāmiva vāṅniyamaḥ, nakhanirbhinne carau prokṣaṇaṃ na	tatas-ca trEDAtavIyAm-iva vAc-niyamaH, naKa-nirBinne carO prokzaNam na
   1392 syāt, tatprayojakaṃ rūpaṃ tatra nāsti--iti /	1392 syAt, tad-prayojakam rUpam tatra nAsti--iti /
   na caitadvācyaṃ--tuṣakaṇavimocanādikāryamukhenādhikārāpūrvameva	na ca-etat-vAcyaM---tuza-kaNa-vimocana-Adi-kArya-muKena-aDikAra-apUrvam-eva
   prayojakamiti, vāṅniyame 'pi tathā prasaṅgāt, dīkṣaṇīyāyāmapi	prayojakam-iti, vAc-niyame api taTA prasaFgAt, dIkzaNIyAyAm-api
   kratvapekṣitatvopattirapi1393 kāryamastīti, jyotiṣṭoma eva prayojako	kratu-apekzita-tva-upattiH-api1393 kAryam-asti-iti, jyotizwomaH eva prayojakaH-
   vāṅniyamasya syāt /	vAc-niyamasya syAt /
   tataśca 1394dīkṣitatvotpādikāyāṃ traidhātavīyāyāmapi syāt /	tatas-ca 1394dIkzita-tva-utpAdikAyAm trEDAtavIyAyAm-api syAt /
   nanu yadyavaghātādiṣvavāntaravidhayo neṣyante, kathaṃ1395 tarhi"na	nanu yadi-avaGAta-Adizu-avAntara-viDayaH nezyante, kaTaM1395 tarhi"na
   cāvihitamaṅgaṃ bhavati" [śā. bhā. a. 3, pā. 4. a. 13.]	ca-avihitam-aFgam Bavati" [SA. BA. a. 3, pA. 4. a. 13.]
   ityaṅgeṣvevāntaravidhyabhyupagamo bhāṣyakārasya ? ucyate /	iti-aFgezu-eva-antara-viDi-aByupagamaH BAzya-kArasya ? ucyate /
   ārādupakārake 'nṛtavadanapratiṣedhe cāvāntaravidhiraṅgīkutaḥ,	ArAt-upakArake anRta-vadana-pratizeDe ca-avAntara-viDiH-aFgIkutas-,
   tadvyatirekeṇāṅgatvānupapatteḥ /	tad-vyatirekeNa-aFga-tva-anupapatteH /
   svarūpeṇa kṣaṇikatvātkarmaṇām, upakārajananakāle tadanavasthānādaṅgatvaṃ	svarUpeNa kzaNika-tvAt-karmaNAm, upakAra-janana-kAle tad-anavasTAnAt-aFga-tvam
   na ghaṭata iti, ihaiva vakṣyāmaḥ /	na GawataH iti, iha-eva vakzyAmaH /
   ata eva jajjabhyamānamantravacane sannipattyopakāriṇi	atas eva jajjaByamAna-mantra-vacane sannipattyA-upakAriNi
   "puruṣaprayatnaśravaṇamanuvādaḥ" iti vadati bhāṣyakāraḥ /	"puruza-prayatna-SravaNam-anuvAdaH" iti vadati BAzya-kAraH /
   yatra hmavāntaravidhirasti, tatra puruṣayatnaśravaṇaṃ nānuvādaḥ /	yatra hmava-antara-viDiH-asti, tatra puruza-yatna-SravaNam na-anuvAdaH /
   yadeva hi tadavāntarāpūrvam, tat kāryatayā liṅādivācyam /	yat-eva hi tat-avAntara-apUrvam, tat kArya-tayA liFa-Adi-vAcyam /
   na ca kṛtirūpapuruṣaprayatnānabhidhāne	na ca kRti-rUpa-puruza-prayatna-an-aBiDAne
   kṛtyavacchinnasvabhāvakāryābhidhānopapattiriti, tadarthaṃ	kRtI-avacCinna-svaBAva-kArya-aBiDAna-upapattiH-iti, tad-arTam
   kṛtirūpapuruṣaprayatnābhidhānaṃ yuktamiti, nāvivakṣitaḥ puruṣaprayatnaḥ /	kRti-rUpa-puruza-prayatna-aBiDAnam yuktam-iti, na-avivakzitaH puruza-prayatnaH /
