   PADA MARKERS	PADAH MARKERS
   na sidhyati raso devi % pibanti mṛgatṛṣṇikām // Ras_1.25 //	na siDyati rasaH devi % pibanti mRgatRzNikAm // RaH-_1.25 //
   gomāṃsaṃ bhakṣayedyastu $ pibedamaravāruṇīm &	go-mAMsam Bakzayet-yaH-tu $ pibet-amara-vAruNIm &
   kulīnaṃ tamahaṃ manye % rasajñamapare 'dhamāḥ // Ras_1.26 //	kulInam tam-aham manye % rasa-jQam-apare aDamAH // RaH-_1.26 //
   na garbhaḥ sampradāyārthe $ raso garbho vidhīyate &	na garBaH sampradAya-arTe $ rasaH garBaH viDIyate &
   tenāyaṃ labhate siddhiṃ % na siddhiḥ sūtakaṃ vinā // Ras_1.27 //	tena-ayam laBate sidDim % na sidDiH sUtakam vinA // RaH-_1.27 //
   yāvanna harabījaṃ tu $ bhakṣayet pāradaṃ rasam &	yAvat-na harabIjam tu $ Bakzayet pAradam rasam &
   tāvattasya kuto muktiḥ % kutaḥ piṇḍasya dhāraṇam // Ras_1.28 //	tAvat-tasya kutas muktiH % kutas piNxasya DAraNam // RaH-_1.28 //
   madyamāṃsaratāprajñā $ mohitāḥ śivamāyayā &	madya-mAMsa-rata-aprajQAH $ mohitAH Siva-mAyayA &
   jalpanti ca vayaṃ muktā % yāsyāmaḥ śivamandiram // Ras_1.29 //	jalpanti ca vayam muktA % yAsyAmaH Siva-mandiram // RaH-_1.29 //
   piṇḍadhāraṇayoge ca $ nispṛhā mandabuddhayaḥ &	piNxa-DAraNa-yoge ca $ nispRhAH manda-budDayaH &
   khaṇḍajñānena deveśi % rañjitaṃ sacarācaram // Ras_1.30 //	KaNxa-jQAnena deveSi % raQjitam sa-carAcaram // RaH-_1.30 //
   svadehe khecaratvaṃ ca $ śivatvaṃ yena labhyate &	sva-dehe Kecara-tvam ca $ Siva-tvam yena laByate &
   tādṛśe tu rasajñāne % nityābhyāsaṃ kuru priye // Ras_1.31 //	tAdRSe tu rasa-jQAne % nitya-aByAsam kuru priye // RaH-_1.31 //
   śrīdevyuvāca	SrI-devI-uvAca
   avatāraṃ rasendrasya $ māhātmyaṃ tu sureśvara &	avatAram rasendrasya $ mAhAtmyam tu sureSvara &
   śrotumicchāmi deveśa % vaktumarhasi tattvataḥ // Ras_1.32 //	Srotum-icCAmi deveSa % vaktum-arhasi tattvataH // RaH-_1.32 //
   śrībhairava uvāca	SrI-BEravaH uvAca
   sādhu pṛṣṭaṃ mahābhāge $ guhyādguhyataraṃ tvayā &	sADu pRzwam mahABAge $ guhyAt-guhyataram tvayA &
   anugrahakaraṃ dhyānaṃ % lokānāmupakārakam // Ras_1.33 //	anugraha-karam DyAnam % lokAnAm-upakArakam // RaH-_1.33 //
   tvaṃ mātā sarvabhūtānāṃ $ pitā cāhaṃ sanātanaḥ &	tvam mAtA sarva-BUtAnAm $ pitA ca-aham sanAtanaH &
   dvayośca yo raso devi % mahāmaithunasambhavaḥ // Ras_1.34 //	dvayoH-ca yaH rasaH devi % mahA-mETuna-samBavaH // RaH-_1.34 //
   svairataḥ sambhavāddevi $ pāradaḥ kīrtito mahaḥ &	svEratas samBavAt-devi $ pAradaH kIrtitaH mahaH &
   pārado gadito yaśca % parārthaṃ sādhakottamaiḥ // Ras_1.35 //	pAradaH gaditaH yaH-ca % para-arTam sADaka-uttamEH // RaH-_1.35 //
   sūto 'yaṃ matsamo devi $ mama pratyaṅgasambhavaḥ &	sUtaH ayam mad-samaH devi $ mama pratyaFga-samBavaH &
   mama deharaso yasmāt % rasastenāyamucyate // Ras_1.36 //	mama deha-rasaH yasmAt % rasaH-tena-ayam-ucyate // RaH-_1.36 //
   darśanāt sparśanāt tasya $ bhakṣaṇāt smaraṇādapi &	darSanAt sparSanAt tasya $ BakzaNAt smaraNAt-api &
   pūjanācca pradānācca % dṛśyate ṣaḍvidhaṃ phalam // Ras_1.37 //	pUjanAt-ca pradAnAt-ca % dRSyate zaxviDam Palam // RaH-_1.37 //
   kedārādīni liṅgāni $ pṛthivyā yāni kāni ca &	kedAra-AdIni liFgAni $ pRTivyAH yAni kAni ca &
   tāni dṛṣṭvā tu yatpuṇyaṃ % tatpuṇyaṃ rasadarśanāt // Ras_1.38 //	tAni dRzwvA tu yat-puNyam % tat-puNyam rasa-darSanAt // RaH-_1.38 //
   candanāgurukarpūra- $ kuṅkumāntargato rasaḥ &	candana-aguru-karpUra $ kuFkuma-antargataH rasaH &
   mūrchitaḥ śivapūjāyāṃ % śivasāṃnidhyasiddhaye // Ras_1.39 //	mUrCitaH Siva-pUjAyAm % Siva-sAMniDya-sidDaye // RaH-_1.39 //
   bhakṣaṇāt parameśāni $ hanti pāpatrayaṃ rasaḥ &	BakzaNAt parameSAni $ hanti pApa-trayam rasaH &
   tathā tāpatrayaṃ hanti % rogān doṣatrayodbhavān // Ras_1.40 //	taTA tApa-trayam hanti % rogAn dozatraya-udBavAn // RaH-_1.40 //
   durlabhaṃ brahmaniṣṇātaiḥ $ prāpyate paramaṃ padam &	durlaBam brahma-nizNAtEH $ prApyate paramam padam &
   hṛdvyomakarṇikāntaḥstha- % rasendrasya maheśvari // Ras_1.41 //	hRd-vyomakarNikA-antaHsTa % rasendrasya maheSvari // RaH-_1.41 //
   smaraṇānmucyate pāpaiḥ $ sadyo janmāntarārjitaiḥ // Ras_1.42 //	smaraNAt-mucyate pApEH $ sadyas janma-antara-arjitEH // RaH-_1.42 //
   svayaṃbhūliṅgasāhasraiḥ $ yatphalaṃ samyagarcanāt &	svayaMBU-liFga-sAhasrEH $ yat-Palam samyak-arcanAt &
   tatphalaṃ koṭiguṇitaṃ % rasaliṅgārcanādbhavet // Ras_1.43 //	tat-Palam kowi-guNitam % rasaliFga-arcanAt-Bavet // RaH-_1.43 //
   adhamaḥ khagavādastu $ vilavādastu madhyamaḥ &	aDamaH Kaga-vAdaH-tu $ vilavAdaH-tu maDyamaH &
   uttamo mantravādastu % rasavādo mahottamaḥ // Ras_1.44 //	uttamaH mantra-vAdaH-tu % rasavAdaH mahA-uttamaH // RaH-_1.44 //
   mantratantraparijñāne $ rasayogasya dūṣakāḥ &	mantra-tantra-parijQAne $ rasa-yogasya dUzakAH &
   prayānti narakaṃ sarve % chittvā sukṛtasaṃcayam // Ras_1.45 //	prayAnti narakam sarve % CittvA su-kRta-saMcayam // RaH-_1.45 //
   rasavidyā parā vidyā $ trailokye 'pi sudurlabhā &	rasa-vidyA parA vidyA $ trElokye api su-durlaBA &
   bhuktimuktikarī yasmāt % tasmāddeyā guṇānvitaiḥ // Ras_1.46 //	Bukti-mukti-karI yasmAt % tasmAt-deyAH guNa-anvitEH // RaH-_1.46 //
   astīti bhāṣate kaścit $ kaścinnāstīti bhāṣate &	asti-iti BAzate kaScid $ kaScid-na-asti-iti BAzate &
   āstike tu bhavetsiddhiḥ % tasya sidhyati bhūtale // Ras_1.47 //	Astike tu Bavet-sidDiH % tasya siDyati BU-tale // RaH-_1.47 //
   nāstikenānubhāvena $ nāsti nāstīti yo vadet &	nAstikena-anuBAvena $ na-asti na-asti-iti yaH vadet &
   tasya nāsti priye siddhir % janmakoṭiśatairapi // Ras_1.48 //	tasya na-asti priye sidDiH % janma-kowi-SatEH-api // RaH-_1.48 //
   brahmajñānena mukto 'sau $ pāpī yo rasanindakaḥ &	brahma-jQAnena muktaH asO $ pApI yaH rasa-nindakaH &
   nāhaṃ trātā bhave tasya % janmakoṭiśatairapi // Ras_1.49 //	na-aham trAtA Bave tasya % janma-kowi-SatEH-api // RaH-_1.49 //
   śvāno 'yaṃ jāyate devi $ yāvat janmasahasrakam &	SvAnaH ayam jAyate devi $ yAvat janma-sahasrakam &
   trikoṭijanmalakṣāṇi % mārjāro jāyate rasāt \	trikowi-janma-lakzANi % mArjAraH jAyate rasAt \
   rāsabho lakṣajanmāni # lakṣajanmāni vāyasaḥ // Ras_1.50 //	rAsaBaH lakza-janmAni # lakza-janmAni vAyasaH // RaH-_1.50 //
   kṛmiko lakṣajanmāni $ kukkuṭo janmalakṣakam &	kRmikaH lakza-janmAni $ kukkuwaH janma-lakzakam &
   gṛdhrako lakṣajanmāni % yaḥ pāpī rasanindakaḥ // Ras_1.51 //	gRDrakaH lakza-janmAni % yaH pApI rasa-nindakaH // RaH-_1.51 //
   ālāpaṃ gātrasaṃsparśaṃ $ yaḥ kuryād rasanindakaiḥ &	AlApam gAtra-saMsparSam $ yaH kuryAt rasa-nindakEH &
   yāvajjanmasahasraṃ tu % sa bhavedduḥkhapīḍitaḥ // Ras_1.52 //	yAvat-janma-sahasram tu % sa Bavet-duHKa-pIxitaH // RaH-_1.52 //
   rasavīryavipāke ca $ sūtakastvamṛtopamaḥ &	rasa-vIrya-vipAke ca $ sUtakaH-tu-amRta-upamaH &
   tena janmajarāvyādhīn % harate sūtakaḥ priye // Ras_1.53 //	tena janma-jarA-vyADIn % harate sUtakaH priye // RaH-_1.53 //
   gurumārādhayet pūrvaṃ $ viśuddhenāntarātmanā &	gurum-ArADayet pUrvam $ viSudDena-antarAtmanA &
   sampradāyaṃ prayacchanti % gurau tuṣṭe marīcayaḥ // Ras_1.54 //	sampradAyam prayacCanti % gurO tuzwe marIcayaH // RaH-_1.54 //
   gurusevāṃ vinā karma $ yaḥ kuryān mūḍhacetanaḥ &	guru-sevAm vinA karma $ yaH kuryAt mUXa-cetanaH &
   sa yāti niṣphalaṃ karma % svapnalabdhaṃ dhanaṃ yathā // Ras_1.55 //	sa yAti nizPalam karma % svapna-labDam Danam yaTA // RaH-_1.55 //
   yaḥ karma kurute dṛṣṭaṃ $ tasya lābhaḥ pade pade &	yaH karma kurute dRzwam $ tasya lABaH pade pade &
   kārayed rasavādaṃ tu % tuṣṭena guruṇā priye // Ras_1.56 //	kArayet rasavAdam tu % tuzwena guruNA priye // RaH-_1.56 //
   siddhyupāyopadeśo 'yam $ ubhayorbhogamokṣadaḥ &	sidDi-upAya-upadeSaH ayam $ uBayoH-Boga-mokza-daH &
   rasārṇavaṃ mahātantram % idaṃ paramadurlabham // Ras_1.57 //	rasArNavam mahAtantram % idam parama-durlaBam // RaH-_1.57 //
   gopyaṃ guruprasādena $ labdhaṃ syāt phalasiddhaye &	gopyam guru-prasAdena $ labDam syAt Pala-sidDaye &
   labdhvātra rasakarmāṇi % nāhaṃkāraṃ samācaret // Ras_1.58 //	labDvA-atra rasakarmANi % na-ahaMkAram samAcaret // RaH-_1.58 //
   anujñātaśca guruṇā $ labdhvā cājñāṃ rasāṅkuśīm &	anujQAtaH-ca guruNA $ labDvA ca-AjQAm rasAFkuSIm &
   bhairavīṃ tanum āśritya % sādhayedrasabhairavam // Ras_1.59 //	BEravIm tanum ASritya % sADayet-rasaBEravam // RaH-_1.59 //
   evamuktā rasotpattiḥ $ māhātmyaṃ ca sureśvari &	evam-uktA rasa-utpattiH $ mAhAtmyam ca sureSvari &
   tanmamācakṣva deveśi % kimanyacchrotumicchasi // Ras_1.60 //	tat-mama-Acakzva deveSi % kim-anyat-Srotum-icCasi // RaH-_1.60 //
   Dvitīyaḥ paṭalaḥ [Dīkṣāvidhāna]	DvitIyaH pawalaH [DIkzA-viDAna]
   śrīdevyuvāca	SrI-devI-uvAca
   rasopadeśadātā ca $ kathaṃ syādvada me prabho &	rasa-upadeSa-dAtA ca $ kaTam syAt-vada me praBo &
   śiṣyaścaiva kathaṃ deva % rasānuṣṭhānatatparaḥ // Ras_2.1 //	SizyaH-ca-eva kaTam deva % rasa-anuzWAna-tatparaH // RaH-_2.1 //
   śrībhairava uvāca	SrI-BEravaH uvAca
   nispṛho nirahaṃkāro $ lobhamāyāvivarjitaḥ &	nispRhaH nirahaMkAraH $ loBa-mAyA-vivarjitaH &
   kulamārgarato nityaṃ % gurupūjārataśca yaḥ // Ras_2.2 //	kula-mArga-rataH nityam % guru-pUjA-rataH-ca yaH // RaH-_2.2 //
   dāntaḥ śiṣyopadeśajñaḥ $ śaktimān gatamatsaraḥ &	dAntaH Sizya-upadeSa-jQaH $ SaktimAn gata-matsaraH &
   dharmajñaḥ satyavāk dakṣaḥ % śīlavān guṇavān śuciḥ // Ras_2.3 //	Darma-jQaH satya-vAc dakzaH % SIlavAn guNavAn SuciH // RaH-_2.3 //
   anekarasaśāstrajño $ rasamaṇḍapakovidaḥ &	aneka-rasa-SAstra-jQaH $ rasa-maNxapa-kovidaH &
   rasadīkṣāvidhānajño % yantrauṣadhimahārasān // Ras_2.4 //	rasa-dIkzA-viDAna-jQaH % yantra-ozaDi-mahArasAn // RaH-_2.4 //
   rāgasaṃkhyāṃ bījakalāṃ $ dvaṃdvamelāpanaṃ viḍam &	rAga-saMKyAm bIja-kalAm $ dvaMdvamelApanam vixam &
   rañjanaṃ sāraṇaṃ tailaṃ % dalāni krāmaṇāni ca // Ras_2.5 //	raQjanam sAraNam tElam % dalAni krAmaNAni ca // RaH-_2.5 //
   varṇotkarṣaṃ mṛdutvaṃ ca $ jāraṇāṃ bālabaddhayoḥ &	varNa-utkarzam mRdu-tvam ca $ jAraNAm bAla-badDayoH &
   khecarīṃ bhūcarīṃ caiva % yo vetti sa gururmataḥ // Ras_2.6 //	KecarIm BUcarIm ca-eva % yaH vetti sa guruH-mataH // RaH-_2.6 //
   deśakālakriyābhijño $ dayādākṣiṇyasaṃyutaḥ &	deSa-kAla-kriyA-aBijQaH $ dayA-dAkziNya-saMyutaH &
   lobhamāyāvinirmukto % mantrānuṣṭhānatatparaḥ // Ras_2.7 //	loBa-mAyA-vinirmuktaH % mantra-anuzWAna-tatparaH // RaH-_2.7 //
   sāmudralakṣaṇopeto $ gambhīro guruvatsalaḥ &	sAmudra-lakzaNa-upetaH $ gamBIraH guru-vatsalaH &
   devāgniyoginīcakra- % kulapūjārataḥ sadā \	deva-agni-yoginI-cakra % kula-pUjA-rataH sadA \
   śiṣyo vinītastantrajñaḥ # satyavādī dṛḍhavrataḥ // Ras_2.8 //	SizyaH vinItaH-tantra-jQaH # satya-vAdI dRXa-vrataH // RaH-_2.8 //
   ye narāḥ kumbhakuddāla- $ dhvajaśaṅkhādilāñchitaiḥ &	ye narAH kumBa-kuddAla $ Dvaja-SaFKa-Adi-lAQCitEH &
   karairadhiṣṭhitā devi % yojyās te nidhisādhane // Ras_2.9 //	karEH-aDizWitAH devi % yojyAH te niDi-sADane // RaH-_2.9 //
   balavanto mahāsattvāḥ $ kṛṣṇaraktavilocanāḥ &	balavantaH mahAsattvAH $ kRzNa-rakta-vilocanAH &
   vakraghoṇāḥ sadā krūrāḥ % praśastā bilasādhane // Ras_2.10 //	vakra-GoNAH sadA krUrAH % praSastAH bila-sADane // RaH-_2.10 //
   nirmāṃsamūrdhapiṇḍīkān $ raktakeśān gatālasān &	nirmAMsa-mUrDa-piNxIkAn $ rakta-keSAn gata-alasAn &
   kaṭhinān uṣṇapādāṃśca % dhātuvāde niyojayet // Ras_2.11 //	kaWinAn uzNa-pAdAn=-ca % DAtuvAde niyojayet // RaH-_2.11 //
   ādau parīkṣayeddevi $ sādhakān susamāhitān &	AdO parIkzayet-devi $ sADakAn su-samAhitAn &
   brāhmaṇān kṣatriyān vaiśyān % śūdrāṃścānukrameṇa tu // Ras_2.12 //	brAhmaNAn kzatriyAn vESyAn % SUdrAn=-ca-anukrameNa tu // RaH-_2.12 //
   jitendriyāḥ kleśasahā $ nityodyamasamanvitāḥ &	jita-indriyAH kleSa-sahAH $ nitya-udyama-samanvitAH &
   śūrāśca kṛtavidyāśca % praśastāḥ sādhakāḥ priye // Ras_2.13 //	SUrAH-ca kRtavidyAH-ca % praSastAH sADakAH priye // RaH-_2.13 //
   rasadīkṣāvihīnā ye $ proktalakṣaṇavarjitāḥ &	rasa-dIkzA-vihInAH ye $ prokta-lakzaNa-varjitAH &
   viplāvakāḥ pāparatāḥ % varjayettān prayatnataḥ // Ras_2.14 //	viplAvakAH pApa-ratAH % varjayet-tAn prayatnataH // RaH-_2.14 //
   duścāriṇī durācārā $ niṣṭhurā kalahapriyā &	duScAriNI durAcArA $ nizWurA kalaha-priyA &
   bahvāśinī ca duścittā % koṭarākṣī ca nirdayā \	bahu-ASinI ca duScittA % kowara-akzI ca nirdayA \
   rasanindākarī yā ca # tāṃ nārīṃ parivarjayet // Ras_2.15 //	rasa-nindA-karI yA ca # tAm nArIm parivarjayet // RaH-_2.15 //
   īdṛśībhir varārohe $ sampūrṇaṃ kṣitimaṇḍalam &	IdRSIBiH varArohe $ sampUrNam kziti-maNxalam &
   na tādṛśī bhavennārī % yādṛśī rasabandhakī // Ras_2.16 //	na tAdRSI Bavet-nArI % yAdRSI rasa-banDakI // RaH-_2.16 //
   kākiṇī kīkaṇī nārī $ tathaiva kāñcikācinī &	kAkiNI kIkaNI nArI $ taTA-eva kAQcikAcinI &
   kṛṣṇapakṣe ṛtumatī % sā nārī kākiṇī smṛtā // Ras_2.17 //	kRzNa-pakze RtumatI % sA nArI kAkiNI smRtAH // RaH-_2.17 //
   ubhayapakṣe ṛtumatī $ sā nārī kīkaṇī matā // Ras_2.18 //	uBaya-pakze RtumatI $ sA nArI kIkaNI matAH // RaH-_2.18 //
   śuklapakṣe ṛtumatī $ sā nārī kāñcikācinī // Ras_2.19 //	Sukla-pakze RtumatI $ sA nArI kAQcikAcinI // RaH-_2.19 //
   navayauvanasampannā $ surūpā cāruhāsinī &	nava-yOvana-sampannA $ surUpA cAru-hAsinI &
   sūkṣmakeśā tu yā nārī % kṣīrāhārapriyā sadā // Ras_2.20 //	sUkzma-keSA tu yA nArI % kzIra-AhAra-priyA sadA // RaH-_2.20 //
   priyālāpakarī nityaṃ $ śivaśāstrakathāpriyā &	priya-AlApa-karI nityam $ Siva-SAstra-kaTA-priyA &
   padmākāraṃ mukhaṃ yasyā % dṛṣṭirindīvarākṛtiḥ // Ras_2.21 //	padma-AkAram muKam yasyAH % dRzwiH-indIvara-AkRtiH // RaH-_2.21 //
   daśanā vajrasadṛśāḥ $ pravālasadṛśo 'dharaḥ &	daSanAH vajra-sadRSAH $ pravAla-sadRSaH aDaraH &
   yasyāḥ payodharau devi % tuṅgapīnau samāv ubhau // Ras_2.22 //	yasyAH payoDarO devi % tuFga-pInO samO uBO // RaH-_2.22 //
   aśvatthapattrasadṛśī $ yonī yasyā bhagaḥ samaḥ &	aSvatTa-pattra-sadRSI $ yonI yasyAH BagaH samaH &
   yatpādau māṃsalau snigdhau % vartulāvartaromakau // Ras_2.23 //	yad-pAdO mAMsalO snigDO % vartula-Avarta-romakO // RaH-_2.23 //
   śyāmā ca madhye kṣāmā ca $ tanvī bhaktiparā śive &	SyAmA ca maDye kzAmA ca $ tanvI Bakti-parA Sive &
   padminī sā tu vijñeyā % prasannā mṛgalocanā // Ras_2.24 //	padminI sA tu vijQeyA % prasannAH mRga-locanA // RaH-_2.24 //
   pūrṇimāyāmamāyāṃ vā $ pakṣe pakṣe rajasvalā &	pUrNimAyAm-amAyAm vA $ pakze pakze rajasvalA &
   ṣaḍbhedā kākiṇī nāmnā % pūrvaproktā rasapradā // Ras_2.25 //	zaxBedA kAkiNI nAmnA % pUrva-proktA rasa-pradAH // RaH-_2.25 //
   yasya tuṣṭo mahādevas $ tasya siddho rasāyane &	yasya tuzwaH mahAdevaH $ tasya sidDaH rasAyane &
   tayaiva devadeveśi % rasakarmāṇi kārayet // Ras_2.26 //	tayA-eva devadeveSi % rasakarmANi kArayet // RaH-_2.26 //
   tasya hi nirmalā buddhir $ niścitā rasasādhane &	tasya hi nirmalA budDiH $ niScitAH rasa-sADane &
   tasmādguruśca śiṣyaśca % pūrvoktaḥ siddhibhāgbhavet // Ras_2.27 //	tasmAt-guruH-ca SizyaH-ca % pUrva-uktaH sidDi-BAj-Bavet // RaH-_2.27 //
   śrīdevyuvāca	SrI-devI-uvAca
   īdṛśairlakṣaṇaiḥ nārīṃ $ kutaḥ prāpnoti sādhakaḥ &	IdRSEH-lakzaNEH nArIm $ kutas prApnoti sADakaH &
