   BhG 10.1	Bhu 10.1
   madhusūdanaḥ : evaṃ saptamāṣṭama-navamais tat-padārthasya bhagavatas	maDusUdanaH : evam saptama-azwama-navamEH tat-padArTasya Bagavatas
   tattvaṃ sopādhikaṃ nirupādhikaṃ ca darśitam | tasya ca vibhūtayaḥ	tattvam sa-upADikam nirupADikam ca darSitam | tasya ca viBUtayaH
   sopādhikasya dhyāne nirupādhikasya jñāne copāya-bhūtā raso 'ham apsu	sa-upADikasya DyAne nirupADikasya jQAne ca-upAya-BUtAH rasaH aham apsu
   kaunteya [Gītā 7.8] ity ādinā saptame, ahaṃ kratur ahaṃ yajña [Gītā 9.16]	kOnteya [GItA 7.8] iti AdinA saptame, aham kratuH aham yajQaH [GItAH 9.16]
   ity ādinā navame ca saṅkṣepeṇoktāḥ | athedānīṃ tāsāṃ vistaro vaktavyo	iti AdinA navame ca saFkzepeNa-uktAH | aTa-idAnIm tAsAm vistaraH vaktavyaH-
   bhagavato dhyānāya tattvam api durvijṇiyatvāt punas tasya vaktavyaṃ	BagavataH DyAnAya tattvam api durvijNiya-tvAt punar tasya vaktavyam
   jñānāyeti daśamo 'dhyāya ārabhyate | tatra prathamam arjunaṃ protsāhayitum	jQAnAya-iti daSamaH aDyAyaH AraByate | tatra praTamam arjunam protsAhayitum
   bhūya eveti | bhūya eva punar api he mahābāho śṛṇu me mama paramaṃ	BUyas eva-iti | BUyas eva punar api he mahA-bAho SRNu me mama paramam
   prakṛṣṭaṃ vacaḥ | yat te tubhyaṃ prīyamāṇāya mad-vacanād amṛta-pānād iva	prakRzwam vacaH | yat te tuByam prIyamANAya mad--vacanAt amRta-pAnAt iva
   prītam anubhavate vakṣyāmy ahaṃ paramāptas tava	prItam anuBavate vakzyAmi aham parama-AptaH tava
   hita-kāmyayeṣṭa-prāptīcchayā ||1||	hita--kAmyayA-izwa--prApti-icCayA ||1||
   viśvanāthaḥ :	viSvanATaH :
   aiśvaraṃ jñāpayitvoce bhaktiṃ yat saptamādiṣu |	ESvaram jQApayitvoce Baktim yat saptama-Adizu |
   sa-rahasyaṃ tad evoktaṃ daśame sa-vibhūtikam ||	sa-rahasyam tat eva-uktam daSame sa-viBUtikam ||
   ārādhyatva-jñāna-kāraṇam aiśvaryaṃ yad eva pūrvatra saptamādiṣūktam | tad	ArADya-tva--jQAna-kAraNam ESvaryam yat eva pUrvatra saptama-Adizu-uktam | tat-
   eva sa-viśeṣaṃ bhakti-matām ānandārthaṃ prapañcayiṣyan parokṣa-vādā ṛṣayaḥ	eva sa-viSezam Bakti-matAm Ananda-arTam prapaQcayizyan parokza--vAdAH RzayaH
   parokṣaṃ ca mama priyam [BhP 11.21.35] iti nyāyena kiñcid	parokzam ca mama priyam [Bhj 11.21.35] iti nyAyena kiQcid-
   durbodhatayaivāha bhūya iti | punar api rāja-vidyā-rāja-guhyam idam ucyate	durboDatayA-eva-Aha BUyaH iti | punar api rAja--vidyA-rAja--guhyam idam ucyate
   ity arthaḥ | he mahābāho ! iti yathā bāhu-balaḥ sarvādhikyena tvayā	iti arTaH | he mahA-bAho ! iti yaTA bAhu-balaH sarva-ADikyena tvayA
   prakāśitaṃ, tathaivaitad buddhyā buddhi-balam api savārdhikyena	prakASitaM, taTA-eva-etat budDyA budDi-balam api sa-vArDikyena
   prakāśayitavyam iti bhāvaḥ | śṛṇv iti śṛṇvantam api taṃ vakṣyamāṇe 'rthe	prakASayitavyam iti BAvaH | SRNu iti SRNvantam api tam vakzyamANe arTe
   samyag avadhāraṇārtham | paramaṃ pūrvoktād apy utkṛṣṭam | te tvām	samyak avaDAraNa-arTam | paramam pUrva-uktAt api utkRzwam | te tvAm
   ativismitīkartuṃ kriyārthopapadasya ca [Pāṇ 2.3.14] iti caturthī | yataḥ	ati-vismitIkartum kriyA-arTa-upapadasya ca [PAN 2.3.14] iti caturTI | yatas-
   prīyamāṇāya premavate ||1||	prIyamANAya premavate ||1||
   baladevaḥ :	baladevaH :
   saptamādau nijaiśvaryaṃ bhakti-hetuṃ yad īritam |	saptama-AdO nija-ESvaryam Bakti-hetum yat Iritam |
   vibhūti-kathanenātra daśame tat prapuṣyate ||	viBUti-kaTanena-atra daSame tat prapuzyate ||
   pūrva-pūrvatra svaiśvarya-nirūpaṇa-saṃbhinnā saparikarā sva-bhaktir	pUrva--pUrvatra sva-ESvarya--nirUpaNa--saMBinnA sa-parikarA sva-BaktiH-
   upadiṣṭā | idānīṃ tasyā utpattaye vivṛddhaye ca svāsādharaṇīḥ prāk	upadizwA | idAnIm tasyAH utpattaye vivRdDaye ca svAsADaraNIH prAk-
   saṃkṣipyoktāḥ sva-vibhūti-vistareṇa varṇayiṣyan bhagavān uvāca bhūya iti |	saMkzipya-uktAH sva--viBUti-vistareNa varNayizyan BagavAn uvAca BUyas iti |
   he mahābāho ! bhūya eva punar api me paramaṃ vacaḥ śṛṇu | śṛṇvantaṃ prati	he mahA-bAho ! BUyas eva punar api me paramam vacaH SRNu | SRNvantam prati
   śṛṇv ity uktir upadeśye 'rthe samavadhānāya | paramaṃ śrīmat	SRNu iti uktiH upadeSye arTe samavaDAnAya | paramam SrImat-
   mad-divya-vibhūti-viṣayakaṃ yad vacas te tubhyam ahaṃ hita-kāmyayā	mad-divya--viBUti-vizayakam yat vacaH te tuByam aham hita--kAmyayA
   vakṣyāmi | kriyārthopapada ity ādi sūtrāc caturthī | vijñam api tvāṃ	vakzyAmi | kriyA-arTa-upapadaH iti Adi sUtrAt caturTI | vijQam api tvAm
   vismitaṃ kartum ity arthaḥ | hita-kāmyayā	vismitam kartum iti arTaH | hita--kAmyayA
   mad-bhakty-utpatti-tad-vṛddhi-rūpa-tvat-kalyāṇa-vāñchā | te kīdṛśāyety āha	mad-Bakti--utpatti-tad--vRdDi--rUpa-tu-at--kalyANa-vAQCA | te kIdRSAya-iti Aha
   prīyamāṇāyeti pīyūṣa-pānād iva mad-vākyāt prītiṃ vindate ||1||	prIyamANAya-iti pIyUza--pAnAt iva mad--vAkyAt prItim vindate ||1||
   BhG 10.2	Bhu 10.2
   na me viduḥ sura-gaṇāḥ prabhavaṃ na maharṣayaḥ	na me viduH sura--gaNAH praBavam na mahA-RzayaH
   aham ādir hi devānāṃ maharṣīṇāṃ ca sarvaśaḥ ||2||	aham AdiH hi devAnAm mahA-RzINAm ca sarvaSas ||2||
   śrīdharaḥ : uktasyāpi punar vacane durjñeyatvaṃ hetum āha na me vidur iti	SrIDaraH : uktasya-api punar vacane durjQeya-tvam hetum Aha na me viduH iti
   | me mama prakṛṣṭaṃ bhavaṃ janma-rahitasyāpi nānā-vibhūtibhir āvirbhāvaṃ	| me mama prakRzwam Bavam janma--rahitasya-api nAnA-viBUtiBiH AvirBAvam
   sura-gaṇā api maharṣayo 'pi bhṛgv-ādayo na jānanti | tatra hetuḥ -- ahaṃ	sura--gaNAH api mahA-RzayaH api BRgu--AdayaH na jAnanti | tatra hetuH - aham
   hi sarva-devānāṃ maharṣīṇāṃ cādiḥ kāraṇam | sarvaśaḥ sarvaiḥ prakāraiḥ	hi sarva-devAnAm mahA-RzINAm ca-AdiH kAraNam | sarvaSas sarvEH prakArEH
   utpādakatvena buddhy-ādi-pravartakatvena ca | ato mad-anugrahaṃ vinā māṃ	utpAdaka-tvena budDi--Adi-pravartaka-tvena ca | atas mad--anugraham vinA mAm
   ke 'pi na jānantīty arthaḥ ||2||	ke api na jAnanti-iti arTaH ||2||
   madhusūdanaḥ : prāg-bahudhoktam eva kim arthaṃ punar vakṣyasīty ata āha na	maDusUdanaH : prAc---bahuDA-uktam eva kim arTam punar vakzyasi-iti atas Aha na
   me vidur iti | prabhavaṃ prabhāvaṃ prabhu-śakty-atiśayaṃ prabhavanam	me viduH iti | praBavam praBAvam praBu--Sakti--atiSayam praBavanam
   utpattim aneka-vibhūtibhir āvirbhāvaṃ vā sura-gaṇā indrādayo maharṣayaś ca	utpattim aneka-viBUtiBiH AvirBAvam vA sura--gaNAH indra-AdayaH mahA-RzayaH ca
   bhṛgv-ādayaḥ sarvajñā api na me viduḥ | teṣāṃ tad-ajñāne hetum āha ahaṃ hi	BRgu--AdayaH sarva-jQAH api na me viduH | tezAm tad--ajQAne hetum Aha aham hi
   yasmāt sarveṣāṃ devānāṃ maharṣīṇāṃ ca sarvaśaḥ sarvaiḥ prakārair	yasmAt sarvezAm devAnAm mahA-RzINAm ca sarvaSas sarvEH prakArEH-
   utpādakatvena buddhyādi-pravartakatvena ca nimittatvenopādānatvena ceti	utpAdaka-tvena budDi-Adi-pravartaka-tvena ca nimitta-tvena-upAdAna-tvena ca-iti
   vādiḥ kāraṇāt | ato mad-vikārās te mat-prabhāvaṃ na jānantīty arthaḥ ||2||	vAdiH kAraNAt | atas mad--vikArAH te mat--praBAvam na jAnanti-iti arTaH ||2||
   viśvanāthaḥ : etac ca kevalaṃ mad-anugrahātiśayenaiva vedyaṃ nānyathety	viSvanATaH : etat ca kevalam mad--anugraha-atiSayena-eva vedyam na-anyaTA-iti-
   āha na me iti | mama prabhavaṃ prakṛṣṭaṃ sarvaṃ vilakṣaṇaṃ bhavaṃ devakyāṃ	Aha na me iti | mama praBavam prakRzwam sarvam vilakzaNam Bavam devakyAm
   janma deva-gaṇā na jānanti, te viṣayāviṣṭatvān na jānantu | ṛṣayas tu	janma deva--gaNAH na jAnanti, te vizaya-Avizwa-tvAt na jAnantu | RzayaH tu
   jānīyus tatrāha na maharṣayo 'pi | tatra hetuḥ aham ādiḥ kāraṇaṃ sarvaśaḥ	jAnIyuH tatra-Aha na mahA-RzayaH api | tatra hetuH aham AdiH kAraNam sarvaSas-
   sarvair eva prakāraiḥ | na hi pitur janma-tattvaṃ putrā jānantīti bhāvaḥ |	sarvEH eva prakArEH | na hi pituH janma--tattvam putrAH jAnanti-iti BAvaH |
   na hi te bhagavan vyaktiṃ vidur devā na dānavā [Gītā 10.14] ity	na hi te Bagavan vyaktim viduH devAH na dAnavAH [GItAH 10.14] iti-
   agrimānuvādād atra prabhava-śabdasyānyārthatā na kalpyā ||2||	agrima-anuvAdAt atra praBava--Sabdasya-anya-arTa-tA na kalpyAH ||2||
   baladevaḥ : etac ca mad-bhaktānukampāṃ vinā durvijñānam iti bhāvavān āha	baladevaH : etat ca mad-Bakta-anukampAm vinA durvijQAnam iti BAvavAn Aha
   na me iti | sura-gaṇā brahmādayo maharṣayaś ca sanakādayaḥ me prabhavaṃ	na me iti | sura--gaNAH brahma-AdayaH mahA-RzayaH ca sanaka-AdayaH me praBavam
   prabhutvena bhavam anādi-divya-svarūpa-guṇa-vibhūti-mattayāvartanam iti	praBu-tvena Bavam anAdi-divya--svarUpa-guNa--viBUti-mattayA-Avartanam iti
   yāvat na vidur na jānanti | kuta ity āha aham ādir iti | yad ahaṃ teṣām	yAvat na viduH na jAnanti | kutas iti Aha aham AdiH iti | yat aham tezAm
   ādiḥ pūrva-kāraṇaṃ sarvaśaḥ sarvaiḥ prakārair utpādakatayā	AdiH pUrva-kAraNam sarvaSas sarvEH prakArEH utpAdaka-tayA
   buddhy-ādi-dātṛtayā cety arthaḥ | devatvādikam aiśvaryādikaṃ ca mayaiva	budDi--Adi--dAtRtayA ca-iti arTaH | deva-tva-Adikam ESvarya-Adikam ca mayA-eva
   tebhyas tat-tad-ārādhana-tuṣṭena datta-mataḥ sva-pūrva-siddhaṃ māṃ	teByaH tat-tad-ArADana--tuzwena datta--mataH sva-pUrva--sidDam mAm
   mad-aiśvaryaṃ ca te na viduḥ | śrutiś caivam āha -	mad--a-ESvaryam ca te na viduH | SrutiH ca-evam Aha -
   ko addhā veda ka iha prāvocat	kaH adDA veda kaH iha prAvocat-
   kuta ā jātā kuta iyaṃ visṛṣṭiḥ |	kutas A jAtA kutas iyam visRzwiH |
   arvāg-devā asya visarjanāya	arvAk--devAH asya visarjanAya
   athā ko veda yata ābabhūva [Rv 8.7.17, Taitt.Br. 2.8.9.76] iti,	aTA kaH veda yatas AbaBUva [Ru 8.7.17, TEtt.Br. 2.8.9.76] iti,
   naitad devā āpnuvan pūrvam arśat iti caivam ādyā ||2||	na-etat devAH Apnuvan pUrvam arSat iti ca-evam AdyAH ||2||
   BhG 10.3	Bhu 10.3
   yo mām ajam anādiṃ ca vetti lokamaheśvaram	yaH mAm ajam anAdim ca vetti loka-maheSvaram
   asaṃmūḍhaḥ sa martyeṣu sarvapāpaiḥ pramucyate ||3||	asaMmUXaH sa martyezu sarva-pApEH pramucyate ||3||
   śrīdharaḥ : evambhūtātma-jñāne phalam āha yo mām iti | sarva-kāraṇatvād	SrIDaraH : evamBUta-Atma--jQAne Palam Aha yaH mAm iti | sarva-kAraNa-tvAt-
   eva na vidyata ādiḥ kāraṇaṃ yasya tam anādim | ataevājaṃ janma-śūnyaṃ	eva na vidyate AdiH kAraNam yasya tam anAdim | ataeva-Ajam janma--SUnyam
   lokānāṃ maheśvaraṃ ca māṃ yo vetti sa manuṣyeṣv asaṃmūḍhaḥ saṃmoha-rahitaḥ	lokAnAm maheSvaram ca mAm yaH vetti sa manuzyezu asaMmUXaH saMmoha--rahitaH
   san sarva-pāpaiḥ pramucyate ||3||	san sarva-pApEH pramucyate ||3||
   madhusūdanaḥ : mahāphalatvāc ca kaścid eva bhagavataḥ prabhāvaṃ vettīty	maDusUdanaH : mahA-Pala-tvAt ca kaScid eva BagavataH praBAvam vetti-iti-
   āha yo mām iti | sarva-kāraṇatvān na vidyata ādiḥ kāraṇaṃ yasya tam anādim	Aha yaH mAm iti | sarva-kAraNa-tvAt na vidyate AdiH kAraNam yasya tam anAdim
   anāditvād ajaṃ janma-śūnyaṃ lokānāṃ mahāntam īśvaraṃ ca māṃ yo vetti sa	anAdi-tvAt ajam janma--SUnyam lokAnAm mahAntam ISvaram ca mAm yaH vetti sa
   martyeṣu madhye 'saṃmūḍhaḥ saṃmoha-varjitaḥ sarvaiḥ pāpair	martyezu maDye asaMmUXaH saMmoha--varjitaH sarvEH pApEH-
   mati-pūrva-kṛtair api pramucyate prakarṣeṇa kāraṇocchedāt	mati--pUrva-kRtEH api pramucyate prakarzeNa kAraNa-ucCedAt-
   tat-saṃskārābhāva-rūpeṇa mucyate mukto bhavati ||3||	tat--saMskAra-aBAva--rUpeNa mucyate muktaH Bavati ||3||
   viśvanāthaḥ : nanu para-brahmaṇaḥ sarva-deśa-kālāparicchinnasya tavaitad	viSvanATaH : nanu para-brahmaNaH sarva-deSa--kAla-aparicCinnasya tava-etat-
   dehasyaiva janma devā ṛṣayaś ca jānanty eva | tatra sva-tarjanyā	dehasya-eva janma devAH RzayaH ca jAnanti eva | tatra sva-tarjanyA
   sva-vakṣaḥ spṛṣṭvāha yo mām iti | yo mām ajaṃ vetti | kiṃ parameṣṭhinaṃ na	sva-vakzaH spRzwvA-Aha yaH mAm iti | yaH mAm ajam vetti | kim paramezWinam na
   anādiṃ satyaṃ tarhi anāditvād ajam ajanyaṃ parmātmānaṃ tvāṃ vetty eva	anAdim satyam tarhi anAdi-tvAt ajam ajanyam parma-AtmAnam tvAm vetti eva
   tatrāha ceti | ajam ajanyaṃ vasudeva-janyaṃ ca mām anādim eva yo vetti ity	tatra-Aha ca-iti | ajam ajanyam vasudeva--janyam ca mAm anAdim eva yaH vetti iti-
   arthaḥ | mām iti padena vasudeva-janyatvaṃ budhyate janma karma ca me	arTaH | mAm iti padena vasudeva--janya-tvam buDyate janma karma ca me
   divyam [Gītā 4.9] iti mad-ukteḥ | mama janmavattvaṃ paramātmatvāt	divyam [GItA 4.9] iti mad--ukteH | mama janmavat-tvam paramAtma-tvAt-
   sadaivājatvaṃ ca ity ubhayam api me paramaṃ satyaṃ acintya-śakti-siddham	sadA-eva-aja-tvam ca iti uBayam api me paramam satyam acintya--Sakti--sidDam
   eva | yad uktaṃ ajo 'pi sann avyayātmāà sambhavāmi [Gītā 4.6] iti | tathā	eva | yat uktam ajaH api san avyaya-AtmAà samBavAmi [GItAH 4.6] iti | taTA
   coddhava-vākyaṃ karmāṇy anīhasya bhavo 'bhavasya te ity ādy-anantaraṃ	ca-udDava--vAkyam karmANi anIhasya BavaH aBavasya te iti Ady-anantaram
   khidyati dhīr vidām iha [BhP 3.4.16] iti | atra śrī-bhāgavatāmṛta-kārikā	Kidyati DIH vidAm iha [Bhu 3.4.16] iti | atra SrI--BAgavatA-amRta-kArikA
   ca-	ca-
   tat tan na vāstavaṃ cet syād vidāṃ buddhi-bhramas tadā |	tat tat na vAstavam ced syAt vidAm budDi-BramaH tadA |
   na syād evety ato 'cintyā śaktir līlāsu kāraṇam || [LBhāg 1.5.119]	na syAt eva-iti atas acintyA SaktiH lIlAsu kAraNam || [LBhAk 1.5.119]
   tasmād yathā mama bālye dāmodaratva-līlāyām ekadaiva kiṅkiṇyā bandhanāt	tasmAt yaTA mama bAlye dAmodara-tva--lIlAyAm ekadA-eva kiFkiNyAH banDanAt-
   paricchinnatvaṃ dāmnā svābandhād aparicchinnatvaṃ cātarkyam eva tathaiva	paricCinna-tvam dAmnA svAbanDAt aparicCinna-tvam ca-Atarkyam eva taTA-eva
   mamājatva-janmavattve cātarkye eva | durbodham aiśvaryaṃ cāha	mama-aja-tva--janmavattve ca-atarkye eva | durboDam ESvaryam ca-Aha
   loka-maheśvaraṃ tava sārathim api sarveṣāṃ lokānāṃ mahāntam īśvaraṃ yo	loka--maheSvaram tava sAraTim api sarvezAm lokAnAm mahAntam ISvaram yaH-
   veda sa eva martyeṣu madhye asaṃmūḍhaḥ | sarva-pāpair bhakti-virodhibhiḥ |	veda saH eva martyezu maDye asaMmUXaH | sarva--pApEH Bakti-viroDiBiH |
   yas tu ajatvānāditva-sarveśvaratvāny eva vāstavāni syur janmavattvādīni tu	yaH tu aja-tvAnAdi-tva--sarva-ISvara-tvAni eva vAstavAni syuH janmavat-tva-AdIni tu
   anukaraṇa-mātra-siddhānīti vyācaṣṭe | sa saṃmūḍha eva sarva-pāpair na	anukaraNa--mAtra--sidDAni-iti vyAcazwe | sa saMmUXaH eva sarva--pApEH na
   pramucyata ity arthaḥ ||3||	pramucyate iti arTaH ||3||
   baladevaḥ : idaṃ tādṛśa-mad-viṣayakaṃ jñānaṃ kasyacid eva bhavatīti	baladevaH : idam tAdRSa--mad--vizayakam jQAnam kasyacid eva Bavati-iti
   bhāvenāha yo mām iti | martyeṣu yatamāneṣv api sahasreṣu madhye yo	BAvena-Aha yaH mAm iti | martyezu yatamAnezu api sahasrezu maDye yaH-
   yādṛcchika-mattatvavit sat-prasaṅgī kaścij jano mām anādim ajaṃ	yAdRt-Cika--mattatva-vid sat--prasaFgI kaScid janaH mAm anAdim ajam
   loka-maheśvaraṃ ca vetti | so 'saṃmūḍhaḥ sarva-pāpaiḥ pramucyata iti	loka-maheSvaram ca vetti | saH asaMmUXaH sarva-pApEH pramucyate iti
   sambandhaḥ | atra ajam ity anena pradhānād acid-vargāt saṃsāri-vargāc ca	sambanDaH | atra ajam iti anena praDAnAt acit--vargAt saMsAri-vargAt ca
   bhedaḥ | ādyasya sva-pariṇāmenāntasya deha-janmanā ca janmitvāt | anādim	BedaH | Adyasya sva--pariNAmena-antasya deha--janmanA ca janmi-tvAt | anAdim
   ity anena viśesite tu mukta-cid-vargāc ca bhedas tasyājatvam	iti anena viSesite tu mukta--cit--vargAt ca BedaH tasya-aja-tvam
   ādima-deva-deha-sambandhena janmitvasya pūrva-vṛttitvāt loka-maheśvaram	Adima-deva--deha--sambanDena janmi-tvasya pUrva-vRtti-tvAt loka--maheSvaram
   ity anena nitya-mukta-cid-vargāt prakṛti-kālābhyāṃ ca bhedas teṣām	iti anena nitya-mukta-cit--vargAt prakRti-kAlAByAm ca BedaH tezAm
   anādy-ajatve saty api loka-maheśvaratvābhāvāt | punar anādima ity anena	anAdi--aja-tve sati api loka--maheSvara-tva-aBAvAt | punar anAdime iti anena
   viśeṣite vidhi-rudrādibhyāṃ ca bhedas tayor loka-maheśvaratāyāḥ sāditvāt	viSezite viDi--rudra-AdiByAm ca BedaH tayoH loka--maheSvara-tAyAH sAdi-tvAt-
   sarvaiśvareṇaiva tayoḥ sety anyatra vistaraḥ | itthaṃ ca sarvadā	sarva-ESvareNa-eva tayoH sA-iti anyatra vistaraH | itTam ca sarvadA
   heya-sambandhābhāvān nitya-siddha-sārvaiśvaryāc ca sarvetara-vilakṣaṇaṃ yo	heya--sambanDa-aBAvAt nitya-sidDa--sArvESvaryAt ca sarva-itara--vilakzaNam yaH-
   vetti, sa mad-bhakty-utpatti-pratīpair nikhilaiḥ karmabhir vimukto	vetti, sa mad-Bakti--utpatti-pratIpEH niKilEH karmaBiH vimuktaH-
   mad-bhaktiṃ vindati | asaṃmūḍho 'nya-sajātīyatayā maj-jñānaṃ saamohas tena	mad-Baktim vindati | asaMmUXaH anya--sajAtIya-tayA maj-jQAnam saa-mohaH tena
   vivarjitaḥ | na ca devakyāṃ jātasya te katham ajatvaṃ tasyām ajatvam	vivarjitaH | na ca devakyAm jAtasya te kaTam aja-tvam tasyAm aja-tvam
   avihāyaiva jātatvāt ||3||	avihAya-eva jAta-tvAt ||3||
   BhG 10.4-5	Bhu 10.4-5
   buddhir jñānam asaṃmohaḥ kṣamā satyaṃ damaḥ śamaḥ	budDiH jQAnam asaMmohaH kzamA satyam damaH SamaH
   sukhaṃ duḥkhaṃ bhavo 'bhāvo bhayaṃ cābhayam eva ca ||4||	suKam duHKam BavaH aBAvaH Bayam ca-aBayam eva ca ||4||
   ahiṃsā samatā tuṣṭis tapo dānaṃ yaśo 'yaśaḥ |	ahiMsA samatA tuzwiH tapaH dAnam yaSaH ayaSaH |
   bhavanti bhāvā bhūtānāṃ matta eva pṛthagvidhāḥ ||5||	Bavanti BAvAH BUtAnAm mattaH eva pRTagviDAH ||5||
   śrīdharaḥ : loka-maheśvaratām eva sphuṭayati buddhir iti tribhiḥ | buddhiḥ	SrIDaraH : loka--maheSvara-tAm eva sPuwayati budDiH iti triBiH | budDiH
   sārāsāra-viveka-naipuṇyam | jñānam ātma-viṣayam | asaṃmoho	sArAsAra--viveka--nEpuNyam | jQAnam Atma--vizayam | asaMmohaH-
   vyākulatvābhāvaḥ | kṣamā sahiṣṇutvam | satyaṃ yathārtha-bhāṣaṇam | damo	vyAkula-tva-aBAvaH | kzamA sahizNu-tvam | satyam yaTArTa-BAzaNam | damaH-
   bāhyendriya-saṃyamaḥ | śamo 'ntaḥkaraṇa-saṃyamaḥ | sukhaṃ mano	bAhya-indriya--saMyamaH | SamaH antaHkaraNa--saMyamaH | suKam manaH-
   'nukūla-saṃvedanīyam | duḥkhaṃ ca tad-viparītam | bhava udbhavaḥ | abhāvas	anukUla--saMvedanIyam | duHKam ca tad--viparItam | BavaH udBavaH | aBAvaH-
   tad-viparītam | bhayaṃ trāsaḥ | abhayaṃ tad-viparītam | asya ślokasya	tad--viparItam | Bayam trAsaH | aBayam tad--viparItam | asya Slokasya
   matta eva bhavatīty uttareṇānvayaḥ ||4||	mattaH eva Bavati-iti uttareNa-anvayaH ||4||
   kiṃ ca ahiṃseti | ahiṃsā para-pīḍāniviṛttiḥ | samatā rāga-dveṣādi-rāhityam	kim ca ahiMsA-iti | ahiMsA para-pIxA-niviRttiH | sama-tA rAga--dveza-Adi--rAhityam
   | tuṣṭir daiva-labdhena santoṣaḥ | tapaḥ śāstrīyādi-vakṣyamāṇam | dānaṃ	| tuzwiH dEva--labDena santozaH | tapaH SAstrIyAdi--vakzyamANam | dAnam
   nyāyārjitasya dhanādeḥ pātre 'rpaṇam | yaśaḥ sat-kīrtiḥ | ayaśo duṣkīrtiḥ	nyAya-arjitasya Dana-AdeH pAtre arpaNam | yaSaH sat-kIrtiH | ayaSaH duzkIrtiH
   | ete buddhir jñānam ity ādayas tad-viparītāś cābuddhy-ādayo nānā-vidhā	| ete budDiH jQAnam iti AdayaH tad--viparItAH ca-abudDi--AdayaH nAnA-viDA
   bhāvāḥ prāṇināṃ matto mat-sakāśād eva bhavanti ||5||	BAvAH prANinAm mattaH mat--sakASAt eva Bavanti ||5||
   madhusūdanaḥ : ātmano loka-maheśvaratvaṃ prapañcayati buddhir iti dvābhyām	maDusUdanaH : AtmanaH loka--maheSvara-tvam prapaQcayati budDiH iti dvAByAm
   | buddhir antaḥkaraṇasya sūkmārtha-viveka-sāmarthaym | jñānam	| budDiH antaHkaraNasya sUkma-arTa--viveka--sAmarTaym | jQAnam
   ātmānātma-sarva-padārthāvabodhaḥ | asaṃmohaḥ pratyutpanneṣu bodhavyeṣu	AtmAnAtma--sarva--padArTa-avaboDaH | asaMmohaH pratyutpannezu boDavyezu
   kartavyeṣu vyākulatayā vivekena pravṛttiḥ | kṣamākruṣṭasya tāḍitasya vā	kartavyezu vyAkula-tayA vivekena pravRttiH | kzamA-kruzwasya tAxitasya vA
   nirvikāra-cittatā | satyaṃ pramāṇenāvabuddhasyārthasya tathaiva bhāṣaṇam |	nirvikAra--citta-tA | satyam pramANena-avabudDasya-arTasya taTA-eva BAzaNam |
   damo bāhyendriyāṇāṃ sva-viṣayebhyo nivṛttiḥ | śamo 'ntaḥkaraṇasya śamatā |	damaH bAhya-indriyANAm sva--vizayeByaH nivRttiH | SamaH antaHkaraNasya SamatA |
