   (Vaidya 311)	(VEdyaH 311)
   dharmeṣvajñānam | hetāvajñānam | phale 'jñānam | hetuphale 'jñānam |	Darmezu-ajQAnam | hetO=-ajQAnam | Pale ajQAnam | hetu-Pale ajQAnam |
   hetusamutpanneṣu dharmeṣvajñānam | pratītyasamutpāde 'jñānam |	hetu-samutpannezu Darmezu-ajQAnam | pratItyasamutpAde ajQAnam |
   pratītyasamutpanneṣu dharmeṣvajñānam | buddhe 'jñānam | dharme 'jñānam |	pratItyasamutpannezu Darmezu-ajQAnam | budDe ajQAnam | Darme ajQAnam |
   saṃghe 'jñānam | duḥkhe 'jñānam | samudaye 'jñānam | nirodhe 'jñānam |	saMGe ajQAnam | duHKe ajQAnam | samudaye ajQAnam | niroDe ajQAnam |
   mārge 'jñānam | kuśale 'jñānam | akuśale 'jñānam | kuśalākuśaleṣu	mArge ajQAnam | kuSale ajQAnam | akuSale ajQAnam | kuSala-akuSalezu
   dharmeṣvajñānam | sāvadye 'jñānam | anavadye 'jñānam | sāvadyānavadyeṣu	Darmezu-ajQAnam | sAvadye ajQAnam | anavadye ajQAnam | sAvadyAnavadyezu
   dharmeṣvajñānam | sevitavye 'jñānam | asevitavye 'jñānam |	Darmezu-ajQAnam | sevitavye ajQAnam | asevitavye ajQAnam |
   sevitavyāsevitavyeṣu dharmeṣvajñānam | sāsrave 'jñānam | anāsrave 'jñānam	sevita-vyAsevitavyezu Darmezu-ajQAnam | sa-Asrave ajQAnam | anAsrave ajQAnam
   | sāsravānāsraveṣu dharmeṣvajñānam | saṃskṛte 'jñānam | asaṃskṛte 'jñānam	| sa-Asrava-anAsravezu Darmezu-ajQAnam | saMskRte ajQAnam | asaMskRte ajQAnam
   | saṃskṛtāsaṃskṛteṣu dharmeṣvajñānam | atīte 'jñānam | anāgate 'jñānam |	| saMskRta-asaMskRtezu Darmezu-ajQAnam | atIte ajQAnam | anAgate ajQAnam |
   pratyutpanne 'jñānam | atītānāgatapratyutpanneṣu dharmeṣvajñānam | ṣaṭ su	pratyutpanne ajQAnam | atIta-anAgata-pratyutpannezu Darmezu-ajQAnam | zaw su
   vā sparśāyataneṣu yathābhūtamajñānamadarśanamanabhisamayastamaḥ saṃmoho	vA sparSa-Ayatanezu yaTABUtam-ajQAnam-adarSanam-anaBisamayaH-tamaH saMmohaH-
   'vidyāndhakāram | iyamucyate 'vidyeti ||	avidyA-anDakAram | iyam-ucyate avidyA-iti ||
   (ā) avidyāpratyayāḥ saṃskārā iti | saṃskārāḥ katame? trayaḥ saṃskārāḥ -	(A) avidyA-pratyayAH saMskArAH iti | saMskArAH katame? trayaH saMskArAH -
   kāyasaṃskāraḥ vāksaṃskāraḥ manaḥsaṃskāraśca | tatra kāyasaṃskāraḥ katamaḥ?	kAya-saMskAraH vAc-saMskAraH manaH-saMskAraH-ca | tatra kAya-saMskAraH katamaH?
   āśvāsaḥ praśvāsaḥ | kāyiko hyeṣa dharmaḥ, kāyaniśritaḥ kāyapratibaddhaḥ |	ASvAsaH praSvAsaH | kAyikaH hi-eza DarmaH, kAya-niSritaH kAya-pratibadDaH |
   kāyaṃ niśritya vartate | tasmādāśvāsapraśvāsāḥ kāyasaṃskāra ityucyate ||	kAyam niSritya vartate | tasmAt-ASvAsa-praSvAsAH kAya-saMskAraH iti-ucyate ||
   vāksaṃskāraḥ katamaḥ? vitarkayitvā vicārayitvā vācaṃ bhāṣate,	vAc-saMskAraH katamaH? vitarkayitvA vicArayitvA vAcam BAzate,
   nāvitarkayitvā, nāvicārya | tasmādvitarkavicāro vāksaṃskāra ityucyate ||	na-avitarkayitvA, na-avicArya | tasmAt-vitarka-vicAraH vAc-saMskAraH iti-ucyate ||
   manaḥsaṃskāraḥ katamaḥ? raktasya yā cetanā, cittasya ca, tenāsya yā cetanā	manaH-saMskAraH katamaH? raktasya yA cetanA, cittasya ca, tena-asya yA cetanA
   | caitasiko hyeṣa dharmaḥ | cittaniśritaḥ cittapratibaddhaḥ | cittaṃ	| cEtasikaH hi-eza DarmaH | citta-niSritaH citta-pratibadDaH | cittam
   niśritya pravartate | tasmāccetanā manaḥsaṃskāra ityucyate ||	niSritya pravartate | tasmAt-cetanA manaH-saMskAraH iti-ucyate ||
   (i) saṃskārapratyayaṃ vijñānamiti | vijñānaṃ katamat? ṣaḍ vijñānakāyāḥ |	(i) saMskAra-pratyayam vijQAnam-iti | vijQAnam katamat? zaw vijQAna-kAyAH |
   katame ṣaṭ? tadyathā - cakṣurvijñānam | śrotravijñānam | ghrāṇavijñānam |	katame zaw? tat-yaTA  cakzuH-vijQAnam | Srotra-vijQAnam | GrANa-vijQAnam |
   jihvāvijñānam | kāyavijñānam | manovijñānam | ime ṣaḍ vijñānakāyāḥ ||	jihvA-vijQAnam | kAya-vijQAnam | manaH-vijQAnam | ime zaw vijQAna-kAyAH ||
   (ī) vijñānapratyayaṃ nāmarūpamiti | tatra nāmarūpam - nāma catvāro	(I) vijQAna-pratyayam nAma-rUpam-iti | tatra nAma-rUpam  nAma catvAraH-
   'rūpiṇaḥ skandhāḥ | katame catvāraḥ? vedanāskandhaḥ | saṃjñāskandhaḥ |	arUpiNaH skanDAH | katame catvAraH? vedanA-skanDaH | saMjQA-skanDaH |
   saṃskāraskandhaḥ | vijñānaskandhaḥ | idaṃ (AvSū, Vaidya 313) nāma | rūpaṃ	saMskAra-skanDaH | vijQAna-skanDaH | idam (AvSU, VEdya 313) nAma | rUpam
   katamat? yatkiṃcidrūpam, taccatvāri mahābhūtāni | catvāri ca	katamat? yat-kiMcid-rUpam, tat-catvAri mahABUtAni | catvAri ca
   mahābhūtānyupādāya | tadyathā - pṛthivīdhātuḥ | abdhātuḥ | tejodhātuḥ |	mahABUtAni-upAdAya | tat-yaTA  pRTivI-DAtuH | abDAtuH | tejaH-DAtuH |
   vāyudhātuḥ || pṛthivīdhātuḥ katamaḥ? yadgurutvaṃ ca karkaśatvaṃ ca |	vAyuDAtuH || pRTivI-DAtuH katamaH? yat-guru-tvam ca karkaSa-tvam ca |
   abdhātuḥ katamaḥ? yad dravatvamabhiṣyandanatvaṃ ca | tejodhātuḥ katamaḥ?	abDAtuH katamaH? yat drava-tvam-aBizyandana-tvam ca | tejaH-DAtuH katamaH?
   yaduṣṇatvaṃ paripācanatvaṃ ca | vāyudhātuḥ katamaḥ? yadākuñcanaḥ	yat-uzNa-tvam paripAcana-tvam ca | vAyuDAtuH katamaH? yadAkuQcanaH
   prasāraṇaḥ laghusamudīraṇatvaṃ ca | yadidaṃ rūpaṃ pūrvakaṃ (ca) nāma,	prasAraNaH laGu-samudIraNa-tvam ca | yat-idam rUpam pUrvakam (ca) nAma,
   tadubhayamekatrābhisaṃkṣipya nāmarūpamityucyate ||	tat-uBayam-ekatra-aBisaMkzipya nAma-rUpam-iti-ucyate ||
   (u) nāmarūpapratyayaṃ ṣaḍāyatanamiti | ṣaḍāyatanaṃ katamat? cakṣurāyatanam	(u) nAma-rUpa-pratyayam zaz-Ayatanam-iti | zaz-Ayatanam katamat? cakzuH-Ayatanam
   | śrotrāyatanam | ghrāṇāyatanam | jihvāyatanam | kāyāyatanam |	| Srotra-Ayatanam | GrANa-Ayatanam | jihvA-Ayatanam | kAya-Ayatanam |
   manaāyatanam | idamucyate ṣaḍāyatanam ||	manaA-Ayatanam | idam-ucyate zaz-Ayatanam ||
   (ū) ṣaḍāyatanapratyayaḥ sparśa iti | sparśaḥ katamaḥ? ṣaṭ sparśakāyāḥ -	(U) zaz-Ayatana-pratyayaH sparSaH iti | sparSaH katamaH? zaw sparSakAyAH -
   cakṣusaṃsparśaḥ | śrotrasaṃsparśaḥ | ghrāṇasaṃsparśaḥ | jihvāsaṃsparśaḥ |	cakzu-saMsparSaH | Srotra-saMsparSaH | GrANa-saMsparSaH | jihvA-saMsparSaH |
   kāyasaṃsparśaḥ | manaḥsaṃsparśaḥ |(ayamucyate sparśaḥ) ||	kAya-saMsparSaH | manaH-saMsparSaH |(ayam-ucyate sparSaH) ||
   (e) sparśapratyayā vedanā | vedanā katamā? ṣaḍ vedanāḥ | katame(māḥ?)ṣaṭ?	(e) sparSa-pratyayAH vedanA | vedanA katamA? zaw vedanAH | katame(mAH?)zaw?
   cakṣuḥsaṃsparśajā vedanā sukhā duḥkhā aduḥkhāsukhā ca | śrotrasaṃsparśajā	cakzuH-saMsparSa-jA vedanA suKA duHKA aduHKa-asuKA ca | Srotra-saMsparSa-jA
   vedanā sukhā duḥkhā aduḥkhāsukhā ca | ghrāṇasaṃsparśajā vedanā sukhā	vedanA suKA duHKA aduHKa-asuKA ca | GrANa-saMsparSa-jA vedanA suKA
   duḥkhā aduḥkhāsukhā ca | jihvāsaṃsparśajā vedanā sukhā duḥkhā aduḥkhāsukhā	duHKA aduHKa-asuKA ca | jihvA-saMsparSa-jA vedanA suKA duHKAH aduHKa-asuKA
   ca | kāyasaṃsparśajā vedanā sukhā duḥkhā aduḥkhāsukhā ca |	ca | kAya-saMsparSa-jA vedanA suKA duHKAH aduHKa-asuKA ca |
   manaḥsaṃsparśajā vedanā sukhā duḥkhā aduḥkhāsukhā ca | iyamucyate vedanā	manaH-saMsparSa-jA vedanA suKA duHKAH aduHKa-asuKA ca | iyam-ucyate vedanA
   (o) vedanāpratyayā tṛṣṇā | katamā tṛṣṇā? ṣaṭ tṛṣṇākāyāḥ | katame ṣaṭ?	(o) vedanA-pratyayA tRzNA | katamA tRzNA? zaw tRzNA-kAyAH | katame zaw?
   rūpatṛṣṇā | śabdatṛṣṇā | gandhatṛṣṇā | rasatṛṣṇā | sparśatṛṣṇā |	rUpa-tRzNA | Sabda-tRzNA | ganDa-tRzNA | rasa-tRzNA | sparSa-tRzNA |
   dharmatṛṣṇā |(iyamucyate tṛṣṇā) ||	Darma-tRzNA |(iyam-ucyate tRzNA) ||
   (ka) tṛṣṇāpratyayamupādānam | upādānaṃ katamat? catvāri upādānāni |	(ka) tRzNA-pratyayam-upAdAnam | upAdAnam katamat? catvAri upAdAnAni |
   katamāni catvāri? tṛṣṇopādānam | śīlavratopādānam | ātmavedanopādānam |	katamAni catvAri? tRzNA-upAdAnam | SIla-vrata-upAdAnam | Atma-vedanA-upAdAnam |
   (idamucyate upādānam) ||	(idam-ucyate upAdAnam) ||
   (kha) upādānapratyayo bhava iti | bhavaḥ katamaḥ? trayo bhavāḥ | katame	(Ka) upAdAna-pratyayaH BavaH iti | BavaH katamaH? trayaH BavAH | katame
   trayaḥ? kāmabhavaḥ | rūpabhavaḥ | ārūpyabhavaśca | tatra kāmabhavaḥ	trayaH? kAma-BavaH | rUpa-BavaH | ArUpya-BavaH-ca | tatra kAma-BavaH
   katamaḥ? tadyathā - narakāḥ | tiryañcapretāḥ | asurāḥ | ṣaṭ kāmāvacarā	katamaH? tat-yaTA  narakAH | tiryaQca-pretAH | asurAH | zaw kAmAvacarA
   devāḥ || tadyathā - aṣṭau mahānarakāḥ | katame 'ṣṭauḥ? tadyathā - uṣṇā	devAH || tat-yaTA  azwO mahA-narakAH | katame azwOH? tat-yaTA  uzNA
   mahānarakāḥ | saṃjīvaḥ | kālasūtraḥ | saṃghātaḥ | dvau ca rauravau |	mahAnarakAH | saMjIvaH | kAlasUtraH | saMGAtaH | dvO ca rOravO |
   tapanaḥ | pratāpanaḥ | avīciśca | iti || mahānarakāḥ || tadyathā - arbudaḥ	tapanaH | pratApanaH | avIciH-ca | iti || mahA-narakAH || tat-yaTA  arbudaH
   | nirarbudaḥ | aṭaṭaḥ | hahavaḥ | huhuvaḥ | utpalaḥ | padmaḥ | mahāpadmaḥ	| nirarbudaH | awawaH | hahavaH | huhuvaH | utpalaH | padmaH | mahApadmaH
   || katame ṣaṭ devāḥ? cāturmahārājikā devāḥ | trāyastriṃśāḥ | yāmāḥ |	|| katame zaw devAH? cAturmahArAjikAH devAH | trAyastriMSAH | yAmAH |
   tuṣitāḥ | nirmāṇaratayaḥ | paranirmitavaśavartino devāḥ || tatra	tuzitAH | nirmANaratayaH | paranirmitavaSavartinaH devAH || tatra
   rūpabhavaḥ katamaḥ? tadyathā - bramhakāyikāḥ | brahmapurohitāḥ |	rUpa-BavaH katamaH? tat-yaTA  bramhakAyikAH | brahma-purohitAH |
   mahābrahmāṇaḥ | parīttābhāḥ | apramāṇābhāḥ | ābhāsvarāḥ | parīttaśubhāḥ |	mahAbrahmANaH | parItta-ABAH | apramANa-ABAH | ABAsvarAH | parItta-SuBAH |
   apramāṇaśubhāḥ | śubhakṛtsnāḥ | anabhrakāḥ | puṇyaprasavāḥ | abṛhāḥ |	apramANa-SuBAH | SuBa-kRtsnAH | anaBrakAH | puNya-prasavAH | abRhAH |
   atapāḥ | abṛhāḥ | sudarśanāḥ | akaniṣṭhāśceti || ārūpyadhātavaḥ katamāḥ?	atapAH | abRhAH | sudarSanAH | akanizWAH-ca-iti || ArUpya-DAtavaH katamAH?
   tadyathā - (AvSū, Vaidya 314) ākāśānantyāyatanam | vijñānānantyāyatanam |	tat-yaTA  (AvSU, VEdyaH 314) AkASAnantya-Ayatanam | vijQAna-Ananti-Ayatanam |
   ākiṃcanyāyatanam | naivasaṃjñānāsaṃjñāyatanam || ārūpiṇāṃ devānāṃ	AkiMcanya-Ayatanam | na-eva-saMjQAna-asaMjQA-Ayatanam || ArUpiNAm devAnAm
   cittamātramadhyāyināṃ cāturvidhā upapattiḥ | ayamucyate upādānapratyayo	cittamAtram-aDyAyinAm cAturviDAH upapattiH | ayam-ucyate upAdAna-pratyayo
   bhavaḥ ||	BavaH ||
   (ga) bhavapratyayā jātiriti | jātiḥ katamāḥ? yā teṣāṃ teṣāṃ sattvānāṃ	(ga) Bava-pratyayA jAtiH-iti | jAtiH katamAH? yA tezAm tezAm sattvAnAm
   tasmiṃstasmin sattvanikāye jātiḥ, saṃjātiḥ, avakrāntiḥ, abhinirvṛttiḥ,	tasmin=-tasmin sattva-nikAye jAtiH, saMjAtiH, avakrAntiH, aBinirvRttiH,
   skandhānāṃ prādurbhāvaḥ, āyatanānāṃ pratilambhaḥ, jīvitendriyasyodbhavaḥ	skanDAnAm prAdurBAvaH, AyatanAnAm pratilamBaH, jIvita-indriyasya-udBavaH
   |(iyamucyate jātiḥ |) ||	|(iyam-ucyate jAtiH |) ||
   (gha) (jātipratyayaṃ jarāmaraṇam | jarā katamā?) nikāyasabhāgatāyāstasyā	(Ga) (jAti-pratyayam jarA-maraNam | jarA katamA?) nikAya-saBA-gatAyAH-tasyAH-
   yat khālityaṃ pālityaṃ valīpracuratā jīrṇatā bhugnatā kub	yat KAlityam pAlityam valI-pracura-tA jIrNa-tA Bugna-tA kub
   jagopānasīvakratā khurukhuruśvāsapraśvāsaśca tilakālakopahatagātratā	jagopAnasI-vakratA Kuru-Kuru-SvAsa-praSvAsaH-ca tila-kAlaka-upa-hata-gAtra-tA
   purataḥ prāgbhārakāyatā daṇḍāvaṣṭambhatā indriyāṇāṃ paripākaḥ paribhedaḥ	puratas prAgBAraka-AyatA daNxa-avazwamBa-tA indriyANAm paripAkaH pariBedaH
   saṃbhārāṇāṃ purāṇībhāvo jarjarībhāvaḥ dhandhatvaṃ mandatvaṃ hāniḥ	saMBArANAm purANIBAvaH jarjarIBAvaH DanDa-tvam manda-tvam hAniH
   parihāṇiḥ | iyamucyate jarā || tatra maraṇaṃ katamat? yatteṣāṃ sattvānāṃ	parihANiH | iyam-ucyate jarA || tatra maraNam katamat? yat-tezAm sattvAnAm
   tasmācchavikāyāccyutiḥ cyavanatā bhedo 'ntardhānaṃ maraṇaṃ kālakriyā āyuṣo	tasmAt-Savi-kAyAt-cyutiH cyavana-tA BedaH antarDAnam maraNam kAla-kriyA AyuzaH-
   hāniḥ uṣmaṇo hāniḥ jīvitendriyasya nirodhaḥ skandhānāṃ nikṣepaḥ |	hAniH uzmaNaH hAniH jIvita-indriyasya niroDaH skanDAnAm nikzepaH |
   idamucyate maraṇam || yadetanmaraṇaṃ pūrvikā ca jarā,	idam-ucyate maraNam || yat-etat-maraNam pUrvikA ca jarA,
   tadubhayamekatrābhisaṃkṣipya jarāmaraṇamityucyate || ayaṃ bhikṣavo	tat-uBayam-ekatra-aBisaMkzipya jarA-maraNam-iti-ucyate || ayam BikzavaH-
   dvādaśāṅgapratītyasamutpādasyāyaṃ vibhaṅga iti ||	dvAdaSa-aFga-pratItyasamutpAdasya-ayam viBaFgaH iti ||
   (6) tatra katamāni catvāryāryasatyāni? tadyathā - duḥkhamāryasatyam |	(6) tatra katamAni catvAri-Arya-satyAni? tat-yaTA  duHKam-Arya-satyam |
   duḥkhasamudayamāryasatyam | duḥkhanirodhamāryasatyam | duḥkhanirodhagāminī	duHKa-samudayam-Arya-satyam | duHKa-niroDam-Arya-satyam | duHKa-niroDa-gAminI
   pratipadā āryasatyam || tatra duḥkhamāryasatyaṃ katamat? tadyathā -	pratipadA Arya-satyam || tatra duHKam-Arya-satyam katamat? tat-yaTA -
   jātirduḥkham | jarā duḥkham | vyādhirduḥkham | maraṇaṃ duḥkham |	jAtiH-duHKam | jarA duHKam | vyADiH-duHKam | maraNam duHKam |
   priyaviprayogo duḥkham | apriyasaṃyogo duḥkham | rūpaṃ duḥkham | vedanā	priya-viprayogaH duHKam | apriya-saMyogaH duHKam | rUpam duHKam | vedanA
   duḥkham | saṃjñā duḥkham | saṃskārā duḥkham | vijñānaṃ duḥkham |	duHKam | saMjQA duHKam | saMskArAH duHKam | vijQAnam duHKam |
   yadapītthaṃ paryeṣyamāṇaṃ na labhyate tadapi duḥkham | saṃkṣepeṇa	yat-api-itTam paryezyamANam na laByate tat-api duHKam | saMkzepeNa
   pañcopādānaskandhā duḥkham | idamucyate duḥkhamāryasatyam || tatra	paQca-upAdAna-skanDAH duHKam | idam-ucyate duHKam-Arya-satyam || tatra
   duḥkhasamudayamāryasatyaṃ katamat? tadyathā - yeyaṃ tṛṣṇā paunarbhavikī	duHKa-samudayam-Arya-satyam katamat? tat-yaTA  yA-iyam tRzNA pOnarBavikI
   nandīrāgasahagatā tatratatrābhinandinī, idamucyate	nandI-rAga-sahagatA tatra-tatra-aBinandinI, idam-ucyate
   duḥkhasamudayamāryasatyam || tatra katamadduḥkhanirodhamāryasatyam?	duHKa-samudayam-Arya-satyam || tatra katamat-duHKa-niroDam-Arya-satyam-?
   yadasyā eva tṛṣṇāyāḥ paunarbhavikyā	yat-asyAH eva tRzNAyAH pOnarBa-vikyA
