   BhG 18.1	Bhu 18.1
   svarga-kāmo yajeta ity evaṃ kāmopanibandhena vihitānāṃ	svarga-kAmaH yajeta iti evam kAma-upanibanDena vihitAnAm
   putreṣṭi-jyotiṣṭomādīnāṃ karmaṇāṃ nyāsaṃ svarūpeṇatyāgaṃ kavayaḥ paṇḍitāḥ	putra-izwi--jyotizwoma-AdInAm karmaNAm nyAsam sva-rUpeNa-tyAgam kavayaH paNxitAH
   sannyāsaṃ vidur na tu nityānām agnihotrādīnām ity arthaḥ | teṣu vicakṣaṇās	sannyAsam viduH na tu nityAnAm agnihotra-AdInAm iti arTaH | tezu vicakzaNAs
   tu sarveṣāṃ kāmyānāṃ nityānāṃ ca karmaṇāṃ phala-tyāgam eva, na tu	tu sarvezAm kAmyAnAm nityAnAm ca karmaNAm Pala-tyAgam eva, na tu
   svarūpatas tyāgaṃ sannyāsa-lakṣaṇaṃ tyāgaṃ prāhuḥ | nitya-karmaṇāṃ ca	svarUpataH tyAgam sannyAsa--lakzaNam tyAgam prAhuH | nitya-karmaNAm ca
   phalam asti - karmaṇāṃ pitṛ-loko dharmeṇa pāpam apanudati ity ādi śravaṇāt	Palam asti  karmaNAm pitR--lokaH DarmeNa pApam apanudati iti Adi SravaNAt-
   | yadyapi aharahaḥ sandhyām upāsīta, yāvaj-jīvanam agnihotraṃ juhoti ity	| yadi-api aharahar sanDyAm upAsIta, yAvat--jIvanam agnihotram juhoti iti-
   ādau, putra-kāmo yajeta ity ādāv iva phala-viśeṣo na śrutayas tathāpi	AdO, putra-kAmaH yajeta iti AdO iva Pala--viSezaH na SrutayaH taTA-api
   viśvajitā yajeta ity ādāv iva vidhiḥ kiñcit phalam ākṣiped eva | itarathā	viSvajitA yajeta iti AdO iva viDiH kiQcid Palam Akzipet eva | itaraTA
   puruṣa-pravṛtty-anupapatter duṣpariharatāpattiḥ | tathā ca kāmya-karmaṇāṃ	puruza--pravRtti--anupapatteH duzparihara-tA-ApattiH | taTA ca kAmya-karmaNAm
   svarūpatas tyāgo, nitya-karmaṇāṃ tu phala-tyāgaḥ sannyāsa-śabdārthaḥ |	svarUpataH tyAgo, nitya-karmaNAm tu Pala-tyAgaH sannyAsa--Sabda-arTaH |
   sarveṣāṃ karmaṇāṃ phalecchāṃ tyaktvānuṣṭhānaṃ khalu tyāga-śabdārthaḥ |	sarvezAm karmaNAm Pala-icCAm tyaktvA-anuzWAnam Kalu tyAga--Sabda-arTaH |
   pūrvokta-rītyā jñānodaya-phalasya sattvād apravṛtter duṣpariharatvaṃ	pUrva-ukta--rItyA jQAna-udaya--Palasya sattvAt apravRtteH duzparihara-tvam
   pratyuktam ||2||	pratyuktam ||2||
   BhG 18.3	Bhu 18.3
   tyājyaṃ doṣavad ity eke karma prāhur manīṣiṇaḥ |	tyAjyam dozavat iti eke karma prAhuH manIziNaH |
   yajñadānatapaḥkarma na tyājyam iti cāpare ||3||	yajQa-dAna-tapaH-karma na tyAjyam iti ca-apare ||3||
   Śrīdhara : aviduṣaḥ phala-tyāga-mātram eva tyāga-śabdārthaḥ | na	ŚrIDara : aviduzaH Pala-tyAga--mAtram eva tyAga--Sabda-arTaH | na
   karma-tyāga iti | etad eva matāntara-nirāsena dṛḍhīkartuṃ mata-bhedaṃ	karma-tyAgaH iti | etat eva mata-antara--nirAsena dRXIkartum mata-Bedam
   darśayati tyājyam iti | doṣavad dhiṃsādi-doṣakatvena kevalaṃ bandhakam iti	darSayati tyAjyam iti | dozavat DiMsA-Adi--dozaka-tvena kevalam banDakam iti
   hetoḥ sarveṣām api karma tyājyam iti eke sāṅkhyāḥ prāhur manīṣiṇa iti |	hetoH sarvezAm api karma tyAjyam iti eke sAFKyAH prAhuH manIziNaH iti |
   asyāyaṃ bhāvaḥ - mā hiṃsyāt sarva-bhūtānīti niṣedhaḥ puruṣasyānartha-hetur	asya-ayam BAvaH  mA hiMsyAt sarva-BUtAni-iti nizeDaH puruzasya-anarTa--hetuH-
   hiṃsā ity āha | agnīṣomīyaṃ paśum ālabhetety ādi-prākaraṇiko vidhis tu	hiMsA iti Aha | agnIzomIyam paSum AlaBeta-iti Adi-prAkaraNikaH viDiH tu
   hiṃsāyāḥ kratūpakārakatvam āha | ato bhinna-viṣayakatvena	hiMsAyAH kratu-upakAraka-tvam Aha | atas Binna--vizayaka-tvena
   sāmānya-viśeṣa-nyāyāgocaratvād vādhyavādhakatā nāsti | dravya-sādhyeṣu ca	sAmAnya--viSeza-nyAya-agocara-tvAt vA-aDyavADaka-tA na-asti | dravya--sADyezu ca
   sarveṣv api karmasu hiṃsādeḥ sambhavāt sarvam api karma tyājyam eveti |	sarvezu api karmasu hiMsA-AdeH samBavAt sarvam api karma tyAjyam eva-iti |
   tad uktaṃ - dṛṣṭavad ānuśravikaḥ sa hy aviśuddhi-kṣayātiśaya-yukta iti |	tat uktam  dRzwa-vat AnuSravikaH sa hi aviSudDi--kzaya-atiSaya--yuktaH iti |
   asyārthaḥ guru-pāṭhād anuśrūyata iti anuśravo vedaḥ | tad bodhita upāyo	asya-arTaH guru--pAWAt anuSrUyate iti anuSravaH vedaH | tat boDitaH upAyo
   jyotiṣṭhomādir ānuśravikaḥ | tatrāviśuddhir hiṃsā | tathā kṣayo vināśaḥ |	jyotizWa-uma-AdiH AnuSravikaH | tatra-aviSudDiH hiMsA | taTA kzayaH vinASaH |
   agnihotra-jyotiṣṭhomādi-janyeṣu svargeṣu tāratamyaṃ ca vartate |	agni-hotra--jyotizWa-uma-Adi-janyezu svargezu tAratamyam ca vartate |
   parotkarṣas tu sarvān duḥkhīkaroti |	para-utkarzaH tu sarvAn duHKIkaroti |
   apare tu mīmāṃsakā yajñādikaṃ karma na tyājyam iti prāhuḥ | ayaṃ bhāvaḥ	apare tu mImAMsakAH yajQa-Adikam karma na tyAjyam iti prAhuH | ayam BAvaH
   kratv-arthāpi satīyaṃ hiṃsā puruṣeṇa kartavyā | sā cānyoddeśenāpi kṛtā	kratu--arTA-api satI-iyam hiMsA puruzeNa kartavyA | sA ca-anya-uddeSena-api kRtA
   puruṣasya pratyavāya-hetur eva | yathā hi vidhir vidheyasya	puruzasya pratyavAya--hetuH eva | yaTA hi viDiH viDeyasya
   tad-uddeśyenānuṣṭhānaṃ vidhatte | tādarthya-lakṣaṇatvāc cheṣatvasya | na	tat--uddeSyena-anuzWAnam viDatte | tAdarTya--lakzaNa-tvAt Seza-tvasya | na
   tv evaṃ niṣedho niṣedhasya tādarthyam apekṣate prāpti-mātrāpekṣitatvāt |	tu evam nizeDaH nizeDasya tAdarTyam apekzate prApti-mAtra-apekzita-tvAt |
   anyathājñāna-pramādādi-kṛte doṣābhāva-prasaṅgāt | tad evaṃ	anyaTA-ajQAna--pramAda-Adi--kRte doza-aBAva--prasaFgAt | tat evam
   samāna-viṣayakatvena sāmānya-śāstrasya viśeṣeṇa bādhān nāsti doṣavattvam |	samAna--vizayaka-tvena sAmAnya-SAstrasya viSezeNa bADAn na-asti dozavat-tvam |
   ato nityaṃ yajñādi-karma na tyājyam iti | anena vidhi-niṣedhayoḥ	atas nityam yajQa-Adi--karma na tyAjyam iti | anena viDi-nizeDayoH
   samāna-balatā bādhyate sāmānya-viśeṣa-nyāyaṃ sampādayitum ||3||	samAna-bala-tA bADyate sAmAnya--viSeza-nyAyam sampAdayitum ||3||
   Viśvanātha : tyāge punar api mata-bhedam upakṣipati tyājyam iti | doṣavat	ViSvanATa : tyAge punar api mata-Bedam upakzipati tyAjyam iti | dozavat-
   hiṃsādi-doṣavattvāt karma svarūpata eva tyājyām ity eke sāṅkhyāḥ | pare	hiMsA-Adi--dozavat-tvAt karma svarUpataH eva tyAjyAm iti eke sAFKyAH | pare
   mīmāṃsakā yajñādikaṃ karma śāstre vihitatvān na tyājyam ity āhuḥ ||3||	mImAMsakAH yajQa-Adikam karma SAstre vihita-tvAt na tyAjyam iti AhuH ||3||
   Baladeva : tyāge punar api mata-bhedam āha tyājyam iti | eke manīṣiṇo	Baladeva : tyAge punar api mata-Bedam Aha tyAjyam iti | eke manIziNo
   doṣavat na hiṃsyāt sarva-bhūtānīti śruti-nidarśinaḥ kāpilāḥ karma-doṣavat	dozavat na hiMsyAt sarva-BUtAni-iti Sruti-nidarSinaH kApilAH karma--doza-vat-
   paśu-hiṃsādi-doṣa-yuktaṃ bhavaty atas tyājyaṃ svarūpato heyam ity āhuḥ |	paSu--hiMsA-Adi-doza--yuktam Bavati atas tyAjyam svarUpataH heyam iti AhuH |
   agnīṣomīyaṃ paśum ālabheteti śrutis tu hiṃsāyāḥ kratv-aṅgatvam āha tv	agnIzomIyam paSum AlaBeta-iti SrutiH tu hiMsAyAH kratu--aFga-tvam Aha tu-
   anartha-hetutvaṃ tasyā nivārayati | tathā ca dravya-sādhyatvena hiṃsāyāḥ	anarTa--hetu-tvam tasyAH nivArayati | taTA ca dravya--sADya-tvena hiMsAyAH
   sambhavāt | sarvaṃ karma tyājyam iti | apare jaiminīyās tu yajñādikarma na	samBavAt | sarvam karma tyAjyam iti | apare jEminIyAH tu yajQa-Adi-karma na
   tyājyaṃ tasya veda-vihitatvena nirdoṣatvād ity āhuḥ - yadyapi	tyAjyam tasya veda--vihita-tvena nirdoza-tvAt iti AhuH  yadi-api
   hiṃsānugrahātmakaṃ karma tathāpi tasya vedena dharmatvābhidhānān na	hiMsA-anugraha-Atmakam karma taTA-api tasya vedena Darma-tva-aBiDAnAt na
   doṣavattvam ataḥ kāryam evety arthaḥ | na hiṃsyāt iti sāmānyato niṣedhas	dozavat-tvam atas kAryam eva-iti arTaH | na hiMsyAt iti sAmAnyatas nizeDas
   tu krator anyatra tasyāḥ pāpatām āheti na kiñcid avadyam ||3||	tu kratoH anyatra tasyAH pApa-tAm Aha-iti na kiQcid avadyam ||3||
   BhG 18.4	Bhu 18.4
   niścayaṃ śṛṇu me tatra tyāge bharatasattama |	niScayam SRNu me tatra tyAge Barata-sattamaH |
   tyāgo hi puruṣavyāghra trividhaḥ saṃprakīrtitaḥ ||4||	tyAgaH hi puruza-vyAGra triviDaH saMprakIrtitaH ||4||
   Śrīdhara : evaṃ mata-bhedam upanyasya svamataṃ kathayitum āha niścayam iti	ŚrIDara : evam mata-Bedam upanyasya sva-matam kaTayitum Aha niScayam iti
   | tatraivaṃ vipratipanne tyāge niścayaṃ ye vacanāt śṛṇu | tyāgasya	| tatra-evam vipratipanne tyAge niScayam ye vacanAt SRNu | tyAgasya
