   PADA MARKERS	PADAH MARKERS
   śrīkāmākṣyā vinatamamarairutsavaṃ phālgunākhyaṃ $ dṛṣṭvā yāntyaḥ	SrI-kAma-akzyAH vinatam-amarEH-utsavam PAlguna-AKyam $ dRzwvA yAntyaH
   svabhavanamupārūḍhanānāvimānāḥ &	sva-Bavanam-upArUXa-nAnA-vimAnAH &
   tvatsaṃllāpaśravaṇataralāḥ paścimāmbhodhivelā- % paryantaṃ te	tvad-saM=-lApa-SravaNa-taralAH paScima-amBoDi-velA % paryantam te
   varuṇanagarīmañjuvācaḥ sahāyāḥ // Kok_1.14 //	varuNa-nagarI-maQju-vAcaH sahAyAH // Kok-_1.14 //
   ākarṣantaḥ pratinavalatāpuṣpagandhopahārān $ āsiñcantaḥ saraṇimabhitaḥ	AkarzantaH pratinava-latA-puzpa-ganDa-upahArAn $ AsiQcantaH saraNim-a-Bitas-
   śītalaiḥ śīthuleśaiḥ &	SItalEH SITu-leSEH &
   bhṛṅgīnādairmadhuramadhuraṃ vyāharanto valante % kampākūlopavanapavanā	BRFgI-nAdEH-maDura-maDuram vyAharantaH valante % kampA-kUla-upavana-pavanA
   bandhavaste 'nukūlāḥ // Kok_1.15 //	banDavaH-te anukUlAH // Kok-_1.15 //
   vandasvārāt priyasakha punardarśanāyātra śaureḥ $ kāñcībhartuḥ	vandasva-ArAt priya-saKa punar-darSanAya-atra SOreH $ kAQcI-BartuH
   karigiritaṭe puṇyamenaṃ vimānam &	karigiri-tawe puNyam-enam vimAnam &
   ādhatte yat kanakavalabhīnīḍalīnaiḥ kapotair %	ADatte yat kanaka-valaBI-nIxa-lInEH kapotEH %
   adyāpyambhoruhabhavamakhālagnadhūmābhiśaṅkām // Kok_1.16 //	adya-api-amBoruha-Bava-maKa-Alagna-DUma-aBiSaFkAm // Kok-_1.16 //
   pīṭheṣvaṣṭādaśasu mahitaṃ kāmapīṭhaṃ bhajethāḥ $ pārekampaṃ svayamiha parā	pIWezu-azwAdaSasu mahitam kAma-pIWam BajeTAH $ pArekampam svayam-iha parA
   devatā sannidhatte &	devatA sanniDatte &
   sabhrūcāpaṃ nayanajaladaṃ prāpya yasyāḥ kṛpāpaṃ % tuṇḍīrakṣmā	sa-BrU-cApam nayana-jaladam prApya yasyAH kRpApam % tuNxIrakzmA
   sulabhakavitāsasyavṛddhiḥ samindhe // Kok_1.17 //	sulaBa-kavi-tA-sasya-vRdDiH saminDe // Kok-_1.17 //
   uḍḍīyāsmād bakulasarasāt sa tvamudyānadeśāt $ prādakṣiṇyād vraja parisare	uxxIya-asmAt bakula-sarasAt sa tvam-udyAna-deSAt $ prAdakziNyAt vraja parisare
   puṇyamekāmravṛkṣam &	puNyam-ekAmra-vRkzam &
   mūle yasya prakṛtisubhage muktakailāsalobho % devaḥ sākṣādvasati	mUle yasya prakRti-suBage mukta-kElAsa-loBaH % devaH sAkzAt-vasati
   valayāṅkāhvayaścandracūḍaḥ // Kok_1.18 //	valaya-aFka-AhvayaH-candracUxaH // Kok-_1.18 //
   dṛṣṭvā śambhuṃ gaganasaraṇāvujjihāne tvayi drāk $	dRzwvA SamBum gagana-saraNO=-ujjihAne tvayi drAk $
   pakṣadvandvavyajanapavanoccālitābhyo latābhyaḥ &	pakza-dvandva-vyajana-pavana-uccAlitAByaH latAByaH &
   utthāsyanti bhramarataruṇāḥ siktadehā marandair %	utTAsyanti Bramara-taruNAH sikta-dehAH marandEH %
   udyānaśrīprahitasajalāpāṅgabhaṅgānukārāḥ // Kok_1.19 //	udyAna-SrI-prahita-sajala-apAFga-BaFga-anukArAH // Kok-_1.19 //
   spaṣṭālakṣyastvayi pika samālambamāne 'mbarāntaṃ $ kāñcīdeśaḥ kimapi	spazwa-AlakzyaH-tvayi pika samAlambamAne ambara-antam $ kAQcI-deSaH kim-api
   vasudhāṃ bhūṣayan gauraveṇa &	vasuDAm BUzayan gOraveNa &
   tatsaundaryāpahṛtahṛdayo mā vilambasva gantuṃ % bandhutrāṇād bahumatipadaṃ	tad-sOndarya-apahRta-hRdayaH mA vilambasva gantum % banDu-trANAt bahu-mati-padam
   nāparaṃ tvadvidhānām // Kok_1.20 //	na-aparam tvadviDAnAm // Kok-_1.20 //
   āśāṃ pāśāyudhatilakitāmāśrayannāttavegaḥ $	ASAm pASa-AyuDa-tilakitAm-ASrayan=-Atta-vegaH $
   kūlonmīlatkramukakuhalīcāmarāndolitormim &	kUla-unmIlat-kramuka-kuhalI-cAmara-Andolita-Urmim &
   drakṣyasyagre vikacakamalodgandhimādhvīkapānāt %	drakzyasi-agre vikaca-kamala-udganDi-mADvIka-pAnAt %
   kṣībakṣībabhramarataruṇīsevitāṃ kṣīrasindhum // Kok_1.21 //	kzIba-kzIba-Bramara-taruNI-sevitAm kzIrasinDum // Kok-_1.21 //
   pakṣodyautaiḥ pataga purajitkandharākāṇḍanīlair $ vyāptābhogā	pakza-udyOtEH pataga purajit-kanDarA-kANxa-nIlEH $ vyApta-ABogA
   visṛmaratarairvyoma sīmantayantī &	visRmaratarEH-vyoma sImantayantI &
   suvyaktaṃ te gamanasaraṇiḥ sūtrayedūrdhvamasyāḥ %	su-vyaktam te gamana-saraNiH sUtrayet-UrDvam-asyAH %
   sindhusnehopagatayamunāveṇivīthīvilāsam // Kok_1.22 //	sinDu-sneha-upagata-yamunA-veNi-vITI-vilAsam // Kok-_1.22 //
   cūte cūte kusumakalikāṃ tvāṃ ca dṛṣṭvā sametaṃ $	cUte cUte kusuma-kalikAm tvAm ca dRzwvA sametam $
   bālāśokāhananamaruṇairaṅghribhistanvatīnām &	bAla-aSoka-ahananam-aruNEH-aFGriBiH-tanvatInAm &
   tanvaṅgīnāṃ śravaṇasubhagairnūpurāṇāṃ virāvair % vācālāḥ	tanvaFgInAm SravaNa-suBagEH-nUpurANAm virAvEH % vAcAlAH
   syurniyatamabhitaḥ kūlamārāmasīmāḥ // Kok_1.23 //	syuH-niyatam-aBitas kUlam-ArAma-sImAH // Kok-_1.23 //
   snātottīrṇāḥ sajalakaṇikāsundarorojakumbhāḥ $ śyāmāpaṅkaiḥ śubhaparimalaiḥ	snAta-uttIrNAH sa-jala-kaNikA-sundara-Uroja-kumBAH $ SyAmA-paFkEH SuBa-parimalEH
   spṛṣṭamāṅgalyabhūṣāḥ &	spRzwa-mAFgalya-BUzAH &
   tīre tasyā dramiḍasudṛśo darśanīyā vilokya % prāyo bhāvī kṣaṇamiva sakhe	tIre tasyAH dramixa-su-dRSaH darSanIyAH vilokya % prAyas BAvI kzaNam-iva saKe
   gacchataste vilambaḥ // Kok_1.24 //	gacCataH-te vilambaH // Kok-_1.24 //
   dhūmastomaiḥ savanajanitairdhūsaropāntavṛkṣāḥ $	DUma-stomEH savana-janitEH-DUsara-upAnta-vRkzAH $
   prauḍhaślāghyairmukharitamaṭhāḥ pāvanairbrahmaghoṣaiḥ &	prOXa-SlAGyEH-muKarita-maWAH pAvanEH-brahma-GozEH &
   ruddhābhogā dvijavaravidhisnānapūtaistaṭākair % draṣṭavyāste tadanu	rudDa-ABogAH dvijavara-viDi-snAna-pUtEH-tawAkEH % drazwavyAH-te tadanu
   saritaṃ dakṣiṇenāgrahārāḥ // Kok_1.25 //	saritam dakziNena-agrahArAH // Kok-_1.25 //
   sā vaidagdhī śrutiṣu sa punaḥ sarvaśāstrāvagāhas $	sA vEdagDI Srutizu sa punar sarva-SAstra-avagAhaH $
   taccāmlānaprasarasarasaṃ niṣkalaṅkaṃ kavitvam &	tat-ca-amlAna-prasara-sarasam nizkalaFkam kavi-tvam &
   tatratyānāṃ kimiha bahunā sarvametat paṭhantaḥ % śṛṅge śṛṅge gṛhaviṭapināṃ	tatratyAnAm kim-iha bahunA sarvam-etat paWantaH % SRFge SRFge gRha-viwapinAm
   spaṣṭayiṣyanti kīrāḥ // Kok_1.26 //	spazwayizyanti kIrAH // Kok-_1.26 //
   tānullaṅghya smitakuvalayasnigdhamutkandharāṇāṃ $ colastrīṇāmayi	tAn-ullaFGya smita-kuvalaya-snigDam-utkanDarANAm $ cola-strINAm-ayi
   saphalayan netramutpakṣmamālam &	saPalayan netram-utpakzma-mAlam &
   vilvakṣetraṃ viśa paśupaterveśma nīvāsamīrair %	vilva-kzetram viSa paSupateH-veSma nIvA-sam-IrEH %
   dhūtālindadhvajapaṭaśikhairnūnamāhūyamānaḥ // Kok_1.27 //	DUta-alinda-Dvaja-pawa-SiKEH-nUnam-AhUyamAnaH // Kok-_1.27 //
   kāmaḥ svāmī kila śalabhatāmāpa netrasphuliṅge $ mā mā bhaiṣīriti	kAmaH svAmI kila SalaBa-tAm-Apa netra-sPuliFge $ mA mA BEzIH-iti
   bhavabhido darśanāccandramauleḥ &	Bava-BidaH darSanAt-candramOleH &
   śyāmā varṇe vacasi madhurā cañcalā dṛgvilāse % vāmotsaṅge lasati karuṇā	SyAmA varNe vacasi maDurA caQcalA dRS-vilAse % vAma-utsaFge lasati karuNA
   kāpi kāmaṃ duhānā // Kok_1.28 //	kA-api kAmam duhAnA // Kok-_1.28 //
   pakṣisvānaiḥ paṭumadakalaiḥ svāgatāni bruvāṇā $ vyākīrṇārghyāḥ	pakzi-svAnEH pawu-mada-kalEH svAgatAni bruvANAH $ vyAkIrNa-arGyAH
   kusumamadhubhirvījayantaḥ pravālaiḥ &	kusuma-maDuBiH-vIjayantaH pravAlEH &
   tatrārāmāḥ surabhisacivaṃ tvāṃ sakhe mānayeyus % tulyaprītirbhavati hi	tatra-ArAmAH suraBi-sacivam tvAm saKe mAnayeyuH % tulya-prItiH-Bavati hi
   jano rājavadrājamitre // Kok_1.29 //	janaH rAja-vat-rAja-mitre // Kok-_1.29 //
   kāle tasmin karadhṛtagalannīvayo vārakāntāḥ $ sambhogānte	kAle tasmin kara-DRta-galat-nIvayaH vAraka-antAH $ samBoga-ante
   nibiḍalatikāmandirebhyaścalantyaḥ &	nibixa-latikA-mandireByaH-calantyaH &
   vītasvedāstava viharataḥ pakṣapālīsamīrair %	vIta-svedAH-tava viharataH pakzapAlI-samIrEH %
   ākhinnabhrūvalanamalasairarcayiṣyantyapāṅgaiḥ // Kok_1.30 //	AKinna-BrU-valanam-alasEH-arcayizyanti-apAFgEH // Kok-_1.30 //
   bhūyo gacchan janapadamimaṃ sa tvamullaṅghya colān $	BUyas gacCan janapadam-imam sa tvam-ullaFGya colAn $
   ālokethāstaralahariṇīnetratāpiñchitāni &	AlokeTAH-tarala-hariNI-netra-tA-piQCitAni &
   kāntārāṇi prasavaśayanaiśchinnaguñjākalāpaiḥ % kuñje kuñje	kAntArANi prasava-SayanEH-Cinna-guQjA-kalApEH % kuQje kuQje
   kathitaśabaradvandvalīlāyitāni // Kok_1.31 //	kaTita-Sabara-dvandva-lIlAyitAni // Kok-_1.31 //
   tatratyāstvāṃ kusumakalikāśīthudhārāṃ vamanto $ nīrandhreṣu skhalitagatayo	tatratyAH-tvAm kusuma-kalikA-SITu-DArAm vamantaH $ nIranDrezu sKalita-gatayo
   nirjharīśīkareṣu &	nirJarI-SIkarezu &
   vallīḍolāviharadaṭavīdevatālālanīyāḥ % seviṣyante	vallIxolA-vihara-dawavI-devatA-lAlanIyAH % sevizyante
   capalacamarībālabhārāssamīrāḥ // Kok_1.32 //	capala-camarI-bAla-BAra-AssamIrAH // Kok-_1.32 //
   cumban bimbādharamiva navaṃ pallavaṃ śīthugarbhaṃ $ prāptāśleṣaḥ stana iva	cumban bimba-aDaram-iva navam pallavam SITu-garBam $ prApta-ASlezaH stanaH iva
   nave korake kāmacārī &	nave korake kAma-cArI &
   bhoktāsi tvaṃ kamapi samayaṃ tatra mākandavallīḥ % kāntārāge sati vikasite	BoktAsi tvam kam-api samayam tatra mAkandavallIH % kAntA-rAge sati vikasite
   kaḥ pumāṃstyaktumīṣṭe // Kok_1.33 //	kaH pumAn=-tyaktum-Izwe // Kok-_1.33 //
   daṣṭvā cañcvā kanakakapiśā mañjarīścūtaṣaṇḍāt $	dazwvA caQcvA kanaka-kapiSAH maQjarIH-cUta-zaNxAt $
   pakṣacchāyāśabalitanabhobhāgamudgatvaraṃ tvām &	pakza=-CAyA-Sabalita-naBaH-BAga-mudga-tvaram tvAm &
   vidyutvantaṃ navajaladharaṃ manyamānāḥ salīlaṃ % nartiṣyanti priyasakha	vidyutvantam nava-jalaDaram manyamAnAH sa-lIlam % nartizyanti priya-saKa
   calatpiñchabhārā mayūrāḥ // Kok_1.34 //	calat-piQCa-BArAH mayUrAH // Kok-_1.34 //
   dṛśyā dūre tadanu laharīsampatadrājahaṃsā $ sā kāverī madajalajharī	dRSyA dUre tadanu laharI-sampatat-rAjahaMsA $ sA kAverI mada-jala-JarI
   sahyadantāvalasya &	sahya-danta-Avalasya &
   meghaśyāmo bhujagaśayano medinīhārayaṣṭer % madhye yasyā marataka iva	meGa-SyAmaH Bujaga-SayanaH medinI-hAra-yazweH % maDye yasyAH maratakaH iva
   prekṣyate raṅganāthaḥ // Kok_1.35 //	prekzyate raFganATaH // Kok-_1.35 //
   puṇyānasyāstaṭabhuvi purīkharvaṭagrāmaruddhān $ udyānadruprasavasurabhīn	puNyAn-asyAH-tawa-Buvi purI-Karvawa-grAma-rudDAn $ udyAna-dru-prasava-suraBIn
   hosalān gāhamānaḥ &	hosalAn gAhamAnaH &
   lakṣmīnārāyaṇapuramiti khyātamantarmurāreḥ % prāpyāvāsaṃ bhava pikapate	lakzmI-nArAyaNa-puram-iti KyAtam-antar-mura-areH % prApya-AvAsam Bava pikapate
   pāvanānāṃ purogaḥ // Kok_1.36 //	pAvanAnAm purogaH // Kok-_1.36 //
   tatratyānāṃ ruciracikuranyastasaugandhikānāṃ $	tatratyAnAm rucira-cikura-nyasta-sOganDikAnAm $
   tāruṇyoṣmāñcitakucataṭīvitruṭatkañcukānām &	tAruNya-Uzma-AQcita-kuca-tawI-vitruwat-kaQcukAnAm &
   nāsāmuktābharaṇakiraṇonmiśramandasmitānāṃ % veśastrīṇāṃ bhavati vivaśo	nAsA-mukta-ABaraNa-kiraNa-unmiSra-manda-smitAnAm % veSa-strINAm Bavati vivaSaH-
   vibhramairdarpako 'pi // Kok_1.37 //	viBramEH-darpakaH api // Kok-_1.37 //
   tāścenmānagrathitahṛdayāḥ sannatān nādri yeran $ kāntāḥ kāntān parabhṛta	tAH-ced-mAna-graTita-hRdayAH sannatAn na-adri yeran $ kAntAH kAntAn paraBRta
   kuhūkāramekaṃ vimuñca &	kuhUkAram-ekam vimuQcaH &
   santu trasyannijanijavadhūdorlatāliṅgitānāṃ %	santu trasyat-nija-nija-vaDU-dos-latA-AliFgitAnAm %
   yūnāmārdrasmitasahacarāstvayyapāṅgānuṣaṅgāḥ // Kok_1.38 //	yUnAm-Ardra-smita-sahacarAH-tvayi-apAFga-anuzaFgAH // Kok-_1.38 //
   krīḍantīnāṃ mukharitalatāmandiraṃ khecarīṇāṃ $ bhūṣānādairbhuvanaviditaṃ	krIxantInAm muKarita-latA-mandiram KecarINAm $ BUzA-nAdEH-Buvana-viditam
   sahyaśailaṃ śrayethāḥ &	sahya-SElam SrayeTAH &
   kṣatradhvaṃsāt svayamuparato viprasātkṛtya kṛtsnaṃ % pṛthvīcakraṃ	kzatra-DvaMsAt svayam-uparataH viprasAtkRtya kRtsnam % pRTvI-cakram
   bhṛgukulapatiryattaṭe sannidhatte // Kok_1.39 //	BRgu-kula-patiH-yat-tawe sanniDatte // Kok-_1.39 //
   tvañcaddhūmān davahutabhujo jvālamālājaṭālān $ valgadbhṛṅgān vanaviṭapino	tu-aQcat-DUmAn dava-hutaBujaH jvAla-mAlA-jawAlAn $ valgat-BRFgAn vana-viwapinaH-
   bhāsurān pallavaughaiḥ &	BAsurAn pallava-oGEH &
   dṛṣṭvā dūrādanuminutamāmuṣṇaśītaiḥ samīraiḥ % sandigdhāyāṃ vipadi	dRzwvA dUrAt-anuminutamAm-uzNa-SItEH samIrEH % sandigDAyAm vipadi
   sahasāvṛttirārtiṃ hi sūte // Kok_1.40 //	sahasA-AvRttiH-Artim hi sUte // Kok-_1.40 //
   dṛṣṭvā tatrāmalakadharaṇīmandiraṃ śārṅgapāṇiṃ $ tasmācchailāttaṭamavataran	dRzwvA tatra-Amalaka-DaraNI-mandiram SArFga-pANim $ tasmAt-SElAt-tawam-avataran
   kiñcidākuñcya pakṣau &	kiQcid-AkuQcya pakzO &
   kūle 'mbhodheḥ kramukakalilāṃ keralakṣoṇimagre % paśya sphītāṃ	kUle amBoDeH kramuka-kalilAm kera-lakzoNim-agre % paSya sPItAm
   bhṛgusutabhujāvikramopakramaṃ yā // Kok_1.41 //	BRgu-suta-Buja-avikrama-upakramam yA // Kok-_1.41 //
   prāptavyaste yadi kṛtamaho vāṅmayītīravāsī $ devo	prAptavyaH-te yadi kRtamaho vAc-mayI-tIra-vAsI $ devaH-
   dakṣādhvaravimathanoḍḍāmaraścandracūḍaḥ &	dakza-aDvara-vimaTana-uxxAmaraH-candracUxaH &
   āste śātatriśikhaśikhayā dārukaṃ jaghnuṣī sā % yasyādūre	Aste SAtatri-SiKa-SiKayA dArukam jaGnuzI sA % yasya-adUre
   mṛgapatiśirastasthuṣī bhadrakālī // Kok_1.42 //	mRgapati-SiraH-tasTuzI BadrakAlI // Kok-_1.42 //
   siktaḥ svacchairjharajalakaṇaistaṃ bhaja vyomni tiṣṭhan $	siktaH svacCEH-Jara-jala-kaNEH-tam Baja vyomni tizWan $
   muktācchannāsitanavapaṭīkāyamānāyamānaḥ &	muktA-acCannAsita-nava-pawIkAyam-AnAyamAnaH &
   dhvāṅkṣabhrāntyā yadi parijanāstvāṃ samutsārayeran % kūjāṃ kiñcit kuru	DvAFkza-BrAntyA yadi parijanAH-tvAm samutsArayeran % kUjAm kiQcid kuru
   nanu girā vyajyate sannasaṃśca // Kok_1.43 //	nanu girA vyajyate sannasan=-ca // Kok-_1.43 //
   itthaṃ bhaktyā puramathanamārādhya labdhaprasādaḥ $ kṛṣṭaḥ kṛṣṭaḥ pathi	itTam BaktyA pura-maTanam-ArADya labDa-prasAdaH $ kRzwaH kRzwaH paTi
   pathi sakhe keralīnāṃ kaṭākṣaiḥ &	paTi saKe keralInAm kawAkzEH &
   uccaiḥ saudhairuḍugaṇagatīrūrdhvamutsārayantīṃ % phullārāmāṃ praviśa	uccEs sODEH-uxu-gaNa-gatIH-UrDvam-utsArayantIm % Pulla-ArAmAm praviSa
   puralīkṣmābhṛtāṃ rājadhānīm // Kok_1.44 //	puralIkzmABRtAm rAjaDAnIm // Kok-_1.44 //
   yeṣāṃ vaṃśe samajani hariścandranāmā narendraḥ $ pratyāpattiḥ pataga	yezAm vaMSe samajani hariScandra-nAmA narendraH $ pratyApattiH pataga
   yadupajñaṃ ca kaumārilānām &	yat-upajQam ca kOmArilAnAm &
   yuddhe yeṣāmahitahataye caṇḍikā sannidhatte % teṣāmeṣāṃ stutiṣu na bhavet	yudDe yezAm-ahita-hataye caNxikA sanniDatte % tezAm-ezAm stutizu na Bavet-
   kasya vaktraṃ pavitram // Kok_1.45 //	kasya vaktram pavitram // Kok-_1.45 //
   putrasyāsau priyasakha iti prītigarbhaiḥ kaṭākṣair $ dṛṣṭastasyāṃ puri	putrasya-asO priya-saKaH iti prIti-garBEH kawAkzEH $ dRzwaH-tasyAm puri
   viharatā rukmiṇīvallabhena &	viharatA rukmiNI-vallaBena &
   tasyaivāgre sadayamabalālūnasūnapravāle % bālodyāne kvacana viharan	tasya-eva-agre sat-ayam-abalA-lUna-sUna-pravAle % bAla-udyAne kvacana viharan
   mārgakhedaṃ vijahyāḥ // Kok_1.46 //	mArga-Kedam vijahyAH // Kok-_1.46 //
   kelīyānakvaṇitaraśanā komalābhyāṃ padābhyām $ ālīhastārpitakaratalā tatra	kelI-yAna-kvaNita-raSanA komalAByAm padAByAm $ AlI-hasta-arpita-kara-talA tatra
   cedāgatā syāt &	ced-AgatA syAt &
