   PADA MARKERS	PADAH MARKERS
   kālo niyata ity ukto % 'niyatas tu viparyayāt // VMv_1.24 //	kAlaH niyataH iti uktaH % aniyataH tu viparyayAt // VMu-_1.24 //
   sphuratsaṃdhi kapolaṃ syād $ atyarthaṃ mṛtyudarśanāt &	sPurat-saMDi kapolam syAt $ atyarTam mRtyu-darSanAt &
   vātaśītādisaṅgāc ca % lakṣaṇīyam ataḥ pṛthak // VMv_1.25 //	vAta-SIta-Adi-saFgAt ca % lakzaNIyam atas pRTak // VMu-_1.25 //
   karkaṭo rāśir āṣāḍhaḥ $ puṣyas tu makaro mataḥ &	karkawaH rASiH AzAXaH $ puzyaH tu makaraH mataH &
   karkaṭe makare cāpi % jāyate mṛtyulakṣaṇam // VMv_1.26 //	karkawe makare ca-api % jAyate mRtyu-lakzaNam // VMu-_1.26 //
   āṣāḍhasaṃkrāntidine $ madhyāhne padamātrikā &	AzAXa-saMkrAnti-dine $ maDyAhne pada-mAtrikA &
   uttarābhimukhasthasya % cchāyā svābhāvikī bhavet // VMv_1.27 //	uttara-aBimuKa-sTasya % cCAyA svABAvikI Bavet // VMu-_1.27 //
   puṣyasaṃkrāntidivase $ saiva saptapadībhavet &	puzya-saMkrAnti-divase $ sA-eva saptapadI-Bavet &
   vyabhre nabhasi madhyāhne % cchāyāyāś ca nirīkṣaṇam // VMv_1.28 //	vyaBre naBasi maDyAhne % cCAyAyAH ca nirIkzaNam // VMu-_1.28 //
   pratimāsaṃ padavṛddhiḥ $ pratimāsaṃ padakṣayaḥ &	pratimAsam pada-vRdDiH $ pratimAsam pada-kzayaH &
   amuṣmād anyathābhāve % mṛtyuśaṅkā prajāyate // VMv_1.29 //	amuzmAt anyaTA-aBAve % mRtyu-SaFkA prajAyate // VMu-_1.29 //
   ekaikapadavṛddhiḥ syād $ āṣāḍhān makarāvadheḥ &	eka-eka-pada-vRdDiH syAt $ AzAXAt makara-avaDeH &
   ekaikapādyahrāsaḥ syān % makarāt karkaṭāvadheḥ // VMv_1.30 //	ekEka-pAdya-hrAsaH syAt % makarAt karkawa-avaDeH // VMu-_1.30 //
   āṣāḍhāt kramaśo vṛddhiḥ $ puṣyād dhrāsaḥ kramāt tathā &	AzAXAt kramaSas vRdDiH $ puzyAt DrAsaH kramAt taTA &
   chāyāvikāram ālocya % māsān maraṇam ādiśet // VMv_1.31 //	CAyA-vikAram Alocya % mAsAt maraNam AdiSet // VMu-_1.31 //
   kṣayakāle bhaved vṛddhir $ vṛddhikāle kṣayo yadi &	kzaya-kAle Bavet vRdDiH $ vRdDi-kAle kzayaH yadi &
   tam eva kālam ārabhya % mṛtyur māsād viniścitaḥ // VMv_1.32 //	tam eva kAlam AraBya % mRtyuH mAsAt viniScitaH // VMu-_1.32 //
   vṛddhikāle 'py ativṛddhau $ nānārogād upadravaḥ &	vRdDi-kAle api ati-vRdDO $ nAnA-rogAt upadravaH &
   kṣayakāle 'py atikṣaye % mṛtyur eva na saṃśayaḥ // VMv_1.33 //	kzaya-kAle api ati-kzaye % mRtyuH eva na saMSayaH // VMu-_1.33 //
   āṣāḍhapuṣyayor ante $ pūrvaṃ karkaṭamatsyayoḥ &	AzAXapuzyayoH ante $ pUrvam karkawa-matsyayoH &
   yāni ṣaṭ ṣaḍ dināny atra % kālākālanirūpaṇam // VMv_1.34 //	yAni zax zaw dinAni atra % kAla-akAla-nirUpaNam // VMu-_1.34 //
   āṣāḍhāntadinair ebhiḥ $ śrāvaṇādau śubhāśubham &	AzAXa-anta-dinEH eBiH $ SrAvaNa-AdO SuBa-aSuBam &
   puṣyaśeṣadinaiś cāpi % māghādiṣu śubhāśubham // VMv_1.35 //	puzya-Seza-dinEH ca-api % mAGa-Adizu SuBa-aSuBam // VMu-_1.35 //
   pādayos tālukāṃ viddhvā $ nābhau vedho yadā bhavet &	pAdayoH tAlukAm vidDvA $ nABO veDaH yadA Bavet &
   ahorātratrayād ūrdhvaṃ % pañcatvaṃ jāyate tadā // VMv_1.36 //	ahorAtra-trayAt UrDvam % paQcatvam jAyate tadA // VMu-_1.36 //
   pādayos tālukāṃ viddhvā $ yadi cakṣuś ca vidhyati &	pAdayoH tAlukAm vidDvA $ yadi cakzuH ca viDyati &
   tadā māsatrayād ūrdhvaṃ % gamanaṃ yamasadmani // VMv_1.37 //	tadA mAsa-trayAt UrDvam % gamanam yama-sadmani // VMu-_1.37 //
   pādayos tālukāṃ viddhvā $ nāsikāṃ yadi vidhyati &	pAdayoH tAlukAm vidDvA $ nAsikAm yadi viDyati &
   tribhir dinais tadā nūnam % ekākī yāti pañcatām // VMv_1.38 //	triBiH dinEH tadA nUnam % ekAkI yAti paQcatAm // VMu-_1.38 //
   kuṭiprasrāvayoḥ kāle $ tulyaṃ syād yadi hañchikā &	kuwi-prasrAvayoH kAle $ tulyam syAt yadi haQCikA &
   tasyām eva hi velāyāṃ % mṛtyur varṣeṇa tasya hi // VMv_1.39 //	tasyAm eva hi velAyAm % mRtyuH varzeNa tasya hi // VMu-_1.39 //
   nāsikāgaddrikāvedhe $ maraṇaṃ pañcavatsaraiḥ &	nAsikA-gaddrikA-veDe $ maraNam paQca-vatsarEH &
   jihvāgrādarśane mṛtyur % vāsaraiḥ syāt tribhir nṛṇām // VMv_1.40 //	jihvA-agrA-darSane mRtyuH % vAsarEH syAt triBiH nRNAm // VMu-_1.40 //
   māsaiś caturbhir mṛtyuḥ syāt $ karṇāgre tīkṣṇavedhanāt &	mAsEH caturBiH mRtyuH syAt $ karNa-agre tIkzNa-veDanAt &
   sadyo mṛtyur bhaven nūnam % ūrṇāsthāne pravedhanāt // VMv_1.41 //	sadyas mRtyuH Bavet nUnam % UrNA-sTAne praveDanAt // VMu-_1.41 //
   tulyakālaṃ yadā vedhaś $ candrasūryagato bhavet &	tulya-kAlam yadA veDaH $ candra-sUrya-gataH Bavet &
   tadā māsād bhaven mṛtyuḥ % puṇyam evārjayet tataḥ // VMv_1.42 //	tadA mAsAt Bavet mRtyuH % puNyam eva-arjayet tatas // VMu-_1.42 //
   bhagaliṅgasamāyoge $ madhye śeṣe ca hañchikā &	Baga-liFga-samAyoge $ maDye Seze ca haQCikA &
   syāc cet tulyaṃ tadā māsaiḥ % pañcatvaṃ yāti pañcabhiḥ // VMv_1.43 //	syAt ced tulyam tadA mAsEH % paQcatvam yAti paQcaBiH // VMu-_1.43 //
   hastayoḥ pādayoś caiva $ kaniṣṭhānāṃ ca saṃdhayaḥ &	hastayoH pAdayoH ca-eva $ kanizWAnAm ca saMDayaH &
   catvāro yasya vidhyanti % tulyaṃ māsāt sa mṛtyubhāk // VMv_1.44 //	catvAraH yasya viDyanti % tulyam mAsAt sa mRtyu-BAj // VMu-_1.44 //
   hṛtkaṇṭhamadhyayor vedhas $ tulyakālaṃ yadā bhavet &	hRd-kaNWa-maDyayoH veDaH $ tulya-kAlam yadA Bavet &
   pakṣatrayeṇa mṛtyuḥ syād % yadi dharmaṃ na sevate // VMv_1.45 //	pakza-trayeNa mRtyuH syAt % yadi Darmam na sevate // VMu-_1.45 //
   tulyakālaṃ yadā vidhyet $ tālukānāṃ trayaṃ muhuḥ &	tulya-kAlam yadA viDyet $ tAlukAnAm trayam muhur &
   tribhir dinais tadā mṛtyur % yadi śakrasamo bhavet // VMv_1.46 //	triBiH dinEH tadA mRtyuH % yadi Sakra-samaH Bavet // VMu-_1.46 //
   vāmākṣiputtalīcchāyāṃ $ yo na paśyati darpaṇe &	vAma-akzi-puttalI=-CAyAm $ yaH na paSyati darpaNe &
   saptāhān mriyate nūnaṃ % yadi na syāt pratikriyā // VMv_1.47 //	sapta-ahAt mriyate nUnam % yadi na syAt pratikriyA // VMu-_1.47 //
   maithune sati ghaṇṭāyā $ nādaś cet karṇayor bhavet &	mETune sati GaNwAyAH $ nAdaH ced karNayoH Bavet &
   tribhir māsais tadā mṛtyur % yadi brahmasamo bhavet // VMv_1.48 //	triBiH mAsEH tadA mRtyuH % yadi brahma-samaH Bavet // VMu-_1.48 //
   kṛṣṇaṃ yadi bhavec chukraṃ $ śuklāyāṃ pratipattithau &	kRzNam yadi Bavet Sukram $ SuklAyAm pratipad-tiTO &
   ṣaḍbhir māsais tadā mṛtyur % lohitaṃ vyādhisūcakam // VMv_1.49 //	zaxBiH mAsEH tadA mRtyuH % lohitam vyADi-sUcakam // VMu-_1.49 //
   karṇamūle bhruvor madhye $ mastakāgre pṛthakpṛthak &	karNa-mUle BruvoH maDye $ mastaka-agre pRTak-pRTak &
   yadi vedho 'pratīkāro % mṛtyuḥ sadyas tadā bhavet // VMv_1.50 //	yadi veDaH apratIkAraH % mRtyuH sadyas tadA Bavet // VMu-_1.50 //
   pādāṅguṣṭhaṃ samārabhya $ nābhiparyantago bhavet &	pAdAFguzWam samAraBya $ nABi-paryanta-gaH Bavet &
   vedhaḥ sadāho yasyāsau % ṣaḍmāsān mriyate dhruvam // VMv_1.51 //	veDaH sa-dAhaH yasya-asO % zaz-mAsAt mriyate Druvam // VMu-_1.51 //
   pādāṅguṣṭhād dhṛdayāntaṃ $ yāvat kaṇṭhaṃ śiro 'thavā &	pAdAFguzWAt DRdaya-antam $ yAvat kaNWam SiraH aTavA &
   māsatrayāt pakṣatrayān % mṛtyur ekadināt kramāt // VMv_1.52 //	mAsa-trayAt pakza-trayAn % mRtyuH eka-dinAt kramAt // VMu-_1.52 //
   nāsāgramāṃsaśaithilyān $ mṛtyuḥ syāt saptarātrataḥ &	nAsA-agra-mAMsa-SETilyAn $ mRtyuH syAt sapta-rAtrataH &
   kapolamāṃsavicchedān % mṛtyuḥ syāt pañcamāsataḥ // VMv_1.53 //	kapola-mAMsa-vicCedAn % mRtyuH syAt paQca-mAsataH // VMu-_1.53 //
   cakṣurnāsikayor madhye $ spandanaṃ cen na dṛśyate &	cakzuH-nAsikayoH maDye $ spandanam ced na dRSyate &
   jñātvā pañcadinān mṛtyum % ādadyād dharmasaṃvalam // VMv_1.54 //	jQAtvA paQca-dinAt mRtyum % AdadyAt Darma-saMvalam // VMu-_1.54 //
   netrayos tārake mliṣṭe $ sahasā bhavato yadi &	netrayoH tArake mlizwe $ sahasA BavataH yadi &
   ṣaḍmāsābhyantare mṛtyuḥ % pratikārakriyā na cet // VMv_1.55 //	zaz-mAsa-aByantare mRtyuH % pratikAra-kriyA na ced // VMu-_1.55 //
   akasmān nāsikā vakrā $ karṇau bhraṣṭau svadeśataḥ &	akasmAt nAsikA vakrAH $ karNO BrazwO sva-deSataH &
   netre ca vartulībhūte % saptāhān mṛtyudarśanāt // VMv_1.56 //	netre ca vartulIBUte % sapta-ahAt mRtyu-darSanAt // VMu-_1.56 //
   akasmād dhṛdayaṃ nimnaṃ $ syāc cet pakṣāt tadā mṛtiḥ &	akasmAt DRdayam nimnam $ syAt ced pakzAt tadA mRtiH &
   grīvāpārśvasthayor nāḍyor % vicchedād api pakṣataḥ // VMv_1.57 //	grIvA-pArSva-sTayoH nAxyoH % vicCedAt api pakzataH // VMu-_1.57 //
   akasmāt kṛṣṇarekhā syāj $ jihvāyā yadi madhyataḥ &	akasmAt kRzNareKA syAt $ jihvAyAH yadi maDyatas &
   dṛḍho vā dantasaṃdaṃśas % tadā mṛtyur dvirātrataḥ // VMv_1.58 //	dRXaH vA danta-saMdaMSaH % tadA mRtyuH dvi-rAtrataH // VMu-_1.58 //
   karṇaśaṣkulikāpṛṣṭha- $ nāḍīvicchedadarśanāt &	karNa-SazkulikA-pRzWa $ nAxI-vicCeda-darSanAt &
   tasminn eva dine mṛtyur % athavā pañcavāsaraiḥ // VMv_1.59 //	tasmin eva dine mRtyuH % aTavA paQca-vAsarEH // VMu-_1.59 //
   nakheṣu raktavarṇeṣu $ sahasā yady araktatā &	naKezu rakta-varNezu $ sahasA yadi arakta-tA &
   ṣaḍbhir māsais tadā mṛtyur % yadi mantrādi nācaret // VMv_1.60 //	zaxBiH mAsEH tadA mRtyuH % yadi mantra-Adi na-Acaret // VMu-_1.60 //
   akasmāj jāyate sthūlaḥ $ kṛśaḥ kruddho bhayākulaḥ &	akasmAt jAyate sTUlaH $ kRSaH krudDaH Baya-AkulaH &
   yas tasya mṛtyur varṣeṇa % yadi dharmaṃ na sevate // VMv_1.61 //	yaH tasya mRtyuH varzeNa % yadi Darmam na sevate // VMu-_1.61 //
   indriyāṇi na gṛhṇanti $ yathāsvaṃ yasya gocarān &	indriyANi na gRhNanti $ yaTAsvam yasya gocarAn &
   muhuḥ skhalati vāṇī ca % muhuś ca mativibhramaḥ // VMv_1.62 //	muhur sKalati vANI ca % muhur ca mati-viBramaH // VMu-_1.62 //
   cakṣuṣī sravato nityaṃ $ dṛṣṭarūpe 'pi vibhramaḥ &	cakzuzI sravataH nityam $ dRzwa-rUpe api viBramaH &
   darpaṇe salile vāpi % svacchāyāṃ yo na paśyati // VMv_1.63 //	darpaNe salile vA-api % svacCAyAm yaH na paSyati // VMu-_1.63 //
   rātrāv indradhanuḥ paśyed $ divā nakṣatramaṇḍalam &	rAtrO indraDanuH paSyet $ divA nakzatra-maNxalam &
   ameghe vidyutaṃ paśyet % sphurantīṃ dakṣiṇāśritām // VMv_1.64 //	ameGe vidyutam paSyet % sPurantIm dakziNa-ASritAm // VMu-_1.64 //
   divā chāyāpathaṃ paśyed $ ulkāyāḥ patanaṃ tathā &	divA CAyA-paTam paSyet $ ulkAyAH patanam taTA &
   haṃsakākamayūrāṇāṃ % paśyed ekatra melakam // VMv_1.65 //	haMsa-kAka-mayUrANAm % paSyet ekatra melakam // VMu-_1.65 //
   candradvayaṃ dvisūryaṃ vā $ svaśirojvalanaṃ tathā &	candra-dvayam dvi-sUryam vA $ sva-SiraH-jvalanam taTA &
   gandharvanagaraṃ paśyed % vṛkṣāgre śikhare gireḥ // VMv_1.66 //	ganDarvanagaram paSyet % vRkza-agre SiKare gireH // VMu-_1.66 //
   paśyet pretapiśācān a- $ dṛśyān anyāṃś ca bhīṣaṇān &	paSyet preta-piSAcAn a $ dRSyAn anyAn ca BIzaNAn &
   prakampate bhṛśaṃ caiva % mūrchito vā bhaven muhuḥ // VMv_1.67 //	prakampate BRSam ca-eva % mUrCitaH vA Bavet muhur // VMu-_1.67 //
   chardiṃ mūtraṃ purīṣaṃ ca $ suvarṇarajataprabham &	Cardim mUtram purIzam ca $ suvarNa-rajata-praBam &
   paśyed ekaikaśas tasya % mṛtyur māsāvadher bhavet // VMv_1.68 //	paSyet ekEkaSas tasya % mRtyuH mAsa-avaDeH Bavet // VMu-_1.68 //
   kaṇṭḥoṣṭhatālujihvānāṃ $ chedaṃ chidraṃ tanau tathā &	kaNwHozWa-tAlu-jihvAnAm $ Cedam Cidram tanO taTA &
   yaḥ paśyet tasya mṛtyuḥ syāt % ṣaḍmāsābhyantare dhruvam // VMv_1.69 //	yaH paSyet tasya mRtyuH syAt % zaz-mAsa-aByantare Druvam // VMu-_1.69 //
   kaṇṭhoṣṭhatālurasanā- $ dantā yasya pṛthakpṛthak &	kaNWa-uzWa-tAlu-rasanA $ dantAH yasya pRTak-pRTak &
   śuṣyanty abhīkṣṇaṃ ṣaḍmāsān % maraṇaṃ tasya nirdiśet // VMv_1.70 //	Suzyanti aBIkzNam zaz-mAsAn % maraNam tasya nirdiSet // VMu-_1.70 //
   nakṣatracakrasaptarṣi- $ diśāṃ rātrāv adarśanam &	nakzatra-cakra-saptarzi $ diSAm rAtrO adarSanam &
   saptāhamṛtyor jāyeta % jvālā vākasmikī tanau // VMv_1.71 //	sapta-aha-mRtyoH jAyeta % jvAlA vAkasmikI tanO // VMu-_1.71 //
   arundhatīṃ rohiṇīṃ ca $ dhruvaṃ chāyāpathaṃ tathā &	arunDatIm rohiNIm ca $ Druvam CAyA-paTam taTA &
   rātrāv apaśyato 'kasmāt % ṣaḍmāsān mṛtyum ādiśet // VMv_1.72 //	rAtrO apaSyataH akasmAt % zaz-mAsAt mRtyum AdiSet // VMu-_1.72 //
   kalaṅkarahitaṃ candraṃ $ sūryaṃ raśmivivarjitam &	kalaFka-rahitam candram $ sUryam raSmi-vivarjitam &
   saraśmikaṃ citrabhānuṃ % candraṃ cāpi saraśmikam // VMv_1.73 //	sa-raSmikam citraBAnum % candram ca-api sa-raSmikam // VMu-_1.73 //
   rātrau sūryaṃ divā candraṃ $ svanetre jvalanaṃ tathā &	rAtrO sUryam divA candram $ sva-netre jvalanam taTA &
   tārāṃ merupramāṇāṃ ca % samudraṃ ca nadīm iva // VMv_1.74 //	tArAm meru-pramANAm ca % samudram ca nadIm iva // VMu-_1.74 //
   nābhau hikkāṃ gude hañchāṃ $ varṇaṃ padmopamaṃ mukhe &	nABO hikkAm gude haQCAm $ varNam padma-upamam muKe &
   galake piṭakān raktān % gātre varṇavicitratām // VMv_1.75 //	galake piwakAn raktAn % gAtre varNa-vicitra-tAm // VMu-_1.75 //
   hṛdaye krandanaṃ sāśru $ prakampam atha tāluni &	hRdaye krandanam sa-aSru $ prakampam aTa tAluni &
   candrāṃśuṃ vahnisaṃsparśaṃ % sūryāṃśuṃ himaśītalam // VMv_1.76 //	candra-aMSum vahni-saMsparSam % sUrya-aMSum hima-SItalam // VMu-_1.76 //
   candracchidraṃ ravicchidraṃ $ chidraṃ bhūmau tathāmbare &	candra=-Cidram ravi=-Cidram $ Cidram BUmO taTA-ambare &
   ātmanaiva hi yaḥ paśyet % paśyen mṛtyuṃ sa pakṣataḥ // VMv_1.77 //	AtmanA-eva hi yaH paSyet % paSyet mRtyum sa pakzataH // VMu-_1.77 //
   mūtraśukrapurīṣāṇi $ tulyakālaṃ patanti cet &	mUtra-Sukra-purIzANi $ tulya-kAlam patanti ced &
   varṣān mṛtyur bhavet tatra % bhaiṣajyādi pratikriyā // VMv_1.78 //	varzAt mRtyuH Bavet tatra % BEzajya-Adi pratikriyA // VMu-_1.78 //
   ardhaṃ śītaṃ tathā coṣṇam $ ardhaṃ yasya kalevaram &	arDam SItam taTA ca-uzNam $ arDam yasya kalevaram &
   saptarātrād bhaven mṛtyuḥ % paralokaṃ vicintayet // VMv_1.79 //	sapta-rAtrAt Bavet mRtyuH % para-lokam vicintayet // VMu-_1.79 //
   hakāraḥ śītasaṃsparśaḥ $ phukāro vahnisaṃnibhaḥ &	hakAraH SIta-saMsparSaH $ PukAraH vahni-saMniBaH &
   yasyānubhūyate tasya % daśāhād yamadarśanam // VMv_1.80 //	yasya-anuBUyate tasya % daSa-ahAt yama-darSanam // VMu-_1.80 //
   anāmikānāṃ mūleṣu $ dṛṣṭayā kṛṣṇarekhayā &	anAmikAnAm mUlezu $ dRzwayA kRzNa-reKayA &
   aṣṭādaśadinād ūrdhvaṃ % mṛtyuḥ prākkarmadoṣataḥ // VMv_1.81 //	azwAdaSa-dinAt UrDvam % mRtyuH prAk-karma-dozataH // VMu-_1.81 //
   yasya mastakam āruhya $ trivarṇo yāti vegataḥ &	yasya mastakam Aruhya $ tri-varNaH yAti vegataH &
   kṛkalāso mṛtis tasya % pañcamāsād viniścitā // VMv_1.82 //	kRkalAsaH mRtiH tasya % paQca-mAsAt viniScitAH // VMu-_1.82 //
   śabdo na śrūyate dehād $ dhastābhyām apamārjitāt &	SabdaH na SrUyate dehAt $ DastAByAm apamArjitAt &
   sarvāṅgaśītalatvena % daśāhān maraṇaṃ dhruvam // VMv_1.83 //	sarva-aFgaSItala-tvena % daSa-ahAt maraNam Druvam // VMu-_1.83 //
   yugapan nirgamo bāhu- $ jaṅghayor yasya gacchataḥ &	yugapad nirgamaH bAhu $ jaFGayoH yasya gacCataH &
   vināśo brahmasūtrasya % mṛtyus tasyaikavarṣataḥ // VMv_1.84 //	vinASaH brahmasUtrasya % mRtyuH tasya-eka-varzataH // VMu-_1.84 //
   kardame pāṃśudeśe vā $ purataḥ pṛṣṭhato 'pi vā &	kardame pAMSu-deSe vA $ puratas pRzWatas api vA &
