   (Vaidya 258)	(VEdyaH 258)
   nāgarājaḥ / elapatraśca nāgarājaḥ / timiṃgiraśca nāgarājaḥ / gavāṃpatiśca	nAga-rAjaH / elapatraH-ca nAga-rAjaH / timiMgiraH-ca nAga-rAjaH / gavAMpatiH-ca
   nāgarājaḥ / śataśīrṣaśca nāgarājaḥ / hulluraśca nāgarājaḥ / vahūdakaśca	nAga-rAjaH / Sata-SIrzaH-ca nAga-rAjaH / hulluraH-ca nAga-rAjaH / vahUdakaH-ca
   nāgarājaḥ / takṣakaśca nāgarājaḥ / gośīrṣaśca nāgarājaḥ / mṛgaśīrṣaśca	nAga-rAjaH / takzakaH-ca nAga-rAjaH / goSIrzaH-ca nAga-rAjaH / mRgaSIrzaH-ca
   nāgarājaḥ / nandopanandau ca nāgarājau / vātsīputraśca nāgarājaḥ /	nAga-rAjaH / nanda-upanandO ca nAga-rAjO / vAtsIputraH-ca nAga-rAjaH /
   evaṃpramukhāṇyanekāni nāgarājaśatasahasrāṇi saṃnipatitāni / anekāni ca	evaMpramuKANi-anekAni nAga-rAja-Sata-sahasrANi saMnipatitAni / anekAni ca
   gandharvarājaśatasahasrāṇi saṃnipatitāni / tadyathāùdundubhisvaraśca	ganDarva-rAja-Sata-sahasrANi saMnipatitAni / tat-yaTAù-dunduBisvaraH-ca
   gandharvarājaḥ / manojñasvaraśca gandharvarājaḥ / sahasrabhujaśca	ganDarva-rAjaH / manojQa-svaraH-ca ganDarva-rAjaH / sahasraBujaH-ca
   gandharvarājaḥ / sahāṃpatiśca gandharvarājaḥ / śarīraprahlādanaśca	ganDarva-rAjaH / sahAMpatiH-ca ganDarva-rAjaH / SarIra-prahlAdanaH-ca
   gandharvarājaḥ / nirnāditabhūryaśca gandharvarājaḥ / alaṃkārabhūṣitaśca	ganDarva-rAjaH / nirnAdita-BUryaH-ca ganDarva-rAjaH / alaMkAra-BUzitaH-ca
   gandharvarājaḥ / kumāradarśanaśca gandharvarājaḥ / subāhuyuktaśca	ganDarva-rAjaH / kumAradarSanaH-ca ganDarva-rAjaH / su-bAhu-yuktaH-ca
   gandharvarājaḥ / dharmapriyaśca gandharvarājaḥ / evaṃpramukhāṇyanekāni	ganDarva-rAjaH / Darma-priyaH-ca ganDarva-rAjaH / evaMpramuKANi-anekAni
   gandharvarājaśatasahasrāṇi saṃnipatitāni tasmin parṣadi / anekāni ca	ganDarva-rAja-Sata-sahasrANi saMnipatitAni tasmin parzadi / anekAni ca
   kinnararājaśatasahasrāṇi saṃnipatitāni / tadyathā - sumukhaśca	kinnara-rAja-Sata-sahasrANi saMnipatitAni / tat-yaTA  sumuKaH-ca
   kinnararājaḥ / ratnakirīṭī ca kinnararājaḥ / svātimukhaśca kinnararājaḥ /	kinnara-rAjaH / ratnakirIwI ca kinnara-rAjaH / sva-atimuKaH-ca kinnara-rAjaH /
   prahasitaśca kinnararājaḥ / (Vaidya 259) cakravyūhaśca kinnararājaḥ /	prahasitaH-ca kinnara-rAjaH / (VEdyaH 259) cakravyUhaH-ca kinnara-rAjaH /
   puṣpāvakīrṇaśca kinnararājaḥ / maṇiśca kinnararājaḥ / pralambodaraśca	puzpa-avakIrNaH-ca kinnara-rAjaH / maNiH-ca kinnara-rAjaH / pralamba-udaraH-ca
   kinnararājaḥ / dṛḍhavīryaśca kinnararājaḥ / suyodhanaśca kinnararājaḥ /	kinnara-rAjaH / dRXa-vIryaH-ca kinnara-rAjaH / suyoDanaH-ca kinnara-rAjaH /
   śatamukhaśca kinnararājaḥ / drumaśca kinnararājaḥ / evaṃpramukhāṇi anekāni	Sata-muKaH-ca kinnara-rAjaH / drumaH-ca kinnara-rAjaH / evaMpramuKANi anekAni
   kinnararājaśatasahasrāṇi saṃnipatitāni tasmin parṣadi /	kinnara-rAja-Sata-sahasrANi saMnipatitAni tasmin parzadi /
   anekāścāpsarasaḥśatasahasrāḥ saṃnipatitāḥ / tadyathā - tilottamā	anekAH-ca-apsarasaH-Sata-sahasrAH saMnipatitAH / tat-yaTA  tilottamA
   nāmāpsarasā / suvyūhā nāmāpsarasā / suvarṇamekhalā nāmāpsarasā / vibhūṣitā	nAma-apsarasA / suvyUhA nAma-apsarasA / suvarNameKalA nAma-apsarasA / viBUzitA
   nāmāpsarasā / karṇadhārā nāmāpsarasā / amṛtabindurnāmāpsarasā /	nAma-apsarasA / karNaDArA nAma-apsarasA / amRta-binduH-nAma-apsarasA /
   pariśobhitakāyā nāmāpsarasā / maṇiprasthanāmāpsarasā / cūḍakā nāmāpsarasā	pariSoBitakAyAH nAma-apsarasA / maNi-prasTa-nAmA-apsarasA / cUxakA nAma-apsarasA
   / mṛdukā nāmāpsarasā / pañcabhūryābhimukhā nāmāpsarasā / ratikarā	/ mRdukA nAma-apsarasA / paQcaBUrya-aBimuKAH nAma-apsarasA / rati-karA
   nāmāpsarasā / kāñcanamālā nāmāpsarasā / nīlotpalā nāmāpsarasā /	nAma-apsarasA / kAQcanamAlA nAma-apsarasA / nIlotpalA nAma-apsarasA /
   dharmābhimukhā nāmāpsarasā / sakrīḍā nāmāpsarasā / kṛtsnākarā nāmāpsarasā	Darma-aBimuKAH nAma-apsarasA / sa-krIxA nAma-apsarasA / kRtsnA-karA nAma-apsarasA
   / suvyūhamukhā nāmāpsarasā / keyūradharā nāmāpsarasā / dānaṃdadā	/ suvyUha-muKAH nAma-apsarasA / keyUra-DarA nAma-apsarasA / dAnaMdadA
   nāmāpsarasā / śaśī nāmāpsarasā / evaṃpramukhāṇyanekāpsarasaḥśatasahasrāṇi	nAma-apsarasA / SaSI nAma-apsarasA / evaMpramuKANi-aneka-apsarasaH-Sata-sahasrANi
   saṃnipatitāni tasmin parṣadi / anekāni ca nāgakanyāśatasahasrāṇi	saMnipatitAni tasmin parzadi / anekAni ca nAga-kanyA-Sata-sahasrANi
   saṃnipatitāni / tadyathā - vibhūṣaṇadharā nāma nāgakanyā / svātimukhā nāma	saMnipatitAni / tat-yaTA  viBUzaNaDarA nAma nAga-kanyA / sva-atimuKAH nAma
   nāgakanyā / jayaśrīrnāma nāgakanyā / vijayaśrīrnāma nāgakanyā / mucilindā	nAgakanyA / jayaSrIH-nAma nAgakanyA / vijayaSrIH-nAma nAga-kanyA / mucilindA
   nāma nāgakanyā / trijaṭā nāma nāgakanyā / vidyullocanā nāma nāgakanyā /	nAma nAgakanyA / trijawA nAma nAga-kanyA / vidyut-locanA nAma nAga-kanyA /
   svātigirirnāma nāgakanyā / śataparivārā nāma nāgakanyā / vidyutprabhā nāma	svAtigiriH-nAma nAgakanyA / SataparivArA nAma nAga-kanyA / vidyutpraBA nAma
   nāgakanyā / mahauṣadhirnāma nāgakanyā / jalabindurnāma nāgakanyā /	nAgakanyA / mahOzaDiH-nAma nAga-kanyA / jalabinduH-nAma nAga-kanyA /
   ekaśīrṣā nāma nāgakanyā / śatabāhurnāma nāgakanyā / grasatī nāma nāgakanyā	ekaSIrzA nAma nAgakanyA / SatabAhuH-nAma nAgakanyA / grasatI nAma nAga-kanyA
   / anākṛcchragatā nāma nāgakanyā / subhūṣaṇā nāma nāgakanyā / pāṇḍalameghā	/ anAkRcCra-gatA nAma nAgakanyA / suBUzaNA nAma nAga-kanyA / pANxala-meGA
   nāma nāgakanyā / rathābhiruḍhā nāma nāgakanyā / tyāgagatā nāma nāgakanyā /	nAma nAga-kanyA / raTABiruXA nAma nAga-kanyA / tyAga-gatA nAma nAga-kanyA /
   abhinnaparivārā nāma nāgakanyā / pulindā nāma nāgakanyā / sāgarakukṣirnāma	aBinnaparivArA nAma nAgakanyA / pulindA nAma nAga-kanyA / sAgara-kukziH-nAma
   nāgakanyā / chatramukhā nāma nāgakanyā / dharmapīṭhā nāma nāgakanyā /	nAgakanyA / CatramuKAH nAma nAga-kanyA / DarmapIWA nAma nAga-kanyA /
   mukharā nāma nāgakanyā / vīryā nāma nāgakanyā / sāgaragambhīrā nāma	muKarA nAma nAga-kanyA / vIryA nAma nAga-kanyA / sAgara-gamBIrA nAma
   nāgakanyā / meruśrīrnāma nāgakanyā / evaṃpramukhāṇyanekāni nāgakanyā	nAga-kanyA / meruSrIH-nAma nAga-kanyA / evaMpramuKANi-anekAni nAga-kanyA
   śatasahasrāṇi saṃnipatitāni tasmin parṣadi / anekāni ca	Sata-sahasrANi saMnipatitAni tasmin parzadi / anekAni ca
   gandharvakanyāśatasahasrāṇi saṃnipatitāni / tadyathā - priyamukhā nāma	ganDarva-kanyA-Sata-sahasrANi saMnipatitAni / tat-yaTA  priya-muKAH nAma
   gandharvakanyā / priyaṃdadā nāma gandharvakanyā / sudarśanā nāma	ganDarva-kanyA / priyaMdadA nAma ganDarva-kanyA / sudarSanA nAma
   gandharvakanyā / vajraśrīrnāma gandharvakanyā / vajramālā nāma	ganDarva-kanyA / vajraSrIH-nAma ganDarva-kanyA / vajramAlA nAma
   gandharvakanyā / anādarśanā nāma gandharvakanyā / samālinī nāma	ganDarva-kanyA / anAdarSanA nAma ganDarva-kanyA / samAlinI nAma
   gandharvakanyā / vanaspatirnāma gandharvakanyā / śatapuṣpā nāma	ganDarva-kanyA / vanaspatiH-nAma ganDarva-kanyA / SatapuzpA nAma
   gandharvakanyā / mukulitā nāma gandharvakanyā / ratnamālā nāma	ganDarva-kanyA / mukulitA nAma ganDarva-kanyA / ratnamAlA nAma
   gandharvakanyā / muditapuṣpā nāma gandharvakanyā / sukukṣirnāma	ganDarva-kanyA / muditapuzpA nAma ganDarva-kanyA / sukukziH-nAma
   gandharvakanyā / rājaśrīrnāma gandharvakanyā / dundubhirnāma	ganDarva-kanyA / rAjaSrIH-nAma ganDarva-kanyA / dunduBiH-nAma
   gandharvakanyā / śubhamālā nāma gandharvakanyā / vibhūṣitālaṃkārā nāma	ganDarva-kanyA / SuBamAlA nAma ganDarva-kanyA / viBUzita-alaMkArAH nAma
   gandharvakanyā / abhinamitā nāma gandharvakanyā / dharmakāṅkṣiṇī nāma	ganDarva-kanyA / aBinamitA nAma ganDarva-kanyA / DarmakAFkziNI nAma
   gandharvakanyā / dharmaṃdadā nāma gandharvakanyā / audumbarā nāma	ganDarva-kanyA / DarmaMdadAH nAma ganDarva-kanyA / OdumbarA nAma
   gandharvakanyā / śatākārā nāma gandharvakanyā / padmāvatī nāma	ganDarva-kanyA / Sata-AkArA nAma ganDarva-kanyA / padmAvatI nAma
   gandharvakanyā / phalaṃdadā nāma gandharvakanyā / padmālaṃkārā nāma	ganDarva-kanyA / PalaMdadA nAma ganDarva-kanyA / padma-alaMkArAH nAma
   gandharvakanyā / pariśobhitakāyā nāma gandharvakanyā / vilāsendragāminī	ganDarva-kanyA / pariSoBitakAyAH nAma ganDarva-kanyA / vilAsa-indra-gAminI
   nāma gandharvakanyā / pṛthivīṃdadā nāma (Vaidya 260) gandharvakanyā /	nAma ganDarva-kanyA / pRTivIMdadA nAma (VEdyaH 260) ganDarva-kanyA /
   siṃhagāminī nāma gandharvakanyā / kumudapuṣpā nāma gandharvakanyā /	siMhagAminI nAma ganDarva-kanyA / kumudapuzpA nAma ganDarva-kanyA /
   manoramā nāma gandharvakanyā / dānaṃdadā nāma gandharvakanyā / devavacanā	manoramA nAma ganDarva-kanyA / dAnaMdadAH nAma ganDarva-kanyA / deva-vacanA
   nāma gandharvakanyā / kṣāntipriyā nāma gandharvakanyā / nirvāṇapriyā nāma	nAma ganDarva-kanyA / kzAntipriyA nAma ganDarva-kanyA / nirvANa-priyA nAma
   gandharvakanyā / ratnāṅkurā nāma gandharvakanyā / indraśrīrnāma	ganDarva-kanyA / ratnAFkurAH nAma ganDarva-kanyA / indraSrIH-nAma
   gandharvakanyā / indramaghaśrīrnāma gandharvakanyā / prajāpatinivāsinī	ganDarva-kanyA / indramaGaSrIH-nAma ganDarva-kanyA / prajApati-nivAsinI
   nāma gandharvakanyā / mṛgarājinī nāma gandharvakanyā / sphurantaśrīrnāma	nAma ganDarva-kanyA / mRgarAjinI nAma ganDarva-kanyA / sPuranta-SrIH-nAma
   gandharvakanyā / jvalantaśikharā nāma gandharvakanyā / rāgaparimuktā nāma	ganDarva-kanyA / jvalantaSiKarA nAma ganDarva-kanyA / rAga-parimuktAH nAma
   gandharvakanyā / dveṣaparimuktā nāma gandharvakanyā / mohaparimuktā nāma	ganDarva-kanyA / dvezaparimuktA nAma ganDarva-kanyA / moha-parimuktAH nAma
   gandharvakanyā / sujanaparivārā nāma gandharvakanyā / ratnapīṭhā nāma	ganDarva-kanyA / sujanaparivArAH nAma ganDarva-kanyA / ratnapIWA nAma
   gandharvakanyā / āgamanagamanā nāma gandharvakanyā / agniprabhā nāma	ganDarva-kanyA / Agamana-gamanAH nAma ganDarva-kanyA / agnipraBA nAma
   gandharvakanyā / candrabimbaprabhā nāma gandharvakanyā / sūryalocanā nāma	ganDarva-kanyA / candrabimbapraBA nAma ganDarva-kanyA / sUryalocanA nAma
   gandharvakanyā / suvacā nāma gandharvakanyā / evaṃpramukhāṇyanekāni	ganDarva-kanyA / suvacAH nAma ganDarva-kanyA / evaMpramuKANi-anekAni
   gandharvakanyāśatasahasrāṇi saṃnipatitāni tasmin parṣadi / anekāni ca	ganDarva-kanyA-Sata-sahasrANi saMnipatitAni tasmin parzadi / anekAni ca
   kinnarakanyāśatasahasrāṇi saṃnipatitāni / tadyathā - manasā nāma	kinnara-kanyA-Sata-sahasrANi saMnipatitAni / tat-yaTA  manasA nAma
   kinnarakanyā / mānasī nāma kinnarakanyā / vāyuvegā nāma kinnarakanyā /	kinnara-kanyA / mAnasI nAma kinnara-kanyA / vAyuvegAH nAma kinnara-kanyA /
   varuṇavegā nāma kinnarakanyā / ākāśaplavā nāma kinnarakanyā / vegajavā	varuNavegAH nAma kinnara-kanyA / AkASa-plavA nAma kinnara-kanyA / vega-javA
   nāma kinnarakanyā / lakṣmīṃdadā nāma kinnarakanyā / sudaṃṣṭrā nāma	nAma kinnara-kanyA / lakzmIMdadA nAma kinnara-kanyA / sudaMzwrA nAma
   kinnarakanyā / acalaśrīrnāma kinnarakanyā / dhātupriyā nāma kinnarakanyā /	kinnara-kanyA / acalaSrIH-nAma kinnara-kanyA / DAtupriyA nAma kinnara-kanyA /
   avalokitalakṣmīrnāma kinnarakanyā / kuṭilā nāma kinnarakanyā /	avalokita-lakzmIH-nAma kinnara-kanyA / kuwilA nAma kinnara-kanyA /
   vajramuṣṭirnāma kinnarakanyā / kapilā nāma kinnarakanyā / subhūṣaṇabhūṣitā	vajramuzwiH-nAma kinnara-kanyA / kapilA nAma kinnara-kanyA / su-BUzaNa-BUzitA
   nāma kinnarakanyā / vistīrṇalalāṭā nāma kinnarakanyā / sujanaparisevitā	nAma kinnara-kanyA / vistIrNalalAwA nAma kinnara-kanyA / su-jana-parisevitA
   nāma kinnarakanyā / sahāṃpatirnāma kinnarakanyā / ākāśarakṣitā nāma	nAma kinnara-kanyA / sahAMpatiH-nAma kinnara-kanyA / AkASa-rakzitAH nAma
   kinnarakanyā / vyūharājendrā nāma kinnarakanyā / maṇicūḍā nāma	kinnara-kanyA / vyUha-rAja-indrAH nAma kinnara-kanyA / maNicUxA nAma
   kinnarakanyā / maṇidhāriṇī nāma kinnarakanyā / maṇirocanī nāma	kinnara-kanyA / maNiDAriNI nAma kinnara-kanyA / maNirocanI nAma
   kinnarakanyā / vidvajjanaparisevitā nāma kinnarakanyā / śatākarā nāma	kinnara-kanyA / vidvat-jana-parisevitA nAma kinnara-kanyA / SatAkarAH nAma
   kinnarakanyā / āyurdadā nāma kinnarakanyā / tathāgatakośaparipālitā nāma	kinnara-kanyA / AyuH-dadA nAma kinnara-kanyA / taTAgata-koSa-paripAlitA nAma
   kinnarakanyā / dharmadhātuparirakṣiṇī nāma kinnarakanyā /	kinnara-kanyA / DarmaDAtuparirakziNI nAma kinnara-kanyA /
   satataparigrahadharmakāṅkṣiṇī nāma kinnarakanyā / sadānukāladarśinī nāma	satataparigraha-DarmakAFkziNI nAma kinnara-kanyA / sadA-anukAladarSinI nAma
   kinnarakanyā / nūpurottamā nāma kinnarakanyā / lakṣaṇottamā nāma	kinnara-kanyA / nUpurottamA nAma kinnara-kanyA / lakzaNa-uttamA nAma
   kinnarakanyā / āśvāsanī nāma kinnarakanyā / vimokṣakarā nāma kinnarakanyā	kinnara-kanyA / ASvAsanI nAma kinnara-kanyA / vimokza-karA nAma kinnara-kanyA
   / sadānuvṛttirnāma kinnarakanyā / saṃvegadhāriṇī nāma kinnarakanyā /	/ sadAnuvRttiH-nAma kinnara-kanyA / saMvega-DAriNI nAma kinnara-kanyA /
   khaṅgajvalanā nāma kinnarakanyā / pṛthivyupasaṃkramaṇā nāma kinnarakanyā /	KaFgajvalanA nAma kinnara-kanyA / pRTivI-upasaMkramaNA nAma kinnara-kanyA /
   surendramālā nāma kinnarakanyā / surendrā nāma kinnarakanyā / asurendrā	surendramAlA nAma kinnara-kanyA / surendrAH nAma kinnara-kanyA / asura-indrA
   nāma kinnarakanyā / munīndrā nāma kinnarakanyā / gotrakṣāntirnāma	nAma kinnara-kanyA / munIndrA nAma kinnara-kanyA / gotrakzAntiH-nAma
   kinnarakanyā / yogānugatā nāma kinnarakanyā / bahvāśrayā nāma kinnarakanyā	kinnara-kanyA / yoga-anugatA nAma kinnara-kanyA / bahvASrayA nAma kinnara-kanyA
   / śatāyudhā nāma kinnarakanyā / vibhūṣitālaṃkārā nāma kinnarakanyā /	/ Sata-AyuDA nAma kinnara-kanyA / viBUzita-alaMkArAH nAma kinnara-kanyA /
   manoharā nāma kinnarakanyā / evaṃpramukhāṇyanekāni	manoharAH nAma kinnara-kanyA / evaMpramuKANi-anekAni
   kinnarakanyāśatasahasrāṇi saṃnipatitāni /	kinnara-kanyA-Sata-sahasrANi saMnipatitAni /
   anekānyupāsakopāsikāśatasahasrāṇi saṃnipatitāni, anekāni ca	anekAni-upAsa-ka-upAsikA-Sata-sahasrANi saMnipatitAni, anekAni ca
   parivrājakanirgranthaśatasahasrāṇi saṃnipatitāni //	parivrAjaka-nirgranTa-Sata-sahasrANi saMnipatitAni //
   yadā mahāsaṃnipātaścābhūta, tadā avīcau mahānarake raśmayo niścaranti sma	yadA mahA-saMnipAtaH-ca-aBUta, tadA avIcO mahA-narake raSmayaH niScaranti sma
   / niścaritvā jetavanavihāramāgacchanti sma / sarve te vihārapariśobhitā	/ niScaritvA jetavana-vihAram-AgacCanti sma / sarve te vihAra-pariSoBitA
   eva dṛśyante sma / divyamaṇiratnopalitpāḥ (Vaidya 261) stambhāḥ	eva dRSyante sma / divya-maNi-ratna-upalitpAH (VEdyaH 261) stamBAH
   pariśobhitā eva dṛśyante sma / kūṭāgārāḥ suvarṇopacitā dṛśyante sma /	pariSoBitAH eva dRSyante sma / kUwAgArAH suvarNa-upacitAH dRSyante sma /
   layane layane suvarṇarūpyamayāni dvārāṇi dṛśyante sma / layane layane	layane layane suvarNa-rUpya-mayAni dvArANi dRSyante sma / layane layane
   suvarṇarūpyamayāni sopānāni dṛśyante sma / suvarṇarūpyamayāni prāsādāni,	suvarNa-rUpya-mayAni sopAnAni dRSyante sma / suvarNa-rUpya-mayAni prAsAdAni,
   rūpyamaye prāsāde suvarṇamayāni stambhāni divyaratnopacitāni / suvarṇamaye	rUpya-maye prAsAde suvarNa-mayAni stamBAni divya-ratna-upacitAni / suvarNa-maye
   prasāde rūpyamayāni stambhāni divyaratnopaśobhitāni / suvarṇamaye prāsāde	prasAde rUpya-mayAni stamBAni divya-ratna-upaSoBitAni / suvarNa-maye prAsAde
   rūpyamayāni stambhāni divyaratnopaśobhitāni / bahirjetavanasya purata	rUpya-mayAni stamBAni divya-ratna-upaSoBitAni / bahis-jetavanasya purata
   udyāne nānāvidhāni kalpavṛkṣāṇi dṛśyante sma / suvarṇadaṇḍāni rūpyapatrāṇi	udyAne nAnAviDAni kalpavRkzANi dRSyante sma / suvarNa-daNxAni rUpya-patrANi
   nānāvidhālaṃkārapralambitāni / vicitrāṇi cīvaravastrapralambitāni /	nAnAviDa-alaMkAra-pralambitAni / vicitrANi cIvara-vastra-pralambitAni /
   kauśikavastrapralambitāni / muktāhāraśatasahasrapralambitāni /	kOSika-vastra-pralambitAni / muktA-AhAra-Sata-sahasra-pralambitAni /
   vividhamaulīkuṇḍalasragdāmakeyūranūpuraśatasahasrāṇi pralambitāni /	viviDa-mOlI-kuNxala-sraj-dAma-keyUra-nUpura-Sata-sahasrANi pralambitAni /
   karṇapṛṣṭhottaryāṇi stambhāni maṇiratnakaṭakakeyūrakāṇi pralambitāni	karNa-pRzWa-uttaryANi stamBAni maNi-ratna-kawaka-keyUrakANi pralambitAni
   saṃdṛśyante / sma / tena tatra ca ramyāvabhāse tādṛśāni	saMdRSyante / sma / tena tatra ca ramya-avaBAse tAdRSAni
   kalpavṛkṣaśatasahasrāṇi prādurbhūtāni / tasminneva jetavanavihāre	kalpavRkza-Sata-sahasrANi prAdurBUtAni / tasmin=-eva jetavana-vihAre
   vajramayāṇi sopānāni dṛśyante sma, dvārakoṣṭhe ca	vajra-mayANi sopAnAni dRSyante sma, dvAra-kozWe ca
   muktāpaṭakalāpapralambitāni / anekāni puṣkariṇīśatasahasrāṇi prādurbhūtāni	muktA-pawa-kalApa-pralambitAni / anekAni puzkariNI-Sata-sahasrANi prAdurBUtAni
   / tatra kānicidaṣṭāṅgopetavāriṇā paripūrṇāni /	/ tatra kAnicid-azwa-aFga-upeta-vAriNA paripUrNAni /
   kānicinnānāvidhapuṣpaparipūrṇāni / tadyathā -	kAnicid-nAnAviDa-puzpa-paripUrNAni / tat-yaTA -
   utpalapadmakumudapuṇḍarīkamāndāravamahāmāndāravavaḍaudumbarapuṣpaparipūrṇāni	utpala-padma-kumuda-puNxarIka-mAnda-Arava-mahA-mAnda-Arava-vaxOdumbara-puzpa-paripUrNAni
   / anyāni ca punastatra vividhāni kāṣṭhapuṣpāṇyutpadyante / tadyathā -	/ anyAni ca punar-tatra viviDAni kAzWa-puzpANi-utpadyante / tat-yaTA -
   campakāśokakaravīrapāṭalānirmuktakasumanāgandhavārṣikāṇi / etāni	campaka-aSoka-karavIra-pAwalA-nirmuktaka-sumana-AganDa-vArzikANi / etAni
   manoramāṇi kāṣṭhapuṣpāṇi prādurbhūtāni / ityevaṃ tasmin jetavanavihāre	manoramANi kAzWa-puzpANi prAdurBUtAni / iti-evam tasmin jetavana-vihAre
   samantataḥ pariśobhitāni dṛśyante sma //	samantataH pariSoBitAni dRSyante sma //
   iti jetavanavihāravarṇanaṃ nāma prathamaprakaraṇam //	iti jetavanavihAravarNanam nAma praTama-prakaraNam //
   START Kvyu 1,2:	START Kvyu 1,2:
   avīciśoṣaṇaṃ nāma dvitīyaṃ prakaraṇam /	avIciSozaNam nAma dvitIyam prakaraNam /
   atha tasminneva parṣanmadhye sarvanīvaraṇaviṣkambhī nāma bodhisattvo	aTa tasmin=-eva parzad-maDye sarvanIvaraNa-vizkamBI nAma boDisattvaH-
   mahāsattva utthāyāsanādekāṃsamuttarāsaṅgaṃ kṛtvā dakṣiṇaṃ jānumaṇḍalaṃ	mahAsattvaH utTAya-AsanAt-eka-aMsam-uttarAsaFgam kRtvA dakziNam jAnu-maNxalam
   pṛthivyāṃ pratiṣṭhāpya yena bhagavāṃstenāñjaliṃ praṇamya	pRTivyAm pratizWApya yena BagavAn=-tena-aQjalim praNamya
   bhagavantametadavocat - paramāścaryādbhutaprāpto 'haṃ bhagavan / kuta ime	Bagavantam-etat-avocat  parama-AScaryA-adButa-prAptaH aham Bagavan / kutas ime
