   PADA MARKERS	PADAH MARKERS
   etat prāśaya patnīs tvam % ity uktvādān nṛpāya saḥ // RmUD_24*1.24 //	etat prASaya patnIH tvam % iti uktvA-AdAn nRpAya saH // RmUD_24*1.24 //
   tad gṛhītvā tadaivāsau $ patnīḥ prāśayad utsukaḥ &	tat gRhItvA tadA-eva-asO $ patnIH prASayat utsukaH &
   tāś ca tatprāśanād eva % nṛpād garbham adhārayan // RmUD_25*1.25 //	tAH ca tad-prASanAt eva % nRpAt garBam aDArayan // RmUD_25*1.25 //
   pūrṇe kāle 'tha kausalyā $ sajjanāmbhojabhāskaram &	pUrNe kAle aTa kOsalyA $ sat-jana-amBoja-BAskaram &
   ajījanad rāmacandraṃ % kaikeyī bharataṃ tathā // RmUD_26*1.26 //	ajIjanat rAmacandram % kEkeyI Baratam taTA // RmUD_26*1.26 //
   tato lakṣmaṇaśatrughnau $ sumitrājījanat sutau &	tatas lakzmaNa-SatruGnO $ sumitrA-ajIjanat sutO &
   akārayat pitā teṣāṃ % jātakarmādikaṃ dvijaiḥ // RmUD_27*1.27 //	akArayat pitA tezAm % jAtakarma-Adikam dvijEH // RmUD_27*1.27 //
   tato vavṛdhire 'nyonyaṃ $ snigdhāś catvāra eva te &	tatas vavRDire anyonyam $ snigDAH catvAraH eva te &
   sakalāsu ca vidyāsu % naipuṇyam abhilebhire // RmUD_28*1.28 //	sakalAsu ca vidyAsu % nEpuNyam aBileBire // RmUD_28*1.28 //
   tataḥ kadā cid āgatya $ viśvāmitro mahāmuniḥ &	tatas kadA cit Agatya $ viSvAmitraH mahA-muniH &
   yayāce yajñarakṣārthaṃ % rāmaṃ śaktidharopamam // RmUD_29*1.29 //	yayAce yajQa-rakzA-arTam % rAmam SaktiDara-upamam // RmUD_29*1.29 //
   vasiṣṭhavacanād rāmaṃ $ lakṣmaṇena samanvitam &	vasizWa-vacanAt rAmam $ lakzmaNena samanvitam &
   kṛcchreṇa nṛpatis tasya % kauśikasya kare dadau // RmUD_30*1.30 //	kRcCreNa nRpatiH tasya % kOSikasya kare dadO // RmUD_30*1.30 //
   tau gṛhītvā tato gacchan $ balām atibalāṃ tathā &	tO gRhItvA tatas gacCan $ balAm atibalAm taTA &
   astrāṇi ca samagrāṇi % tābhyām upadideśa saḥ // RmUD_31*1.31 //	astrANi ca samagrANi % tAByAm upadideSa saH // RmUD_31*1.31 //
   gacchan sahānujo rāmaḥ $ kauśikena pracoditaḥ &	gacCan sahAnujaH rAmaH $ kOSikena pracoditaH &
   tāṭakām avadhīd dhīmāṃl % lokapīḍanatatparām // RmUD_32*1.32 //	tAwakAm avaDIt DImAn % loka-pIxana-tatparAm // RmUD_32*1.32 //
   tataḥ siddhāśramaṃ prāpya $ kauśikaḥ saharāghavaḥ &	tatas sidDASramam prApya $ kOSikaH saha-rAGavaH &
   adhvaraṃ ca samārebhe % rākṣasāś ca samāgaman // RmUD_33*1.33 //	aDvaram ca samAreBe % rAkzasAH ca samAgaman // RmUD_33*1.33 //
   rāghavas tu tato 'streṇa $ kṣiptvā mārīcam arṇave &	rAGavaH tu tatas astreNa $ kziptvA mArIcam arNave &
   subāhupramukhān hatvā % yajñaṃ cāpālayan muneḥ // RmUD_34*1.34 //	subAhu-pramuKAn hatvA % yajQam ca-apAlayan muneH // RmUD_34*1.34 //
   kauśikena tato rāmo $ nīyamānaḥ sahānujaḥ &	kOSikena tatas rAmaH $ nIyamAnaH saha-anujaH &
   ahalyāśāpanirmokṣaṃ % kṛtvā saṃprāpa maithilam // RmUD_35*1.35 //	ahalyA-SApa-nirmokzam % kRtvA saMprApa mETilam // RmUD_35*1.35 //
   janakenārcito rāmaḥ $ kauśikena pracoditaḥ &	janakena-arcitaH rAmaH $ kOSikena pracoditaH &
   sītānimittam ānītaṃ % babhañja dhanur aiśvaram // RmUD_36*1.36 //	sItA-nimittam AnItam % baBaQja DanuH ESvaram // RmUD_36*1.36 //
   tato daśarathaṃ dūtair $ ānāyya mithilādhipaḥ &	tatas daSaraTam dUtEH $ AnAyya miTilA-aDipaH &
   rāmādibhyas tatsutebhyaḥ % sītādyāḥ kanyakā dadau // RmUD_37*1.37 //	rAma-AdiByaH tad-suteByaH % sItA-AdyAH kanyakA dadO // RmUD_37*1.37 //
   tato guruniyogena $ kṛtodvāhaḥ sahānujaḥ &	tatas guru-niyogena $ kRta-udvAhaH saha-anujaH &
   rāghavo niryayau tena % janakenoru mānitaḥ // RmUD_38*1.38 //	rAGavaH niryayO tena % janakena-uru mAnitaH // RmUD_38*1.38 //
   tad ākarṇya dhanurbhaṅgam $ āyāntaṃ roṣabhīṣaṇam &	tat AkarNya DanuH-BaFgam $ AyAntam roza-BIzaNam &
   vijitya bhārgavaṃ rāmam % ayodhyāṃ prāpa rāghavaḥ // RmUD_39*1.39 //	vijitya BArgavam rAmam % ayoDyAm prApa rAGavaH // RmUD_39*1.39 //
   tataḥ sarvajanānandaṃ $ kurvāṇaś ceṣṭitaiḥ svakaiḥ &	tatas sarva-jana-Anandam $ kurvANaH cezwitEH svakEH &
   tām adhyuvāsa kākutsthaḥ % sītayā sahitaḥ sukham // RmUD_40*1.40 //	tAm aDyuvAsa kAkutsTaH % sItayA sahitaH suKam // RmUD_40*1.40 //
        iti śrīrāmodante bālakāṇḍaḥ samāptaḥ || RmUD_*1.c ||	iti SrI-rAmodante bAla-kANxaH samAptaH || RmUD_*1.t ||
        atha ayodhyākāṇḍaḥ || RmUD_*2.a ||	aTa ayoDyA-kANxaH || RmUD_*2.aH ||
   etasminn antare gehaṃ $ mātulasya yudhājitaḥ &	etasmin antare geham $ mAtulasya yuDAjitaH &
   prayayau bharataḥ prītaḥ % śatrughnena samanvitaḥ // RmUD_41*2.1 //	prayayO BarataH prItaH % SatruGnena samanvitaH // RmUD_41*2.1 //
   tataḥ prakṛtibhiḥ sākaṃ $ mantrayitvā sa bhūpatiḥ &	tatas prakRtiBiH sAkam $ mantrayitvA sa BUpatiH &
   abhiṣekāya rāmasya % samārebhe mudānvitaḥ // RmUD_42*2.2 //	aBizekAya rAmasya % samAreBe mudA-anvitaH // RmUD_42*2.2 //
   kaikeyī tu mahīpālaṃ $ mantharādūṣitāśayā &	kEkeyI tu mahIpAlam $ manTarA-dUzita-ASayAH &
   varadvayaṃ purā dattaṃ % yayāce satyasaṃgaram // RmUD_43*2.3 //	vara-dvayam purA dattam % yayAce satya-saMgaram // RmUD_43*2.3 //
   vanavāsāya rāmasya $ rājyāptyai bharatasya ca &	vana-vAsAya rAmasya $ rAjya-AptyE Baratasya ca &
   tasyā varadvayaṃ kṛcchram % anujajñe mahīpatiḥ // RmUD_44*2.4 //	tasyAH vara-dvayam kRcCram % anujajQe mahIpatiH // RmUD_44*2.4 //
   rāmaṃ tadaiva kaikeyī $ vanavāsāya cādiśat &	rAmam tadA-eva kEkeyI $ vana-vAsAya ca-AdiSat &
   anujñāpya gurūn sarvān % niryayau ca vanāya saḥ // RmUD_45*2.5 //	anujQApya gurUn sarvAn % niryayO ca vanAya saH // RmUD_45*2.5 //
   dṛṣṭvā taṃ nirgataṃ sītā $ lakṣmaṇaś cānujagmatuḥ &	dRzwvA tam nirgatam sItA $ lakzmaNaH ca-anujagmatuH &
   saṃtyajya svagṛhān sarve % paurāś cānuyayur drutam // RmUD_46*2.6 //	saMtyajya sva-gRhAn sarve % pOrAH ca-anuyayuH drutam // RmUD_46*2.6 //
   vañcayitvā tu tān paurān $ nidrāṇān niśi rāghavaḥ &	vaQcayitvA tu tAn pOrAn $ nidrANAn niSi rAGavaH &
   vāhyamānaṃ sumantreṇa % ratham āruhya cāgamat // RmUD_47*2.7 //	vAhyamAnam sumantreNa % raTam Aruhya ca-agamat // RmUD_47*2.7 //
   śriṅgiberapuraṃ gatvā $ gaṅgākūle 'tha rāghavaḥ &	SriFgibera-puram gatvA $ gaFgA-kUle aTa rAGavaH &
   guhena satkṛtas tatra % niśām ekām uvāsa ca // RmUD_48*2.8 //	guhena satkRtaH tatra % niSAm ekAm uvAsa ca // RmUD_48*2.8 //
   sārathiṃ saṃnimantryāsau $ sītālakṣmaṇasaṃyutaḥ &	sAraTim saMnimantrya-asO $ sItA-lakzmaNa-saMyutaH &
   guhenānītayā nāvā % saṃtatāra ca jāhnavīm // RmUD_49*2.9 //	guhena-AnItayA nAvA % saMtatAra ca jAhnavIm // RmUD_49*2.9 //
   bharadvājamuniṃ prāpya $ taṃ natvā tena satkṛtaḥ &	BaradvAja-munim prApya $ tam natvA tena satkRtaH &
   rāghavas tasya nirdeśāc % citrakūṭe 'vasat sukham // RmUD_50*2.10 //	rAGavaH tasya nirdeSAt % citrakUwe avasat suKam // RmUD_50*2.10 //
   ayodhyāṃ tu tato gatvā $ sumantraḥ śokavihvalaḥ &	ayoDyAm tu tatas gatvA $ sumantraH Soka-vihvalaH &
   rājñe nyavedayat sarvaṃ % rāghavasya viceṣṭitam // RmUD_51*2.11 //	rAjQe nyavedayat sarvam % rAGavasya vicezwitam // RmUD_51*2.11 //
   tad ākarṇya sumantroktaṃ $ rājā duḥkhavimūḍhadhīḥ &	tat AkarNya sumantra-uktam $ rAjA duHKa-vimUXa-DIH &
   rāma rāmeti vilapan % dehaṃ tyaktvā divaṃ yayau // RmUD_52*2.12 //	rAma rAma-iti vilapan % deham tyaktvA divam yayO // RmUD_52*2.12 //
   mantriṇas tu vasiṣṭhoktyā $ dehaṃ saṃrakṣya bhūpateḥ &	mantriNaH tu vasizWa-uktyA $ deham saMrakzya BUpateH &
   dūtair ānāyayan kṣipraṃ % bharataṃ mātulālayāt // RmUD_53*2.13 //	dUtEH AnAyayan kzipram % Baratam mAtula-AlayAt // RmUD_53*2.13 //
   bharatas tu mṛtaṃ śrutvā $ pitaraṃ kaikayīgirā &	BarataH tu mRtam SrutvA $ pitaram kEkayI-girA &
   saṃskārādi cakārāsya % yathāvidhi sahānujaḥ // RmUD_54*2.14 //	saMskAra-Adi cakAra-asyaH % yaTAviDi saha-anujaH // RmUD_54*2.14 //
   amātyaiś codyamāno 'pi $ rajyāya bharatas tadā &	amAtyEH codyamAnaH api $ rajyAya BarataH tadA &
   vanāyaiva yayau rāmam % ānetuṃ nāgaraiḥ saha // RmUD_55*2.15 //	vanAya-eva yayO rAmam % Anetum nAgarEH saha // RmUD_55*2.15 //
   sa gatvā citrakūṭasthaṃ $ rāmaṃ cīrajaṭādharam &	sa gatvA citrakUwa-sTam $ rAmam cIra-jawA-Daram &
   yayāce rakṣituṃ rājyaṃ % vasiṣṭhādyair dvijaiḥ saha // RmUD_56*2.16 //	yayAce rakzitum rAjyam % vasizWa-AdyEH dvijEH saha // RmUD_56*2.16 //
   caturdaśa samā nītvā $ punar aiṣyāmy ahaṃ purīm &	caturdaSa samAH nItvA $ punar EzyAmi aham purIm &
   ity uktvā pāduke dattvā % taṃ rāmaḥ pratyayāpayat // RmUD_57*2.17 //	iti uktvA pAduke dattvA % tam rAmaH pratyayApayat // RmUD_57*2.17 //
   gṛhītvā pāduke tasmād $ bharato dīnamānasaḥ &	gRhItvA pAduke tasmAt $ BarataH dIna-mAnasaH &
   nandigrāme sthitas tābhyāṃ % rarakṣa ca vasuṃdharām // RmUD_58*2.18 //	nandigrAme sTitaH tAByAm % rarakza ca vasuMDarAm // RmUD_58*2.18 //
   rāghavas tu gires tasmād $ gatvātriṃ samavandata &	rAGavaH tu gireH tasmAt $ gatvA-atrim samavandata &
   tatpatnī tu tadā sītāṃ % bhūṣaṇaiḥ svair abhūṣayat // RmUD_59*2.19 //	tad-patnI tu tadA sItAm % BUzaNEH svEH aBUzayat // RmUD_59*2.19 //
   uṣitvā tu niśām ekām $ āśrame tasya rāghavaḥ &	uzitvA tu niSAm ekAm $ ASrame tasya rAGavaH &
   viveśa daṇḍakāraṇyaṃ % sītālakṣmaṇasaṃyutaḥ // RmUD_60*2.20 //	viveSa daNxaka-araNyam % sItA-lakzmaNa-saMyutaH // RmUD_60*2.20 //
        iti śrīrāmodante ayodhyākāṇḍaḥ samāptaḥ || RmUD_*2.c ||	iti SrI-rAmodante ayoDyA-kANxaH samAptaH || RmUD_*2.t ||
        atha āraṇyakāṇḍaḥ || RmUD_*3.a ||	aTa AraNya-kANxaH || RmUD_*3.aH ||
   vrajan vanena kākutstho $ virādhaṃ vidhicoditam &	vrajan vanena kAkutsTaH $ virADam viDi-coditam &
   sadārānujam ātmānaṃ % harantam avadhīt tadā // RmUD_61*3.1 //	sa-dAra-anujam AtmAnam % harantam avaDIt tadA // RmUD_61*3.1 //
   śarabhaṅgāśramam prāpya $ svargatiṃ tasya vīkṣya saḥ &	SaraBaFga-ASramam prApya $ svargatim tasya vIkzya saH &
   pratijajñe rākṣasānāṃ % vadhaṃ munibhir arthitaḥ // RmUD_62*3.2 //	pratijajQe rAkzasAnAm % vaDam muniBiH arTitaH // RmUD_62*3.2 //
   tasmād gatvā sutīkṣṇaṃ ca $ praṇamyānena pūjitaḥ &	tasmAt gatvA su-tIkzNam ca $ praNamya-anena pUjitaH &
   agastyasyāśramaṃ prāpya % taṃ nanāma raghūttamaḥ // RmUD_63*3.3 //	agastyasya-ASramam prApya % tam nanAma raGUttamaH // RmUD_63*3.3 //
   rāmāya vaiṣṇavaṃ cāpam $ aindraṃ tūṇīyugaṃ tathā &	rAmAya vEzNavam cApam $ Endram tUNI-yugam taTA &
   brāhmaṃ cāstraṃ ca khaḍgaṃ ca % pradadau kumbhasaṃbhavaḥ // RmUD_64*3.4 //	brAhmam ca-astram ca Kaxgam ca % pradadO kumBasaMBavaH // RmUD_64*3.4 //
   tataḥ sa gacchan kākutsthaḥ $ samāgamya jaṭāyuṣam &	tatas sa gacCan kAkutsTaH $ samAgamya jawAyuzam &
   vaidehyāḥ pālanāyainaṃ % śraddadhe pitṛvallabham // RmUD_65*3.5 //	vEdehyAH pAlanAya-enam % SraddaDe pitR-vallaBam // RmUD_65*3.5 //
   tataḥ pañcavaṭīṃ prāpya $ tatra lakṣmaṇanirmitām &	tatas paQcavawIm prApya $ tatra lakzmaNa-nirmitAm &
   parṇaśālām adhyuvāsa % sītayā sahitaḥ sukham // RmUD_66*3.6 //	parNa-SAlAm aDyuvAsa % sItayA sahitaH suKam // RmUD_66*3.6 //
   tatrābhyetyaikadā rāmaṃ $ vavre śūrpaṇakhābhikā &	tatra-aByetya-ekadA rAmam $ vavre SUrpaNaKABikA &
   tannirastā lakṣmaṇaṃ ca % vavre so'; pi nirākarot // RmUD_67*3.7 //	tad-nirastA lakzmaNam ca % vavre saH-a; pi nirAkarot // RmUD_67*3.7 //
   rāmam eva tato vavre $ kāmārtā kāmasaṃnibham &	rAmam eva tatas vavre $ kAma-ArtA kAma-saMniBam &
   punaś ca dhikkṛtā tena % sītām abhyadravad ruṣā // RmUD_68*3.8 //	punar ca DikkRtA tena % sItAm aByadravat ruzA // RmUD_68*3.8 //
   lakṣmaṇena tadā roṣāt $ kṛttaśravaṇanāsikā &	lakzmaNena tadA rozAt $ kRtta-SravaNa-nAsikA &
   sā tu gatvā janasthānaṃ % kharāyaitan nyavedayat // RmUD_69*3.9 //	sA tu gatvA janasTAnam % KarAya-etat nyavedayat // RmUD_69*3.9 //
   tad ākarṇya kharaḥ kruddho $ rāghavaṃ hantum āyayau &	tat AkarNya KaraH krudDaH $ rAGavam hantum AyayO &
   dūṣaṇatriśiromukhyair % yātudhānaiḥ samanvitaḥ // RmUD_70*3.10 //	dUzaNa-triSiraH-muKyEH % yAtuDAnEH samanvitaH // RmUD_70*3.10 //
   tat kṣaṇaṃ lakṣmaṇe sītāṃ $ nidhāya raghunandanaḥ &	tat kzaNam lakzmaNe sItAm $ niDAya raGunandanaH &
   kharaṃ sahānugaṃ saṃkhye % jaghānālaghuvikramaḥ // RmUD_71*3.11 //	Karam saha-anugam saMKye % jaGAna-alaGu-vikramaH // RmUD_71*3.11 //
   tataḥ śūrpaṇakhā gatvā $ laṅkāṃ śokasamanvitā &	tatas SUrpaNaKA gatvA $ laFkAm Soka-samanvitA &
   nyavedayad rāvaṇāya % vṛttāntaṃ sarvam āditaḥ // RmUD_72*3.12 //	nyavedayat rAvaNAya % vRttAntam sarvam Aditas // RmUD_72*3.12 //
   tac chrutvā rāvaṇaḥ sītāṃ $ hartuṃ kṛtamatis tadā &	tat SrutvA rAvaNaH sItAm $ hartum kRtamatiH tadA &
   mārīcasyāśramaṃ prāpya % sāhāyye tam acodayat // RmUD_73*3.13 //	mArIcasya-ASramam prApya % sAhAyye tam acodayat // RmUD_73*3.13 //
   so 'pi svarṇamṛgo bhūtvā $ sītāyāḥ pramukhe 'carat &	saH api svarNa-mRgaH BUtvA $ sItAyAH pramuKe acarat &
   sā tu taṃ mṛgam āhartuṃ % bhartāraṃ samayācata // RmUD_74*3.14 //	sA tu tam mRgam Ahartum % BartAram samayAcata // RmUD_74*3.14 //
   niyujya lakṣmaṇaṃ sītāṃ $ rakṣituṃ raghunandanaḥ &	niyujya lakzmaNam sItAm $ rakzitum raGunandanaH &
   anvagacchan mṛgaṃ tūrṇaṃ % dravantaṃ kānanāntare // RmUD_75*3.15 //	anvagacCat mRgam tUrNam % dravantam kAnana-antare // RmUD_75*3.15 //
   vivyādha ca mṛgaṃ rāmaḥ $ sa nijaṃ rūpam āsthitaḥ &	vivyADa ca mRgam rAmaH $ sa nijam rUpam AsTitaH &
   hā sīte lakṣmaṇety evaṃ % rudan prāṇān samatyajat // RmUD_76*3.16 //	hA sIte lakzmaNa-iti evam % rudan prANAn samatyajat // RmUD_76*3.16 //
   etad ākarṇya vaidehyā $ lakṣmaṇaś codito bhṛśam &	etat AkarNya vEdehyA $ lakzmaNaH coditaH BRSam &
   tadrakṣāṃ devatāḥ prārthya % prayayau rāghavāntikam // RmUD_77*3.17 //	tad-rakzAm devatAH prArTya % prayayO rAGava-antikam // RmUD_77*3.17 //
   tad antare samāsādya $ rāvaṇo yatirūpadhṛt &	tat antare samAsAdya $ rAvaNaH yati-rUpa-DRt &
   sītāṃ gṛhītvā prayayau % gaganena mudānvitaḥ // RmUD_78*3.18 //	sItAm gRhItvA prayayO % gaganena mudA-anvitaH // RmUD_78*3.18 //
   tato jaṭāyur ālokya $ nīyamānāṃ tu jānakīm &	tatas jawAyuH Alokya $ nIyamAnAm tu jAnakIm &
   prāharad rāvaṇaṃ prāpya % tuṇḍapakṣanakhair bhṛśam // RmUD_79*3.19 //	prAharat rAvaNam prApya % tuNxa-pakza-naKEH BRSam // RmUD_79*3.19 //
   chittvainam candrahāsena $ pātayitvā ca bhūtale &	CittvA-enam candrahAsena $ pAtayitvA ca BU-tale &
   gṛhītvā rāvaṇaḥ sītāṃ % prāviśan nijamandiram // RmUD_80*3.20 //	gRhItvA rAvaNaH sItAm % prAviSat nija-mandiram // RmUD_80*3.20 //
   aśokavanikāmadhye $ saṃsthāpya janakātmajām &	aSoka-vanikA-maDye $ saMsTApya janakAtmajAm &
   rāvaṇo rakṣituṃ caināṃ % niyuyoja niśācarīḥ // RmUD_81*3.21 //	rAvaNaH rakzitum ca-enAm % niyuyoja niSAcarIH // RmUD_81*3.21 //
   hatvā rāmas tu mārīcam $ āgacchann anujeritām &	hatvA rAmaH tu mArIcam $ AgacCan anuja-IritAm &
   vārttām ākarṇya duḥkhārtaḥ % parṇaśālām upāgamat // RmUD_82*3.22 //	vArttAm AkarNya duHKa-ArtaH % parNa-SAlAm upAgamat // RmUD_82*3.22 //
   adṛṣṭvā tatra vaidehīṃ $ vicinvāno vanāntare &	adRzwvA tatra vEdehIm $ vicinvAnaH vana-antare &
   sahānujo gṛdhrarājaṃ % chinnapakṣaṃ dadarśa saḥ // RmUD_83*3.23 //	sahAnujaH gRDra-rAjam % Cinna-pakzam dadarSa saH // RmUD_83*3.23 //
   tenoktāṃ jānakīvārttāṃ $ śrutvā paścān mṛtaṃ ca tam &	tena-uktAm jAnakI-vArttAm $ SrutvA paScAt mRtam ca tam &
