   PADA MARKERS	PADAH MARKERS
   * niyāmitasya nirodhakatvam || 10	* niyAmitasya niroDaka-tvam || 10
   * nirodhitasya ca vakraprasāraṇam || 11	* niroDitasya ca vakra-prasAraNam || 11
   * vakraprasāritasya cābhrakajāraṇam || 12	* vakra-prasAritasya ca-aBraka-jAraNam || 12
   * jīrṇābhrakasya ca lohajāraṇam || 13	* jIrNa-aBrakasya ca loha-jAraNam || 13
   * jīrṇalohasya cāyaḥprakāśarājijāraṇam || 14	* jIrNa-lohasya ca-ayaH-prakASa-rAji-jAraNam || 14
   * jīrṇāyaḥprakāśarājeś ca hemarājijāraṇam || 15	* jIrNa-ayaH-prakASa-rAjeH ca hema-rAji-jAraNam || 15
   * jīrṇahemarājer gandhakajāraṇam || 16	* jIrNa-hema-rAjeH ganDaka-jAraNam || 16
   * jīrṇagandhakasya ca manaḥśilāsattvajāraṇam || 17	* jIrNa-ganDakasya ca manaHSilA-sattva-jAraNam || 17
   * jīrṇaśilāsattvasya ca khāparasattvajāraṇam || 18	* jIrNa-SilA-sattvasya ca KApara-sattva-jAraNam || 18
   * jīrṇakhāparasattvasya cānnapathahīrakajāraṇam || 19	* jIrNa-KApara-sattvasya ca-anna-paTa-hIraka-jAraNam || 19
   * jīrṇavajrasya ca bandhaḥ || 20	* jIrNa-vajrasya ca banDaH || 20
   * bandhasya sāraṇam || 21	* banDasya sAraNam || 21
   * sāritasya ca māraṇam || 22	* sAritasya ca mAraNam || 22
   * māritasya ca tasya krāmaṇam || 23	* mAritasya ca tasya krAmaNam || 23
   * krāmitasya ca bandhaḥ || 24	* krAmitasya ca banDaH || 24
   * bandhasya codghāṭanam || 25	* banDasya ca-udGAwanam || 25
   * iti || 26	* iti || 26
   * evaṃ pūrvapūrvatarasaṃskārasya rasasyāgretanasaṃskāro granthito'stīty	* evam pUrva-pUrvatara-saMskArasya rasasya-agretana-saMskAraH granTitaH-asti-iti-
   asau procyata iti tattvam || 27]	asO procyate iti tattvam || 27]
   sūtadoṣāṃs tataḥ śuddhiṃ $ saṃskārāt prāk vadāmyaham &	sUta-dozAn tatas SudDim $ saMskArAt prAk vadAmi-aham &
   rasānāṃ phalamutpattiṃ % dehaloharasāyanam // Rsdhy_13 //	rasAnAm Palam-utpattim % deha-loha-rasAyanam // RsDi-_13 //
   * sūtasya pāradasya dvādaśa doṣān || 1	* sUtasya pAradasya dvAdaSa dozAn || 1
   * teṣāṃ doṣāṇām apagamopāyaiḥ śuddhiṃ nirmalatāṃ tato'ṣṭādaśa	* tezAm dozANAm apagama-upAyEH SudDim nirmala-tAm tatas-azwAdaSa
   pāṭasāraṇādīn saṃskārān pūrvaṃ vadāmi || 2	pAwa-sAraNa-AdIn saMskArAn pUrvam vadAmi || 2
   * tataḥ saṃskṛtānāṃ rasānāṃ tārādiniṣpattirūpaṃ phalam || 3	* tatas saMskRtAnAm rasAnAm tAra-Adi-nizpatti-rUpam Palam || 3
   * tato hema rājyādīnāṃ khāparasattvādīnāṃ cotpattim || 4	* tatas hema rAjya-AdInAm KApara-sattva-AdInAm ca-utpattim || 4
   * tato dehasādhakam |	* tatas deha-sADakam |
   * lohasādhakaṃ ca rasāyanaṃ vadāmīti śrīkaṅkālayaśiṣyavacaḥ || 5	* loha-sADakam ca rasAyanam vadAmi-iti SrI-kaFkAlaya-Sizya-vacaH || 5
   * atra krameṇa pratijñātottaram āha || 6]	* atra krameNa pratijQAta-uttaram Aha || 6]
   mṛnmayaḥ kañcukaścaiko $ dvikaḥ pāṣāṇakañcukaḥ &	mRd-mayaH kaQcukaH-ca-ekaH $ dvikaH pAzANa-kaQcukaH &
   tṛtīyo jalajātaśca % dvau dvau ca nāgavaṅgajau // Rsdhy_14 //	tRtIyaH jala-jAtaH-ca % dvO dvO ca nAga-vaFga-jO // RsDi-_14 //
   kapāli kālikā vaṅge $ nāge śyāmakapālike &	kapAli kAlikA vaFge $ nAge SyAma-kapAlike &
   yādṛśā ca tarā dugdhe % tadrūpe dve kapālike // Rsdhy_15 //	yAdRSA ca tarA dugDe % tad-rUpe dve kapAlike // RsDi-_15 //
   pañcavarṇā bhavet śyāmā $ kālikā kṛṣṇavarṇikā &	paQca-varNA Bavet SyAmA $ kAlikA kRzNa-varNikA &
   sadā sūtasya jāyante % sahajāḥ sapta kañcukāḥ // Rsdhy_16 //	sadA sUtasya jAyante % sahajAH sapta kaQcukAH // RsDi-_16 //
   * ślokatrayam api spaṣṭam || 1	* Sloka-trayam api spazwam || 1
   * kevalaṃ dvau dvau ca vaṅganāgajau || 2	* kevalam dvO dvO ca vaFga-nAga-jO || 2
   * iti dvau vaṅgajau doṣau dvau ca nāgajau || 3	* iti dvO vaFga-jO dozO dvO ca nAga-jO || 3
   * kapāli kālikā ceti caturthapañcamau || 4	* kapAli kAlikA ca-iti caturTa-paQcamO || 4
   * vaṅgajau doṣau śyāmakapālikā ceti ṣaṣṭasaptamau nāgajau eteṣāṃ caturṇāṃ	* vaFga-jO dozO SyAma-kapAlikA ca-iti zazwa-saptamO nAga-jO etezAm caturNAm
   lakṣaṇamāha || 5	lakzaNam-Aha || 5
   * dugdhe kvathite sati yādṛśī tarā upari bhavati || 6	* dugDe kvaTite sati yAdRSI tarA upari Bavati || 6
   * rase'pi tādṛśī vaṅgajā || 7	* rase-api tAdRSI vaFga-jAH || 7
   * nāgajā ca kapālikā upari bhavati || 8	* nAga-jA ca kapAlikA upari Bavati || 8
   * śyāmā ṣaṣṭo doṣaḥ pañcavarṇo bhavati kālikā ca pañcamo doṣaḥ kṛṣṇavarṇa	* SyAmA zazwaH dozaH paQca-varNaH Bavati kAlikA ca paQcamaH dozaH kRzNa-varNa
   iti || 9	iti || 9
   * atha rasasya pañca doṣān āha || 10]	* aTa rasasya paQca dozAn Aha || 10]
   maladoṣo bhavedeko $ dvitīyo vahnisambhavaḥ &	mala-dozaH Bavet-ekaH $ dvitIyaH vahni-samBavaH &
   viṣadoṣastṛtīyastu % caturtho darpasaṃjñakaḥ // Rsdhy_17 //	viza-dozaH-tRtIyaH-tu % caturTaH darpa-saMjQakaH // RsDi-_17 //
   unmattaḥ pañcamo doṣo $ doṣāḥ pañca sadā rase &	unmattaH paQcamaH dozaH $ dozAH paQca sadA rase &
   * sārdhaślaukaḥ spaṣṭaḥ || 1	* sArDaSlOkaH spazwaH || 1
   * atra ca jalamadhye mṛttikāpāṣāṇajalāntarasaṃyogāt tathā dugdhopari	* atra ca jala-maDye mRttikA-pAzANa-jala-antara-saMyogAt taTA dugDa-upari
   tarāvac ca ye dṛśyante te kañcukā ucyante || 2	tarA-vat ca ye dRSyante te kaQcukAH ucyante || 2
   * ye punaḥ kodraveṣu madavadbhavanti te doṣā iti viśeṣaḥ || 3	* ye punar kodravezu mada-vat-Bavanti te dozAH iti viSezaH || 3
   * athaiteṣāṃ doṣāṇāṃ pratyekaṃ vikārānāha || 4]	* aTa-etezAm dozANAm pratyekam vikArAn-Aha || 4]
   mṛṇmayāt kañcukāt kuṣṭhaṃ % jāyate ca śarīriṇām // Rsdhy_18 //	mRNmayAt kaQcukAt kuzWam % jAyate ca SarIriNAm // RsDi-_18 //
   pāṣāṇāj jāyate jāḍyaṃ $ vātastomaś ca vārijāt &	pAzANAt jAyate jAxyam $ vAta-stomaH ca vArijAt &
   kuryātāṃ cilharī dehe % vaṅganāgakapālike // Rsdhy_19 //	kuryAtAm cilharI dehe % vaFga-nAga-kapAlike // RsDi-_19 //
   gajacarmāṇi dadrūṇi $ kurute kālikā sadā &	gaja-carmANi dadrUNi $ kurute kAlikA sadA &
   pāṇḍurogaṃ tathā mohaṃ % dubhitāni ca kāmalām // Rsdhy_20 //	pANxu-rogam taTA moham % duBitAni ca kAmalAm // RsDi-_20 //
   jāyate śvetakuṣṭhaṃ ca $ śyāmākañcukasambhavam &	jAyate SvetakuzWam ca $ SyAmA-kaQcuka-samBavam &
   hanti tejaḥ śarīrasya % malaḥ pāradasambhavaḥ // Rsdhy_21 //	hanti tejaH SarIrasya % malaH pArada-samBavaH // RsDi-_21 //
   sattvaghātaṃ karotyagnir $ viṣaṃ ghūrmaṃ karoti ca &	sattva-GAtam karoti-agniH $ vizam GUrmam karoti ca &
   darpādaṅgaṃ sphuṭatyevon(?) % mattādunmattatā bhavet // Rsdhy_22 //	darpAt-aFgam sPuwati-eva-un(?) % mattAt-unmatta-tA Bavet // RsDi-_22 //
   yuktaṃ dvādaśabhir doṣair $ yastu dadyāttu pāradam &	yuktam dvAdaSaBiH dozEH $ yaH-tu dadyAt-tu pAradam &
   brahmahatyādikā hatyā % bhaveyus tasya sarvadā // Rsdhy_23 //	brahmahatyA-AdikAH hatyA % BaveyuH tasya sarvadA // RsDi-_23 //
   muktaṃ dvādaśabhirdoṣair $ dadyādyaḥ pāradeśvaram &	muktam dvAdaSaBiH-dozEH $ dadyAt-yaH pAradeSvaram &
   mahīyān iha loke syāt % paratra svargabhāg bhavet // Rsdhy_24 //	mahIyAn iha loke syAt % paratra svarga-BAj Bavet // RsDi-_24 //
   doṣairdvādaśabhirmukto $ dehaṃ nīrogayed rasaḥ &	dozEH-dvAdaSaBiH-muktaH $ deham nIrogayet rasaH &
   saṃskārair dvīpasaṃkhyaiś ca % saṃskṛto dehalohakṛt // Rsdhy_25 //	saMskArEH dvIpa-saMKyEH ca % saMskRtaH deha-loha-kRt // RsDi-_25 //
   * aṣṭāpi ślokāḥ spaṣṭā eva kevalaṃ cilharī kuṣṭhabheda eva || 1	* azwa-api SlokAH spazwAH eva kevalam cilharI kuzWa-BedaH eva || 1
   * iti sūtadoṣaguṇākhyānaṃ samāptam || 2]	* iti sUta-doza-guNa-AKyAnam samAptam || 2]
   sūte'ṣṭādaśasaṃskārās $ tatrādyaḥ pāṭasāraṇaḥ &	sUte-azwAdaSa-saMskArAH $ tatra-AdyaH pAwa-sAraNaH &
   dvitīyo mardano nāma % tṛtīyaḥ śodhano mataḥ // Rsdhy_26 //	dvitIyaH mardanaH nAma % tRtIyaH SoDanaH mataH // RsDi-_26 //
   mūrchanotthāpanas turyaḥ $ pañcamo rasapātanaḥ &	mUrCana-utTApanaH turyaH $ paQcamaH rasa-pAtanaH &
   rasasyotthāpanaṃ ṣaṣṭhaḥ % saptamaḥ svedano bhavet // Rsdhy_27 //	rasasya-utTApanam zazWaH % saptamaH svedanaH Bavet // RsDi-_27 //
   niyāmako 'ṣṭamaḥ prokto $ navamastu nirodhakaḥ &	niyAmakaH azwamaH proktaH $ navamaH-tu niroDakaH &
   daśamo mukhakārī syāt % rudrasaṃkhyo hi jāraṇaḥ // Rsdhy_28 //	daSamaH muKa-kArI syAt % rudra-saMKyaH hi jAraNaH // RsDi-_28 //
   sūryāṅko bandhakṛt prokto $ yakṣasaṃsthas tu sāraṇaḥ &	sUrya-aFkaH banDa-kRt proktaH $ yakza-saMsTaH tu sAraNaH &
   māraṇo manusaṃkhyaḥ syāt % tithyaṅkaḥ pratisāraṇaḥ // Rsdhy_29 //	mAraNaH manu-saMKyaH syAt % tiTi-aFkaH pratisAraNaH // RsDi-_29 //
   krāmaṇaḥ ṣoḍaśāṅkaḥ syād $ vedhaḥ saptadaśīkakaḥ &	krAmaNaH zoxaSa-aFkaH syAt $ veDaH saptadaSIkakaH &
   aṣṭādaśaśca saṃskāras % tajjñair udghāṭano mataḥ // Rsdhy_30 //	azwAdaSaH-ca saMskAraH % tad-jQEH udGAwanaH mataH // RsDi-_30 //
   * ślokapañcakaṃ spaṣṭam || 1	* Sloka-paQcakam spazwam || 1
   * ete sūtasyāṣṭādaśa saṃskārāḥ || 2	* ete sUtasya-azwAdaSa saMskArAH || 2
   * atha krameṇa saṃskārān vyākhyāpayann āha || 3]	* aTa krameNa saMskArAn vyAKyApayan Aha || 3]
   vāsasā gālite sūte $ saṃskāraḥ pāṭasāraṇaḥ &	vAsasA gAlite sUte $ saMskAraH pAwa-sAraNaH &
   vaṅganāgādikāḥ sarvā % vastre tiṣṭhanti vikriyāḥ // Rsdhy_31 //	vaFga-nAga-AdikAH sarvAH % vastre tizWanti vikriyAH // RsDi-_31 //
   * prathamaṃ sūtaḥ ślakṣṇavastreṇa gālanīyo yathā vaṅganāgajāḥ	* praTamam sUtaH SlakzNa-vastreNa gAlanIyaH yaTA vaFga-nAga-jAH
   pūrvoktavikārāḥ sarve vastre lagitvā tiṣṭhanti || 1	pUrva-ukta-vikArAH sarve vastre lagitvA tizWanti || 1
   * iti prathamaḥ saṃskāraḥ pāṭasāraṇaḥ || 2]	* iti praTamaH saMskAraH pAwa-sAraNaH || 2]
   kārṣṇyaṃ tyājayituṃ sūtād $ vidheyo loṣṭajīkakaḥ &	kArzNyam tyAjayitum sUtAt $ viDeyaH lozwajIkakaH &
   tatpalaikaṃ ca sūtasya % catuḥṣaṣṭipalāni ca // Rsdhy_32 //	tad-pala-ekam ca sUtasya % catuHzazwi-palAni ca // RsDi-_32 //
   khalve prakṣipya saṃmelya $ mardayed yāmamātrataḥ &	Kalve prakzipya saMmelya $ mardayet yAma-mAtrataH &
   mardito nirmalībhūtaḥ % kṛṣṇatvaṃ tyajati dhruvam // Rsdhy_33 //	marditaH nirmalIBUtaH % kRzNa-tvam tyajati Druvam // RsDi-_33 //
   * ekaṃ palaṃ suniṣpannaśvetaloṣṭajīkakasya catuḥṣaṣṭipalāni ca	* ekam palam su-nizpanna-Sveta-lozwa-jIkakasya catuHzazwi-palAni ca
   pāradasyobhayaṃ saṃmelya khalve kṣiptvā praharamekaṃ mardayet || 1	pAradasya-uBayam saMmelya Kalve kziptvA praharam-ekam mardayet || 1
   * yathā kālikāṃ tyaktvā nirmalībhavati pāradaḥ iti mardanasaṃskāro	* yaTA kAlikAm tyaktvA nirmalIBavati pAradaH iti mardana-saMskAraH-
   dvitīyaḥ || 2]	dvitIyaH || 2]
   vajrīkṣīreṇa sampiṣṭāt $ saptāhaṃ yāti bhūmijaḥ &	vajrI-kzIreNa sampizwAt $ sapta-aham yAti BUmi-jaH &
   saptāhaṃ cārkadugdhena % piṣṭād yātyaśmakañcukaḥ // Rsdhy_34 //	sapta-aham ca-arka-dugDena % pizwAt yAti-aSma-kaQcukaH // RsDi-_34 //
   * snuhīdugdhena khalve rasaḥ kṣiptvā sapta dināni mṛdyate || 1	* snuhI-dugDena Kalve rasaH kziptvA sapta dinAni mRdyate || 1
   * tato bhūmijaḥ kañcuko yāti || 2	* tatas BUmijaH kaQcukaH yAti || 2
   * evaṃ sapta dināni arkadugdhena mardite pāṣāṇakañcuko yāti || 3]	* evam sapta dinAni arka-dugDena mardite pAzANa-kaQcukaH yAti || 3]
   parpaṭān brahmavṛkṣasya $ jalaklinnāṃś ca vartayet &	parpawAn brahmavRkzasya $ jala-klinnAn ca vartayet &
   tadrasena ca saptāhaṃ % piṣṭād yātyambukañcukaḥ // Rsdhy_35 //	tad-rasena ca sapta-aham % pizwAt yAti-ambu-kaQcukaH // RsDi-_35 //
   * palāśasya parpaṭān jalena kledayitvā tato vartayitvā vastreṇa niścotya	* palASasya parpawAn jalena kledayitvA tatas vartayitvA vastreNa niScotya
   raso grāhyaḥ || 1	rasaH grAhyaH || 1
   * tena rasena sapta dināni raso mṛdyate || 2	* tena rasena sapta dinAni rasaH mRdyate || 2
   * yathā jalajakañcuko yāti || 3]	* yaTA jalaja-kaQcukaH yAti || 3]
   citrakakvāthasampiṣṭāt $ kāpālī yāti vaṅgajā &	citraka-kvATa-sampizwAt $ kApAlI yAti vaFga-jAH &
   vajrakandarasenaiva % piṣṭād vaṅgajakālikā // Rsdhy_36 //	vajrakanda-rasena-eva % pizwAt vaFga-ja-kAlikAH // RsDi-_36 //
   kaṭutumbīpayaḥpiṣṭāt $ śyāmā naśyati nāgajā &	kawutumbI-payaH-pizwAt $ SyAmA naSyati nAga-jAH &
   bīyājalena sampiṣṭāt % kapālī nāgasambhavā // Rsdhy_37 //	bIyA-jalena sampizwAt % kapAlI nAga-samBavAH // RsDi-_37 //
   saptasaptadinaiḥ piṣṭāt $ sūtān naśyanti kañcukāḥ &	sapta-sapta-dinEH pizwAt $ sUtAn naSyanti kaQcukAH &
   * sārdhaślokadvayaṃ spaṣṭam || 1	* sArDa-Sloka-dvayam spazwam || 1
   * kevalaṃ vajraḥ snuhikandaś ca śūraṇas tayorasena || 2	* kevalam vajraH snuhi-kandaH ca SUraNaH tayorasena || 2
   * atha vā vajrākhyaḥ kandaḥ parvatabhūmau bhavati || 3	* aTa vA vajra-AKyaH kandaH parvata-BUmO Bavati || 3
   * sarve'pi kañcukā yathoktarasena saptadināni sūtamardanena naśyantīti ||	* sarve-api kaQcukAH yaTA-ukta-rasena sapta-dinAni sUta-mardanena naSyanti-iti ||
   triphalākvāthasampiṣṭād % vrajatyevaṃ kṣayaṃ malaḥ // Rsdhy_38 //	triPalA-kvATa-sampizwAt % vrajati-evam kzayam malaH // RsDi-_38 //
   citrakakvāthasampiṣṭād $ agnidoṣaḥ praṇaśyati &	citraka-kvATa-sampizwAt $ agni-dozaH praNaSyati &
   aśvagandhārasenaivaṃ % viṣadoṣaḥ praśāmyati // Rsdhy_39 //	aSvaganDA-rasena-evam % viza-dozaH praSAmyati // RsDi-_39 //
   nāhyārasena sampiṣṭād $ darpadoṣo vinaśyati &	nAhyA-rasena sampizwAt $ darpa-dozaH vinaSyati &
   piṣṭāt kudhyarasenaivam % unmatto 'pi vilīyate // Rsdhy_40 //	pizwAt kuDya-rasena-evam % unmattaH api vilIyate // RsDi-_40 //
   saptasaptadinaiḥ piṣṭād $ doṣā naśyanti pañca vai &	sapta-sapta-dinEH pizwAt $ dozAH naSyanti paQca vE &
   itthaṃ dvādaśabhir doṣair % muktaḥ śuddho bhaved rasaḥ // Rsdhy_41 //	itTam dvAdaSaBiH dozEH % muktaH SudDaH Bavet rasaH // RsDi-_41 //
   * [sārdhāstrayaḥ ślokāḥ spaṣṭāḥ || 1	* [sArDAH-trayaH SlokAH spazwAH || 1
   * kevalam aśvagandhā āsaṃdhiḥ || 2]	* kevalam aSvaganDA AsaMDiH || 2]
   auṣadhasyauṣadhasyānte $ kṣālayet kāñjikena ca &	OzaDasya-OzaDasya-ante $ kzAlayet kAQjikena ca &
   kartavyā sūtasaṃśuddhir % ekādaśabhirauṣadhaiḥ // Rsdhy_42 //	kartavyA sUta-saMSudDiH % ekAdaSaBiH-OzaDEH // RsDi-_42 //
   * atra cāyamāmnāyaḥ || 1	* atra ca-ayam-AmnAyaH || 1
   * khalve rasopari yathoktauṣadharasaḥ kṣipyate || 2	* Kalve rasa-upari yaTA-ukta-OzaDa-rasaH kzipyate || 2
   * yathā yathā sūto bruḍati tathā tathā mardanīyaḥ || 3	* yaTA yaTA sUtaH bruxati taTA taTA mardanIyaH || 3
   * śanaiḥ śanair yadi cāgretanauṣadharasaḥ śuṣyati tadā punaḥ kṣepaṇīyaḥ ||	* SanEs SanEs yadi ca-agretana-OzaDa-rasaH Suzyati tadA punar kzepaNIyaH ||
   * evaṃ saptadināni yadi marditaḥ pārado bhavati tadā kāñjikena kharalo	* evam sapta-dinAni yadi marditaH pAradaH Bavati tadA kAQjikena Karalo
   bhriyate punaḥ śanairmṛdyate tato vastravartayaḥ kṣiptvā tathā mucyante	Briyate punar SanEs-mRdyate tatas vastra-vartayaH kziptvA taTA mucyante
   tathā vartiprāntāḥ bhūmau laganti || 5	taTA varti-prAntAH BUmO laganti || 5
   * taiśca kāñjikaṃ galitvā yāti || 6	* tEH-ca kAQjikam galitvA yAti || 6
   * evaṃ sūtaḥ sarvair apyauṣadhaiḥ saptadināni piṣṭvā paścāt kāñjikena	* evam sUtaH sarvEH api-OzaDEH sapta-dinAni pizwvA paScAt kAQjikena
   kṣālyaḥ || 7	kzAlyaH || 7
   * auṣadhāni caikādaśāmūni || 8	* OzaDAni ca-ekAdaSa-amUni || 8
   * vajrakṣīram || 9	* vajra-kzIram || 9
