   PADA MARKERS	PADAH MARKERS
   tṛṇakhaṇḍāṇiva prāṇān % tvatsavidhe tyajāmyaham // NCit_1.24 //	tRNa-KaNxANiva prANAn % tvad-saviDe tyajAmi-aham // NCit-_1.24 //
   bhāṣite tu dvijenaivaṃ $ buddhimān puraṣottamaḥ &	BAzite tu dvijena-evam $ budDimAn puraza-uttamaH &
   ākarṣaṇe sutaṃ tasya % matiṃ cakre nṛpālakaḥ // NCit_1.25 //	AkarzaNe sutam tasya % matim cakre nRpAlakaH // NCit-_1.25 //
   sāntvitastu nṛvākyena $ "āgaccha mama dāsa hi" &	sAntvitaH-tu nR-vAkyena $ "AgacCa mama dAsa hi" &
   sūryavarcodharaṃ yamam % uditaṃ tatra dṛṣṭavān // NCit_1.26 //	sUrya-varcaH-Daram yamam % uditam tatra dRzwavAn // NCit-_1.26 //
   dharmarājaṃ jagadbandyaṃ $ praṇamya bhayajinnṛpaḥ &	DarmarAjam jagat-bandyam $ praNamya Baya-jit-nRpaH &
   brāhmaṇasya hitārthāya % sādaraṃ vākyamabravīt // NCit_1.27 //	brAhmaNasya hita-arTAya % sa-Adaram vAkyam-abravIt // NCit-_1.27 //
   pratyupakṛddvijātestu $ prāṇebhyo 'pi sutaḥ priyaḥ &	pratyupakRt-dvijAteH-tu $ prANeByaH api sutaH priyaH &
   cākāle 'pahṛto yo 'sau % tava dūtena durdhiyā // NCit_1.28 //	ca-akAle apahRtaH yaH asO % tava dUtena durDiyA // NCit-_1.28 //
   prabho tribhuvanasyāpi $ dīyatāṃ tanayaḥ priyaḥ &	praBo triBuvanasya-api $ dIyatAm tanayaH priyaH &
   viśvakarman dvijanmane % asmai prītyā ca dhīmate // NCit_1.29 //	viSvakarman dvijanmane % asmE prItyA ca DImate // NCit-_1.29 //
   śrutvā pretādhipo vākyaṃ $ pūjanīyaṃ hasan nṛpam &	SrutvA preta-aDipaH vAkyam $ pUjanIyam hasan nRpam &
   dadau pratyuttaraṃ mṛdu % tejasā pūritaṃ vacaḥ // NCit_1.30 //	dadO pratyuttaram mRdu % tejasA pUritam vacaH // NCit-_1.30 //
   svakīyakarmavaśād jīvāḥ $ sarve madvaśagā dhruvam &	svakIya-karma-vaSAt jIvAH $ sarve mad-vaSa-gAH Druvam &
   kasyāpyākarṣaṇe tyāge % svecchāśaktiḥ kuto mama // NCit_1.31 //	kasya-api-AkarzaNe tyAge % sva-icCA-SaktiH kutas mama // NCit-_1.31 //
   sukhaṃ vā yadi vā duḥkhaṃ $ sarvaṃ karmavaśaṃ sadā &	suKam vA yadi vA duHKam $ sarvam karma-vaSam sadA &
   tasmāt rājan vijānīyān % mayā naiva pragṛhyate // NCit_1.32 //	tasmAt rAjan vijAnIyAn % mayA na-eva pragRhyate // NCit-_1.32 //
   madgṛhaṃ pratipadyātha $ śarīrī na nivartate &	mad-gRham pratipadya-aTa $ SarIrI na nivartate &
   kālena mahatākṛṣṭo % dvijaputro balīyasā // NCit_1.33 //	kAlena mahatA-AkRzwaH % dvija-putraH balIyasA // NCit-_1.33 //
   kuśalaṃ cākuśalaṃ vā $ sarvamihānubhūyate &	kuSalam ca-akuSalam vA $ sarvam-iha-anuBUyate &
   karmānusāriṇī bhūmir % vijñeyā ca sadā nṛṇām // NCit_1.34 //	karma-anusAriNI BUmiH % vijQeyA ca sadA nRNAm // NCit-_1.34 //
   evamuktaḥ punarbhūpaḥ $ prāha vaivasvataṃ yamam &	evam-uktaH punar-BUpaH $ prAha vEvasvatam yamam &
   matprārthanāvaśād deva % dehyasmai putramuttamam // NCit_1.35 //	mad-prArTanA-vaSAt deva % dehi-asmE putram-uttamam // NCit-_1.35 //
   na śakyate na śakyate $ yama āha punaḥ punaḥ &	na Sakyate na Sakyate $ yamaH Aha punar punar &
   dehi dehi sutaṃ deva % rājñāpi prārthitaḥ punaḥ // NCit_1.36 //	dehi dehi sutam deva % rAjQA-api prArTitaH punar // NCit-_1.36 //
   āgrahasyātiśayyaṃ ca $ tayoritthaṃ babhūva ha &	Agrahasya-atiSayyam ca $ tayoH-itTam baBUva ha &
   vyākulau tī mahāyuddhe % tadā liptau babhūvatuḥ // NCit_1.37 //	vyAkulO tI mahA-yudDe % tadA liptO baBUvatuH // NCit-_1.37 //
   tiṣṭha tiṣṭheti ta rājā $ bahuśaḥ prāha vīrahā &	tizWa tizWA-iti te rAjA $ bahuSas prAha vIra-hA &
   sthito 'smīti raṇe rājan % tamavocad nṛpaṃ yamaḥ // NCit_1.38 //	sTitaH asmi-iti raNe rAjan % tam-avocat nRpam yamaH // NCit-_1.38 //
   asaṃkhyānāṃ ca vāṇānāṃ $ tīkṣṇānāṃ parivarṣaṇam &	asaMKyAnAm ca vANAnAm $ tIkzNAnAm parivarzaNam &
   akarod bhayajid rājā % yamasyopari sarvataḥ // NCit_1.39 //	akarot Baya-jit rAjA % yamasya-upari sarvatas // NCit-_1.39 //
   śrutaghnaṃ sarvato divyaṃ $ meghato vārivarṣavat &	Sruta-Gnam sarvatas divyam $ meGataH vAri-varza-vat &
   apratirodharupaṃ tad % astraṃ vavarṣa dharmarāṭ // NCit_1.40 //	apratiroDarupam tat % astram vavarza DarmarAj // NCit-_1.40 //
   tena rājā mahākruddho $ mahāprabhāvaśālibhiḥ &	tena rAjA mahA-krudDaH $ mahA-praBAva-SAliBiH &
   yamadūtāṃścadevāstraiḥ % prapīḍya mumude bhṛśam // NCit_1.41 //	yama-dUtAn=-ca-deva-astrEH % prapIxya mumude BRSam // NCit-_1.41 //
   śūlāsiprāsamudgarā $ yamadūtavinirgatāḥ &	SUla-asi-prAsa-mudgarAH $ yama-dUta-vinirgatAH &
   bhūpena sarvathā naṣṭā % bhayapravartakā ime // NCit_1.42 //	BUpena sarvaTA nazwA % Baya-pravartakAH ime // NCit-_1.42 //
   preto dāruṇarupī ca $ pratidiśamadhāvata &	pretaH dAruNarupI ca $ pratidiSam-aDAvata &
   naṣṭaḥ senāpatiścaiva % āgamadāhavād drutam // NCit_1.43 //	nazwaH senApatiH-ca-eva % Agama-dAhavAt drutam // NCit-_1.43 //
   tataḥ pretādhipo devo $ dṛṣṭvā taṃ tu parājitam &	tatas preta-aDipaH devaH $ dRzwvA tam tu parAjitam &
   yathājñākāriṇaṃ daṇḍaṃ % jagrāha pratihiṃsayā // NCit_1.44 //	yaTA-AjQA-kAriNam daNxam % jagrAha pratihiMsayA // NCit-_1.44 //
   kālāgnisadṛśaṃ dṛṣṭvā $ utkṣiptaṃ pṛthivīpatiḥ &	kAlAgni-sadRSam dRzwvA $ utkziptam pRTivIpatiH &
   brahmaśiro 'ṅkita cāstram % ātmahaste gṛhītavān // NCit_1.45 //	brahmaSiraH aFkita ca-astram % Atma-haste gRhItavAn // NCit-_1.45 //
   sarve bhūtā bhayatrastā $ mahābhūto 'pi sarvataḥ &	sarve BUtAH Baya-trastA $ mahABUtaH api sarvatas &
   babhūvurāturā sarve % tena durlakṣaṇena vai // NCit_1.46 //	baBUvuH-AturA sarve % tena durlakzaNena vE // NCit-_1.46 //
   duḥkhitāṃ sakalāṃ pṛthvīṃ $ dṛsṭvā brahmā tathā suraiḥ &	duHKitAm sakalAm pRTvIm $ dRswvA brahmA taTA surEH &
   ājagāma svayaṃ tatra % tasmin deśe raṇākule // NCit_1.47 //	AjagAma svayam tatra % tasmin deSe raNa-Akule // NCit-_1.47 //
   brahmāṇaṃ svāgata dṛṣṭvā $ bhayajinnṛpasattamaḥ &	brahmANam svAgata dRzwvA $ Baya-jit-nRpa-sattamaH &
   sāñjaliḥ pūjayitvā taṃ % prāha yathāyathaṃ vacaḥ // NCit_1.48 //	sa-aQjaliH pUjayitvA tam % prAha yaTAyaTam vacaH // NCit-_1.48 //
   yamo 'pi praṇipatyātha $ sarvāmakathayat kathām &	yamaH api praNipatya-aTa $ sarvAm-akaTayat kaTAm &
   vaiklavyakāraṇani ca % śrutvā śeṣāṇi sṛṣṭikṛt \	vEklavya-kAraNani ca % SrutvA SezANi sRzwi-kRt \
   pratyāvṛtya raṇād devaḥ # kathayāmāsa tau tadā // NCit_1.49 //	pratyAvRtya raNAt devaH # kaTayAmAsa tO tadA // NCit-_1.49 //
   na doṣo bhavatāṃ nātha $ mṛtyupatermahātmanaḥ &	na dozaH BavatAm nATa $ mRtyupateH-mahAtmanaH &
   satyanarādhipasyaiva % kālasya na tu karmaṇaḥ // NCit_1.50 //	satya-nara-aDipasya-eva % kAlasya na tu karmaNaH // NCit-_1.50 //
   purā śubhāśubhaṃ karma $ tathā ca śiśunā kṛtam &	purA SuBa-aSuBam karma $ taTA ca SiSunA kRtam &
   labdhañca maraṇaṃ śīghra % janma prāpya ca mānuṣam // NCit_1.51 //	labDaQca maraNam SIGra % janma prApya ca mAnuzam // NCit-_1.51 //
   sāphalyameti te śramo $ brāhmaṇasyāsya pūjanāt &	sAPalyam-eti te SramaH $ brAhmaNasya-asya pUjanAt &
   tasminnupāyavidyeyaṃ % matprasādāt prapūjyatām // NCit_1.52 //	tasmin=-upAya-vidyA-iyam % mad-prasAdAt prapUjyatAm // NCit-_1.52 //
   varṇādīnāṃ samāyogaiḥ $ etaddvijasutākṛtim &	varNa-AdInAm samAyogEH $ etat-dvija-suta-AkRtim &
   rupamālikha bho rājan % sarvalokahitāya vaṃ // NCit_1.53 //	rupam-AliKa Bo rAjan % sarva-loka-hitAya vam // NCit-_1.53 //
   āvirbhūtena brahmaṇā $ itthamukte suvuddhimān &	AvirBUtena brahmaNA $ itTam-ukte su-vudDimAn &
   jīvayituṃ lilekha taṃ % dvijaputraṃ mahopatiḥ \	jIvayitum lileKa tam % dvija-putram mahopatiH \
   brahmā taccitramādāya # yojayāmāsa jīvitam // NCit_1.54 //	brahmA tat-citram-AdAya # yojayAmAsa jIvitam // NCit-_1.54 //
   vikacotpalacakṣuṣmān $ sukumāraśarīradhṛk &	vikaca-utpala-cakzuzmAn $ sukumAra-SarIra-DRk &
   cakṣurunmīlya sānandaṃ % punarjīvanamāpede // NCit_1.55 //	cakzuH-unmIlya sa-Anandam % punar-jIvanam-Apede // NCit-_1.55 //
   jīvitaṃ putramāsādya $ hṛṣṭo brāhmaṇasattamaḥ &	jIvitam putram-AsAdya $ hRzwaH brAhmaNa-sattamaH &
   bramhāṇamabhivandyātha % svīyaputraṃ gṛhitavān // NCit_1.56 //	bramhANam-aBivandya-aTa % svIya-putram gRhitavAn // NCit-_1.56 //
   brahmābravīt tato bhūpaṃ $ brāhmaṇaprītaye ime &	brahmA-abravIt tatas BUpam $ brAhmaNa-prItaye ime &
   yamadutā jitāḥ śaktyā % sādhu sādhu kṛtaṃ tvayā // NCit_1.57 //	yama-dutAH jitAH SaktyA % sADu sADu kRtam tvayA // NCit-_1.57 //
   brahmāṇā kathite tvevaṃ $ sa rājā harṣamāptavām &	brahmANA kaTite tu-evam $ sa rAjA harzam-AptavAm &
   sarvadamanakārī tu % daurmanasyaṃ yamo gataḥ // NCit_1.58 //	sarva-damana-kArI tu % dOrmanasyam yamaH gataH // NCit-_1.58 //
   aprasannaṃ yamaṃ dṛṣṭvā $ vacobhirmadhurairbhṛśam &	aprasannam yamam dRzwvA $ vacoBiH-maDurEH-BRSam &
   brahmā svayaṃ samāśvāsya % bhūpatiṃ prāha sattamaḥ // NCit_1.59 //	brahmA svayam samASvAsya % BUpatim prAha sattamaH // NCit-_1.59 //
   dharmanītiḥ suvijñāya $ na nindet kāmapi prajām &	DarmanItiH su-vijQAya $ na nindet kAm-api prajAm &
   sadānandapradobhavyastv % abhimānaṃ ca varjayet // NCit_1.60 //	sadAnanda-pradoBavyaH-tu % aBimAnam ca varjayet // NCit-_1.60 //
   yatra sevā satāṃ nāsti $ tatra nindā bhaved dhruvam &	yatra sevA satAm na-asti $ tatra nindA Bavet Druvam &
   nālpamapi sukhaṃ kiñcid % āpnoti nindukaḥ sadā // NCit_1.61 //	na-alpam-api suKam kiQcid % Apnoti nindukaH sadA // NCit-_1.61 //
   dveṣiṇo 'pi budhāḥ svargād $ bhavanti vicyutāstahā &	dveziNaH api buDAH svargAt $ Bavanti vicyutAH-tahA &
   ahaṅkānarayuta bhūtaṃ % tyajanti sarvamānavāḥ // NCit_1.62 //	ahaFkAnara-yuta BUtam % tyajanti sarva-mAnavAH // NCit-_1.62 //
   nirahaṅkāriṇā tasmāt $ bhavitavyaṃ sadā khalu &	nirahaFkAriNA tasmAt $ Bavitavyam sadA Kalu &
   jātyā balena dānena % naipuṇyena ca vidyayā // NCit_1.63 //	jAtyA balena dAnena % nEpuNyena ca vidyayA // NCit-_1.63 //
   devatānāñca viprāṇāṃ $ viśeṣaṇa samādaraḥ &	devatA-anAQca viprANAm $ viSezaNa samAdaraH &
   prakartavyo na kartavyo % nindopāyaḥ kathañcana // NCit_1.64 //	prakartavyaH na kartavyaH % nindA-upAyaH kaTaQcana // NCit-_1.64 //
   avirodhena satkāraḥ $ karaṇīyaḥ sadā nṛpaiḥ &	aviroDena satkAraH $ karaNIyaH sadA nRpEH &
   kṣamāvalambanīyā syāt % nindā tyājyā tathaiva ca \	kzamA-avalambanIyA syAt % nindA tyAjyA taTA-eva ca \
   sarvajño nirahaṃkaro # guṇine na dviṣennṛpaḥ // NCit_1.65 //	sarvajQaH nirahaMkaraH # guNine na dvizet-nRpaH // NCit-_1.65 //
   puruṣaṃ vacanaṃ tyājyam $ āghātaṃ visṛjet sadā &	puruzam vacanam tyAjyam $ AGAtam visRjet sadA &
   pratyakṣaṃ prāpyate yattu % sārthakyaṃ tasya cintayet // NCit_1.66 //	pratyakzam prApyate yat-tu % sArTakyam tasya cintayet // NCit-_1.66 //
   devavipravirodhināṃ $ kutrāpi na sukhaṃ bhavet &	deva-vipra-viroDinAm $ kutra-api na suKam Bavet &
   vidhiyaṃ naiva kāryaṃ hi % yamasyāpi tato nṛpa // NCit_1.67 //	viDiyam na-eva kAryam hi % yamasya-api tatas nRpa // NCit-_1.67 //
   brahmaṇetthaṃ sa bhūpālo hy $ upadiṣṭo dvijapriyaḥ &	brahmaNA-itTam sa BUpAlaH hi $ upadizwaH dvija-priyaH &
   namaskṛtya yamasvārthe % kṛtavān supriyaṃ tathā // NCit_1.68 //	namaskRtya yama-sva-arTe % kRtavAn supriyam taTA // NCit-_1.68 //
   yamo 'pi prītimāpanno $ brahmā prasannatāṃ gataḥ &	yamaH api prItim-ApannaH $ brahmA prasanna-tAm gataH &
   aśokaṃ prītimāpede % jagadetañcarācaram // NCit_1.69 //	aSokam prItim-Apede % jagat-etaQcarAcaram // NCit-_1.69 //
   atha brahmā nṛpaṃ prāha $ nagnaṃ pretaṃ nivāraya &	aTa brahmA nRpam prAha $ nagnam pretam nivAraya &
   yamadāsaiḥ sadā viśvaṃ % na pātayed bhavān khalu // NCit_1.70 //	yama-dAsEH sadA viSvam % na pAtayet BavAn Kalu // NCit-_1.70 //
   balena tejasā cāpi $ tapasemaṃ guṇaṃ nṛpāḥ &	balena tejasA ca-api $ tapasA-imam guNam nRpAH &
   anukuryurna karttavyo % 'kuśala iha bhāvini // NCit_1.71 //	anukuryuH-na karttavyaH % akuSalaH iha BAvini // NCit-_1.71 //
   bhavān mahāyaśasvī ca $ karaṇīyo mayā kṣitau &	BavAn mahA-yaSasvI ca $ karaNIyaH mayA kzitO &
   nivartasva kumārgebhyas % tvaṃ sadā pṛthivīpate // NCit_1.72 //	nivartasva ku-mArgeByaH % tvam sadA pRTivIpate // NCit-_1.72 //
   pretaparyāyakaṃ nagnam $ ajaiṣīstvaṃ yato balāt &	preta-paryAyakam nagnam $ ajEzIH-tvam yatas balAt &
   mama prasādād rājendra % brāhmaṇānugrahāttathā \	mama prasAdAt rAja-indra % brAhmaNa-anugrahAt-taTA \
   prajāpatitulaḥ pṛthvāṃ # yaśasvī tvaṃ bhaviṣyasi // NCit_1.74 //	prajApati-tulaH pRTvAm # yaSasvI tvam Bavizyasi // NCit-_1.74 //
   vedajño vrataniṣṭhaśca $ tapasā śuddhamānasaḥ &	veda-jQaH vrata-nizWaH-ca $ tapasA SudDa-mAnasaH &
   prajāḥ pālaya niṣpāpaḥ % anumatistathā mama // NCit_1.75 //	prajAH pAlaya nizpApaH % anumatiH-taTA mama // NCit-_1.75 //
   asya brāhmaṇaputrasya $ citrasya lekhanena ca &	asya brAhmaNa-putrasya $ citrasya leKanena ca &
   tādṛśeṇa kṣitāvādi- % citrāviṣkārako bhava // NCit_1.76 //	tAdRSeNa kzitO=-Adi % citra-AvizkArakaH Bava // NCit-_1.76 //
   lokānāṃ hitasādhanāt $ pūjanīyo bhaviṣyasi &	lokAnAm hita-sADanAt $ pUjanIyaH Bavizyasi &
   adya prabhṛti taccitra % jagadvandyaṃ bhavet sadā // NCit_1.77 //	adya praBRti tat-citra % jagat-vandyam Bavet sadA // NCit-_1.77 //
   pāpaghnaṃ ca manohāri $ protisukhapradaṃ nṛṇām &	pApa-Gnam ca manohAri $ proti-suKa-pradam nRNAm &
   maṅgalaśropradāyakaṃ % rakṣoghnaṃ śatrunāśanam // NCit_1.78 //	maFgala-SropradAyakam % rakzaH-Gnam Satru-nASanam // NCit-_1.78 //
   tavādau lekhakakhyātiḥ $ mameyaṃ vacanena ca &	tava-AdO leKaka-KyAtiH $ mama-iyam vacanena ca &
   citramiti prasiddhaṃ tat % sarvatraiva bhaviṣyati // NCit_1.79 //	citram-iti prasidDam tat % sarvatra-eva Bavizyati // NCit-_1.79 //
   brahmaṇetthaṃ vacasyukte $ yamo vipraśca nagnajit &	brahmaNA-itTam vacasi-ukte $ yamaH vipraH-ca nagnajit &
   sarve nemuśca bhaktyā taṃ % brahmāṇaṃ lokapālakam // NCit_1.80 //	sarve nemuH-ca BaktyA tam % brahmANam lokapAlakam // NCit-_1.80 //
   sarveṣāṃ maṅgalaṃ kṛtvā $ trilokeśaḥ prajāpatiḥ &	sarvezAm maFgalam kRtvA $ triloka-ISaH prajApatiH &
   sarvadevagaṇaiḥ sārdhaṃ % jagāma svagṛhaṃ mudā // NCit_1.81 //	sarva-deva-gaNEH sArDam % jagAma sva-gRham mudA // NCit-_1.81 //
   rājātha dharmarājaṃ taṃ $ pūjayitvā prayantataḥ &	rAjA-aTa DarmarAjam tam $ pUjayitvA prayantataH &
   svasthānamāgato dhīmān % prīṇayitvā yamaṃ tathā // NCit_1.82 //	sva-sTAnam-AgataH DImAn % prINayitvA yamam taTA // NCit-_1.82 //
   athāsau brāhmaṇastuṣṭaḥ $ prapayau nagaraṃ drutam &	aTa-asO brAhmaNaH-tuzwaH $ prapayO nagaram drutam &
   yasmād deśāt samāpannas % tatraiva praviveśa ca // NCit_1.83 //	yasmAt deSAt samApannaH % tatra-eva praviveSa ca // NCit-_1.83 //
   hṛṣṭo rājā samitraśca $ citrasaṃracanāya vai &	hRzwaH rAjA sa-mitraH-ca $ citra-saMracanAya vE &
   udyato 'bhūt sadaivāsau % saputre prasthite dvije // NCit_1.84 //	udyataH aBUt sadA-eva-asO % sa-putre prasTite dvije // NCit-_1.84 //
   sarvarūpānukūlaṃ tat $ mānaṃ vā kīdṛśaṃ bhavet &	sarva-rUpa-anukUlam tat $ mAnam vA kIdRSam Bavet &
   tat praṣṭuṃ sṛṣṭikattariṃ % brahmalokaṃ jagāma saḥ // NCit_1.85 //	tat prazwum sRzwikattarim % brahma-lokam jagAma saH // NCit-_1.85 //
   kṛpayā brūhi me brahman $ citrasaṃlekhanakramam &	kRpayA brUhi me brahman $ citra-saMleKana-kramam &
   citrasya lakṣaṇāni me % nānāvidhāni santi ca // NCit_1.86 //	citrasya lakzaNAni me % nAnAviDAni santi ca // NCit-_1.86 //
   parimāṇaṃ kimasya syāt $ vidhinā kīdṛśena vā &	parimANam kim-asya syAt $ viDinA kIdRSena vA &
   utpādanīyametaddhi % sāñjaliḥ pṛṣṭhavān nṛpaḥ // NCit_1.87 //	utpAdanIyam-etat-hi % sa-aQjaliH pRzWavAn nRpaH // NCit-_1.87 //
