   PADA MARKERS	PADAH MARKERS
   abhojyāś cāpratigrāhyā $ asaṃpaṅktyāvivāhikāḥ &	aBojyAH ca-apratigrAhyA $ asaMpaFktyAvivAhikAH &
   pūyante tu vrate cīrṇe % sarve te rikthabhāginaḥ // YS182v_2.9 //	pUyante tu vrate cIrNe % sarve te rikTa-BAginaH // YS182u-_2.9 //
   iti śrīyāmye dharmaśāstre dvitīyo 'dhyāyaḥ ||	iti SrIyAmye DarmaSAstre dvitIyaH aDyAyaH ||
   adhyāya 3	aDyAya 3
   ūnaikādaśavarṣasya $ pañcavarṣāt parasya ca &	Una-ekAdaSa-varzasya $ paQca-varzAt parasya ca &
   prāyaścittaṃ cared bhrāta % pitā vā 'nyo 'pi bāndhavaḥ // YS182v_3.1 //	prAyaScittam caret BrAte % pitA vA anyaH api bAnDavaH // YS182u-_3.1 //
   ato bālatarasyāpi $ nāparādho na pātakam &	atas bAlatarasya-api $ na-aparADaH na pAtakam &
   rājadaṇḍo na tasyāsti % prāyaścittaṃ na vidyate // YS182v_3.2 //	rAja-daNxaH na tasya-asti % prAyaScittam na vidyate // YS182u-_3.2 //
   aśītyadhikavarṣāṇi $ bālo vā 'py ūnaṣoḍaśaḥ &	aSIti-aDika-varzANi $ bAlaH vA api Una-zoxaSaH &
   prāyaścittārdham arhanti % striyo vyādhita eva ca // YS182v_3.3 //	prAyaScitta-arDam arhanti % striyaH vyADitaH eva ca // YS182u-_3.3 //
   pitṛvyabhrātṛbhāryāṃ ca $ bhaginīṃ mātur eva ca &	pitRvya-BrAtR-BAryAm ca $ BaginIm mAtuH eva ca &
   śvaśrūṃ pitṛṣvasāraṃ ca % taptakṛcchraṃ samācaret // YS182v_3.4 //	SvaSrUm pitRzvasAram ca % taptakRcCram samAcaret // YS182u-_3.4 //
   rājñīm ācāryaśiṣyāṃ vā $ upādhyāyasya yoṣitaḥ &	rAjQIm AcArya-SizyAm vA $ upADyAyasya yozitaH &
   etā gatvā striyo mohāt % ṣaṇmāsaṃ kṛcchram ācaret // YS182v_3.5 //	etAH gatvA striyaH mohAt % zaz-mAsam kRcCram Acaret // YS182u-_3.5 //
   dvau māsau bhakṣya bhojyaṃ ca $ dvau māsau yāvakena tu &	dvO mAsO Bakzya Bojyam ca $ dvO mAsO yAvakena tu &
   dvau māsau pañcagavyena % ṣaṇmāsaṃ kṛcchram ācaret // YS182v_3.6 //	dvO mAsO paQcagavyena % zaz-mAsam kRcCram Acaret // YS182u-_3.6 //
   mātaraṃ gurupatnīṃ ca $ svasāraṃ duhitāṃ tathā &	mAtaram guru-patnIm ca $ svasAram duhitAm taTA &
   gatvā tu praviśed agniṃ % nānyā śuddhir vidhīyate // YS182v_3.7 //	gatvA tu praviSet agnim % na-anyA SudDiH viDIyate // YS182u-_3.7 //
   astaṃ gate yadā sūrye $ cāṇḍālam ṛtumatstriyaḥ &	astam gate yadA sUrye $ cANxAlam Rtumat-striyaH &
   saṃspṛśet tu yadā kaścit % prāyaścittaṃ kathaṃ bhavet // YS182v_3.8 //	saMspRSet tu yadA kaScid % prAyaScittam kaTam Bavet // YS182u-_3.8 //
   jātarūpyaṃ suvarṇaṃ tu $ divā ''hṛtaṃ ca yaj jalaṃ &	jAtarUpyam suvarNam tu $ divA aahRtam ca yat jalam &
   tena snātvā ca pītvā ca % gām ālabhya viśudhyati // YS182v_3.9 //	tena snAtvA ca pItvA ca % gAm AlaBya viSuDyati // YS182u-_3.9 //
   dāsanāpitagopāla- $ kulamitrārdhasīriṇaḥ &	dAsa-nApita-gopAla $ kula-mitra-arDa-sIriNaH &
   ete śūdrās tu bhojyānnā % yaś cā ''tmānaṃ nivedayet // YS182v_3.10 //	ete SUdrAH tu Bojya-annAH % yaH cA aatmAnam nivedayet // YS182u-_3.10 //
   asac chūdreṣu annādyaṃ $ ye bhuñjanty abudhā dvijāḥ &	asat SUdrezu annAdyam $ ye BuQjanti abuDAH dvijAH &
   prāyaścittaṃ tathā prāptaṃ % carec cāndrāyaṇavratam // YS182v_3.11 //	prAyaScittam taTA prAptam % caret cAndrAyaNa-vratam // YS182u-_3.11 //
   yaḥ karoty ekarātreṇa $ vṛṣalīsevanaṃ dvijaḥ &	yaH karoti eka-rAtreNa $ vRzalI-sevanam dvijaH &
   tadbhakṣaṇe japen nityaṃ % tribhir varṣair vyapohati // YS182v_3.12 //	tad-BakzaNe japet nityam % triBiH varzEH vyapohati // YS182u-_3.12 //
   vṛṣalīṃ yas tu gṛhṇāti $ brāhmaṇo madamohitaḥ &	vRzalIm yaH tu gRhNAti $ brAhmaNaH mada-mohitaH &
   sadā sūtakitā tasya % brahmahatyā dine dine // YS182v_3.13 //	sadA sUtakitA tasya % brahmahatyA dine dine // YS182u-_3.13 //
   vṛṣalīgamanaṃ caiva $ māsam ekaṃ nirantaram &	vRzalI-gamanam ca-eva $ mAsam ekam nirantaram &
   iha janmani śūdratvaṃ % punaḥ śvāno bhaviṣyati // YS182v_3.14 //	iha janmani SUdra-tvam % punar SvAnaH Bavizyati // YS182u-_3.14 //
   vṛṣalīphenapītasya $ niḥśvāsopagatasya ca &	vRzalI-Pena-pItasya $ niHSvAsa-upagatasya ca &
   tasyāṃ caiva prasūtasya % niṣkṛtir na vidhīyate // YS182v_3.15 //	tasyAm ca-eva prasUtasya % nizkRtiH na viDIyate // YS182u-_3.15 //
   agre māhiṣakaṃ dṛṣṭvā $ madhye ca vṛṣalīpatim &	agre mAhizakam dRzwvA $ maDye ca vRzalI-patim &
   ante vārdhuṣikaṃ dṛṣṭvā % nirāśāḥ pitaro gatāḥ // YS182v_3.16 //	ante vArDuzikam dRzwvA % nirASAH pitaraH gatAH // YS182u-_3.16 //
   mahiṣīty ucyate bhāryā $ sā caiva vyabhicāriṇī &	mahizI-iti ucyate BAryA $ sA ca-eva vyaBicAriNI &
   tān doṣān kṣamate yas tu % sa vai māhiṣakaḥ smṛtaḥ // YS182v_3.17 //	tAn dozAn kzamate yaH tu % sa vE mAhizakaH smRtaH // YS182u-_3.17 //
   pitur gehe tu yā kanyā $ paśyaty asaṃskṛtā rajaḥ &	pituH gehe tu yA kanyA $ paSyati asaMskRtAH rajaH &
   bhrūṇahatyā pitus tasyāḥ % kanyā sā vṛṣalī smṛtā // YS182v_3.18 //	BrUNahatyA pituH tasyAH % kanyA sA vRzalI smRtAH // YS182u-_3.18 //
   yas tāṃ vivāhayet kanyāṃ $ brāhmaṇo madamohitaḥ &	yaH tAm vivAhayet kanyAm $ brAhmaNaH mada-mohitaH &
   asaṃbhaṣyo hy apāṅkteyaḥ % sa vipro vṛṣalīpatiḥ // YS182v_3.19 //	asaMBazyaH hi apAFkteyaH % sa vipraH vRzalI-patiH // YS182u-_3.19 //
   prāpte dvādaśame varṣe $ kanyāṃ yo na prayacchati &	prApte dvAdaSame varze $ kanyAm yaH na prayacCati &
   māsi māsi rajas tasyāḥ % pitā pibati śoṇitam // YS182v_3.20 //	mAsi mAsi rajaH tasyAH % pitA pibati SoNitam // YS182u-_3.20 //
   aṣṭavarṣā bhaved gaurī $ navavarṣā ca rohiṇī &	azwa-varzA Bavet gOrI $ navavarzA ca rohiNI &
   daśavarṣā bhavet kanyā % ata ūrdhvaṃ rajasvalā // YS182v_3.21 //	daSa-varzA Bavet kanyA % atas UrDvam rajasvalAH // YS182u-_3.21 //
   mātā caiva pitā caiva $ jyeṣṭhabhrātā tathaiva ca &	mAtA ca-eva pitA ca-eva $ jyezWa-BrAtA taTA-eva ca &
   trayas te narakaṃ yānti % dṛṣṭvā kanyāṃ rajasvalām // YS182v_3.22 //	trayaH te narakam yAnti % dRzwvA kanyAm rajasvalAm // YS182u-_3.22 //
   samarghaṃ dhanam utsṛjya $ maha[hā]rghaṃ yaḥ prayacchati &	samarGam Danam utsRjya $ maha[-hA]rGam yaH prayacCati &
   sa vai vārdhuṣiko jñeyo % brahmavādiṣu garhitaḥ // YS182v_3.23 //	sa vE vArDuzikaH jQeyaH % brahma-vAdizu garhitaH // YS182u-_3.23 //
   śukrakṣayakarā vandhyā $ tyājyaiti parikīrtitā &	Sukra-kzaya-karAH vanDyA $ tyAjya-eti parikIrtitA &
   tasyās tu yo bhaved bhartā % taṃ tu vidyād ajāvikam // YS182v_3.24 //	tasyAH tu yaH Bavet BartA % tam tu vidyAt ajAvikam // YS182u-_3.24 //
   dūrāc chrāntaṃ bhayagrastaṃ $ brāhmaṇaṃ gṛham āgatam &	dUrAt SrAntam Baya-grastam $ brAhmaNam gRham Agatam &
   anarcayitvā yo bhuṅkte % tat kṣaṇe 'sau vidhīyate // YS182v_3.25 //	anarcayitvA yaH BuFkte % tat kzaNe asO viDIyate // YS182u-_3.25 //
   ajāviko māhiṣaś ca $ tathā ca vṛṣalīpatiḥ &	ajAvikaH mAhizaH ca $ taTA ca vRzalI-patiH &
   tṛṇāgreṇāpi saṃspṛṣṭvā % savāsā jalam āviśet // YS182v_3.26 //	tRNa-agreNa-api saMspRzwvA % sa-vAsAH jalam AviSet // YS182u-_3.26 //
   yāvad uṣṇaṃ bhaved annaṃ $ yāvad bhuñjanti vāgyatāḥ &	yAvat uzNam Bavet annam $ yAvat BuQjanti vAgyatAH &
   pitaras tāvad aśnanti % yāvan noktā havirguṇāḥ // YS182v_3.27 //	pitaraH tAvat aSnanti % yAvat na-uktAH haviH-guNAH // YS182u-_3.27 //
   havirguṇā na vaktavyāḥ $ pitaro yānty atarpitāḥ &	haviH-guNAH na vaktavyAH $ pitaraH yAnti atarpitAH &
   pitṛbhis tarpitaiḥ paścād % vaktavyaṃ śobhanaṃ haviḥ // YS182v_3.28 //	pitRBiH tarpitEH paScAt % vaktavyam SoBanam haviH // YS182u-_3.28 //
   yāvato grasate grāsān $ havyakavyeṣv amantritaḥ &	yAvataH grasate grAsAn $ havya-kavyezu amantritaH &
   tāvato grasate pretya % dīptān grāsān ayomayān // YS182v_3.29 //	tAvataH grasate pretya % dIptAn grAsAn ayaH-mayAn // YS182u-_3.29 //
   āsaneśv āsanaṃ dadyān $ na tu haste kadācana &	AsaneSu Asanam dadyAt $ na tu haste kadAcana &
   hasteśv āsanadāne ca % nirāśāḥ pitaro gatāḥ // YS182v_3.30 //	hasteSu Asana-dAne ca % nirASAH pitaraH gatAH // YS182u-_3.30 //
   āsane pādam ārūḍho $ vastrasyārdham adhaḥ kṛtam &	Asane pAdam ArUXaH $ vastrasya-arDam aDas kRtam &
   mukhena dhamitaṃ bhuṅkte % dvijaś cāndrāyaṇaṃ caret // YS182v_3.31 //	muKena Damitam BuFkte % dvijaH cAndrAyaNam caret // YS182u-_3.31 //
   aṅgulyāṃ yaḥ pavitrāṇi $ kṛtvā gandhān samarca[rpa]yet &	aFgulyAm yaH pavitrANi $ kRtvA ganDAn samarca-[rpa]yet &
   pitṝṇāṃ nopatiṣṭheta % rākṣasair vipralupyati // YS182v_3.32 //	pitLNAm na-upatizWeta % rAkzasEH vipralupyati // YS182u-_3.32 //
   hasangrāsaṃ ca yo bhuṅkte $ saśabdaṃ seṅgitaṃ tathā &	hasan-grAsam ca yaH BuFkte $ sa-Sabdam sa-iFgitam taTA &
   lehitaṃ vartitaṃ caiva % ṣaḍ ete paṅktidūṣakāḥ // YS182v_3.33 //	lehitam vartitam ca-eva % zaw ete paFkti-dUzakAH // YS182u-_3.33 //
   śvitrī kuṣṭḥī tathā śūlī $ kunakhī śyāvadantakaḥ &	SvitrI kuzwHI taTA SUlI $ kunaKI SyAva-dantakaH &
   rogī hīnātiriktāṅgaḥ % piśuno matsarī tathā // YS182v_3.34 //	rogI hIna-atirikta-aFgaH % piSunaH matsarI taTA // YS182u-_3.34 //
   durbhago hi tathā ṣaṇḍhaḥ $ pākhaṇḍī vedanindakaḥ &	durBagaH hi taTA zaNXaH $ pAKaNxI veda-nindakaH &
   haitukaḥ śūdrayājī ca % ayājyānāṃ ca yājakaḥ // YS182v_3.35 //	hEtukaH SUdra-yAjI ca % ayAjyAnAm ca yAjakaH // YS182u-_3.35 //
   nityaṃ pratigrahe lubdho $ yācako viṣayātmakaḥ &	nityam pratigrahe lubDaH $ yAcakaH vizaya-AtmakaH &
   śyāvadanto 'tha vaidyaś ca % asadālāpakas tathā // YS182v_3.36 //	SyAva-dantaH aTa vEdyaH ca % asat-AlApakaH taTA // YS182u-_3.36 //
   ete śrāddhe ca dāne ca $ varjanīyāḥ prayatnataḥ &	ete SrAdDe ca dAne ca $ varjanIyAH prayatnataH &
   tathā devalakaś caiva % bhṛtako vedavikrayī // YS182v_3.37 //	taTA devalakaH ca-eva % BRtakaH veda-vikrayI // YS182u-_3.37 //
   ete varjyāḥ prayatnena $ evam eva yamo 'bravīt &	ete varjyAH prayatnena $ evam eva yamaH abravIt &
   nirāśāḥ pitaras tasya % bhavanti ṛṇabhāginaḥ // YS182v_3.38 //	nirASAH pitaraH tasya % Bavanti RNa-BAginaH // YS182u-_3.38 //
   atha cen matra[ntra]vidyukto $ vaiṣṇavo jñānavān hi saḥ &	aTa ced matra-[ntra]-vidyuktaH $ vEzNavaH jQAnavAn hi saH &
   havyakavye niyoktavya % iti prāha svayaṃ yamaḥ // YS182v_3.39 //	havya-kavye niyoktavyaH % iti prAha svayam yamaH // YS182u-_3.39 //
   tasmāt sarvaprayatnena $ śrāddhe yajñe ca karmaṇi &	tasmAt sarva-prayatnena $ SrAdDe yajQe ca karmaNi &
   adūṣyaṃ caiva viprendraṃ % yojanīyaṃ[yettu] prayatnataḥ // YS182v_3.40 //	adUzyam ca-eva vipra-indram % yojanIyaM[yet-tu] prayatnataH // YS182u-_3.40 //
   tathaiva mantravidyuktaḥ $ śārīraiḥ paṅktidūṣanaiḥ &	taTA-eva mantra-vidyuktaH $ SArIrEH paFkti-dUzanEH &
   varjitaṃ ca yamaḥ prāha % paṅktipāvana eva saḥ // YS182v_3.41 //	varjitam ca yamaH prAha % paFkti-pAvanaH eva saH // YS182u-_3.41 //
   nirmatsaraḥ sadācāraḥ $ śrotriyo brahmavidyuvā &	nirmatsaraH sat-AcAraH $ SrotriyaH brahma-vid-yuvA &
   vidyāvinayasaṃpannaḥ % pātrabhūto dvijottamaḥ // YS182v_3.42 //	vidyA-vinaya-saMpannaH % pAtra-BUtaH dvijottamaH // YS182u-_3.42 //
   vedāntavijjyeṣṭhasāmā $ alubdho veda tat paraḥ &	vedAnta-vid-jyezWa-sAmA $ alubDaH veda tat paraH &
   yojanīyaḥ prayatnena % daive pitrye ca karmaṇi \	yojanIyaH prayatnena % dEve pitrye ca karmaNi \
   yad attaṃ ca hutaṃ tasmai hy # anantaṃ nātra saṃśayaḥ // YS182v_3.43 //	yat attam ca hutam tasmE hi # anantam na-atra saMSayaH // YS182u-_3.43 //
   ucchiṣṭocchiṣṭasaṃspṛṣṭaḥ $ śunā śūdreṇa vā dvijaḥ &	ucCizwa-ucCizwa-saMspRzwaH $ SunA SUdreNa vA dvijaH &
   upoṣya rajanīm ekāṃ % pañcagavyena śudhyati // YS182v_3.44 //	upozya rajanIm ekAm % paQcagavyena SuDyati // YS182u-_3.44 //
   ucchiṣṭabhājanaṃ yena $ vipreṇa cānnavarjitam &	ucCizwa-BAjanam yena $ vipreNa ca-anna-varjitam &
   spṛṣṭaṃ tena pramādāc ca % prājāpatyaṃ samācaret // YS182v_3.45 //	spRzwam tena pramAdAt ca % prAjApatyam samAcaret // YS182u-_3.45 //
   ucchiṣṭocchiṣṭasaṃspṛṣṭo $ brāhmaṇo brāhmaṇena hi &	ucCizwa-ucCizwa-saMspRzwaH $ brAhmaNaH brAhmaNena hi &
   daśarudrīṃ japet paścād % gāyatryā śodhanaṃ param // YS182v_3.46 //	daSarudrIm japet paScAt % gAyatryA SoDanam param // YS182u-_3.46 //
   ucchiṣṭocchiṣṭasaṃspṛṣṭaḥ $ kṣattriyo vaiśya eva ca &	ucCizwa-ucCizwa-saMspRzwaH $ kzattriyaH vESyaH eva ca &
   pramādocchiṣṭasaṃspṛṣṭaḥ % śūdreṇa tu yadā dvijaḥ // YS182v_3.47 //	pramAda-ucCizwa-saMspRzwaH % SUdreNa tu yadA dvijaH // YS182u-_3.47 //
   upoṣya rajanīm ekāṃ $ pañcagavyena śudhyati &	upozya rajanIm ekAm $ paQcagavyena SuDyati &
   śvānakukkuṭamārjārāḥ % kāko vā spṛśate yadi // YS182v_3.48 //	SvAna-kukkuwa-mArjArAH % kAkaH vA spRSate yadi // YS182u-_3.48 //
   ucchiṣṭaṃ taṃ dvijaṃ yas tu $ ahorātreṇa śudhyati &	ucCizwam tam dvijam yaH tu $ ahorAtreNa SuDyati &
   pañcagavyena śuddhiḥ syād % ity āha bhagavān yamaḥ // YS182v_3.49 //	paQcagavyena SudDiH syAt % iti Aha BagavAn yamaH // YS182u-_3.49 //
   rajasvalāṃ spṛśed yas tu $ trirātraṃ tatra kārayet &	rajasvalAm spRSet yaH tu $ tri-rAtram tatra kArayet &
   upoṣya dvijasaṃskāraṃ % pañcagavyena śudhyati // YS182v_3.50 //	upozya dvija-saMskAram % paQcagavyena SuDyati // YS182u-_3.50 //
   udakyā dṛṣṭipātena $ śrutaśabdena caiva hi &	udakyA dRzwi-pAtena $ Sruta-Sabdena ca-eva hi &
   snānaṃ devārcanaṃ dānaṃ % havanaṃ ca praṇaśyati // YS182v_3.51 //	snAnam deva-arcanam dAnam % havanam ca praNaSyati // YS182u-_3.51 //
   raktavastrasya vikretā $ lākṣārajakameva ca &	rakta-vastrasya vikretA $ lAkzA-rajakam-eva ca &
   veṇujīvanakaivarta- % takṣacarmopajīvinaḥ // YS182v_3.52 //	veNu-jIvana-kEvarta % takza-carma-upajIvinaH // YS182u-_3.52 //
   eteṣāṃ sparśanāt pāpaṃ $ tathā caiva tu mohitaḥ &	etezAm sparSanAt pApam $ taTA ca-eva tu mohitaH &
   pratigrahāc ca vipro vai % narakaṃ pratigacchati // YS182v_3.53 //	pratigrahAt ca vipraH vE % narakam pratigacCati // YS182u-_3.53 //
   udakyāḥ sparśane caiva $ brāhmaṇo vai pramādataḥ &	udakyAH sparSane ca-eva $ brAhmaNaH vE pramAdataH &
   ṣaḍrātropoṣitaḥ snātvā % pañcagavyena śudhyati // YS182v_3.54 //	zaz-rAtra-upozitaH snAtvA % paQcagavyena SuDyati // YS182u-_3.54 //
   sūtake vartamāne 'pi $ dāsavargasya kā kriyā &	sUtake vartamAne api $ dAsa-vargasya kA kriyA &
   svāmitulyaṃ bhavet tasya % sūtakaṃ tu praśasyate // YS182v_3.55 //	svAmi-tulyam Bavet tasya % sUtakam tu praSasyate // YS182u-_3.55 //
   yan na kārayate tat tan $ nānyaṃ pratyabravīd yamaḥ &	yat na kArayate tat tat $ na-anyam pratyabravIt yamaH &
   vivāhotsavayajñeṣu % kārye caivam upasthite // YS182v_3.56 //	vivAha-utsava-yajQezu % kArye ca-evam upasTite // YS182u-_3.56 //
   rajaḥ paśyati yā nārī $ tasya kālasya kā kriyā &	rajaH paSyati yA nArI $ tasya kAlasya kA kriyA &
   vipule ca jale snātvā % śuklavāsās tv alaṅkṛtā // YS182v_3.57 //	vipule ca jale snAtvA % Sukla-vAsAH tu alaFkRtAH // YS182u-_3.57 //
   āpo hiṣṭḥety ṛgabhiṣiktā $ ''yaṃ gauriti vā ṛcaḥ[cā] &	ApaH hizwHA-iti Rc-aBiziktA $ aayam gOH-iti vE RcaH[cA] &
   pūjānte homayet paścād % ghṛtāhutyā śatāṣṭakaṃ // YS182v_3.58 //	pUjA-ante homayet paScAt % GRta-AhutyA Sata-azwakam // YS182u-_3.58 //
   gāyatryā vyāhṛtibhiś ca $ tataḥ karma samācaret &	gAyatryA vyAhRtiBiH ca $ tatas karma samAcaret &
   yāvad dvijā na cārcyante % annadānahiraṇyakaiḥ // YS182v_3.59 //	yAvat dvijAH na ca-arcyante % anna-dAna-hiraNyakEH // YS182u-_3.59 //
