   BhG 7.1	Bhu 7.1
   ity agrimokteḥ sa-saṃśayam eva | tathā jñāninām upāsyaṃ yad brahma	iti agrima-ukteH sa-saMSayam eva | taTA jQAninAm upAsyam yat brahma
   parama-mahato mama mahima-svarūpam eva | yad uktaṃ mayaiva satyavrataṃ	parama--mahataH mama mahima--svarUpam eva | yat uktam mayA-eva satya-vratam
   prati matsya-rūpeṇa -	prati matsya--rUpeNa -
   madīyaṃ mahimānaṃ ca paraṃ brahmeti śabditam |	madIyam mahimAnam ca param brahma-iti Sabditam |
   vetsyasy anugṛhītaṃ me sampraśnair vivṛtaṃ hṛdi || [BhP 8.24.38] iti |	vetsyasi anugRhItam me sampraSnEH vivRtam hRdi || [Bhj 8.24.38] iti |
   atrāpi brahmaṇo hi pratiṣṭhāham [Gītā 14.27] iti | ato maj-jñānam	atra-api brahmaNaH hi pratizWA-aham [GItA 14.27] iti | atas maj--jQAnam
   asamagram iti dyotitam ||1||	asamagram iti dyotitam ||1||
   baladevaḥ -	baladevaH -
   saptame bhajanīyasya svasyaiśvaryaṃ prakīrtyate |	saptame BajanIyasya svasya-ESvaryam prakIrtyate |
   cāturvidhyaṃ ca bhajatāṃ tathaivābhajatām api ||	cAturviDyam ca BajatAm taTA-eva-aBajatAm api ||
   ādyena ṣaṭkenopāsakasya jīvasya svarūpaṃ tat-prāpti-sādhanaṃ ca	Adyena zawkena-upAsakasya jIvasya svarUpam tat--prApti-sADanam ca
   prādhānyenoktam | madhyena tūpāsyasya svasya tat tac ca tathocyate | tatra	prADAnyena-uktam | maDyena tu-upAsyasya svasya tat tat ca taTA-ucyate | tatra
   ṣaṣṭhānta-nirdiṣṭaṃ tava bhajanīyaṃ rūpaṃ kīdṛśaṃ, kathaṃ vā bhajato	zazWa-anta--nirdizwam tava BajanIyam rUpam kIdRSan, kaTam vA BajataH-
   'ntarātmā tad-gataḥ syād ity etat pārthenāpṛṣṭam api kṛpālutvena svayam	antarAtmA tad--gataH syAt iti etat pArTena-ApRzwam api kRpAlu-tvena svayam
   eva vivakṣur bhagavān uvāca mayīti | vyākhyāta-lakṣaṇe svopāsye mayy	eva vivakzuH BagavAn uvAca mayi-iti | vyAKyAta--lakzaNe sva-upAsye mayi-
   āsaktam atimātra-nirataṃ mano yasya sa tvam anyo vā tādṛśo mad-āśrayo	Asaktam atimAtra--niratam manaH yasya sa tvam anyaH vA tAdRSaH mad--ASrayaH-
   mad-dāsya-sakhy-ādy-ekatamena bhāvena māṃ śaraṇaṃ gato yogaṃ	mad--dAsya--saKy-a-Adi--ekatamena BAvena mAm SaraNam gataH yogam
   mac-charaṇādi-lakṣaṇaṃ yuñjan kartuṃ pravṛttaḥ | asaṃśayaṃ yathā syāt	mac--SaraNa-Adi--lakzaNam yuQjan kartum pravRttaH | asaMSayam yaTA syAt-
   tathā | kṛṣṇa eva paraṃ tattvam ato 'nyad veti sandeha-śūnyo	taTA | kRzNaH eva param tattvam atas anyat vA-iti sandeha--SUnyaH-
   mat-pāramya-niścayavān ity arthaḥ | samagraṃ sādhiṣṭhānaṃ savibhūtiṃ	mat--pAramya--niScayavAn iti arTaH | samagram sa-aDizWAnam sa-viBUtim
   saparikaraṃ ca māṃ sarveśvaraṃ yena jñānena jñāsyasi tan mayocyamānam	sa-parikaram ca mAm sarveSvaram yena jQAnena jQAsyasi tat mayA-ucyamAnam
   avahita-manāḥ śṛṇu | he pārtha ! na ca samagram iti kārtsnyena sa jñānam	avahita--manAH SRNu | he pArTa ! na ca samagram iti kArtsnyena sa jQAnam
   ādiśatīti vācyam anantasya tasya tathājñānāsambhavāt | smṛtiś ca	AdiSati-iti vAcyam anantasya tasya taTA-ajQAna-asamBavAt | smRtiH ca
   kārtsnyena nājo 'py abhidhātum īśaḥ iti |	kArtsnyena na-ajaH api aBiDAtum ISaH iti |
   BhG 7.2	Bhu 7.2
   jñānaṃ te 'haṃ sa-vijñānam idaṃ vakṣyāmy aśeṣataḥ |	jQAnam te aham sa-vijQAnam idam vakzyAmi aSezatas |
   yaj jñātvā neha bhūyo 'nyaj jñātavyam avaśiṣyate ||2||	yat jQAtvA na-iha BUyas anyat jQAtavyam avaSizyate ||2||
   śrīdharaḥ - vakṣyamāṇaṃ jñānaṃ stauti jñānam iti | jñānaṃ śāstrīyaṃ	SrIDaraH  vakzyamANam jQAnam stOti jQAnam iti | jQAnam SAstrI-iyam
   vijñānam anubhavaḥ | tat-sahitam idaṃ mad-viṣayam aśeṣataḥ sākalyena	vijQAnam anuBavaH | tat--sahitam idam mad--vizayam aSezatas sAkalyena
   vakṣyāmi | yaj jñātveha śreyo-mārge vartamānasya punar anyaj jñātavyam	vakzyAmi | yat jQAtvA-iha SreyaH---mArge vartamAnasya punar anyat jQAtavyam
   avaśiṣṭaṃ na bhavati | tenaiva kṛtārtho bhavatīty arthaḥ ||2||	avaSizwam na Bavati | tena-eva kRtArTaH Bavati-iti arTaH ||2||
   madhusūdanaḥ - jñāsyasīty ukte parokṣam eva taj jñānaṃ syād iti śaṅkāṃ	maDusUdanaH  jQAsyasi-iti ukte parokzam eva tat jQAnam syAt iti SaFkAm
   vyāvartayan stauti śrotur ābhimukhyāya jñānam iti | idaṃ mad-viṣayaṃ svato	vyAvartayan stOti SrotuH ABimuKyAya jQAnam iti | idam mad--vizayam svatas-
   'parokṣa-jñānam | asambhāvanādi-pratibandhena phalam ajanayat parokṣam ity	aparokza--jQAnam | asamBAvana-Adi-pratibanDena Palam ajanayat parokzam iti-
   upacaryate asambhāvanādi-nirāse tu vicāra-paripākānte tenaiva pramāṇena	upacaryate asamBAvana-Adi-nirAse tu vicAra--paripAka-ante tena-eva pramANena
   janitaṃ jñānaṃ pratibandhābhāvāt phalaṃ janayad-aparokṣam ity ucyate |	janitam jQAnam pratibanDa-aBAvAt Palam janayat--aparokzam iti ucyate |
   vicāra-paripāka-niṣpannatvāc ca tad eva vijñānaṃ, tena vijñānena sahitam	vicAra--paripAka--nizpanna-tvAt ca tat eva vijQAnaM, tena vijQAnena sahitam
   idam aparokṣam eva jñānaṃ śāstra-janyaṃ te tubhyam ahaṃ param āpto	idam aparokzam eva jQAnam SAstra-janyam te tuByam aham param AptaH-
   vakṣyāmy aśeṣataḥ sādhana-phalādi-sahitatvena niravaśeṣaṃ kathayiṣyāmi |	vakzyAmi aSezatas sADana-Pala-Adi-sahita-tvena niravaSezam kaTayizyAmi |
   śrautīm eka-vijñānena sarva-vijñāna-pratijñām anusarann āha yaj-jñānaṃ	SrOtIm eka-vijQAnena sarva-vijQAna--pratijQAm anusaran Aha yaj--jQAnam
   nitya-caitanya-rūpaṃ jñātvā vedānta-janya-mano-vṛtti-viṣayīkṛtyeha	nitya--cEtanya-rUpam jQAtvA vedAnta--janya--mano-vRtti-vizayIkRtya-iha
   vyavahāra-bhūmau bhūyaḥ punar api anyat kiṃcid api jñātavyaṃ nāvaśiṣyate |	vyavahAra--BUmO BUyas punar api anyat kiMcid api jQAtavyam na-avaSizyate |
   sarvādhiṣṭhāna-san-mātra-jñānena kalpitānāṃ sarveṣāṃ bādhe	sarva-aDizWAna-san--mAtra--jQAnena kalpitAnAm sarvezAm bADe
   san-mātra-pariśeṣāt tan-mātra-jñānenaiva tvaṃ kṛtārtho bhaviṣyasīty	san--mAtra--pariSezAt tan--mAtra--jQAnena-eva tvam kRtArTaH Bavizyasi-iti-
   abhiprāyaḥ ||2||	aBiprAyaH ||2||
   viśvanāthaḥ - tatra mad-bhakter āsakti-bhūmikātaḥ pūrvam api me jñānam	viSvanATaH  tatra mad-BakteH Asakti-BUmikAtaH pUrvam api me jQAnam
   aiśvarya-mayaṃ bhavet | tad-uttaraṃ vijñānaṃ mādhuryānubhava-mayaṃ bhavet	ESvarya--mayam Bavet | tad--uttaram vijQAnam mADurya-anuBava--mayam Bavet-
   | tad-ubhayam api tvaṃ śṛṇv ity āha jñānam iti | anyaj jñātavyaṃ	| tat--uBayam api tvam SRNu iti Aha jQAnam iti | anyat jQAtavyam
   nāviśiṣyate iti man-nirviśeṣa-brahma-jñāna-vijñāne 'py etad-antarbhūta	na-aviSizyate iti man--nirviSeza--brahma--jQAna-vijQAne api etat--antarBUta-
   evety arthaḥ ||2||	eva-iti arTaH ||2||
   baladevaḥ -- vakṣyamāṇaṃ jñānaṃ stauti jñānam iti | idaṃ	baladevaH - vakzyamANam jQAnam stOti jQAnam iti | idam
   cid-acic-chaktimat-svarūpa-viṣayakaṃ jñānaṃ | tac ca sa-vijñānam vakṣyāmi	cit--a-cic--Saktimat--svarUpa-vizayakam jQAnam | tat ca sa-vijQAnam vakzyAmi
   | tac-chakti-dvaya-vivikta-svarūpa-viṣayakaṃ jñānaṃ vijñānaṃ tena sahitaṃ	| tac--Sakti-dvaya--vivikta--svarUpa-vizayakam jQAnam vijQAnam tena sahitam
   te tubhyaṃ prapannāyāśeṣataḥ sāmagryeṇopadekṣyāmīty arthaḥ | yat svarūpaṃ	te tuByam prapannAya-aSezatas sAmagryeNa-upadekzyAmi-iti arTaH | yat svarUpam
   sarva-kāraṇaṃ yac ca dhyeyaṃ tad ubhaya-viṣayakaṃ jñānam atra vaktuṃ	sarva-kAraNam yat ca Dyeyam tat uBaya--vizayakam jQAnam atra vaktum
   pratijñātaṃ yaj jñānaṃ jñātveha śreyo-vartmani niviṣṭasya jijñāsos	pratijQAtam yat jQAnam jQAtvA-iha SreyaH--vartmani nivizwasya jijQAsoH-
   tavānyaj jñātavyaṃ nāvaśiṣyate | sarvasya tad-antarbhāvāt ||2||	tava-anyat jQAtavyam na-avaSizyate | sarvasya tad--antarBAvAt ||2||
   BhG 7.3	Bhu 7.3
   manuṣyāṇāṃ sahasreṣu kaś cid yatati siddhaye |	manuzyANAm sahasrezu kaH cit yatati sidDaye |
   yatatām api siddhānāṃ kaś cin māṃ vetti tattvataḥ ||3||	yatatAm api sidDAnAm kaH cit mAm vetti tattvataH ||3||
   śrīdharaḥ - mad-bhaktiṃ vinā tu yaj jñānaṃ durlabham ity āha manuṣyāṇām	SrIDaraH  mad-Baktim vinA tu yat jQAnam durlaBam iti Aha manuzyANAm
   iti | asaṅkhyātānāṃ jīvānāṃ madhye manuṣya-vyatiriktānāṃ śreyasi pravṛttir	iti | asaFKyAtAnAm jIvAnAm maDye manuzya--vyatiriktAnAm Sreyasi pravRttiH-
   eva nāsti | manuṣyāṇāṃ tu sahasreṣu madhye kaścid eva puṇya-vaśāt siddhaya	eva na-asti | manuzyANAm tu sahasrezu maDye kaScid eva puNya--vaSAt sidDaya
   ātma-jñānāya prayatate | prayatnaṃ kurvatām api sahasreṣu kaścid eva	Atma--jQAnAya prayatate | prayatnam kurvatAm api sahasrezu kaScid eva
   prakṛṣṭa-puṇya-vaśād ātmānaṃ vetti | tādṛśānāṃ cātma-jñānāṃ sahasreṣu	prakRzwa--puNya--vaSAt AtmAnam vetti | tAdRSAnAm ca-Atma-jQAnAm sahasrezu
   kaścid eva māṃ paramātmānaṃ mat-prasādena tattvato vetti | tad evam	kaScid eva mAm paramAtmAnam mat--prasAdena tattvataH vetti | tat evam
   atidurlabham api yaj jñānaṃ tubhyam ahaṃ vakṣyāmīty arthaḥ ||3||	ati-durlaBam api yat jQAnam tuByam aham vakzyAmi-iti arTaH ||3||
   madhusūdanaḥ - atidurlabhaṃ caitan-mad-anugraham antareṇa mahā-phalaṃ	maDusUdanaH  ati-durlaBam ca-etan--mad-anugraham antareNa mahA--Palam
   jñānam | yato manuṣyāṇām iti | manuṣyāṇāṃ śāstrīya-jñāna-karma-yogyānāṃ	jQAnam | yatas manuzyANAm iti | manuzyANAm SAstrIya--jQAna-karma--yogyAnAm
   sahasreṣu madhye kaścid eko	sahasrezu maDye kaScid ekaH-
   'neka-janma-kṛta-sukṛta-samāsādita-nityānitya-vastu-vivekaḥ san yatati	aneka--janma-kRta-su-kRta-samAsAdita--nitya-aniti-a-vastu--vivekaH san yatati
   yatate siddhaye sattva-śuddhi-dvārā jñānotpattaye | yatatāṃ yatamānānāṃ	yatate sidDaye sattva--SudDi--dvArAH jQAna-utpattaye | yatatAm yatamAnAnAm
