   PADA MARKERS	PADAH MARKERS
   bhavadbhaktisudhāsāra- $ saṃplāvitahṛdambudheḥ &	Bavat-Bakti-suDA-sAra $ saMplAvita-hRd-ambuDeH &
   prollasadbrahmakamalam % amalaṃ te 'stu śekharam // CakBhst_27 //	prollasat-brahma-kamalam % amalam te astu SeKaram // CakBhst-_27 //
   bodhāravindasaṃdoho $ hara hāralatā tava &	boDa-aravinda-saMdohaH $ hara hAralatA tava &
   nityoditāntaravyāpti- % kalā candrakalā ca te // CakBhst_28 //	nitya-udita-antara-vyApti % kalA candrakalA ca te // CakBhst-_28 //
   ākṛṣyārkakaraiḥ śāktair $ viśvākāśakuśeśayāt &	AkRzya-arka-karEH SAktEH $ viSva-AkASa-kuSeSayAt &
   ciccandrāmṛtaniḥṣyandam % āsvādaya jagatpate // CakBhst_29 //	cit-candra-amRta-niHzyandam % AsvAdaya jagatpate // CakBhst-_29 //
   mantraṃ manasi tacchaktau $ tāṃ svadhāmni sadodite &	mantram manasi tad-SaktO $ tAm sva-DAmni sadA-udite &
   kṛtvā japavidhiṃ samyak % śivāya vinivedaye // CakBhst_30 //	kRtvA japa-viDim samyak % SivAya vinivedaye // CakBhst-_30 //
   niḥśeṣārthaparityāge $ grahaṇe vāmitād dyute &	niHSeza-arTa-parityAge $ grahaNe vA-amitAt dyute &
   anābilaṃ parāṃ vyāptiṃ % mudrāṃ badhnāmi dhūrjaṭe // CakBhst_31 //	anAbilam parAm vyAptim % mudrAm baDnAmi DUrjawe // CakBhst-_31 //
   śaṣkulīkarṇayor baddhvā $ yo rāvo 'tra vijṛmbhate &	SazkulIkarNayoH badDvA $ yaH rAvaH atra vijRmBate &
   tadgītam atha te vādyam % ādyasaṃpuṭaghaṭṭanāt // CakBhst_32 //	tad-gItam aTa te vAdyam % Adya-saMpuwa-GawwanAt // CakBhst-_32 //
   bhavadbhāvarasāveśāt $ tāṇḍavāḍambaroddhataḥ &	Bavat-BAva-rasa-AveSAt $ tANxava-Axambara-udDataH &
   mantrādhvani nadāmy antaḥ % kim u bāhyārthabhāvanaiḥ // CakBhst_33 //	mantra-aDvani nadAmi antar % kim u bAhya-arTa-BAvanEH // CakBhst-_33 //
   akhaṇḍamaṇḍalākāra- $ śivatābhāvanāmbaram &	aKaNxa-maNxala-AkAra $ Siva-tA-BAvana-ambaram &
   upariṣṭān mayā śambhor % vitānam upakalpitam // CakBhst_34 //	uparizwAt mayA SamBoH % vitAnam upakalpitam // CakBhst-_34 //
   recayitvā karandhreṇa $ bhācakraṃ hṛdayāmbarāt &	recayitvA karanDreNa $ BAcakram hRdaya-ambarAt &
   dhāryate dhūrjaṭer agre % cārucāmaravan mayā // CakBhst_35 //	DAryate DUrjaweH agre % cAru-cAmara-vat mayA // CakBhst-_35 //
   nāsāpuṭakuṭīkoṭi- $ visṛtaiḥ prasṛtaiḥ puraḥ &	nAsApuwa-kuwI-kowi $ visRtEH prasRtEH puras &
   tālavṛntair iva vibho % vījyase haṃsamārutaiḥ // CakBhst_36 //	tAlavRntEH iva viBo % vIjyase haMsa-mArutEH // CakBhst-_36 //
   sarvātapavinirmuktaṃ $ bhavadbhaktisudhāsitam &	sarva-Atapa-vinirmuktam $ Bavat-Bakti-suDA-sitam &
   ātapatram athāsmābhir % dhāryate te mahāśaya // CakBhst_37 //	Atapatram aTa-asmABiH % DAryate te mahA-ASayaH // CakBhst-_37 //
   mamatāmandurātyāgā- $ trailokyākarṣaṇakṣamaḥ &	mamatA-mandura-atyAgA $ trElokya-AkarzaNa-kzamaH &
   ahaṃkāraturaṅgas te % vāhanāya prakalpitaḥ // CakBhst_38 //	ahaMkAra-turaFgaH te % vAhanAya prakalpitaH // CakBhst-_38 //
   svasaṃvinnandanānanda- $ nāgavallīdalojjvalam &	sva-saMvid-nandana-Ananda $ nAgavallI-dala-ujjvalam &
   sphuratspandendusurabhi % tāmbūlaṃ te nivedyate // CakBhst_39 //	sPurat-spanda-indu-suraBi % tAmbUlam te nivedyate // CakBhst-_39 //
   bhogyabhoktṛvibhedottha- $ vāsanendhanasaṃcayam &	Bogya-BoktR-viBeda-utTa $ vAsana-inDana-saMcayam &
   advaitāgnau juhomy antaḥ % śāṃkare sreyasām nidhau // CakBhst_40 //	advEta-agnO juhomi antar % SAMkare sreyasAm niDO // CakBhst-_40 //
   prakāśākāśahastābhyām $ avalambyonmanāsrucam &	prakASa-AkASa-hastAByAm $ avalambya-unmanA-srucam &
   dharmādharmagalatsneha- % pūrṇāṃ vahnau juhomy aje // CakBhst_41 //	Darma-aDarma-galat-sneha % pUrNAm vahnO juhomi aje // CakBhst-_41 //
   yuṣmaddhyānaniśānātha- $ kiraṇair uparañjitaḥ &	yuzmad-DyAna-niSA-nATa $ kiraNEH uparaQjitaH &
   antarmānavidhau te 'stu % cittacintāmaṇir mama // CakBhst_42 //	antar-mAna-viDO te astu % citta-cintAmaNiH mama // CakBhst-_42 //
   mokṣalakṣmīkarāmbhoja- $ pātre vinyasya saṃskṛtām &	mokza-lakzmIkara-amBoja $ pAtre vinyasya saMskRtAm &
   nivedayāmi bhagavan % prāṇasarvasvadakṣiṇām // CakBhst_43 //	nivedayAmi Bagavan % prANa-sarva-sva-dakziNAm // CakBhst-_43 //
   saṃsāravāridheḥ santaḥ $ paraṃ pāraṃ titīrṣavaḥ &	saMsAra-vAriDeH santaH $ param pAram titIrzavaH &
   candramauleḥ śrayantūccair % bhāvapūjātaraṇḍakam // CakBhst_44 //	candramOleH Srayantu-uccEs % BAva-pUjA-taraNxakam // CakBhst-_44 //
   ittham īśānacaraṇa- $ nuter yat samupārjitam &	itTam ISAna-caraNa $ nuteH yat samupArjitam &
   śreyas tena jagat kṛtsnaṃ % dveṣadoṣād vimucyatām // CakBhst_45 //	SreyaH tena jagat kRtsnam % dveza-dozAt vimucyatAm // CakBhst-_45 //
   stotraṃ gṛhāṇa parameśvara viśvasākṣin $ mānāvamānamatojjhitacittavṛtteḥ &	stotram gRhANa parameSvara viSva-sAkzit $ mAna-avamAna-m-ata-ujJita-citta-vRtteH &
   mattas tvadaṅghriyugapīṭhanilīnamauler % bhasmāvaguṇṭhitatanor	mattaH tvad-aFGri-yuga-pIWa-nilIna-mOleH % Basma-avaguNWita-tanoH-
   nṛkapālapāṇeḥ // CakBhst_46 //	nR-kapAla-pANeH // CakBhst-_46 //
   mahāpāśupatodyāne $ kaścid viśramya tāpasaḥ &	mahA-pASupata-udyAne $ kaScid viSramya tApasaH &
   cakre ciccakranāthasya % śambhor bhāvanutiṃ parām // CakBhst_47 //	cakre cit-cakranATasya % SamBoH BAva-nutim parAm // CakBhst-_47 //
