   PADA MARKERS	PADAH MARKERS
   niṣkūjanānāśakuni $ jhillikāgaṇanāditam &	nizkUja nAnA Sakuni $ JillikA gaNa nAditam &
   lakṣmaṇānugato rāmo % vanamadhyaṃ dadarśa ha // Ram_3,2.3 //	lakzmaNa anugataH rAmaH % vana maDyam dadarSa ha // Ram_3,2.3 //
   vanamadhye tu kākutsthas $ tasmin ghoramṛgāyute &	vana maDye tu kAkutsTaH $ tasmin Gora mRga Ayute &
   dadarśa giriśṛṅgābhaṃ % puruṣādaṃ mahāsvanam // Ram_3,2.4 //	dadarSa giri SRFga ABam % puruzAdam mahA svanam // Ram_3,2.4 //
   gabhīrākṣaṃ mahāvaktraṃ $ vikaṭaṃ viṣamodaram &	gaBIra akzam mahA vaktram $ vikawam vizama udaram &
   bībhatsaṃ viṣamaṃ dīrghaṃ % vikṛtaṃ ghoradarśanam // Ram_3,2.5 //	bIBatsam vizamam dIrGam % vikRtam Gora darSanam // Ram_3,2.5 //
   vasānaṃ carma vaiyāghraṃ $ vasārdraṃ rudhirokṣitam &	vasAnam carma vEyAGram $ vasA Ardram ruDira ukzitam &
   trāsanaṃ sarvabhūtānāṃ % vyāditāsyam ivāntakam // Ram_3,2.6 //	trAsanam sarva BUtAnAm % vyAdita Asyam iva antakam // Ram_3,2.6 //
   trīn siṃhāṃś caturo vyāghrān $ dvau vṛkau pṛṣatān daśa &	trIn siMhAn caturaH vyAGrAn $ dvO vRkO pRzatAn daSa &
   saviṣāṇaṃ vasādigdhaṃ % gajasya ca śiro mahat // Ram_3,2.7 //	sa vizANam vasA digDam % gajasya ca SiraH mahat // Ram_3,2.7 //
   avasajyāyase śūle $ vinadantaṃ mahāsvanam &	avasajya Ayase SUle $ vinadantam mahA svanam &
   sa rāmaṃ lakṣmaṇaṃ caiva % sītāṃ dṛṣṭvā ca maithilīm // Ram_3,2.8 //	sa rAmam lakzmaNam ca eva % sItAm dRzwvA ca mETilIm // Ram_3,2.8 //
   abhyadhāvat susaṃkruddhaḥ $ prajāḥ kāla ivāntakaḥ &	aByaDAvat su saMkrudDaH $ prajAH kAlaH iva antakaH &
   sa kṛtvā bhairavaṃ nādaṃ % cālayann iva medinīm // Ram_3,2.9 //	sa kRtvA BEravam nAdam % cAlayan iva medinIm // Ram_3,2.9 //
   aṅgenādāya vaidehīm $ apakramya tato 'bravīt &	aFgena AdAya vEdehIm $ apakramya tatas abravIt &
   yuvāṃ jaṭācīradharau % sabhāryau kṣīṇajīvitau // Ram_3,2.10 //	yuvAm jawA cIra DarO % sa BAryO kzINa jIvitO // Ram_3,2.10 //
   praviṣṭau daṇḍakāraṇyaṃ $ śaracāpāsidhāriṇau &	pravizwO daNxaka araNyam $ Sara cApa asi DAriNO &
   kathaṃ tāpasayor vāṃ ca % vāsaḥ pramadayā saha // Ram_3,2.11 //	kaTam tApasayoH vAm ca % vAsaH pramadayA saha // Ram_3,2.11 //
   adharmacāriṇau pāpau $ kau yuvāṃ munidūṣakau &	aDarma cAriNO pApO $ kO yuvAm muni dUzakO &
   ahaṃ vanam idaṃ durgaṃ % virādho nāma rākṣasaḥ // Ram_3,2.12 //	aham vanam idam durgam % virADaH nAma rAkzasaH // Ram_3,2.12 //
   carāmi sāyudho nityam $ ṛṣimāṃsāni bhakṣayan &	carAmi sa AyuDaH nityam $ Rzi mAMsAni Bakzayan &
   iyaṃ nārī varārohā % mama bhāryā bhaviṣyati \	iyam nArI varArohA % mama BAryA Bavizyati \
   yuvayoḥ pāpayoś cāhaṃ # pāsyāmi rudhiraṃ mṛdhe // Ram_3,2.13 //	yuvayoH pApayoH ca aham # pAsyAmi ruDiram mRDe // Ram_3,2.13 //
   tasyaivaṃ bruvato dhṛṣṭaṃ $ virādhasya durātmanaḥ &	tasya evam bruvataH DRzwam $ virADasya durAtmanaH &
   śrutvā sagarvitaṃ vākyaṃ % saṃbhrāntā janakātmajā \	SrutvA sa garvitam vAkyam % saMBrAntAH janakAtmajA \
   sītā prāvepatodvegāt # pravāte kadalī yathā // Ram_3,2.14 //	sItA prAvepata udvegAt # pravAte kadalI yaTA // Ram_3,2.14 //
   tāṃ dṛṣṭvā rāghavaḥ sītāṃ $ virādhāṅkagatāṃ śubhām &	tAm dRzwvA rAGavaH sItAm $ virADa aFka gatAm SuBAm &
   abravīl lakṣmaṇaṃ vākyaṃ % mukhena pariśuṣyatā // Ram_3,2.15 //	abravIt lakzmaNam vAkyam % muKena pariSuzyatA // Ram_3,2.15 //
   paśya saumya narendrasya $ janakasyātmasambhavām &	paSya sOmya narendrasya $ janakasya Atma samBavAm &
   mama bhāryāṃ śubhācārāṃ % virādhāṅke praveśitām \	mama BAryAm SuBa AcArAm % virADa aFke praveSitAm \
   atyantasukhasaṃvṛddhāṃ # rājaputrīṃ yaśasvinīm // Ram_3,2.16 //	atyanta suKa saMvRdDAm # rAja putrIm yaSasvinIm // Ram_3,2.16 //
   yad abhipretam asmāsu $ priyaṃ varavṛtaṃ ca yat &	yat aBipretam asmAsu $ priyam vara vRtam ca yat &
   kaikeyyās tu susaṃvṛttaṃ % kṣipram adyaiva lakṣmaṇa // Ram_3,2.17 //	kEkeyyAH tu su saMvRttam % kzipram adya eva lakzmaNa // Ram_3,2.17 //
   yā na tuṣyati rājyena $ putrārthe dīrghadarśinī &	yA na tuzyati rAjyena $ putra arTe dIrGa darSinI &
   yayāhaṃ sarvabhūtānāṃ % hitaḥ prasthāpito vanam \	yayA aham sarva BUtAnAm % hitaH prasTApitaH vanam \
   adyedānīṃ sakāmā sā # yā mātā mama madhyamā // Ram_3,2.18 //	adya idAnIm sa kAmA sA # yA mAtA mama maDyamA // Ram_3,2.18 //
   parasparśāt tu vaidehyā $ na duḥkhataram asti me &	para sparSAt tu vEdehyAH $ na duHKataram asti me &
   pitur vināśāt saumitre % svarājyaharaṇāt tathā // Ram_3,2.19 //	pituH vinASAt sOmitre % sva rAjya haraNAt taTA // Ram_3,2.19 //
   iti bruvati kākutsthe $ bāṣpaśokapariplute &	iti bruvati kAkutsTe $ bAzpa Soka pariplute &
   abravīl lakṣmaṇaḥ kruddho % ruddho nāga iva śvasan // Ram_3,2.20 //	abravIt lakzmaNaH krudDaH % rudDaH nAgaH iva Svasan // Ram_3,2.20 //
   anātha iva bhūtānāṃ $ nāthas tvaṃ vāsavopamaḥ &	anATaH iva BUtAnAm $ nATaH tvam vAsava upamaH &
   mayā preṣyeṇa kākutstha % kimarthaṃ paritapyase // Ram_3,2.21 //	mayA prezyeNa kAkutsTa % kim arTam paritapyase // Ram_3,2.21 //
   śareṇa nihatasyādya $ mayā kruddhena rakṣasaḥ &	SareNa nihatasya adya $ mayA krudDena rakzasaH &
   virādhasya gatāsor hi % mahī pāsyati śoṇitam // Ram_3,2.22 //	virADasya gatAsoH hi % mahI pAsyati SoNitam // Ram_3,2.22 //
   rājyakāme mama krodho $ bharate yo babhūva ha &	rAjya kAme mama kroDaH $ Barate yaH baBUva ha &
   taṃ virādhe vimokṣyāmi % vajrī vajram ivācale // Ram_3,2.23 //	tam virADe vimokzyAmi % vajrI vajram iva acale // Ram_3,2.23 //
   mama bhujabalavegavegitaḥ $ patatu śaro 'sya mahān mahorasi &	mama Buja bala vega vegitaH $ patatu SaraH asya mahAn mahA urasi &
   vyapanayatu tanoś ca jīvitaṃ % patatu tataś ca mahīṃ vighūrṇitaḥ //	vyapanayatu tanoH ca jIvitam % patatu tatas ca mahIm viGUrNitaH //
   Ram_3,2.24 //	Ram_3,2.24 //
   athovāca punar vākyaṃ $ virādhaḥ pūrayan vanam &	aTa uvAca punar vAkyam $ virADaH pUrayan vanam &
   ātmānaṃ pṛcchate brūtaṃ % kau yuvāṃ kva gamiṣyathaḥ // Ram_3,3.1 //	AtmAnam pRcCate brUtam % kO yuvAm kva gamizyaTaH // Ram_3,3.1 //
   tam uvāca tato rāmo $ rākṣasaṃ jvalitānanam &	tam uvAca tatas rAmaH $ rAkzasam jvalita Ananam &
   pṛcchantaṃ sumahātejā % ikṣvākukulam ātmanaḥ // Ram_3,3.2 //	pRcCantam su mahA tejAH % ikzvAku kulam AtmanaH // Ram_3,3.2 //
   kṣatriyau vṛttasampannau $ viddhi nau vanagocarau &	kzatriyO vRtta sampannO $ vidDi nO vana gocarO &
   tvāṃ tu veditum icchāvaḥ % kas tvaṃ carasi daṇḍakān // Ram_3,3.3 //	tvAm tu veditum icCAvaH % kaH tvam carasi daNxakAn // Ram_3,3.3 //
   tam uvāca virādhas tu $ rāmaṃ satyaparākramam &	tam uvAca virADaH tu $ rAmam satya parAkramam &
   hanta vakṣyāmi te rājan % nibodha mama rāghava // Ram_3,3.4 //	hanta vakzyAmi te rAjan % niboDa mama rAGava // Ram_3,3.4 //
   putraḥ kila jayasyāhaṃ $ mātā mama śatahradā &	putraH kila jayasya aham $ mAtA mama SatahradA &
   virādha iti mām āhuḥ % pṛthivyāṃ sarvarākṣasāḥ // Ram_3,3.5 //	virADaH iti mAm AhuH % pRTivyAm sarva rAkzasAH // Ram_3,3.5 //
   tapasā cāpi me prāptā $ brahmaṇo hi prasādajā &	tapasA ca api me prAptAH $ brahmaNaH hi prasAda jAH &
   śastreṇāvadhyatā loke % 'cchedyābhedyatvam eva ca // Ram_3,3.6 //	SastreNa avaDya tA loke % acCedya aBedya tvam eva ca // Ram_3,3.6 //
   utsṛjya pramadām enām $ anapekṣau yathāgatam &	utsRjya pramadAm enAm $ anapekzO yaTAgatam &
   tvaramāṇau pālayethāṃ % na vāṃ jīvitam ādade // Ram_3,3.7 //	tvaramANO pAlayeTAm % na vAm jIvitam Adade // Ram_3,3.7 //
   taṃ rāmaḥ pratyuvācedaṃ $ kopasaṃraktalocanaḥ &	tam rAmaH pratyuvAca idam $ kopa saMrakta locanaH &
   rākṣasaṃ vikṛtākāraṃ % virādhaṃ pāpacetasam // Ram_3,3.8 //	rAkzasam vikRta AkAram % virADam pApa cetasam // Ram_3,3.8 //
   kṣudra dhik tvāṃ tu hīnārthaṃ $ mṛtyum anveṣase dhruvam &	kzudra Dik tvAm tu hIna arTam $ mRtyum anvezase Druvam &
   raṇe samprāpsyase tiṣṭha % na me jīvan gamiṣyasi // Ram_3,3.9 //	raNe samprApsyase tizWa % na me jIvan gamizyasi // Ram_3,3.9 //
   tataḥ sajyaṃ dhanuḥ kṛtvā $ rāmaḥ suniśitāñ śarān &	tatas sajyam DanuH kRtvA $ rAmaH su niSitAn SarAn &
   suśīghram abhisaṃdhāya % rākṣasaṃ nijaghāna ha // Ram_3,3.10 //	su SIGram aBisaMDAya % rAkzasam nijaGAna ha // Ram_3,3.10 //
   dhanuṣā jyāguṇavatā $ saptabāṇān mumoca ha &	DanuzA jyA guNavatA $ sapta bANAn mumoca ha &
   rukmapuṅkhān mahāvegān % suparṇānilatulyagān // Ram_3,3.11 //	rukma puFKAn mahA vegAn % suparNa anila tulya gAn // Ram_3,3.11 //
   te śarīraṃ virādhasya $ bhittvā barhiṇavāsasaḥ &	te SarIram virADasya $ BittvA barhiNa vAsasaH &
   nipetuḥ śoṇitādigdhā % dharaṇyāṃ pāvakopamāḥ // Ram_3,3.12 //	nipetuH SoNita AdigDAH % DaraNyAm pAvaka upamAH // Ram_3,3.12 //
   sa vinadya mahānādaṃ $ śūlaṃ śakradhvajopamam &	sa vinadya mahA nAdam $ SUlam Sakra Dvaja upamam &
   pragṛhyāśobhata tadā % vyāttānana ivāntakaḥ // Ram_3,3.13 //	pragRhya aSoBata tadA % vyAtta AnanaH iva antakaH // Ram_3,3.13 //
   tac chūlaṃ vajrasaṃkāśaṃ $ gagane jvalanopamam &	tat SUlam vajra saMkASam $ gagane jvalana upamam &
   dvābhyāṃ śarābhyāṃ cicheda % rāmaḥ śastrabhṛtāṃ varaḥ // Ram_3,3.14 //	dvAByAm SarAByAm ciCeda % rAmaH SastraBRtAm varaH // Ram_3,3.14 //
   tasya raudrasya saumitrir $ bāhuṃ savyaṃ babhañja ha &	tasya rOdrasya sOmitriH $ bAhum savyam baBaQja ha &
   rāmas tu dakṣiṇaṃ bāhuṃ % tarasā tasya rakṣasaḥ // Ram_3,3.15 //	rAmaH tu dakziNam bAhum % tarasA tasya rakzasaH // Ram_3,3.15 //
   sa bhagnabāhuḥ saṃvigno $ nipapātāśu rākṣasaḥ &	sa Bagna bAhuH saMvignaH $ nipapAta ASu rAkzasaH &
   dharaṇyāṃ meghasaṃkāśo % vajrabhinna ivācalaḥ \	DaraNyAm meGa saMkASaH % vajra BinnaH iva acalaH \
   idaṃ provāca kākutsthaṃ # virādhaḥ puruṣarṣabham // Ram_3,3.16 //	idam provAca kAkutsTam # virADaH puruza RzaBam // Ram_3,3.16 //
   kausalyā suprajās tāta $ rāmas tvaṃ vidito mayā &	kOsalyA su prajAH tAta $ rAmaH tvam viditaH mayA &
   vaidehī ca mahābhāgā % lakṣmaṇaś ca mahāyaśāḥ // Ram_3,3.17 //	vEdehI ca mahABAgA % lakzmaNaH ca mahA yaSAH // Ram_3,3.17 //
   abhiśāpād ahaṃ ghorāṃ $ praviṣṭo rākṣasīṃ tanum &	aBiSApAt aham GorAm $ pravizwaH rAkzasIm tanum &
   tumburur nāma gandharvaḥ % śapto vaiśravaṇena hi // Ram_3,3.18 //	tumburuH nAma ganDarvaH % SaptaH vESravaNena hi // Ram_3,3.18 //
   prasādyamānaś ca mayā $ so 'bravīn māṃ mahāyaśāḥ &	prasAdyamAnaH ca mayA $ saH abravIt mAm mahA yaSAH &
   yadā dāśarathī rāmas % tvāṃ vadhiṣyati saṃyuge // Ram_3,3.19 //	yadA dASaraTiH rAmaH % tvAm vaDizyati saMyuge // Ram_3,3.19 //
   tadā prakṛtim āpanno $ bhavān svargaṃ gamiṣyati &	tadA prakRtim ApannaH $ BavAn svargam gamizyati &
   iti vaiśravaṇo rājā % rambhāsaktam uvāca ha // Ram_3,3.20 //	iti vESravaNaH rAjA % ramBA saktam uvAca ha // Ram_3,3.20 //
   anupasthīyamāno māṃ $ saṃkruddho vyājahāra ha &	anupasTIyamAnaH mAm $ saMkrudDaH vyAjahAra ha &
   tava prasādān mukto 'ham % abhiśāpāt sudāruṇāt \	tava prasAdAt muktaH aham % aBiSApAt su dAruNAt \
   bhavanaṃ svaṃ gamiṣyāmi # svasti vo 'stu paraṃtapa // Ram_3,3.21 //	Bavanam svam gamizyAmi # svasti vaH astu paraMtapa // Ram_3,3.21 //
   ito vasati dharmātmā $ śarabhaṅgaḥ pratāpavān &	itas vasati Darma AtmA $ SaraBaFgaH pratApavAn &
   adhyardhayojane tāta % maharṣiḥ sūryasaṃnibhaḥ // Ram_3,3.22 //	aDyarDa yojane tAta % mahA RziH sUrya saMniBaH // Ram_3,3.22 //
   taṃ kṣipram abhigaccha tvaṃ $ sa te śreyo vidhāsyati &	tam kzipram aBigacCa tvam $ sa te SreyaH viDAsyati &
   avaṭe cāpi māṃ rāma % nikṣipya kuśalī vraja // Ram_3,3.23 //	avawe ca api mAm rAma % nikzipya kuSalI vrajaH // Ram_3,3.23 //
   rakṣasāṃ gatasattvānām $ eṣa dharmaḥ sanātanaḥ &	rakzasAm gata sattvAnAm $ eza DarmaH sanAtanaH &
   avaṭe ye nidhīyante % teṣāṃ lokāḥ sanātanāḥ // Ram_3,3.24 //	avawe ye niDIyante % tezAm lokAH sanAtanAH // Ram_3,3.24 //
   evam uktvā tu kākutsthaṃ $ virādhaḥ śarapīḍitaḥ &	evam uktvA tu kAkutsTam $ virADaH Sara pIxitaH &
   babhūva svargasamprāpto % nyastadeho mahābalaḥ // Ram_3,3.25 //	baBUva svarga samprAptaH % nyasta dehaH mahA balaH // Ram_3,3.25 //
   taṃ muktakaṇṭham utkṣipya $ śaṅkukarṇaṃ mahāsvanam &	tam mukta kaNWam utkzipya $ SaFkukarNam mahA svanam &
   virādhaṃ prākṣipac chvabhre % nadantaṃ bhairavasvanam // Ram_3,3.26 //	virADam prAkzipat SvaBre % nadantam BErava svanam // Ram_3,3.26 //
   tatas tu tau kāñcanacitrakārmukau $ nihatya rakṣaḥ parigṛhya maithilīm &	tatas tu tO kAQcana citra kArmukO $ nihatya rakzaH parigRhya mETilIm &
   vijahratus tau muditau mahāvane % divi sthitau candradivākarāv iva //	vijahratuH tO muditO mahA vane % divi sTitO candra divAkarO iva //
   Ram_3,3.27 //	Ram_3,3.27 //
   hatvā tu taṃ bhīmabalaṃ $ virādhaṃ rākṣasaṃ vane &	hatvA tu tam BIma balam $ virADam rAkzasam vane &
   tataḥ sītāṃ pariṣvajya % samāśvāsya ca vīryavān \	tatas sItAm parizvajya % samASvAsya ca vIryavAn \
   abravīl lakṣmaṇaṃ rāmo # bhrātaraṃ dīptatejasam // Ram_3,4. 1 //	abravIt lakzmaNam rAmaH # BrAtaram dIpta tejasam // Ram_3,4. 1 //
   kaṣṭaṃ vanam idaṃ durgaṃ $ na ca smo vanagocarāḥ &	kazwam vanam idam durgam $ na ca smaH vana gocarAH &
   abhigacchāmahe śīghraṃ % śarabhaṅgaṃ tapodhanam // Ram_3,4. 2 //	aBigacCAmahe SIGram % SaraBaFgam tapoDanam // Ram_3,4. 2 //
   āśramaṃ śarabhaṅgasya $ rāghavo 'bhijagāma ha // Ram_3,4. 3 //	ASramam SaraBaFgasya $ rAGavaH aBijagAma ha // Ram_3,4. 3 //
   tasya devaprabhāvasya $ tapasā bhāvitātmanaḥ &	tasya deva praBAvasya $ tapasA BAvitAtmanaH &
   samīpe śarabhaṅgasya % dadarśa mahad adbhutam // Ram_3,4. 4 //	samIpe SaraBaFgasya % dadarSa mahat adButam // Ram_3,4. 4 //
   vibhrājamānaṃ vapuṣā $ sūryavaiśvānaropamam &	viBrAjamAnam vapuzA $ sUrya vESvAnara upamam &
   asaṃspṛśantaṃ vasudhāṃ % dadarśa vibudheśvaram // Ram_3,4. 5 //	asaMspRSantam vasuDAm % dadarSa vibuDa ISvaram // Ram_3,4. 5 //
   suprabhābharaṇaṃ devaṃ $ virajo'mbaradhāriṇam &	su praBA ABaraNam devam $ virajaH ambara DAriNam &
   tadvidhair eva bahubhiḥ % pūjyamānaṃ mahātmabhiḥ // Ram_3,4. 6 //	tadviDEH eva bahuBiH % pUjyamAnam mahAtmaBiH // Ram_3,4. 6 //
   haribhir vājibhir yuktam $ antarikṣagataṃ ratham &	hariBiH vAjiBiH yuktam $ antarikza gatam raTam &
   dadarśādūratas tasya % taruṇādityasaṃnibham // Ram_3,4. 7 //	dadarSa adUrataH tasya % taruNa Aditya saMniBam // Ram_3,4. 7 //
   pāṇḍurābhraghanaprakhyaṃ $ candramaṇḍalasaṃnibham &	pANxura aBra Gana praKyam $ candra maNxala saMniBam &
   apaśyad vimalaṃ chattraṃ % citramālyopaśobhitam // Ram_3,4. 8 //	apaSyat vimalam Cattram % citra mAlya upaSoBitam // Ram_3,4. 8 //
   cāmaravyajane cāgrye $ rukmadaṇḍe mahādhane &	cAmara vyajane ca agrye $ rukma daNxe mahADane &
   gṛhīte vananārībhyāṃ % dhūyamāne ca mūrdhani // Ram_3,4. 9 //	gRhIte vana nArIByAm % DUyamAne ca mUrDani // Ram_3,4. 9 //
   gandharvāmarasiddhāś ca $ bahavaḥ paramarṣayaḥ &	ganDarva amara sidDAH ca $ bahavaH parama RzayaH &
   antarikṣagataṃ devaṃ % vāgbhir agryābhir īḍire // Ram_3,4. 10 //	antarikza gatam devam % vAgBiH agryABiH Ixire // Ram_3,4. 10 //
   dṛṣṭvā śatakratuṃ tatra $ rāmo lakṣmaṇam abravīt &	dRzwvA Satakratum tatra $ rAmaH lakzmaNam abravIt &
   ye hayāḥ puruhūtasya % purā śakrasya naḥ śrutāḥ \	ye hayAH puruhUtasya % purA Sakrasya naH SrutAH \
