   BhG 11.1	Bhu 11.1
   ādi-ṣaṣṭhādhyāya-paryantaṃ tv apadārtha-pradhānaṃ yat tvayā	Adi-zazWa-aDyAya--paryantam tu apadArTa--praDAnam yat tvayA
   parama-kāruṇikena sarvajñenoktaṃ vaco vākyaṃ tena vākyenāham eṣāṃ hantā	parama-kAruNikena sarvajQena-uktam vacaH vAkyam tena vAkyena-aham ezAm hantA
   mayaite hanyanta ity ādivividha-viparyāsa-lakṣaṇo moho 'yam	mayA-ete hanyante iti Adi-viviDa--viparyAsa--lakzaNaH mohaH ayam
   anubhava-sākṣiko vigato vinaṣṭo mama | tatrāsakṛd ātmanaḥ	anuBava--sAkzikaH vigataH vinazwaH mama | tatra-asakRt AtmanaH
   sarva-vikriyā-śūnyatvokteḥ ||1||	sarva--vikriyA--SUnya-tva-ukteH ||1||
   viśvanāthaḥ :	viSvanATaH :
   ekādaśe viśvarūpaṃ dṛṣṭvā sambhrānta-dhīḥ stuvan |	ekAdaSe viSva-rUpam dRzwvA samBrAnta-DIH stuvan |
   pārtha ānandito darśayitvā svaṃ hariṇā punaḥ ||	pArTa AnanditaH darSayitvA svam hariNA punar ||
   pūrvādhyāyānte viṣṭabhyāham idaṃ kṛtsnam ekāṃśena sthito jagat iti	pUrva-aDyAya-ante vizwaBya-aham idam kRtsnam eka-aMSena sTitaH jagat iti
   sarva-vibhūty-āśrayam ādi-puruṣaṃ sva-priya-sakhasyāṃśaṃ śrutvā	sarva--viBUti--ASrayam Adi-puruzam sva--priya--saKasya-aMSam SrutvA
   paramānanda-nimagnas tad-rūpaṃ didṛkṣamāṇo bhagavad-uktam abhinandati	parama-Ananda--nimagnaH tad--rUpam didRkzamANaH Bagavat--uktam aBinandati
   mad-anugrahāyeti tribhiḥ | adhyātmaṃ iti saptamy-arthe avyayībhāvād	mad--anugrahAya-iti triBiH | aDyAtmam iti saptamI--arTe avyayIBAvAt-
   ātmanīty arthaḥ | ātmani yā yā saṃjñā vibhūti-lakṣaṇā sā saṃjātā yasya	Atmani-iti arTaH | Atmani yA yA saMjQA viBUti-lakzaNA sA saMjAtA yasya
   tad-vacaḥ | mohas tad-aiśvaryājñānam ||1||	tat--vacaH | mohaH tad--ESvarya-ajQAnam ||1||
   baladevaḥ :	baladevaH :
   ekādaśe viśva-rūpaṃ vilokya trasta-dhīḥ stuvan |	ekAdaSe viSva-rUpam vilokya trasta-DIH stuvan |
   darśayitvā svakaṃ rūpaṃ hariṇā harṣito 'rjunaḥ ||	darSayitvA svakam rUpam hariNA harzitaH arjunaH ||
   pūrvatra aham ātmā guḍākeśa sarva-bhūtāśaya-sthitaḥ iti	pUrvatra aham AtmA guxAkeSa sarva-BUta-ASaya--sTitaH iti
   vibhūti-kathanopakrame viṣṭabhyāham idaṃ kṛtsnam iti tad-upasaṃhāre ca	viBUti-kaTana-upakrame vizwaBya-aham idam kRtsnam iti tad--upasaMhAre ca
   nikhila-vibhūty-āśrayo mahat-sraṣṭā puruṣaḥ svasya kṛṣṇasyāvatāraḥ, sa tu	niKila--viBUti--ASrayaH mahat--srazwA puruzaH svasya kRzNasya-avatAraH, sa tu
   mahat-sraṣṭādi-sarvāvatārīti tan-mukhāt pratītya	mahat-srazwA-Adi-sarva-avatArI-iti tan--muKAt pratItya
   sakhyānanda-sindhu-nimagno 'rjunas tat-puruṣa-rūpaṃ didṛkṣuḥ kṛṣṇoktam	saKi-Ananda--sinDu--nimagnaH arjunaH tat--puruza-rUpam didRkzuH kRzNa-uktam
   anuvadati mad iti | mad-anugrahāyādhyātma-saṃjñitam vibhūti-viṣayakaṃ yad	anuvadati mat iti | mad--anugrahAya-aDyAtma--saMjQitam viBUti-vizayakam yat-
   vacas tvayoktaṃ tena mama mohaḥ kathaṃ vidyām ity-ādy-ukto vigato naṣṭaḥ |	vacaH tvayA-uktam tena mama mohaH kaTam vidyAm iti--Adi--uktaH vigataH nazwaH |
   adhyātmam ātmani paramātmani tvayi yā vibhūti-lakṣaṇā saṃjñā sā jātā |	aDyAtmam Atmani paramAtmani tvayi yA viBUti-lakzaNA saMjQA sA jAtAH |
   yasya tad-vacaḥ vibhakty-arthe 'vyayībhāvaḥ | paramaṃ guhyam atirahasyaṃ	yasya tat--vacaH viBakti--arTe avyayIBAvaH | paramam guhyam ati-rahasyam
   tvad-anyāgamyam ity arthaḥ ||1||	tvad--anya-agamyam iti arTaH ||1||
   BhG 11.2	Bhu 11.2
   bhavāpyayau hi bhūtānāṃ śrutau vistaraśo mayā |	Bava-apyayO hi BUtAnAm SrutO vistaraSaH mayA |
   tvattaḥ kamala-patrākṣa māhātmyam api cāvyayam ||2||	tvattaH kamala-patra-akza mAhAtmyam api ca-avyayam ||2||
   śrīdharaḥ : kiṃ ca bhavāpyayāv iti | bhūtānāṃ bhavāpyayau sṛṣṭi-pralayau	SrIDaraH : kim ca Bava-apyayO iti | BUtAnAm Bava-apyayO sRzwi--pralayO
   tvattaḥ sakāśād eva bhavataḥ | iti śrutaṃ mayā | ahaṃ kṛtsnasya jagataḥ	tvattaH sakASAt eva BavataH | iti Srutam mayA | aham kRtsnasya jagataH
   prabhavaḥ pralayas tathā ity ādau | vistaraśaḥ punaḥ punaḥ | kamalasya	praBavaH pralayaH taTA iti AdO | vistaraSaH punar punar | kamalasya
   patre iva suprasanne viśāle akṣiṇī yasya tava he kamala-patrākṣa !	patre iva su-prasanne viSAle akziNI yasya tava he kamala-patra-akzaH !
   māhātmyam api cāvyayam akṣayaṃ śrutam | viśva-sṛṣṭy-ādi-kartṛtve 'pi	mAhAtmyam api ca-avyayam akzayam Srutam | viSva--sRzwi--Adi-kartR-tve api
   sarva-niyantṛtve 'pi śubhāśubha-karma-kārayitṛtve 'pi	sarva--niyantR-tve api SuBa-aSuBa-karma-kArayitR-tve api
   bandha-mokṣādi-vicitra-phala-dātṛtve 'pi	banDa--mokza-Adi--vicitra--Pala--dAtR-tve api
   avikārāvaidharmyāsaṅgaudāsīnyādi-lakṣaṇam aparimitaṃ mahattvaṃ ca śrutam -	avikAra-avEDarmya-asaFga-OdAsIni-Adi--lakzaNam aparimitam mahat-tvam ca Srutam -
   avyaktaṃ vyaktim āpannaṃ manyante mām abuddhayaḥ iti | mayā tatam idaṃ	avyaktam vyaktim Apannam manyante mAm abudDayaH iti | mayA tatam idam
   sarvam iti | na ca māṃ tāni karmāṇi nibadhnanti iti | samo 'haṃ	sarvam iti | na ca mAm tAni karmANi nibaDnanti iti | samaH aham
   sarva-bhūteṣu ity ādinā | atas tvat-paratantratvād api jīvānām ahaṃ	sarva-BUtezu iti AdinA | atas tu-at-para-tantra-tvAt api jIvAnAm aham
   kartety ādir madīyo moho vigata iti bhāvaḥ ||2||	kartA-iti AdiH madIyaH mohaH vigataH iti BAvaH ||2||
   madhusūdanaḥ : tathā saptamād ārabhya daśama-paryantaṃ	maDusUdanaH : taTA saptamAt AraBya daSama--paryantam
   tat-padārtha-nirṇaya-pradhānam api bhagavato vacanaṃ mayā śrutam ity āha	tat--padArTa--nirNaya--praDAnam api BagavataH vacanam mayA Srutam iti Aha
   bhavāpyayāv iti | bhūtānāṃ bhavāpyayāv utpatti-pralayau tvatta eva	Bava-apyayO iti | BUtAnAm Bava-apyayO utpatti-pralayO tvattaH eva
   bhavantau tvatta eva vistaraśo mayā śrutau na tu saṃkṣepeṇāsakṛd ity	BavantO tvattaH eva vistaraSaH mayA SrutO na tu saMkzepeNa-asakRt iti-
   arthaḥ | kamalasya patre iva dīrghe raktānte parama-manorame akṣiṇī yasya	arTaH | kamalasya patre iva dIrGe rakta-ante parama--manorame akziNI yasya
   tava sa tvaṃ he kamala-patrākṣa ! atisaundaryātiśayollekho 'yaṃ	tava sa tvam he kamala-patra-akza ! ati-sOndarya-atiSaya-ulleKaH ayam
   premātiśayāt | na kevalaṃ bhavāpyayau tvattaḥ śrutau mahātmanas tava bhāvo	prema-atiSayAt | na kevalam Bava-apyayO tvattaH SrutO mahAtmanaH tava BAvaH-
   māhātmyam atiśayaiśvaryaṃ viśva-sṛṣṭy-ādi-kartṛtve 'py avikāre tvaṃ	mAhAtmyam atiSaya-ESvaryam viSva--sRzwi--Adi-kartR-tve api avikAre tvam
   śubhāśubha-karma-kārayitṛtve 'py avaiṣamyaṃ	SuBa-aSuBa-karma-kArayitR-tve api avEzamyam
   bandha-mokṣādi-vicitra-phala-dātṛtve 'py asaṅgaudāsīnyam anyad api	banDa--mokza-Adi--vicitra--Pala--dAtR-tve api asaFga-OdAsInyam anyat api
   sarvātmatvādi sopādhikaṃ nirupādhikam api cāvyayam akṣayaṃ mayā śrutam iti	sarva-Atma-tva-Adi sa-upADikam nirupADikam api ca-avyayam akzayam mayA Srutam iti
   pariṇatam anuvartate ca-kārāt ||2||	pariNatam anuvartate ca-kArAt ||2||
   viśvanāthaḥ : asmin ṣaṭke tu bhavāpyayau sṛṣṭi-saṃhārau tvatta iti ahaṃ	viSvanATaH : asmin zawke tu Bava-apyayO sRzwi--saMhArO tvattaH iti aham
   kṛtsnasya jagataḥ prabhavaḥ pralayas tathā ity ādināvyayaṃ māhātmyaṃ	kRtsnasya jagataH praBavaH pralayaH taTA iti Adina-avyayam mAhAtmyam
   sṛṣṭy-ādi-kartṛtve 'py adhikārāsaṅgādi-lakṣaṇaṃ mayā tatam idaṃ sarvam iti	sRzwi--Adi-kartR-tve api aDikAra-AsaFga-Adi--lakzaNam mayA tatam idam sarvam iti
   na ca māṃ tāni karmāṇi nibadhnanti ity ādinā ||2||	na ca mAm tAni karmANi nibaDnanti iti AdinA ||2||
   baladevaḥ : kiṃ ca bhaveti | he kamala-patrākṣa ! kamala-patre ivātiramye	baladevaH : kim ca Bava-iti | he kamala-patra-akzaH ! kamala--patre iva-ati-ramye
   dīrgha-raktānte cākṣiṇī yasyeti premātiśayāt saundaryātiśayollekhaḥ |	dIrGa--rakta-ante ca-akziNI yasya-iti prema-atiSayAt sOndarya-atiSaya-ulleKaH |
   tvattas tvad-dhetukau bhūtānāṃ bhavāpyayau sarga-pralayau mayā tvattaḥ	tvattaH tvad--DetukO BUtAnAm Bava-apyayO sarga--pralayO mayA tvattaH
   sakāśād vistaraśo 'sakṛt śrutau ahaṃ kṛtsnasya jagataḥ prabhavaḥ pralayas	sakASAt vistaraSaH asakRt SrutO aham kRtsnasya jagataH praBavaH pralayas
   tathā ity ādināvyayaṃ nityaṃ māhātmyam aiśvaryaṃ ca tava sarva-kartṛtve	taTA iti Adina-avyayam nityam mAhAtmyam ESvaryam ca tava sarva-kartR-tve
   'pi nirvikāratvaṃ sarva-niyantṛte 'py asaṅgatvam ity evam ādi tvatta eva	api nirvikAra-tvam sarva--niyantRte api asaFga-tvam iti evam Adi tvattaH eva
   mayā vistaraśaḥ śrutam mayā tatam idaṃ sarvam ity ādibhiḥ ||2||	mayA vistaraSaH Srutam mayA tatam idam sarvam iti AdiBiH ||2||
   BhG 11.3	Bhu 11.3
   evam etad yathāttha tvam ātmānaṃ parameśvara |	evam etat yaTA-AtTa tvam AtmAnam parameSvara |
   draṣṭum icchāmi te rūpam aiśvaraṃ puruṣottama ||3||	drazwum icCAmi te rUpam ESvaram puruzottamaH ||3||
   śrīdharaḥ : kiṃ ca evam etad iti | bhavāpyayau hi bhūtānām ity ādi mayā	SrIDaraH : kim ca evam etat iti | Bava-apyayO hi BUtAnAm iti Adi mayA
   śrutam | yathā cedānīm ātmānaṃ tvam āttha viṣṭabhyāham idaṃ kṛtsnam	Srutam | yaTA ca-idAnIm AtmAnam tvam AtTa vizwaBya-aham idam kRtsnam
   ekāṃśena sthito jagat ity evaṃ kathayasi he parameśvara | evam eva tat |	eka-aMSena sTitaH jagat iti evam kaTayasi he parameSvara | evam eva tat |
   atrāpy aviśvāso mama nāsti | tathāpi he puruṣottama	atra-api aviSvAsaH mama na-asti | taTA-api he puruzottama
   tavaiśvarya-śakti-vīrya-tejobhiḥ sampannaṃ tad-rūpaṃ kautūhalād ahaṃ	tava-ESvarya--Sakti-vIrya--tejoBiH sampannam tat--rUpam kOtUhalAt aham
   draṣṭum icchāmi ||3||	drazwum icCAmi ||3||
   madhusūdanaḥ : he parameśvara yathā yena prakāreṇa sopādhikena	maDusUdanaH : he parameSvara yaTA yena prakAreNa sa-upADikena
   nirupādhikena ca niratiśaiśvaryeṇātmānaṃ tvam āttha kathayasi tvam evam	nirupADikena ca niratiSESvaryeNa-AtmAnam tvam AtTa kaTayasi tvam evam
   etan nānyathā | tvad-vacasi kutrāpi mamāviśvāsa-śaṅkā nāsty evety arthaḥ |	etat na-anyaTA | tvad--vacasi kutra-api mama-aviSvAsa--SaFkA na-asti eva-iti arTaH |
   yadyapy evaṃ tathāpi kṛtārthī-bubhūṣayā draṣṭum icchāmi te tava rūpam	yadi-api evam taTA-api kRtArTI-buBUzayA drazwum icCAmi te tava rUpam
   aiśvaraṃ jñānaiśvarya-śakti-bala-vīrya-tejobhiḥ sampannam adbhutaṃ he	ESvaram jQAna-ESvarya--Sakti-bala--vIrya--tejoBiH sampannam adButam he
   puruṣottama | sambodhanena tvad-vacasy aviśvāso mama nāsti didṛkṣā ca	puruzottamaH | samboDanena tvad--vacasi aviSvAsaH mama na-asti didRkzA ca
   mahatī vartata iti sarvajñatvāt tvaṃ jānāsi sarvāntaryāmitvāc ceti	mahatI vartate iti sarvajQa-tvAt tvam jAnAsi sarva-antaryAmi-tvAt ca-iti
   sūcayati ||3||	sUcayati ||3||
   viśvanāthaḥ : idānīm ātmānaṃ tvam yathāttha viṣṭabhyāham idaṃ kṛtsnam	viSvanATaH : idAnIm AtmAnam tvam yaTA-AtTa vizwaBya-aham idam kRtsnam
   ekāṃśena sthito jagat iti, tac caivam eva mama nātra ko 'py aviśvāso	eka-aMSena sTitaH jagat iti, tat ca-evam eva mama na-atra kaH api aviSvAsaH-
   'stīti bhāvaḥ | kintu tad api saṃhṛtārtho bubhūṣayā tavaiśvaraṃ tad-rūpaṃ	asti-iti BAvaH | kintu tat api saMhRta-arTaH buBUzayA tava-ESvaram tat--rUpam
   draṣṭum icchāmi yenaikāṃśeneśvara-rūpeṇa tvaṃ jagat viṣṭabhya vartase |	drazwum icCAmi yena-eka-aMSena-ISvara--rUpeNa tvam jagat vizwaBya vartase |
   tasyaiva te rūpam aham idānīṃ cakṣurbhyāṃ draṣṭum icchāmīty arthaḥ ||3||	tasya-eva te rUpam aham idAnIm cakzurByAm drazwum icCAmi-iti arTaH ||3||
   baladevaḥ : evam iti viṣṭabhyāham idaṃ ity ādinā yathā tam ātmānaṃ svam	baladevaH : evam iti vizwaBya-aham idam iti AdinA yaTA tam AtmAnam svam
   āttha bravīṣi, tad etad evam eva na tava me saṃśaya-leśo 'pi tathāpi	AtTa bravIzi, tat etat evam eva na tava me saMSaya-leSaH api taTA-api
   tavaiśvaraṃ sarva-praśāstṛ tad-rūpam ahaṃ kautukād draṣṭum icchāmi | he	tava-ESvaram sarva-praSAstR tad--rUpam aham kOtukAt drazwum icCAmi | he
   parameśvara he puruṣottameti sambodhayan mama tad-didṛkṣāṃ jānāsy eva |	parameSvara he puruzottamA-iti samboDayan mama tad--didRkzAm jAnAsi eva |
   tāṃ pūrayeti vyañjayati | madhura-rasāsvādinaḥ	tAm pUrayA-iti vyaQjayati | maDura--rasa-AsvAdinaH
   kaṭu-rasa-jighṛkṣāvat-tvan-mādhuryānubhavino me	kawu-rasa-jiGRkzAvat-tu-an--mADurya-anuBavinaH me
   tvad-aiśvaryānu-bubhī̀uṣābhyudetīti bhāvaḥ ||3||	tvad--ESvarya-anu-buBÌuzA-aByudeti-iti BAvaH ||3||
   BhG 11.4	Bhu 11.4
   manyase yadi tac chakyaṃ mayā draṣṭum iti prabho |	manyase yadi tat Sakyam mayA drazwum iti praBo |
   yogeśvara tato me tvaṃ darśayātmānam avyayam ||4||	yogeSvara tatas me tvam darSaya-AtmAnam avyayam ||4||
   śrīdharaḥ : na cāhaṃ draṣṭum icchāmīty etāvataiva tvayā tad-rūpaṃ	SrIDaraH : na ca-aham drazwum icCAmi-iti etAvatA-eva tvayA tad--rUpam
   darśayitavyam | kiṃ tarhi ? manyasa iti | yogina eva yogāḥ | teṣām īśvaraḥ	darSayitavyam | kim tarhi ? manyasaH iti | yoginaH eva yogAH | tezAm ISvaraH
   | mayārjunena tad-rūpaṃ draṣṭuṃ śaktyam iti yadi manyase | tatas tarhi	| mayA-arjunena tad--rUpam drazwum Saktyam iti yadi manyase | tatas tarhi
   tad-rūpavantam ātmānam avyayaṃ nityaṃ mama darśaya ||4||	tad--rUpavantam AtmAnam avyayam nityam mama darSaya ||4||
   madhusūdanaḥ : draṣṭum ayogye kutas te didṛkṣety āsaṅkayāha manyasa iti |	maDusUdanaH : drazwum ayogye kutas te didRkzA-iti AsaFkayA-Aha manyasaH iti |
   prabhavati sṛṣṭi-sthiti-saṃhāra-praveśa-praśāsaneṣv iti prabhuḥ | he	praBavati sRzwi--sTiti--saMhAra--praveSa--praSAsanezu iti praBuH | he
   prabho sarva-svāmin ! tat tavaiśvaraṃ rūpaṃ mayārjunena draṣṭum śakyam iti	praBo sarva-svAmin ! tat tava-ESvaram rUpam mayA-arjunena drazwum Sakyam iti
   yadi manyase jānāsīcchasi vā | he yogeśvara sarveṣām	yadi manyase jAnAsi-icCasi vA | he yogeSvara sarvezAm
   aṇimādi-siddhi-śālināṃ yogānāṃ yoginām īśvara tatas tvad-icchā-vaśād eva	aNima-Adi--sidDi--SAlinAm yogAnAm yoginAm ISvara tatas tvad--icCA--vaSAt eva
   me mahyam atyartham arthite tvaṃ parama-kāruṇiko darśaya	me mahyam atyarTam arTite tvam parama-kAruNikaH darSaya
   cākṣuṣa-jñāna-viṣayī-kāraya ātmānam aiśvara-rūpa-viśiṣṭam avyayam akṣayam	cAkzuza--jQAna--vizayI--kArayaH AtmAnam ESvara--rUpa-viSizwam avyayam akzayam
   viśvanāthaḥ : yogeśvareti ayogyasyāpi mama tad-darśana-yogyatāyāṃ tava	viSvanATaH : yogeSvara-iti ayogyasya-api mama tad--darSana-yogyatAyAm tava
   yogaiśvaryam eva kāraṇam iti bhāvaḥ ||4||	yoga-ESvaryam eva kAraNam iti BAvaH ||4||
   baladevaḥ : aiśvarya-darśane bhagavan-saṃmatiṃ gṛhṇāti manyase yadīti |	baladevaH : ESvarya--darSane Bagavan-saMmatim gRhNAti manyase yadi-iti |
   jānāsīcchasi vety arthaḥ | he prabho sarva-svāmin ! yogeśvareti	jAnAsi-icCasi vA-iti arTaH | he praBo sarva-svAmin ! yogeSvara-iti
   sambodhayann ayogyasya me tvad-darśane tvac-chaktir eva hetur iti	samboDayan ayogyasya me tvad--darSane tvac--SaktiH eva hetuH iti
   vyañjayati ||4||	vyaQjayati ||4||
   BhG 11.5	Bhu 11.5
   śrī-bhagavān uvāca	SrI--BagavAn uvAca
   paśya me pārtha rūpāṇi śataśo 'tha sahasraśaḥ |	paSya me pArTa rUpANi SataSas aTa sahasraSas |
   nānā-vidhāni divyāni nānā-varṇākṛtīni ca ||5||	nAnA-viDAni divyAni nAnA--varNa-AkRtIni ca ||5||
   śrīdharaḥ : evaṃ prārthitaḥ sann atyadbhutaṃ rūpaṃ darśayiyan sāvadhāno	SrIDaraH : evam prArTitaH san ati-adButam rUpam darSayiyan sAvaDAnaH-
   bhavety evam arjunam abhimukhīkaroti śrī-bhagavān uvāca paśyeti caturbhiḥ	Bava-iti evam arjunam aBimuKIkaroti SrI--BagavAn uvAca paSya-iti caturBiH
   | rūpasyaikatve 'pi nānā-vidhatvāt rūpāṇīti bahu-vacanam | aparimitāny	| rUpasya-eka-tve api nAnA--viDa-tvAt rUpANi-iti bahu-vacanam | aparimitAni-
   aneka-prakārāṇi | divyāny alaukikāni mama rūpāṇi paśya | varṇāḥ	aneka--prakArANi | divyAni alOkikAni mama rUpANi paSya | varNAH
   śukla-kṛṣṇādayaḥ | ākṛtayo 'vayava-viśeṣāḥ | nānā aneke varṇā ākṛtayaś ca	Sukla-kRzNa-AdayaH | AkRtayaH avayava--viSezAH | nAnA aneke varNAH AkRtayaH ca
   yeṣāṃ tāni nānā-varṇākṛtīni ||5||	yezAm tAni nAnA--varNa-AkRtIni ||5||
   madhusūdanaḥ : evam atyanta-bhaktenārjunena prārthitaḥ san śrī-bhagavān	maDusUdanaH : evam atyanta--Baktena-arjunena prArTitaH san SrI--BagavAn
   uvāca paśyeti | atra krameṇa śloka-catuṣṭaye 'pi paśyety	uvAca paSya-iti | atra krameNa Sloka--catuzwaye api paSya-iti-
   āvṛttyātyadbhuta-rūpāṇi darśayiṣyāmi tvaṃ sāvadhāno bhavety arjunam	AvRttyA-ati-adButa--rUpANi darSayizyAmi tvam sa-avaDAnaH Bava-iti arjunam
   abhimukhīkaroti bhagavān | śataśo 'tha sahasraśa ity aparimitāni tāni ca	aBimuKIkaroti BagavAn | SataSas aTa sahasraSas iti aparimitAni tAni ca
   nānā-vidhāny aneka-prakārāṇi divyāny atyadbhutāni nānā vilakṣaṇā varṇā	nAnA-viDAni aneka--prakArANi divyAni ati-adButAni nAnA vilakzaNA varNA
   nīla-pīta-divya-prakārās tathākṛtayaś cāvayava-saṃsthāna-viśeṣā yeṣāṃ tāni	nIla--pIta--divya--prakArAH taTA-AkRtayaH ca-avayava--saMsTAna--viSezAH yezAm tAni
   nānā-varṇākṛtīni ca me mama rūpāṇi paśya | arhe loṭ | draṣṭum arho bhava	nAnA--varNa-AkRtIni ca me mama rUpANi paSya | arhe loh | drazwum arhaH Bava
   he pārtha ||5||	he pArTa ||5||
   viśvanāthaḥ : tataś ca svāṃśasya prakṛty-antaryāmiṇaḥ prathama-puruṣasya	viSvanATaH : tatas ca sva-aMSasya prakRti--antaryAmiNaH praTama-puruzasya
   sahasra-śīrṣā puruṣaḥ sahasrākṣaḥ sahasrapāt iti puruṣa-sūkta-proktaṃ	sahasra-SIrzA puruzaH sahasrAkzaH sahasrapAd iti puruza-su-ukta--proktam
   rūpaṃ prathamam idaṃ darśayāmi | paścāt prastutopayogitvena tasyaiva	rUpam praTamam idam darSayAmi | paScAt prastuta-upayogi-tvena tasya-eva
   kāla-rūpatvam api jñāpayiṣyāmīti manasi vimṛṣyārjunaṃ prati sāvadhāno	kAla--rUpa-tvam api jQApayizyAmi-iti manasi vimRzya-arjunam prati sAvaDAnaH-
   bhava ity abhimukhīkaroti | paśya iti rūpāṇīti | ekasminn api mat-svarūpe	BavaH iti aBimuKIkaroti | paSyaH iti rUpANi-iti | ekasmin api mat--svarUpe
   śataśo mat-svarūpāṇi mad-vibhūtīḥ ||5||	SataSas mat--svarUpANi mad--viBUtIH ||5||
   baladevaḥ : evam abhyarthito bhagavān prakṛty-antaryāmiṇaṃ sahasra-śirasaṃ	baladevaH : evam aByarTitaH BagavAn prakRti--antaryAmiNam sahasra--Sirasam
   praśāstṛtva-pradhānaṃ devākāraṃ svāṃśaṃ pradarśayituṃ prakṛtopayogitvāt	praSAstR-tva--praDAnam deva-AkAram sva-aMSam pradarSayitum prakRta-upayogi-tvAt-
   tatraiva kālātmakatāṃ ca bodhayitum arjunam avadhāpayatīty āha paśyeti	tatra-eva kAla-Atmaka-tAm ca boDayitum arjunam avaDApayati-iti Aha paSya-iti
   caturṣu | paśyeti padāvṛttir darśanīyānāṃ rūpāṇām	caturzu | paSya-iti padAvRttiH darSanIyAnAm rUpANAm
   atyadbhutatva-dyotanārthā ca bodhyā | me mama sahasra-śīrṣākāreṇa	ati-adButa-tva--dyotana-arTA ca boDyA | me mama sahasra-SIrza-AkAreNa
   bhāsamānasyaikasyaiva śatāni sahasrāṇi ca vibhūti-bhūtāni rūpāṇi paśya	BAsamAnasya-ekasya-eva SatAni sahasrANi ca viBUti-BUtAni rUpANi paSya
   arhe loṭ tāni praṣṭum arho bhavety arthaḥ ||5||	arhe low tAni prazwum arhaH Bava-iti arTaH ||5||
   BhG 11.6	Bhu 11.6
   paśyādityān vasūn rudrān aśvinau marutas tathā |	paSya-AdityAn vasUn rudrAn aSvinO marutaH taTA |
   bahūny adṛṣṭa-pūrvāṇi paśyāścaryāṇi bhārata ||6||	bahUni adRzwa--pUrvANi paSya-AScaryANi BArata ||6||
   śrīdharaḥ : tāny eva paśyeti | ādityādīn mama dehe paśya | maruta	SrIDaraH : tAni eva paSya-iti | Aditya-AdIn mama dehe paSya | maruta
