   PADA MARKERS	PADAH MARKERS
   guṇā guṇānubandhitvāt % tasya saprasavā iva // Ragh_1.22 //	guNAH guNa anubanDi tvAt % tasya sa prasavAH iva // RaG_1.22 //
   anākṛṣṭasya viṣayair $ vidyānāṃ pāradṛśvanaḥ &	anAkRzwasya vizayEH $ vidyAnAm pAradRSvanaH &
   tasya dharmarater āsīd % vṛddhatvaṃ jarasā vinā // Ragh_1.23 //	tasya Darma rateH AsIt % vRdDa tvam jarasA vinA // RaG_1.23 //
   prajānāṃ vinayādhānād $ rakṣaṇād bharaṇād api &	prajAnAm vinaya ADAnAt $ rakzaNAt BaraNAt api &
   sa pitā pitaras tāsāṃ % kevalaṃ janmahetavaḥ // Ragh_1.24 //	sa pitA pitaraH tAsAm % kevalam janma hetavaH // RaG_1.24 //
   sthityai daṇḍayato daṇḍyān $ pariṇetuḥ prasūtaye &	sTityE daNxayataH daNxyAn $ pariNetuH prasUtaye &
   apy arthakāmau tasyāstāṃ % dharma eva manīṣiṇaḥ // Ragh_1.25 //	api arTa kAmO tasya AstAm % DarmaH eva manIziNaH // RaG_1.25 //
   #a: (praṇayato daṇḍaṃ C)	#a: (praNayataH daNxam C)
   dudhoha gāṃ sa yajñāya $ sasyāya maghavā divam &	duDoha gAm sa yajQAya $ sasyAya maGavA divam &
   saṃpadvinimayenobhau % dadhatur bhuvanadvayam // Ragh_1.26 //	saMpad vinimayena uBO % daDatuH Buvana dvayam // RaG_1.26 //
   #c: (samyag^ C)	#c: (samyak ^ C)
   na kilānuyayus tasya $ rājāno rakṣitur yaśaḥ &	na kila anuyayuH tasya $ rAjAnaH rakzituH yaSaH &
   vyāvṛtta yat parasvebhyaḥ % śrutau taskaratā sthitā // Ragh_1.27 //	vyAvRtta yat para sveByaH % SrutO taskara tA sTitAH // RaG_1.27 //
   dveṣyo 'pi saṃmataḥ śiṣṭas $ tasyārtasya yathauṣadham &	dvezyaH api saMmataH SizwaH $ tasya Artasya yaTA OzaDam &
   tvājyo duṣṭaḥ priyo 'py āsīd % aṅgulīvoragakṣatā // Ragh_1.28 //	tvAjyaH duzwaH priyaH api AsIt % aFgulI iva uraga kzatAH // RaG_1.28 //
   #d: (daṣṭo 'ṅguṣṭha ivāhinā *V)	#d: (dazwaH aFguzWaH iva ahinA *V)
   taṃ vedhā vidadhe nūnaṃ $ mahābhūtasamādhinā &	tam veDAH vidaDe nUnam $ mahABUta samADinA &
   tathā hi sarve tasyāsan % parārthaikaphalā guṇāḥ // Ragh_1.29 //	taTA hi sarve tasya Asan % para arTa eka PalAH guNAH // RaG_1.29 //
   sa velāvapravalayāṃ $ parikhīkṛtasāgarām &	sa velO= apravalayAm $ pariKIkRta sAgarAm &
   ananyāśāsanām urvīṃ % śaśāsaikapurīm iva // Ragh_1.30 //	ananyASAsanAm urvIm % SaSAsa eka purIm iva // RaG_1.30 //
   tasya dākṣiṇyaruḍhena $ nāmnā magadhavaṃśajā &	tasya dAkziNya ruXena $ nAmnA magaDa vaMSa jAH &
   patnī sudakṣiṇety āsīd % adhvarasyeva dakṣiṇā // Ragh_1.31 //	patnI sudakziNA iti AsIt % aDvarasya iva dakziNA // RaG_1.31 //
   #a: (^yuktena C)	#a: (^yuktena C)
   kalatravantam ātmānam $ avarodhe mahaty api &	kalatravantam AtmAnam $ avaroDe mahati api &
   tayā mene manasvinyā % lakṣmyā ca vasudhādhipaḥ // Ragh_1.32 //	tayA mene manasvinyA % lakzmyA ca vasuDADipaH // RaG_1.32 //
   tasyām ātmānurūpāyām $ ātmajanmasamutsukaḥ &	tasyAm Atma anurUpAyAm $ Atmajanma samutsukaH &
   vilambitaphalaiḥ kālaṃ % sa nināya manorathaiḥ // Ragh_1.33 //	vilambita PalEH kAlam % sa ninAya manoraTEH // RaG_1.33 //
   saṃtānārthāya vidhaye $ svabhujād avatāritā &	saMtAna arTAya viDaye $ sva BujAt avatAritA &
   tena dhūr jagato gurvī % saciveṣu nicikṣipe // Ragh_1.34 //	tena DUH jagataH gurvI % sacivezu nicikzipe // RaG_1.34 //
   #a: (mahate sutalābhāya C)	#a: (mahate suta lABAya C)
   #d: (niveśitā C)	#d: (niveSitA C)
   gaṅgāṃ bhagīratheneva $ pūrveṣāṃ pāvanakṣamām &	gaFgAm BagIraTena iva $ pUrvezAm pAvana kzamAm &
   icchatā saṃtatiṃ nyastā % tena mantriṣu kosalā // Ragh_1.34* //	icCatA saMtatim nyastAH % tena mantrizu kosalAH // RaG_1.34* //
   #a: (^aiva V^n)	#a: (^A eva V^n)
   #c: (īpsitā V^n)	#c: (IpsitAH V^n)
   #d: (kausalāḥ V^n)	#d: (kOsalAH V^n)
   athābhyarcya vidhātāraṃ $ prayatau putrakāmyayā &	aTa aByarcya viDAtAram $ prayatO putra kAmyayA &
   tau daṃpatī vasiṣṭhasya % guror jagmatur āśramam // Ragh_1.35 //	tO daMpatI vasizWasya % guroH jagmatuH ASramam // RaG_1.35 //
   snigdhagambhīranirghoṣam $ ekaṃ syandanam āsthitau &	snigDa gamBIra nirGozam $ ekam syandanam AsTitO &
   prāvṛṣeṇyaṃ payovāhaṃ % vidyudairāvatāv iva // Ragh_1.36 //	prAvRzeNyam payaH vA aham % vidyut ErAvatO iva // RaG_1.36 //
   #b: (a^ S V^n)	#b: (a^ S V^n)
   #b: (āśritau Ns^2)	#b: (a ASritO Ns^2)
   mā bhūd āśramapīḍeti $ parimeyapuraḥsarau &	mA BUt ASrama pIxA iti $ parimeya puraHsarO &
   anubhāvaviśeṣāt tu % senāparivṛtāv iva // Ragh_1.37 //	anuBAva viSezAt tu % senA parivRtO iva // RaG_1.37 //
   #d: (^gatāv C V^n)	#d: (^gatO C V^n)
   sevyamānau sukhasparśaiḥ $ śālaniryāsagandhibhiḥ &	sevyamAnO suKa sparSEH $ SAla niryAsa ganDiBiH &
   puṣpareṇūtkirair vātair % ādhūtavanarājibhiḥ // Ragh_1.38 //	puzpa reNu utkirEH vAtEH % ADUta vana rAjiBiH // RaG_1.38 //
   #c: (^ūtkarair C V^n)	#c: (^u utkarEH C V^n)
   mano'bhirāmāḥ śṛṇvantau $ rathanemisvanonmukhaiḥ &	manaH aBirAmAH SRNvantO $ raTa nemi svana unmuKEH &
   ṣaḍjasaṃvādinīḥ kekā % dvidhā bhinnāḥ śikhaṇḍibhiḥ // Ragh_1.39 //	zaxja saMvAdinIH kekAH % dviDA BinnAH SiKaNxiBiH // RaG_1.39 //
   paraparākṣisādṛśyam $ adūrojjhitavartmasu &	para para akzi sAdRSyam $ adUra ujJita vartmasu &
   mṛgadvandveṣu paśyantau % syandanābaddhadṛṣṭiṣu // Ragh_1.40 //	mRga dvandvezu paSyantO % syandana AbadDa dRzwizu // RaG_1.40 //
   śreṇībandhād vitanvadbhir $ astambhāṃ toraṇasrajam &	SreNI banDAt vitanvadBiH $ astamBAm toraNa srajam &
   sārasaiḥ kalanirhrādhaiḥ % kvacid unnamitānanau // Ragh_1.41 //	sArasEH kala nirhrADEH % kvacid unnamita AnanO // RaG_1.41 //
   #c: (^nihrādaiḥ S)	#c: (^nihrAdEH S)
   pavanasyānukūlatvāt $ prārthanāsiddhiśaṃsinaḥ &	pavanasya anukUla tvAt $ prArTanA sidDi SaMsinaH &
   rajobhis turagotkīrṇair % aspṛṣṭālaveṣṭanau // Ragh_1.42 //	rajoBiH turaga utkIrNEH % aspRzwAla vezwanO // RaG_1.42 //
   sarasīṣv aravindānāṃ $ vīcivikṣobhaśītalam &	sarasIzu aravindAnAm $ vIci vikzoBa SItalam &
   āmodam upajighrantau % svaniḥśvāsānukāriṇam // Ragh_1.43 //	Amodam upajiGrantO % sva niHSvAsa anukAriNam // RaG_1.43 //
   #b: (^vikṣepa^ C)	#b: (^vikzepa^ C)
   #d: (^niśvās'^ C)	#d: (^niSvAsa^ C)
   grāmeṣv ātmaviṣṛṭeṣu $ yūpacihneṣu yajvanām &	grAmezu Atma vizRwezu $ yUpa cihnezu yajvanAm &
   amoghāḥ pratigṛhṇantāv % arghyānupadam āśiṣaḥ // Ragh_1.44 //	amoGAH pratigRhNantO % arGya anupadam ASizaH // RaG_1.44 //
   haiyaṃgavīnam ādāya $ ghoṣavṛddhān upasthitān &	hEyaMgavInam AdAya $ Goza vRdDAn upasTitAn &
   nāmadheyāni pṛcchantau % vanyānāṃ mārgaśākhinām // Ragh_1.45 //	nAmaDeyAni pRcCantO % vanyAnAm mArga SAKinAm // RaG_1.45 //
   kāpy abhikhyā tayor āsīd $ vrajatoḥ śuddhaveṣayoḥ &	kA api aBiKyA tayoH AsIt $ vrajatoH SudDa vezayoH &
   himanirmuktayor yoge % citrācandramsor iva // Ragh_1.46 //	hima nirmuktayoH yoge % citrA candramsoH iva // RaG_1.46 //
   tat tad bhūmipatiḥ patnyai $ darśayan priyadarśanaḥ &	tat tat BUmipatiH patnyE $ darSayan priya darSanaH &
   sāyaṃ saṃyaminas tasya % maharṣer mahiṣīsakhaḥ // Ragh_1.47 //	sAyam saMyaminaH tasya % mahA RzeH mahizI saKaH // RaG_1.47 //
   sa duṣprāpayaśāḥ prāpad $ āśramaṃ śrāntavāhanaḥ &	sa duzprApayaSAH prApat $ ASramam SrAnta vAhanaH &
   sāyaṃ saṃyaminas tasya % maharṣer mahiṣīsakhaḥ // Ragh_1.48 //	sAyam saMyaminaH tasya % mahA RzeH mahizI saKaH // RaG_1.48 //
   vanāntarād upāvṛttaiḥ $ samitkuśaphalaharaiḥ &	vana antarAt upAvRttEH $ samiD kuSa Pala harEH &
   pūryamāṇam adṛśyāgni  %  pratyudyātais tapasvibhiḥ // Ragh_1.49 //	pUryamANam adRSya agni %  pratyudyAtEH tapasviBiH // RaG_1.49 //
   #b: (skandhāsaktasamitkuṣaiḥ C V^n Am)	#b: (skanDa Asakta samiD kuzEH C V^n Am)
   #c: (agnipratyudgamāt pūtaiḥ C V^n Am)	#c: (agni pratyudgamAt pUtEH C V^n Am)
   #d: (pūryamāṇaṃ tapasvibhiḥ C V^n Am)	#d: (pUryamANam tapasviBiH C V^n Am)
   ākīrṇam ṛṣipatnīnām $ uṭajadvārarodhibhiḥ &	AkIrNam Rzi patnInAm $ uwaja dvAra roDiBiH &
   apatyair iva nīvāra  %  bhāgadheyocitair mṛgaiḥ // Ragh_1.50 //	apatyEH iva nIvAra %  BAgaDeya ucitEH mRgEH // RaG_1.50 //
   sekānte munikanyābhis $ tatkṣaṇojjhitavṛkṣakam &	sekAnte muni kanyABiH $ tad kzaNa ujJita vRkzakam &
   viśvāsāya vihaṃgānām % ālavālāmbupāyinām // Ragh_1.51 //	viSvAsAya vihaMgAnAm % AlavAla ambu pAyinAm // RaG_1.51 //
   #b: (viviktīkṛta^ C)	#b: (viviktIkRta^ C)
   ātapātayasaṃkśipta  $  nīvārāsu niṣādibhiḥ &	AtapAtaya saMkSipta $  nIvArAsu nizAdiBiH &
   mṛgair vartitaromantham % uṭajāṅganabhūmiṣu // Ragh_1.52 //	mRgEH vartita romanTam % uwaja aFgana BUmizu // RaG_1.52 //
   #a: (^āpāya^ C)	#a: (^ApAya^ C)
   #d: (ṇ C S)	#d: (j C S)
   abhyutthitāgnipiśunair $ atithīn āśramonmukhān &	aByutTita agni piSunEH $ atiTIn ASrama unmuKAn &
   punānaṃ pavanoddhūtair % dhūmair āhutigandhibhiḥ // Ragh_1.53 //	punAnam pavana udDUtEH % DUmEH Ahuti ganDiBiH // RaG_1.53 //
   #a: (^uddhut^ C)(^uddhṛt^ V^n)	#a: (^udDut^ C)(^udDRt^ V^n)
   atha yantāram ādiṣya $ dhuryān viśramayeti saḥ &	aTa yantAram Adizya $ DuryAn viSramaya iti saH &
   tām avāropayat patnīṃ % rathād avatatāra ca // Ragh_1.54 //	tAm avAropayat patnIm % raTAt avatatAra ca // RaG_1.54 //
   #b: (ā ct V^n)	#b: (A ct V^n)
   #c: (h ct)	#c: (h ct)
   #d: (ruroha C)	#d: (ruroha C)
   tasmai sabhyāḥ sabhāryāya $ goptre guptatamendriyāḥ &	tasmE saByAH sa BAryAya $ goptre guptatama indriyAH &
   arhaṇām arhate cakrur % munayo nayacakṣuṣe // Ragh_1.55 //	arhaNAm arhate cakruH % munayaH naya cakzuze // RaG_1.55 //
   vidheḥ sāyantanasyānte $ sa dadarśa tapondhim &	viDeH sAyantanasya ante $ sa dadarSa taponDim &
   anvāsitam arundhatyā % svāhayeva havirbhujam // Ragh_1.56 //	anvAsitam arunDatyAH % svAhayA iva havirBujam // RaG_1.56 //
   #c: (īnam C)	#c: (Inam C)
   tayor jagṛhatuḥ pādān $ rājā rājñī ca māgadhī &	tayoH jagRhatuH pAdAn $ rAjA rAjQI ca mAgaDI &
   tau gurur gurupatnī ca % prītyā pratinanandatuḥ // Ragh_1.57 //	tO guruH guru patnI ca % prItyA pratina nandatuH // RaG_1.57 //
   #a: (au C)	#a: (O C)
   tam ātithyakriyāśānta  $  rathakṣobhapariśramam &	tam AtiTya kriyA SAnta $  raTa kzoBa pariSramam &
   papraccha kuśalaṃ rājye % rājyāśramamuniṃ muniḥ // Ragh_1.58 //	papracCa kuSalam rAjye % rAjya ASrama munim muniH // RaG_1.58 //
   ath'; ātharvanidhes tasya $ vijitāripuraḥ puraḥ &	aT a; ATarva niDeH tasya $ vijita ari puraH puras &
   arthyām arthapatir vācam % ādade vadatāṃ varaḥ // Ragh_1.59 //	arTyAm arTapatiH vAcam % Adade vadatAm varaH // RaG_1.59 //
   #a: (^vidas C)	#a: (^vidaH C)
   #b: (^puraḥsaraḥ C)	#b: (^puraHsaraH C)
   upapannaṃ nanu śivaṃ $ saptasv aṅgeṣu yasya me &	upapannam nanu Sivam $ saptasu aFgezu yasya me &
   daivīnāṃ mānuṣīṇāṃ ca % pratihartā tvam āpadām // Ragh_1.60 //	dEvInAm mAnuzINAm ca % pratihartA tvam ApadAm // RaG_1.60 //
   #d: (^hantā C)(^kartā Vk)	#d: (^hantA C)(^kartA Vk)
   tava mantrakṛto mantrair $ dūrāt prāsamitāribhiḥ &	tava mantra kRtaH mantrEH $ dUrAt prAsamitAriBiH &
   pratyādiśyanta iva me % dṛṣtalakṣabhidaḥ śarāḥ // Ragh_1.61 //	pratyAdiSyantaH iva me % dRzta lakza BidaH SarAH // RaG_1.61 //
   #b: (saṃyamit'^ C)(saṃśamit'^ V)	#b: (saMyamit a^ C)(saMSamit a^ V)
   #d: (^lakṣa^ ct)	#d: (^lakza^ ct)
   havir āvarjitaṃ hotas $ tvayā vidhivad agniṣu &	haviH Avarjitam hotar $ tvayA viDivat agnizu &
   vṛṣṭir bhavati sasyānām % avagrahaviśoṣiṇām // Ragh_1.62 //	vRzwiH Bavati sasyAnAm % avagraha viSoziNAm // RaG_1.62 //
   #c: (yai C^t V^n)	#c: (yE C^t V^n)
   puruṣāyuṣajīvinyo $ nirātaṅkā nirītayaḥ &	puruza Ayuza jIvinyaH $ nirAtaFkAH nirItayaH &
   yan madīyāḥ prajās tasya % hetus tvadbrahmavarcasam // Ragh_1.63 //	yat madIyAH prajAH tasya % hetuH tvad brahmavarcasam // RaG_1.63 //
   #c: (tatra C S V)	#c: (tatra C S V)
   tvayaivaṃ cintyamānasya $ guruṇā brahmayoninā &	tvayA evam cintyamAnasya $ guruNA brahma yoninA &
   sānubandhāḥ kathaṃ na syuḥ % saṃpado me nirāpadaḥ // Ragh_1.64 //	sa anubanDAH kaTam na syuH % saMpadaH me nirApadaH // RaG_1.64 //
   kiṃ tu vadhvāṃ tavaitasyām $ adṛṣṭasadṛśaprajam &	kim tu vaDvAm tava etasyAm $ adRzwa sadRSa prajam &
   na mām avati sadvīpā % ratnasūr api medinī // Ragh_1.65 //	na mAm avati sa dvIpA % ratnasUH api medinI // RaG_1.65 //
   nūnaṃ mattaḥ paraṃ vaṃśyāḥ $ piṇḍavicchedadarśinaḥ &	nUnam mattaH param vaMSyAH $ piNxa vicCeda darSinaH &
   na prakāmabhujaḥ śrāddhe % svadhāsaṃgrahatatparāḥ // Ragh_1.66 //	na prakAma BujaH SrAdDe % svaDA saMgraha tatparAH // RaG_1.66 //
   matparaṃ durlabham matvā $ nūnam āvarjitaṃ mayā &	mad param durlaBam matvA $ nUnam Avarjitam mayA &
   payaḥ pūrvaiḥ svaniḥśvāsaiḥ % kavoṣṇam upabhujyate // Ragh_1.67 //	payaH pUrvEH sva niHSvAsEH % kavozNam upaBujyate // RaG_1.67 //
   #c: (e C V)	#c: (e C V)
   #c: (sva^niḥśvāsa^ S)(sva^niḥśvāsa^ C^t)(sa^niḥśvāsaṃ V)	#c: (sva^niHSvAsa^ S)(sva^niHSvAsa^ C^t)(sa^niHSvAsam V)
   #d: (^bhuñjate C V)	#d: (^BuQjate C V)
   so 'ham ijyāviśuddhātmā $ prajālopanimīlitaḥ &	saH aham ijyA viSudDa AtmA $ prajAlopanimIlitaH &
   prakāśaś cāprakāśas ca % lokāloka ivācalaḥ // Ragh_1.68 //	prakASaH ca aprakASaH ca % lokAlokaH iva acalaH // RaG_1.68 //
   #c: (cāndhakāraś C V)	#c: (ca anDakAraH C V)
   lokāntarasukhaṃ puṇyaṃ $ tapodānasamudbhavam &	loka antara suKam puNyam $ tapaH dAna samudBavam &
   saṃtatiḥ śuddhavaṃśyā hi % paratreha ca śarmaṇe // Ragh_1.69 //	saMtatiH SudDa vaMSyAH hi % paratra iha ca SarmaNe // RaG_1.69 //
   tayā hīnaṃ vidhātar māṃ $ kathaṃ paśyan na dūyase &	tayA hInam viDAtar mAm $ kaTam paSyan na dUyase &
   siktaṃ svayam iva snehād % vandhyam āśramavṛkṣakam // Ragh_1.70 //	siktam svayam iva snehAt % vanDyam ASrama vRkzakam // RaG_1.70 //
   #a: (vinetar C)(vitānaṃ *V)	#a: (vinA itar C)(vitAnam *V)
   #d: (^pāpadam C)	#d: (^pApa dam C)
   asahyapīḍaṃ bhagavann $ ṛṇam antyam avehi me &	asahya pIxam Bagavan $ RNam antyam avehi me &
   aruṃtudam ivālānam % anirvāṇasya dantinaḥ // Ragh_1.71 //	aruMtudam iva AlAnam % anirvANasya dantinaH // RaG_1.71 //
   #d: (navabaddhasya C)	#d: (nava badDasya C)
   tasmān mucye yathā tāta $ saṃvidhātuṃ tathārhasi &	tasmAt mucye yaTA tAta $ saMviDAtum taTA arhasi &
   ikṣvākūṇāṃ durāpe 'rthe % tvadadhīnā hi siddhayaḥ // Ragh_1.72 //	ikzvAkUNAm durApe arTe % tvad aDInAH hi sidDayaH // RaG_1.72 //
   iti vijñāpito rājñā $ dhyānastimitalocanaḥ &	iti vijQApitaH rAjQA $ DyAna stimita locanaH &
   kṣaṇamātram ṛṣis tasthau % suptamīna iva hradaḥ // Ragh_1.73 //	kzaNa mAtram RziH tasTO % supta mInaH iva hradaH // RaG_1.73 //
   so 'paśyat praṇidhānena $ saṃtateḥ stambhakāraṇam &	saH apaSyat praNiDAnena $ saMtateH stamBa kAraNam &
   bhāvitātmā bhuvo bhartur % athainaṃ pratyabodhayat // Ragh_1.74 //	BAvitAtmA BuvaH BartuH % aTa enam pratyaboDayat // RaG_1.74 //
   purā śakram upasthāya $ tavorvīṃ prati yāsyataḥ &	purA Sakram upasTAya $ tava urvIm prati yAsyataH &
   āsīt kalpatarucchāyām % āśritā surabhiḥ pathi // Ragh_1.75 //	AsIt kalpataru= CAyAm % ASritA suraBiH paTi // RaG_1.75 //
   dharmalopabhayād rājñīm $ ṛtusnātām imāṃ smaran &	Darma lopa BayAt rAjQIm $ RtusnAtAm imAm smaran &
   pradakṣiṇakriyārhāyāṃ % tasyāṃ tvaṃ sādhu nācaraḥ // Ragh_1.76 //	pradakziNa kriyA arhAyAm % tasyAm tvam sADu na AcaraH // RaG_1.76 //
   #a: (imāṃ devīm ṛtusnātāṃ C)	#a: (imAm devIm Rtu snAtAm C)
