   PADA MARKERS	PADAH MARKERS
   ātma-tanmatram evedaṃ % tadvad viśvaṃ vicāritam // Avg_2.5 //	Atma-tanmatram eva-idam % tadvat viSvam vicAritam // Avc-_2.5 //
   yathaivekṣu-rase kḷptā $ tena vyāptaiva śarkarā &	yaTA-eva-ikzu--rase k?ptA $ tena vyAptA-eva SarkarA &
   tathā viśvaṃ mayi kḷptaṃ % mayā vyāptaṃ nirantaram // Avg_2.6 //	taTA viSvam mayi k?ptam % mayA vyAptam nirantaram // Avc-_2.6 //
   ātmājñānāj jagad bhāti $ ātma-jñānān na bhāsate &	Atma-ajQAnAt jagat BAti $ Atma--jQAnAt na BAsate &
   rajjvajñānād ahir bhāti % taj-jñānād bhāsate na hi // Avg_2.7 //	rajjU-ajQAnAt ahiH BAti % taj--jQAnAt BAsate na hi // Avc-_2.7 //
   prakāśo me nijaṃ rūpaṃ $ nātirikto 'smy ahaṃ tataḥ &	prakASaH me nijam rUpam $ na-atiriktaH asmi aham tatas &
   yadā prakāśate viśvaṃ % tadāham bhāsa eva hi // Avg_2.8 //	yadA prakASate viSvam % tadA-aham BAsaH eva hi // Avc-_2.8 //
   aho vikalpitaṃ viśvam $ ajñānān mayi bhāsate &	aho vikalpitam viSvam $ ajQAnAt mayi BAsate &
   rūpyaṃ śuktau phaṇī rajjau % vāri sūryakare yathā // Avg_2.9 //	rUpyam SuktO PaNI rajjO % vAri sUrya-kare yaTA // Avc-_2.9 //
   matto vinirgataṃ viśvaṃ $ mayy eva layam eṣyati &	mattaH vinirgatam viSvam $ mayi eva layam ezyati &
   mṛdi kumbho jale vīciḥ % kanake kaṭakaṃ yathā // Avg_2.10 //	mRdi kumBaH jale vIciH % kanake kawakam yaTA // Avc-_2.10 //
   aho ahaṃ namo mahyaṃ, $ vināśo yasya nāsti me &	aho aham namaH mahyaM, $ vinASaH yasya na-asti me &
   brahmādi-stamba-paryantaṃ % jagannāśe 'pi tiṣṭhataḥ // Avg_2.11 //	brahma-Adi-stamba--paryantam % jagat-nASe api tizWataH // Avc-_2.11 //
   aho ahaṃ namo mahyaṃ $ eko 'haṃ dehavān api &	aho aham namaH mahyam $ ekaH aham dehavAn api &
   kvacin na gantā nāgantā % vyāpya viśvam avasthitaḥ // Avg_2.12 //	kvacid na gantA na-AgantA % vyApya viSvam avasTitaH // Avc-_2.12 //
   aho ahaṃ namo mahyaṃ $ dakṣo nāstīha mat-samaḥ &	aho aham namaH mahyam $ dakzaH na-asti-iha mat--samaH &
   asaṃspṛśya śarīreṇa % yena viśvaṃ ciraṃ dhṛtam // Avg_2.13 //	asaMspRSya SarIreNa % yena viSvam ciram DRtam // Avc-_2.13 //
   aho ahaṃ namo mahyaṃ $ yasya me nāsti kiṃcana &	aho aham namaH mahyam $ yasya me na-asti kiMcana &
   athavā yasya me sarvaṃ % yad vāṅ-manasa-gocaram // Avg_2.14 //	aTavA yasya me sarvam % yat vAc--manasa--gocaram // Avc-_2.14 //
   jñānaṃ jñeyaṃ tathā jñātā $ tritayaṃ nāsti vāstavam &	jQAnam jQeyam taTA jQAtA $ tritayam na-asti vAstavam &
   ajñānād bhāti yatredaṃ % so 'ham asmi nirañjanaḥ // Avg_2.15 //	ajQAnAt BAti yatra-idam % saH aham asmi niraQjanaH // Avc-_2.15 //
   dvaita-mūlam aho duḥkhaṃ $ nānyat tasyāsti bheṣajam &	dvEta--mUlam aho duHKam $ na-anyat tasya-asti Bezajam &
   dṛśyam etan mṛṣā sarvaṃ % eko 'haṃ cid-raso 'malaḥ // Avg_2.16 //	dRSyam etat mRzA sarvam % ekaH aham cit--rasaH amalaH // Avc-_2.16 //
   bodha-mātro 'ham ajñānād $ upadhiḥ kalpito mayā &	boDa--mAtraH aham ajQAnAt $ upaDiH kalpitaH mayA &
   evaṃ vimṛśato nityaṃ % nirvikalpe sthitir mama // Avg_2.17 //	evam vimRSataH nityam % nirvikalpe sTitiH mama // Avc-_2.17 //
   na me bandho 'sti mokṣo vā $ bhrāntiḥ śāntā nirāśrayā &	na me banDaH asti mokzaH vA $ BrAntiH SAntA nirASrayA &
   aho mayi sthitaṃ viśvaṃ % vastuto na mayi sthitam // Avg_2.18 //	aho mayi sTitam viSvam % vastutas na mayi sTitam // Avc-_2.18 //
   sa-śarīram idaṃ viśvaṃ $ na kiṃcid iti niścitam &	sa--SarIram idam viSvam $ na kiMcid iti niScitam &
   śuddha-cin-mātra ātmā ca % tat kasmin kalpanādhunā // Avg_2.19 //	SudDa-cin--mAtraH AtmA ca % tat kasmin kalpanA-aDunA // Avc-_2.19 //
   śarīraṃ svarga-narakau $ bandha-mokṣau bhayaṃ tathā &	SarIram svarga-narakO $ banDa-mokzO Bayam taTA &
   kalpanā-mātram evaitat % kiṃ me kāryaṃ cidātmanaḥ // Avg_2.20 //	kalpanA--mAtram eva-etat % kim me kAryam cit-AtmanaH // Avc-_2.20 //
   aho jana-samūhe 'pi $ na dvaitaṃ paśyato mama &	aho jana--samUhe api $ na dvEtam paSyataH mama &
   araṇyam iva saṃvṛttaṃ % kva ratiṃ karavāṇy aham // Avg_2.21 //	araNyam iva saMvRttam % kva ratim karavANi aham // Avc-_2.21 //
   nāham deho na me deho $ jīvo nāham, ahaṃ hi cit &	na-aham dehaH na me dehaH $ jIvaH na-aham, aham hi cit &
   ayam eva hi me bandha % āsīt yā jīvite spṛhā // Avg_2.22 //	ayam eva hi me banDa % AsIt yA jIvite spRhA // Avc-_2.22 //
   aho bhuvana-kallolair $ vicitrair drāk samutthitam &	aho Buvana--kallolEH $ vicitrEH drAk samutTitam &
   mayy ananta-mahāmbhodhau % citta-vāte samudyate // Avg_2.23 //	mayi ananta--mahA-amBoDO % citta--vAte samudyate // Avc-_2.23 //
   mayy ananta-mahāmbhodhau $ citta-vāte praśāmyati &	mayi ananta--mahA-amBoDO $ citta--vAte praSAmyati &
   abhāgyāj jīva-vaṇijo % jagat poto vinaśvaraḥ // Avg_2.24 //	aBAgyAt jIva-vaNijaH % jagat potaH vinaSvaraH // Avc-_2.24 //
   mayy ananta-mahāmbhodhav $ āścaryaṃ jīva-vīcayaḥ &	mayi ananta--mahA-amBoDau $ AScaryam jIva-vIcayaH &
   udyanti ghnanti khelanti % praviśanti svabhāvataḥ // Avg_2.25 //	udyanti Gnanti Kelanti % praviSanti svaBAvataH // Avc-_2.25 //
   aṣṭāvakra uvāca	azwAvakraH uvAca
   avināśinam ātmānam $ ekaṃ vijñāya tattvataḥ &	avinASinam AtmAnam $ ekam vijQAya tattvataH &
   tavātma-jñasya dhīrasya % katham arthārjane ratiḥ // Avg_3.1 //	tava-Atma-jQasya DIrasya % kaTam arTa-arjane ratiH // Avc-_3.1 //
   ātmājñānād aho prītir $ viṣaya-bhrama-gocare &	Atma-ajQAnAt aho prItiH $ vizaya--Brama-gocare &
   śukter ajñānato lobho % yathā rajata-vibhrame // Avg_3.2 //	SukteH ajQAnataH loBaH % yaTA rajata-viBrame // Avc-_3.2 //
   viśvaṃ sphurati yatredaṃ $ taraṅgā iva sāgare &	viSvam sPurati yatra-idam $ taraFgAH iva sAgare &
   so 'ham asmīti vijñāya, % kiṃ dīna iva dhāvasi // Avg_3.3 //	saH aham asmi-iti vijQAya, % kim dInaH iva DAvasi // Avc-_3.3 //
   śrutvāpi śuddha-caitanyam $ ātmānam atisundaram &	SrutvA-api SudDa--cEtanyam $ AtmAnam ati-sundaram &
   upasthetyanta-saṃsakto % mālinyam adhigacchati // Avg_3.4 //	upasTa-iti-anta--saMsaktaH % mAlinyam aDigacCati // Avc-_3.4 //
   sarva-bhūteṣu cātmānaṃ $ sarva-bhūtāni cātmani &	sarva-BUtezu ca-AtmAnam $ sarva-BUtAni ca-Atmani &
   muner jānata āścaryaṃ % mamatvam anuvartate // Avg_3.5 //	muneH jAnataH AScaryam % mamatvam anuvartate // Avc-_3.5 //
   āsthitaḥ paramādvaitaṃ $ mokṣārthe 'pi vyavasthitaḥ &	AsTitaH parama-advEtam $ mokza-arTe api vyavasTitaH &
   āścaryaṃ kāma-vaśago % vikalaḥ keli-śikṣayā // Avg_3.6 //	AScaryam kAma--vaSa-gaH % vikalaH keli-SikzayA // Avc-_3.6 //
   udbhūtaṃ jñāna-durmitram $ avadhāryātidurbalaḥ &	udBUtam jQAna-durmitram $ avaDArya-ati-durbalaH &
   āścaryaṃ kāmam ākāṅkṣet % kālam antam anuśritaḥ // Avg_3.7 //	AScaryam kAmam AkAFkzet % kAlam antam anuSritaH // Avc-_3.7 //
   ihāmutra viraktasya $ nityānitya-vivekinaḥ &	iha-amutra viraktasya $ nitya-anitya--vivekinaH &
   āścaryaṃ mokṣa-kāmasya % mokṣād eva vibhīṣikā // Avg_3.8 //	AScaryam mokza-kAmasya % mokzAt eva viBIzikA // Avc-_3.8 //
   dhīras tu bhojyamāno 'pi $ pīḍyamāno 'pi sarvadā &	DIraH tu BojyamAnaH api $ pIxyamAnaH api sarvadA &
   ātmānaṃ kevalaṃ paśyan % na tuṣyati na kupyati // Avg_3.9 //	AtmAnam kevalam paSyan % na tuzyati na kupyati // Avc-_3.9 //
   ceṣṭamānaṃ śarīraṃ svaṃ $ paśyaty anya-śarīravat &	cezwamAnam SarIram svam $ paSyati anya-SarIra-vat &
   saṃstave cāpi nindāyāṃ % kathaṃ kṣubhyet mahāśayaḥ // Avg_3.10 //	saMstave ca-api nindAyAm % kaTam kzuByet mahA-ASayaH // Avc-_3.10 //
   māyā-mātram idaṃ viśvaṃ $ paśyan vigata-kautukaḥ &	mAyA--mAtram idam viSvam $ paSyan vigata-kOtukaH &
   api sannihite mṛtyau % kathaṃ trasyati dhīradhīḥ // Avg_3.11 //	api sannihite mRtyO % kaTam trasyati DIra-DIH // Avc-_3.11 //
   niḥspṛhaṃ mānasaṃ yasya $ nairāśye 'pi mahātmanaḥ &	niHspRham mAnasam yasya $ nErASye api mahAtmanaH &
   tasyātma-jñāna-tṛptasya % tulanā kena jāyate // Avg_3.12 //	tasya-Atma--jQAna-tRptasya % tulanA kena jAyate // Avc-_3.12 //
   svabhāvād eva jānāno $ dṛśyam etan na kiṃcana &	svaBAvAt eva jAnAnaH $ dRSyam etat na kiMcana &
   idaṃ grāhyam idaṃ tyājyaṃ % sa kiṃ paśyati dhīradhīḥ // Avg_3.13 //	idam grAhyam idam tyAjyam % sa kim paSyati DIra-DIH // Avc-_3.13 //
   antas-tyakta-kaṣāyasya $ nirdvandvasya nirāśiṣaḥ &	antas-tyakta-kazAyasya $ nirdvandvasya nirASizaH &
   yad-ṛcchay-āgato bhogo % na duḥkhāya na tuṣṭaye // Avg_3.14 //	yat--RcCay-a-AgataH BogaH % na duHKAya na tuzwaye // Avc-_3.14 //
   aṣṭāvakra uvāca	azwAvakraH uvAca
   hantātma-jñasya dhīrasya $ khelato bhoga-līlayā &	hanta-Atma--jQasya DIrasya $ KelataH Boga--lIlayA &
   na hi saṃsāra-vāhīkair % mūḍaiḥ saha samānatā // Avg_4.1 //	na hi saMsAra--vAhIkEH % mUxEH saha samAna-tA // Avc-_4.1 //
   yat padaṃ prepsavo dīnāḥ $ śakrādyāḥ sarva-devatāḥ &	yat padam prepsavaH dInAH $ Sakra-AdyAH sarva-devatAH &
   aho tatra sthito yogī % na harṣam upagacchati // Avg_4.2 //	aho tatra sTitaH yogI % na harzam upagacCati // Avc-_4.2 //
   taj-jñasya puṇya-pāpābhyāṃ $ sparśo hy antar na jāyate &	taj-jQasya puNya--pApAByAm $ sparSaH hi antar na jAyate &
   na hy ākāśasya dhūmena % dṛśyamānāpi saṅgati // Avg_4.3 //	na hi AkASasya DUmena % dRSyamAnA-api saFgati // Avc-_4.3 //
   ātmaivedaṃ jagat sarvaṃ $ jñātaṃ yena mahātmanā &	AtmA-eva-idam jagat sarvam $ jQAtam yena mahAtmanA &
   yad-ṛcchayā varttamānaṃ % taṃ niṣeddhuṃ kṣameta kaḥ // Avg_4.4 //	yat--RcCayA varttamAnam % tam nizedDum kzameta kaH // Avc-_4.4 //
   ā-brahma-stamba-paryante $ bhūta-grāme catur-vidhe &	A--brahma-stamba--paryante $ BUta-grAme catur-viDe &
   vijñasyaiva hi sāmarthyam % icchānicchā-vivarjane // Avg_4.5 //	vijQasya-eva hi sAmarTyam % icCA-nicCA--vivarjane // Avc-_4.5 //
   ātmānam advayaṃ kaścij $ jānāti jagad īśvaraṃ &	AtmAnam advayam kaScid $ jAnAti jagat ISvaram &
   yad vetti tat sa kurute % na bhayaṃ tasya kutracit // Avg_4.6 //	yat vetti tat sa kurute % na Bayam tasya kutracid // Avc-_4.6 //
   aṣṭāvakra uvāca	azwAvakraH uvAca
   na te saṅgo 'sti kenāpi $ kiṃ śuddhas tyaktum icchasi &	na te saFgaH asti kena-api $ kim SudDaH tyaktum icCasi &
   saṅghāta-vilayaṃ kurvann % evam eva layaṃ vraja // Avg_5.1 //	saFGAta--vilayam kurvan % evam eva layam vrajaH // Avc-_5.1 //
   udeti bhavato viśvaṃ $ vāridher iva budbudaḥ &	udeti BavataH viSvam $ vAriDeH iva budbudaH &
   iti jñatvaikam ātmānam % evam eva layaṃ vraja // Avg_5.2 //	iti jQa-tva-ekam AtmAnam % evam eva layam vrajaH // Avc-_5.2 //
   pratyakṣam apy avastutvād $ viśvaṃ nāsty amale tvayi &	pratyakzam api avastu-tvAt $ viSvam na-asti amale tvayi &
   rajju-sarpa iva vyaktam % evam eva layaṃ vraja // Avg_5.3 //	rajju--sarpaH iva vyaktam % evam eva layam vrajaH // Avc-_5.3 //
   sama-duḥkha-sukhaḥ pūrṇa $ āśā-nairāśyayoḥ samaḥ &	sama--duHKa--suKaH pUrNaH $ ASA--nErASyayoH samaH &
   sama-jīvita-mṛtyuḥ sann % evam eva layaṃ vraja // Avg_5.4 //	sama-jIvita-mRtyuH san % evam eva layam vrajaH // Avc-_5.4 //
   aṣṭāvakra uvāca	azwAvakraH uvAca
   ākāśavad ananto 'haṃ $ ghaṭavat prakṛtaṃ jagat &	AkASa-vat anantaH aham $ Gawa-vat prakRtam jagat &
   iti jñānaṃ tathaitasya % na tyāgo na graho layaḥ // Avg_6.1 //	iti jQAnam taTA-etasya % na tyAgaH na grahaH layaH // Avc-_6.1 //
   mahodadhir ivāhaṃ sa $ prapañco vīci-saṃnibhaḥ &	mahodaDiH iva-aham sa $ prapaQcaH vIci--saMniBaH &
   iti jñānaṃ tathaitasya % na tyāgo na graho layaḥ // Avg_6.2 //	iti jQAnam taTA-etasya % na tyAgaH na grahaH layaH // Avc-_6.2 //
   ahaṃ sa śukti-saṅkāśo $ rūpyavad viśva-kalpanā &	aham sa Sukti--saFkASaH $ rUpya-vat viSva-kalpanA &
   iti jñānaṃ tathaitasya % na tyāgo na graho layaḥ // Avg_6.3 //	iti jQAnam taTA-etasya % na tyAgaH na grahaH layaH // Avc-_6.3 //
   ahaṃ vā sarva-bhūteṣu $ sarva-bhūtāny atho mayi &	aham vA sarva-BUtezu $ sarva-BUtAni aTo mayi &
   iti jñānaṃ tathaitasya % na tyāgo na graho layaḥ // Avg_6.4 //	iti jQAnam taTA-etasya % na tyAgaH na grahaH layaH // Avc-_6.4 //
   janaka uvāca	janakaH uvAca
   mayy ananta-mahāmbhodhau $ viśva-pota itas-tataḥ &	mayi ananta--mahA-amBoDO $ viSva-potaH itas-tataH &
   bhramati svānta-vātena % na mamāsty asahiṣṇutā // Avg_7.1 //	Bramati sva-anta--vAtena % na mama-asti asahizNu-tA // Avc-_7.1 //
   mayy ananta-mahāmbhodhau $ jagad-vīciḥ svabhāvataḥ &	mayi ananta--mahA-amBoDO $ jagat--vIciH svaBAvataH &
   udetu vastam āyātu % na me vṛddhir na ca kṣatiḥ // Avg_7.2 //	udetu vastam AyAtu % na me vRdDiH na ca kzatiH // Avc-_7.2 //
   mayy ananta-mahāmbhodhau $ viśvaṃ nāma vikalpanā &	mayi ananta--mahA-amBoDO $ viSvam nAma vikalpanA &
   atiśānto nirākāra % etad evāham āsthitaḥ // Avg_7.3 //	ati-SAntaH nirAkAraH % etat eva-aham AsTitaH // Avk-_7.3 //
   nātmā bhāveṣu no bhāvas $ tatrānante niranjane &	na-AtmA BAvezu naH BAvaH $ tatra-anante niranjane &
   ity asakto 'spṛhaḥ śānta % etad evāham āstitaḥ // Avg_7.4 //	iti asaktaH aspRhaH SAnta % etat eva-aham AstitaH // Avc-_7.4 //
   aho cin-mātram evāham $ indra-jālopamaṃ jagat &	aho cin--mAtram eva-aham $ indra-jAla-upamam jagat &
   ato mama kathaṃ kutra % heyopādeya-kalpanā // Avg_7.5 //	atas mama kaTam kutra % heya-upAdeya-kalpanA // Avc-_7.5 //
   aṣṭāvakra uvāca	azwAvakraH uvAca
   tadā bandho yadā cittaṃ $ kiṃcid vāñchati ṣocati &	tadA banDaH yadA cittam $ kiMcid vAQCati zocati &
   kiṃcin muñcati gṛhṇāti % kiṃcid dhṛṣyati kupyati // Avg_8.1 //	kiMcid muQcati gRhNAti % kiMcid DRzyati kupyati // Avc-_8.1 //
   tadā muktir yadā cittaṃ $ na vāñchati na śocati &	tadA muktiH yadA cittam $ na vAQCati na Socati &
   na muñcati na gṛhṇāti % na hṛṣyati na kupyati // Avg_8.2 //	na muQcati na gRhNAti % na hRzyati na kupyati // Avc-_8.2 //
   tadā bandho yadā cittaṃ $ saktaṃ kāsv api dṛṣṭiṣu &	tadA banDaH yadA cittam $ saktam kAsu api dRzwizu &
   tadā mokṣo yadā cittam % asaktaṃ sarva-dṛṣṭiṣu // Avg_8.3 //	tadA mokzaH yadA cittam % asaktam sarva-dRzwizu // Avc-_8.3 //
   yadā nāhaṃ tadā mokṣo $ yadāhaṃ bandhanaṃ tadā &	yadA na-aham tadA mokzaH $ yadA-aham banDanam tadA &
   matveti helayā kiṃcit % mā gṛhāṇa vimuñca mā // Avg_8.4 //	matvA-iti helayA kiMcid % mA gRhANa vimuQca mA // Avc-_8.4 //
   aṣṭāvakra uvāca	azwAvakraH uvAca
   kṛtākṛte ca dvandvāni $ kadā śāntāni kasya vā &	kRta-akRte ca dvandvAni $ kadA SAntAni kasya vA &
   evaṃ jñātveha nirvedād % bhava tyāga-paro 'vratī // Avg_9.1 //	evam jQAtvA-iha nirvedAt % Bava tyAga--paraH avratI // Avc-_9.1 //
   kasyāpi tāta dhanyasya $ loka-ceṣṭāvalokanāt &	kasya-api tAta Danyasya $ loka--cezwA-avalokanAt &
   jīvitecchā bubhukṣā ca % bubhutsopaśamaḥ gatāḥ // Avg_9.2 //	jIvita-icCA buBukzA ca % buButsA-upaSamaH gatAH // Avc-_9.2 //
   anityaṃ sarvam evedaṃ $ tāpa-tritaya-dūṣitam &	anityam sarvam eva-idam $ tApa--tritaya--dUzitam &
   asāraṃ ninditaṃ heyam % iti niścitya śāmyati // Avg_9.3 //	asAram ninditam heyam % iti niScitya SAmyati // Avc-_9.3 //
   ko 'sau kālo vayaḥ kiṃ vā $ yatra dvandvāni no nṛṇām &	kaH asO kAlaH vayaH kim vA $ yatra dvandvAni naH nRNAm &
   tāny upekṣya yathā-prāpta- % vartī siddhim avāpnuyāt // Avg_9.4 //	tAni upekzya yaTA--prApta % vartI sidDim avApnuyAt // Avc-_9.4 //
   nānā mataṃ maharṣīṣāṃ $ sādhūnāṃ yogināṃ tathā &	nAnA matam mahA-RzIzAm $ sADUnAm yoginAm taTA &
   dṛṣṭvā nirvedam āpannaḥ % ko na śāmyati mānavaḥ // Avg_9.5 //	dRzwvA nirvedam ApannaH % kaH na SAmyati mAnavaH // Avc-_9.5 //
   kṛtvā mūrti-parijñānaṃ $ caitanyasya na kiṃ guruḥ &	kRtvA mUrti-parijQAnam $ cEtanyasya na kim guruH &
   nirveda-samatāyuktyā % yas tārayati saṃsṛteḥ // Avg_9.6 //	nirveda--samatA-yuktyA % yaH tArayati saMsRteH // Avc-_9.6 //
