   (Vaidya 212)	(VEdyaH 212)
   sattvānāmagrata ākhyāyate yadidamarhan samyaksaṃbuddhaḥ iti vistaraḥ |	sattvAnAm-agratas AKyAyate yat-idam-arhan samyaksaMbudDaH iti vistaraH |
   gāthā coktā -	gATA ca-uktA -
   evamacintiyo buddho buddhadharme 'pyacintiyaḥ |	evam-acintiyaH budDaH budDa-Darme api-acintiyaH |
   yadi dharmo nvacintyo buddho 'pyacintyo	yadi DarmaH nu-acintyaH budDaH api-acintyaH-
   acintyaprasannasya vipāko 'pi acintiyaḥ |	acintya-prasannasya vipAkaH api acintiyaH |
   kathaṃ daśa guṇāḥ puṣpacchatrādīnām? ucyate | evametadyathāsūtramuktam,	kaTam daSa guNAH puzpa=-Catra-AdInAm? ucyate | evam-etat-yaTAsUtram-uktam-,
   tathaiva tannānyathā | ye buddhe śraddadhanti, dharme cāpi, saṃghe ca	taTA-eva tat-na-anyaTA | ye budDe SraddaDanti, Darme ca-api, saMGe ca
   pratipannāḥ, teṣāmacintyaprasannasya vipāko 'pyacintyaḥ | ye tu	pratipannAH, tezAm-acintya-prasannasya vipAkaH api-acintyaH | ye tu
   mithyādarśanopahatacittāḥ, yathā - buddhasya parinirvṛtasya stūpe dattasya	miTyA-darSana-upahata-cittAH, yaTA  budDasya parinirvRtasya stUpe dattasya
   phalaṃ kutaḥ? yasmānnāsti pratigrāha iti, teṣāṃ viparītadṛṣṭīnām |	Palam kutas-? yasmAt-na-asti pratigrAhaH iti, tezAm viparIta-dRzwInAm |
   bhagavānāha - deśeme guṇāśchatrādīnām | anenāpi tāvatsukhena puṇyāni	BagavAn-Aha  deSa-ime guNAH-Catra-AdInAm | anena-api tAvat-suKena puNyAni
   kurvantu | tatteṣāṃ bhaviṣyati dīrgharātraṃ hitāya sukhāya | api ca sarve	kurvantu | tat-tezAm Bavizyati dIrGarAtram hitAya suKAya | api ca sarve
   'pi guṇā eteṣvevāntargatāḥ ucyante | kathaṃ punarbhagavati kṛtaḥ prasādo	api guNAH etezu-eva-antargatAH ucyante | kaTam punar-Bagavati kRtaH prasAdaH-
   'cintya iti? ucyate | yathā atraiva karmavibhaṅge uktam, evamanyeṣu	acintyaH iti? ucyate | yaTA atra-eva karma-viBaFge uktam, evam-anyezu
   sūtrānteṣu | api tu mandabuddhīnāmarthāya punaruktaṃ kriyate | yathā	sUtrAntezu | api tu manda-budDInAm-arTAya punaruktam kriyate | yaTA
   karṇesumanaḥprabhṛtīnāṃ sthavirāṇām -	karNesumanaH-praBRtInAm sTavirANAm -
   ekapuṣpapradānena aśītikalpakoṭayaḥ |	eka-puzpa-pradAnena aSIti-kalpa-kowayaH |
   idaṃ aśraddhānīyam | evamacintyo vipākaḥ | tathā aśokaprabhṛtīnāṃ	idam aSradDAnIyam | evam-acintyaH vipAkaH | taTA aSoka-praBRtInAm
   pāṃśudānena cakravartirājyaṃ srotāpattiphalaṃ (ca) idamacintyamaśraddheyaṃ	pAMSu-dAnena cakravarti-rAjyam srotApatti-Palam (ca) idam-acintyam-aSradDeyam
   ca | tathā ca aniruddhaprabhṛtīnāṃ caikapiṇḍapātapradānena	ca | taTA ca anirudDa-praBRtInAm ca-eka-piNxapAta-pradAnena
   cakravartirājyaṃ sapta devarājyāni paścime ca bhave 'rhattvaṃ ca prāptam |	cakravarti-rAjyam sapta deva-rAjyAni paScime ca Bave arhat-tvam ca prAptam |
   evamādīni ca bahūni vaktavyāni | api ca | ekenācintanīyena sarvamākrāmyati	evamAdIni ca bahUni vaktavyAni | api ca | ekena-acintanIyena sarvam-AkrAmyati
   | yathoktaṃ bhagavatā abhidharme bālakāṇḍasūtre - ekacittaprasādasya	| yaToktam BagavatA aBiDarme bAla-kANxa-sUtre  ekacitta-prasAdasya
   vipāko varṇitaḥ - yadi ānanda saṃsāre saṃsarataḥ ekacittaprasādasya	vipAkaH varNitaH  yadi Ananda saMsAre saMsarataH ekacitta-prasAdasya
   vipākena saptakṛtvaḥ paranirmitavaśavartiṣu (KVU, Vaidya 213) devaputro	vipAkena sapta-kRtvas paranirmitavaSavartizu (KVU, VEdyaH 213) deva-putraH-
   rājyaṃ kārayati, saptakṛtvo nirmāṇaratiṣu | saptakṛtvaḥ sukhiteṣu |	rAjyam kArayati, sapta-kRtvas nirmANaratizu | sapta-kRtvas suKitezu |
   saptakṛtvo yāmeṣu deveṣu bhūtvā rājyaṃ kārayati | ṣaṭ triṃśadindrarājyāni	sapta-kRtvas yAmezu devezu BUtvA rAjyam kArayati | zaw triMSat-indra-rAjyAni
   kārayati | dvāsaptatimahārājikeṣu deveṣu kārayati | cakravartirājyānāṃ	kArayati | dvAsaptati-mahArAjikezu devezu kArayati | cakravarti-rAjyAnAm
   koṭikoṭīnāṃ rājyāni kārayati | yadi na rājyaṃ tata idamekacittaprasādasya	kowi-kowInAm rAjyAni kArayati | yadi na rAjyam tatas idam-ekacitta-prasAdasya
   phalam | api ca sarvaśrāvakabuddhenāpi bhūyate | yathā dīpaṃkareṇa	Palam | api ca sarva-SrAvaka-budDena-api BUyate | yaTA dIpaMkareNa
   buddhena dīpamālāyāḥ pradānena buddhatvaṃ prāptam |	budDena dIpa-mAlAyAH pradAnena budDa-tvam prAptam |
   idamapyaśraddhānāmaśraddhānīyam | evaṃrūpāṇi karmāṇi, yāni loke na	idam-api-aSradDAnAm-aSradDAnIyam | evaMrUpANi karmANi, yAni loke na
   praśraddadhati | teṣāmaśraddhānāṃ hīnādhimuktikānāṃ bhagavānāha - daśeme	praSraddaDati | tezAm-aSradDAnAm hIna-aDimuktikAnAm BagavAn-Aha  daSa-ime
   guṇāścaityavandanāyāśca | vistaraḥ | guṇapūrṇānāṃ tu buddhamāhātmyaṃ na	guNAH-cEtya-vandanAyAH-ca | vistaraH | guNa-pUrNAnAm tu budDa-mAhAtmyam na
   kevalamagratāsūtre | uktaṃ ca yathā brāhmaṇasūtre - agro 'haṃ hi	kevalam-agra-tA-sUtre | uktam ca yaTA brAhmaNa-sUtre  agraH aham hi
   brāhmaṇaśreṣṭho loke | iti sūtraṃ yojyam | yathā ca bhagavān koṭusya	brAhmaNa-SrezWaH loke | iti sUtram yojyam | yaTA ca BagavAn kowusya
   maharṣeḥ śelasya ca tāpasasya vinayārthamāśramaṃ gataḥ | tābhyāṃ ca	mahA-RzeH Selasya ca tApasasya vinaya-arTam-ASramam gataH | tAByAm ca
   bhaktena nimantritaḥ | tābhyāṃ ca bhagavān jñātvedamudānamudānītavān -	Baktena nimantritaH | tAByAm ca BagavAn jQAtvA-idam-udAnam-udAnItavAn -
   agnihotramukhā vedā gāyatrī chandasāṃ mukham |	agnihotra-muKA vedA gAyatrI CandasAm muKam |
   rājā mukhaṃ manuṣyāṇāṃ nadīnāṃ sāgaro mukham ||	rAjA muKam manuzyANAm nadInAm sAgaraH muKam ||
   nakṣatrāṇāṃ mukhaṃ ādityastapatāṃ mukham |	nakzatrANAm muKam AdityaH-tapatAm muKam |
   puṇyamākāṅkṣamāṇānāṃ saṃbuddho yatatāṃ mukham ||	puNyam-AkAFkzamANAnAm saMbudDaH yatatAm muKam ||
   etaddarśayati bhagavān | yathā sarveṣāṃ yajñānāṃ jāyamānānāmagnihotraṃ	etat-darSayati BagavAn | yaTA sarvezAm yajQAnAm jAyamAnAnAm-agni-hotram
   mukham | vedānāṃ gāyatrī mukham | sarveṣāṃ puruṣāṇāṃ rājā mukham | nadīnāṃ	muKam | vedAnAm gAyatrI muKam | sarvezAm puruzANAm rAjA muKam | nadInAm
   sāgaraḥ śreṣṭhaḥ | nakṣatrāṇāṃ candramā agryaḥ | tapatāmādityaḥ pradhānaḥ	sAgaraH SrezWaH | nakzatrANAm candramAH agryaH | tapatAm-AdityaH praDAnaH
   sāhasrāṇāṃ lokadhātūnāmavabhāsayati | evaṃ yaścintayati - asminnekapuruṣe	sAhasrANAm lokaDAtUnAm-avaBAsayati | evam yaH-cintayati  asmin=-eka-puruze
   dattaṃ mahāphalamiti | bhagavānāha - saṃbuddho dakṣiṇeyānāmagrya iti |	dattam mahA-Palam-iti | BagavAn-Aha  saMbudDaH dakziNeyAnAm-agryaH iti |
   anenāpi kāraṇena bhagavānagrya | etatsūtramapyāgame brāhmaṇanipāte	anena-api kAraNena BagavAn-agrya | etat-sUtram-api-Agame brAhmaNa-nipAte
   vistareṇa pratyavagantavyam | yathā ca bhagavatā etadagre dakṣiṇāvibhaṅge	vistareNa pratyavagantavyam | yaTA ca BagavatA etat-agre dakziNA-viBaFge
   sūtra uktam - etadagramānanda pratipudgalikānāṃ dakṣiṇīyānāṃ yadidaṃ	sUtraH uktam  etat-agram-Ananda pratipudgalikAnAm dakziNIyAnAm yat-idam
   tathāgato 'rhan samyaksaṃbuddhaḥ | evamagryatā bhagavato vaktavyā | yathā	taTAgataH arhan samyaksaMbudDaH | evam-agryatA BagavataH vaktavyA | yaTA
   ca mahāsamājīye parinirvāṇādisūtreṣu dvādaśayojaniko devānāṃ saṃnipātaḥ |	ca mahAsamAjIye parinirvANa-Adi-sUtrezu dvAdaSa-yojanikaH devAnAm saMnipAtaH |
   yathā mahāprātihārye 'kaniṣṭhikādibhirdevaiḥ pūjitaḥ | mahāprātihāryaṃ ca	yaTA mahA-prAtihArye akanizWikA-AdiBiH-devEH pUjitaH | mahA-prAtihAryam ca
   dṛṣṭvā anekāni tīrthakaraśatāni pravrajitāni | yathā ca tāpasā	dRzwvA anekAni tIrTakara-SatAni pravrajitAni | yaTA ca tApasA
   urubilvākāśyapaprabhṛtayaḥ pravrajitāḥ | parivrājakāśca	uru-bilva-AkASyapa-praBRtayaH pravrajitAH | parivrAjakAH-ca
   śāriputramaudgalyāyanaprabhṛtayaḥ pravrajitāḥ | brāhmaṇāaśca	SAriputra-mOdgalyAyana-praBRtayaH pravrajitAH | brAhmaNAaH-ca
   brahmāyu(pūraśāyino) vasiṣṭhabhāradvājaprabhṛtayo 'bhiprasannāḥ | tathā	brahma-Ayu(-pUra-SAyino) vasizWa-BAradvAja-praBRtayaH aBiprasannAH | taTA
   rājānaḥ prasenajidbimbasāraprabhṛtayaḥ, gṛhapatayaḥ	rAjAnaH prasenajit-bimba-sAra-praBRtayaH, gRhapatayaH
   anāthapiṇḍadaghoṣilaprabhṛtayaḥ | evaṃ devānāṃ ye 'gryā manuṣyāṇāṃ ca, te	anATapiNxada-Gozila-praBRtayaH | evam devAnAm ye agryAH manuzyANAm ca, te
   'bhiprasannā bhagavati | anenāpi kāraṇena bhagavān agryaḥ | api ca	aBiprasannA Bagavati | anena-api kAraNena BagavAn agryaH | api ca
   yathaikottarikāgratāsūtra uktam - agradharmasamanvāgato	yaTA-eka-uttarikA-agra-tA-sUtraH uktam  agra-Darma-samanvAgataH-
   devabhūtamanuṣyāgryaḥ prāptaḥ pramoditaḥ | etaduktaṃ bhavati - nirvāṇagāmī	deva-BUta-manuzya-agryaH prAptaH pramoditaH | etat-uktam Bavati  nirvANa-gAmI
   dharmo 'dhigataḥ | tenaḥ kāraṇenāgryaḥ | kiṃ kāraṇaṃ pūrvamapi	DarmaH aDigataH | tenaH kAraNena-agryaH | kim kAraNam pUrvam-api
   bodhisattvabhūtaṃ devā upasaṃkrāntāḥ | yathā govindasūtre, śatavarge ca	boDisattva-BUtam devAH upasaMkrAntAH | yaTA govinda-sUtre, Satavarge ca
   tāpasasūtre indra upasaṃkrāntaḥ | nanu tadā agradharmasamanvāgataḥ,	tApasa-sUtre indraH upasaMkrAntaH | nanu tadA agra-Darma-samanvAgataH,
   sāṃprataṃ nirvāṇagāmī mārgo 'dhigataḥ | tenāgryaḥ | evamapi deśitā dharmāḥ	sAMpratam nirvANa-gAmI mArgaH aDigataH | tena-agryaH | evam-api deSitAH DarmAH
   | kecidāhuḥ - (KVU, Vaidya 214) buddhaḥ parinirvṛto mokṣaṃ prāptaḥ | tasya	| kecid-AhuH  (KVU, VEdyaH 214) budDaH parinirvRtaH mokzam prAptaH | tasya
   yat stūpe dattaṃ pratimāyāṃ vā dhūpapuṣpādikaṃ kaḥ pratigṛhṇātiḥ? yadā	yat stUpe dattam pratimAyAm vA DUpa-puzpa-Adikam kaH pratigRhNAtiH? yadA
   buddhaḥ parinirvṛta evocyate | aśraddhaitadvākyam, purato vā pāpataram,	budDaH parinirvRtaH eva-ucyate | aSradDA-etat-vAkyam, puratas vA pApataram,
   yeṣāṃ buddhaśāsanasiddhānto na viditaḥ | ya eṣa dharmo bhagavatā diśataḥ,	yezAm budDa-SAsana-sidDAntaH na viditaH | yaH eza DarmaH BagavatA diSataH,
   etadbhagavataḥ śarīram | sa cādya tiṣṭhati | tasminnantarhite buddhaḥ	etat-BagavataH SarIram | sa ca-adya tizWati | tasmin=-antarhite budDaH
   parinirvṛto bhaviṣyati | yāvaddharmastiṣṭhati tāvadbuddho na	parinirvRtaH Bavizyati | yAvat-DarmaH-tizWati tAvat-budDaH na
   parinirvāpayati | kiṃ kāraṇam? dharmaśarīraṃ bhagavataḥ śarīraṃ	parinirvApayati | kim kAraNam? Darma-SarIram BagavataH SarIram
   pāramārthikam | tena dharmeṇa yadā deśitena srotāpattiphalaṃ prāpsyate,	pAramArTikam | tena DarmeNa yadA deSitena srotApatti-Palam prApsyate,
   sakṛdāgāmiphalam, anāgāmiphalam, anāgāmiphalaṃ ca arhattvaṃ(ca) |	sakRdAgAmi-Palam, anAgAmi-Palam, anAgAmi-Palam ca arhat-tvaM(ca) |
   etadarthaṃ cāsmākaṃ pravrajyā phalaprāptinimittam | buddhastiṣṭhatiphalāni	etad-arTam ca-asmAkam pravrajyA Pala-prApti-nimittam | budDaH-tizWati-PalAni
   prāpsyante | na parinirvṛtaḥ | tatrāyaṃ doṣaḥ syāt | asmākaṃ tvadyāpi	prApsyante | na parinirvRtaH | tatra-ayam dozaH syAt | asmAkam tvadya-api
   phalāni prāpsyante | na parinirvṛtaḥ | tatrāyaṃ doṣaḥ syāt | asmākaṃ	PalAni prApsyante | na parinirvRtaH | tatra-ayam dozaH syAt | asmAkam
   tvadyāpi phalāni prāpyante | ārabdhavīryāṇāṃ na kiṃcid duṣkaram | buddhe	tu-adya-api PalAni prApyante | ArabDa-vIryANAm na kiMcid duzkaram | budDe
   tiṣṭhamāne kartavyametatsarvaṃ kriyate | anenāpi kāraṇena jñeyaṃ	tizWamAne kartavyam-etat-sarvam kriyate | anena-api kAraNena jQeyam
   dharmaśarīrastathāgata iti | yathā mahāparinirvāṇasūtre uktam -	Darma-SarIraH-taTAgataH iti | yaTA mahA-parinirvANa-sUtre uktam -
   syādevamānanda yuṣmākaṃ parinirvṛto bhagavān | adyāgre nāsti śāsteti |	syAt-evam-Ananda yuzmAkam parinirvRtaH BagavAn | adya-agre na-asti SAstA-iti |
   naitadevaṃ draṣṭavyam | adyāgre vaḥ ānanda sūtrāntaḥ śāstā | evaṃ	na-etat-evam drazwavyam | adya-agre vaH Ananda sUtrAntaH SAstA | evam
   bhagavatā sūtrābhidharmavinayā dattāḥ | adyāgre caiṣa buddhaḥ |	BagavatA sUtra-aBiDarma-vinayAH dattAH | adya-agre ca-eza budDaH |
   etaddarśayati | bhagavān | tathā na kiṃcinmātāpitṛsaṃbhavena śarīreṇa	etat-darSayati | BagavAn | taTA na kiMcid-mAtA-pitR-saMBavena SarIreNa
   kāryaṃ kriyate | etaddarśayati | yadāhaṃ gṛha āvāsavasitaḥ, na tadā mayā	kAryam kriyate | etat-darSayati | yadA-aham gRhe AvAsa-vasitaH, na tadA mayA
   kaściddharmo 'bhisaṃbuddhaḥ | tasmānna mātāpitṛsaṃbhavaṃ śarīraṃ buddhaḥ |	kaScid-DarmaH aBisaMbudDaH | tasmAt-na mAtA-pitR-saMBavam SarIram budDaH |
   yadā tvahamekonatriṃśadvarṣādgṛhānnirgataḥ, ye duḥkhena dharmamicchanti te	yadA tu-aham-ekonatriMSat-varzAt-gRhAt-nirgataH, ye duHKena Darmam-icCanti te
   duṣkaracaryayā vismāpitāḥ | na ca me kaścidduḥkhena dharme 'dhigataḥ |	duzkara-caryayA vismApitAH | na ca me kaScid-duHKena Darme aDigataH |
   yathā romaharṣaṇīyasūtre uktāḥ, tathā pratyavagantavyāḥ | ṣaḍvarṣāṇi	yaTA romaharzaNIya-sUtre uktAH, taTA pratyavagantavyAH | zaz-varzANi
   duṣkaraṃ kṛtam | na ca tena kaściddharmo 'dhigataḥ | paścānmayā bhojanaṃ	duzkaram kRtam | na ca tena kaScid-DarmaH aDigataH | paScAt-mayA Bojanam
   bhuktaṃ śarīrabalaṃ ca prāpya vaiśākhamāsapūrṇapañcadaśyāṃ bodhimūle	Buktam SarIra-balam ca prApya vESAKa-mAsa-pUrNa-paQcadaSyAm boDi-mUle
   niṣaṇṇenānuttarā samyaksaṃbodhiḥ prāptā | vārāṇasyāṃ gatvā dharmacakra	nizaNNena-anuttarA samyaksaMboDiH prAptA | vArANasyAm gatvA Darma-cakra
   pravartitam | tena dharmeṇa phalādhigamaḥ kriyate | sa cā - - - - ti |	pravartitam | tena DarmeNa Pala-aDigamaH kriyate | sa cA     ti |
   anenāpi kāraṇena dharmakāyāstathāgatāḥ | yathā vinaye pāṭhaḥ | bhagavantaṃ	anena-api kAraNena Darma-kAyAH-taTAgatAH | yaTA vinaye pAWaH | Bagavantam
   bhagavato mātṛṣvasāha - jīvantu bhavanta bhaga - - - - - - | yattu	BagavataH mAtRzvasA-Aha  jIvantu Bavanta Baga       | yat-tu
   bhagavatoktam - - - - na te 'haṃ gautami pureva vaktavyaḥ | sāha - atha	BagavatA-uktam     na te aham gOtami purA-iva vaktavyaH | sA-Aha  aTa
   kathaṃ bhagavān vaktavyaḥ? bhagavānāha - evaṃ vaktavyam - dī(rgharātraṃ	kaTam BagavAn vaktavyaH? BagavAn-Aha  evam vaktavyam  dI(rGa-rAtram
   bhagava)to dharmastiṣṭhatu | etaddarśayati - na mama mātāpitṛsaṃbhavena	Bagava)taH DarmaH-tizWatu | etat-darSayati  na mama mAtA-pitR-saMBavena
   śarīreṇa kiṃcinniṣṭhā | ato dharmaśarīraṃ me dīrgharātraṃ tiṣṭhatu | yāni	SarIreNa kiMcid-nizWA | atas Darma-SarIram me dIrGarAtram tizWatu | yAni
   mayā saṃsāre duṣkarasahasrāṇi kṛtāni, tānyatīva dharmasyārthāya | anenāpi	mayA saMsAre duzkara-sahasrANi kRtA-ani, tAni-atIva Darmasya-arTAya | anena-api
   kāraṇena ya eva bhagavataḥ śarīraṃ - - - | mahāparinirvāṇasūtre uktam -	kAraNena yaH eva BagavataH SarIram    | mahA-parinirvANa-sUtre uktam -
   āgatā ānanda devāḥ, divyāni ca candanacūrṇāni gṛhya, divyāni ca	AgatAH Ananda devAH, divyAni ca candana-cUrNAni gRhya, divyAni ca
   māndāravāṇi puṣpāṇi, divyāni - - - - - - nanda evaṃ tathāgataḥ satkṛto	mAndAravANi puzpANi, divyAni       nandaH evam taTAgataH satkRtaH-
   bhavati gurukṛto mānito vā pūjito vā | yaḥ punaḥ kaścidānanda mama śāsane	Bavati gurukRtaH mAnitaH vA pUjitaH vA | yaH punar kaScid-Ananda mama SAsane
   'pramatto viharati, ā - - - - kurute dharmaṃ dhārayati, tenāhaṃ satkṛto	apramattaH viharati, A     kurute Darmam DArayati, tena-aham satkRtaH-
   gurukṛto mānitaḥ pūjito bhavāmi | etaddarśayati | kāśyapasya	gurukRtaH mAnitaH pUjitaH BavAmi | etat-darSayati | kASyapasya
   samyaksaṃbuddha(sya bhikṣu) bhikṣuṇībhirupāsakopāsikābhiḥ | (taṃ ca)	samyaksaMbudDa(sya Bikzu) BikzuNIBiH-upAsa-kopAsikABiH | (tam ca)
   śarīrapūjā kṛtā, na dharmo dhāritaḥ | yāvaddharmo 'ntarhitaḥ |	SarIra-pUjA kRtA, na DarmaH DAritaH | yAvat-DarmaH antarhitaH |
   evamāpūryamapyevaṃ kari - - - - - - - (apa)cayitavyaḥ | etanmama śarīram |	evam-ApUryam-api-evam kari        (apa)cayitavyaH | etat-mama SarIram |
   etaddarśayati - (KVU, Vaidya 215) mayi parinirvṛte yatkartavyam | dharmaṃ	etat-darSayati  (KVU, VEdya 215) mayi parinirvRte yat-kartavyam | Darmam
   satkariṣyata evoktam | dharmakāyāsta(thāgatāḥ) | mahāparinivāṇe āryānandaḥ	satkarizyate eva-uktam | Darma-kAyAH-ta(Ta-AgatAH) | mahA-parinivANe Arya-AnandaH
   pṛcchati - kathamasmābhirbhagavati parinirvṛte bhagavaccharīrapratipattiḥ	pRcCati  kaTam-asmABiH-Bagavati parinirvRte Bagavat-SarIra-pratipattiH
   kāryā? bhagavānāha - alpotsukairyuṣmābhirbhavitavyam | upāsakāḥ śarīraṃ	kAryA? BagavAn-Aha  alpa-utsukEH-yuzmABiH-Bavitavyam | upAsakAH SarIram
   yathā jñāsyanti, tathā kariṣyanti | etaddarśayati - yadetaddharmaśarīram,	yaTA jQAsyanti, taTA karizyanti | etat-darSayati  yat-etat-Darma-SarIram,
   etadyuṣmābhiḥ paripālitavyam | upāsakābahuvyagrāḥ | asamartha	etat-yuzmABiH paripAlitavyam | upAsaka-abahu-vyagrAH | asamarTa
   dharmadhāraṇaṃ kartum | anena cirasthitenāhaṃ cirasthitiko bhaviṣyāmīti |	Darma-DAraNam kartum | anena cira-sTitena-aham cira-sTitikaH BavizyAmi-iti |
   yathā ca devāvatārasūtre utpalavarṇābhikṣuṇyā cakravartirūpaṃ nirmāya	yaTA ca deva-avatAra-sUtre utpala-varNa-aBikzuNyA cakravarti-rUpam nirmAya
   bhagavān devalokāvatīrṇaḥ prathamaṃ vanditaḥ | sā tuṣṭā | mayā bhagavān	BagavAn deva-loka-avatIrNaH praTamam vanditaH | sA tuzwAH | mayA BagavAn
   prathamaṃ vanditaḥ | tasyāśca ( - - - - - - - ) taṃ jñātvā	praTamam vanditaH | tasyAH-ca (        ) tam jQAtvA
   srotāpattiphalaṃ prāptam | etaddarśayati - na mātāpitṛsaṃbhavena śarīreṇa	srotApatti-Palam prAptam | etat-darSayati  na mAtA-pitR-saMBavena SarIreNa
   varṇitena vandito bhavāmi | yena phalaṃ prāptaṃ vanditaḥ | etadarthameva	varNitena vanditaH BavAmi | yena Palam prAptam vanditaH | etad-arTam-eva
   ca tatra gāthoktāḥ -	ca tatra gATA-uktAH -
   manuṣyapratilābhena svargāṇāṃ gamanena ca |	manuzya-pratilABena svargANAm gamanena ca |
   pṛthivyāmekarājyaṃ ca srotāpattiphalaṃ param ||	pRTivyAm-eka-rAjyam ca srotApatti-Palam param ||
   anenāpi kāraṇena dharma eva bhagavataḥ śarīram | yathā ca bodhimūlasūtre	anena-api kAraNena DarmaH eva BagavataH SarIram | yaTA ca boDi-mUla-sUtre
   bhagavānayodhyāyāṃ viharati | atha paścimeṣu janapadeṣu dvau bhikṣū	BagavAn-ayoDyAyAm viharati | aTa paScimezu janapadezu dvO BikzU
   prativasataḥ sakhāyau | tau bhagavaddarśanāya prasthitau | mahāṭavyāṃ	prativasataH saKAyO | tO Bagavat-darSanAya prasTitO | mahA-awavyAm
   prapannau | tṛṣārtābhyāṃ tābhyāṃ pānīyaṃ prāptam | ekena tṛṣitena pītam |	prapannO | tRzA-ArtAByAm tAByAm pAnIyam prAptam | ekena tRzitena pItam |
   dvitīya āha - nāhaṃ bhagavataḥ śikṣāmatikramiṣyāmi | aparisrāvaṃ	dvitIyaH Aha  na-aham BagavataH SikzAm-atikramizyAmi | aparisrAvam
   saprāṇakametatpānīyamiti | dharmaśca bhagavataḥ śarīram | tamanupālayatā	sa-prANakam-etat-pAnIyam-iti | DarmaH-ca BagavataH SarIram | tam-anupAlayatA
   dṛṣṭa eva mayā bhagavān | sa tṛṣārto bhagavantaṃ namaskurvan kālagataḥ,	dRzwaH eva mayA BagavAn | sa tRzA-ArtaH Bagavantam namaskurvan kAlagataH,
   prasannacittaśca deveṣūpapannaḥ | dvitīyo bhikṣuḥ sapramāṇakaṃ pānīyaṃ	prasanna-cittaH-ca devezu-upapannaH | dvitIyaH BikzuH sa-pramANakam pAnIyam
   pītvā anupūrveṇa bahubhirdivasairbhagavataḥ samīpaṃ gataḥ | sa ca	pItvA anupUrveNa bahuBiH-divasEH-BagavataH samIpam gataH | sa ca
   deveṣūpapanno bhikṣuḥ pūrvaṃ gataḥ | yena saprāṇakaṃ pānīyaṃ pītaḥ tasya	devezu-upapannaH BikzuH pUrvam gataH | yena sa-prANakam pAnIyam pItaH tasya
   bhikṣorbhagavatā mātāpitṛsaḥbhavaḥ śarīraḥ darśitam - etanmama śarīraḥ	BikzoH-BagavatA mAtA-pitR-saHBavaH SarIraH darSitam  etat-mama SarIraH
   paśya | sa ca devalokopapanno bhikṣurbhagavatoktaḥ - darśaya śarīraḥ te |	paSya | sa ca deva-loka-upapannaH BikzuH-BagavatA-uktaH  darSaya SarIraH te |
   devaputraśarīraḥ divyaḥ darśitam | sa bhikṣuḥ saḥvignaḥ pṛcchati -	deva-putra-SarIraH divyaH darSitam | sa BikzuH saHvignaH pRcCati -
   bhagavan, kimidam? bhagavānāha - ya eṣa devaputro 'nena tṛṣṇārtena	Bagavan, kim-idam? BagavAn-Aha  yaH eza deva-putraH anena tRzNA-Artena
   saprāṇakamudakaḥ na pītam | mayā yathoktā śikṣā rakṣitā | eṣa dvitīyo	sa-prANakam-udakaH na pItam | mayA yaTA-uktA SikzA rakzitA | eza dvitIyaH-
   mātāpitṛsaḥbhavaḥ śarīraḥ draṣṭukāmaḥ sapraṇākaḥ pānīyaḥ pītvā etasya mayā	mAtA-pitR-saHBavaH SarIraH drazwu-kAmaH sa-praNAkaH pAnIyaH pItvA etasya mayA
