   PADA MARKERS	PADAH MARKERS
   tatkriyāmatha kurvīta $ tāvatteṣāṃ na sūtakam &	tad-kriyAm-aTa kurvIta $ tAvat-tezAm na sUtakam &
   karmakāle tadāśaucaṃ % sadyo vilayameti vai // Ang_1.24 //	karma-kAle tat-ASOcam % sadyas vilayam-eti vE // Ank-_1.24 //
   vṛtte karmaṇi bhūyaśca $ tadudeti svayaṃ punaḥ &	vRtte karmaNi BUyas-ca $ tat-udeti svayam punar &
   pākārambhānantaraṃ tadvīthyāṃ mṛtisaṃbhave	pAka-AramBa-anantaram tat-vITyAm mRti-saMBave
   śrāddhe pākasamārambhe % vṛtte 'tha nipatecchavam // Ang_1.25 //	SrAdDe pAka-samAramBe % vRtte aTa nipata-icSavam // Ank-_1.25 //
   tadvīthyāṃ tena tacchrāddhaṃ $ dūṣitaṃ na bhavedapi &	tad-vITyAm tena tat-SrAdDam $ dUzitam na Bavet-api &
   pākārambhātpūrvaṃ tadvīthyāṃ mṛtisaṃbhave	pAka-AramBAt-pUrvam tat-vITyAm mRti-saMBave
   pākārambhasya pūrvaṃ tat % prabhavecchrāddhavārakam // Ang_1.26 //	pAka-AramBasya pUrvam tat % praBavet-SrAdDa-vArakam // Ank-_1.26 //
   śavaṃ vīthyāṃ nipatitaṃ $ pākārambhātparaṃ tu na &	Savam vITyAm nipatitam $ pAka-AramBAt-param tu na &
   upakrāntasya tasyāsya % sūtakaṃ yadi madhyataḥ // Ang_1.27 //	upakrAntasya tasya-asya % sUtakam yadi maDyatas // Ank-_1.27 //
   apyāgataṃ tena taddhi $ vāritaṃ na bhaviṣyati &	api-Agatam tena tat-hi $ vAritam na Bavizyati &
   tasmācchrāddhamupakrāntaṃ % sūtake 'pi tathā '; 'caret // Ang_1.28 //	tasmAt-SrAdDam-upakrAntam % sUtake api taTA a; acaret // Ank-_1.28 //
   ātarpaṇaṃ vidhānena $ pākasyārambhato 'khilam &	AtarpaNam viDAnena $ pAkasya-AramBataH aKilam &
   darśapūrṇamāseṣṭipaśubandhānantaraṃ śrāddham	darSa-pUrNamAsezwi-paSu-banDa-anantaram SrAdDam
   sarveṣāṃ vratakṛchrāṇāṃ % vārakaṃ śrāddhamekakam // Ang_1.29 //	sarvezAm vrata-kRCrANAm % vArakam SrAdDam-ekakam // Ank-_1.29 //
   tasyāpi vārako yāgaḥ $ paurṇamāsaśca dārśikaḥ &	tasya-api vArakaH yAgaH $ pOrNamAsaH-ca dArSikaH &
   paurṇamāsaṃ ca darśaṃ ca % paśubandhaṃ ca taddine // Ang_1.30 //	pOrNamAsam ca darSam ca % paSubanDam ca tad-dine // Ank-_1.30 //
   samāgataṃ samāpyā '; 'dau $ paścācchrāddhaṃ samācaret &	samAgatam samApyAH a; adO $ paScAt-SrAdDam samAcaret &
   pitṛkriyādinaprāpta- % yāgānuṣṭhānato 'khilāḥ // Ang_1.31 //	pitR-kriyA-dina-prApta % yAga-anuzWAnataH aKilAH // Ank-_1.31 //
   vasavaścāpi rudrāścāpy $ ādityāścaiva kṛtsnaśaḥ &	vasavaH-ca-api rudrAH-ca-api $ AdityAH-ca-eva kRtsnaSas &
   tadrūpāḥ pitaraḥ sarve % sarve cāpi pitāmahāḥ // Ang_1.32 //	tad-rUpAH pitaraH sarve % sarve ca-api pitAmahAH // Ank-_1.32 //
   nityatṛptā bhaveyurvai $ nikhilāḥ prapitāmahāḥ &	nitya-tRptAH BaveyuH-vE $ niKilAH prapitAmahAH &
   dīkṣāprāptyā tu bhūyiṣṭhā % tṛptisteṣāṃ bhaviṣyati // Ang_1.33 //	dIkzA-prAptyA tu BUyizWA % tRptiH-tezAm Bavizyati // Ank-_1.33 //
   mahādīkṣāmadhyagataśrāddham	mahA-dIkzA-maDya-gata-SrAdDam
   pratyabdamāsastanmāsa- $ dīkṣā yā na bhaviṣyati &	pratyabda-mAsaH-tad-mAsa $ dIkzA yA na Bavizyati &
   pratyabdamapi pitrostan % na pitṛvyādikaṃ matam // Ang_1.34 //	pratyabdam-api pitroH-tat % na pitRvya-Adikam matam // Ank-_1.34 //
   mahādīkṣāmadhyagataṃ $ gatameva bhaviṣyati &	mahA-dIkzA-maDya-gatam $ gatam-eva Bavizyati &
   mahādīkṣāgatasyāsya % tadante karaṇaṃ nanu // Ang_1.35 //	mahA-dIkzA-gatasya-asya % tad-ante karaNam nanu // Ank-_1.35 //
   dīkṣāmahatyastā jñeyāś $ caturviṃśaddinādhikāḥ &	dIkzA-mahatyaH-tAH jQeyAH $ caturviMSat-dina-aDikAH &
   kharvadīkṣāmadhye	Karva-dIkzA-maDye
   tisrastābhyastu yā nyūnās % triṣaḍādidinātmakāḥ // Ang_1.36 //	tisraH-tAByaH-tu yAH nyUnAH % trizaz-Adi-dina-AtmakAH // Ank-_1.36 //
   kharvātmakāstā vijñeyās $ tanmadhyagatapaitṛkam &	Karva-AtmakAH-tAH vijQeyAH $ tad-maDya-gata-pEtRkam &
   yadvā tadante tatkāryam % anyatkabalitaṃ tayā // Ang_1.37 //	yat-vA tad-ante tat-kAryam % anyat-ka-balitam tayA // Ank-_1.37 //
   dīkṣāvṛddhau	dIkzA-vRdDO
   mahatyā dīkṣayā karma $ satreṣvevaṃ gataṃ gatam &	mahatyA dIkzayA karma $ satrezu-evam gatam gatam &
   na kāryamiti vācyaṃ kiṃ % dīkṣāvṛddhau kathaṃcana // Ang_1.38 //	na kAryam-iti vAcyam kim % dIkzA-vRdDO kaTaMcana // Ank-_1.38 //
   saṃprāptamapi tacchrāddham $ avaśāddaivayogataḥ &	saMprAptam-api tat-SrAdDam $ avaSAt-dEva-yogataH &
   tadanta eva kurvīta % tasyā api punaḥ kadā // Ang_1.39 //	tad-antaH eva kurvIta % tasyAH api punar kadA // Ank-_1.39 //
   daivayogena cidvṛddher $ mahattvaṃ cetsamāgatam &	dEva-yogena cit-vRdDeH $ mahat-tvam ced-samAgatam &
   kāraṇāntarasaṃgatyā % tadante cetkṛtākṛtam // Ang_1.40 //	kAraNa-antara-saMgatyA % tad-ante ced-kRta-akRtam // Ank-_1.40 //
   dīkṣāmadhyamṛte na saṃskāraḥ kartavyaḥ	dIkzA-maDyam-Rte na saMskAraH kartavyaH
   tacchrāddhaṃ bhavatītyāhur $ dīkṣāmadhyamṛtānapi &	tat-SrAdDam Bavati-iti-AhuH $ dIkzA-maDyamRtAn-api &
   na saṃskuryānnāpi paśyet % saṃskuryāttadvyatikrame // Ang_1.41 //	na saMskuryAt-na-api paSyet % saMskuryAt-tat-vyatikrame // Ank-_1.41 //
   karmaṇo vaidikasyaivaṃ $ prābalyaṃ pratipāditam &	karmaNaH vEdikasya-evam $ prAbalyam pratipAditam &
   brahmavidbhirmahābhāgair % dharmajñaistattvadarśibhiḥ // Ang_1.42 //	brahma-vidBiH-mahABAgEH % Darma-jQEH-tattva-darSiBiH // Ank-_1.42 //
   dānatīrthavratādibhyaḥ $ kṛchrebhyo 'pi viśiṣyate &	dAna-tIrTavrata-AdiByaH $ kRCreByaH api viSizyate &
   vaidikaṃ tu mahatkarma % vaidikaṃ prabhavettataḥ // Ang_1.43 //	vEdikam tu mahat-karma % vEdikam praBavet-tatas // Ank-_1.43 //
   śuddhaḥ sanneva kurvīta $ vaidikaṃ karma nāśuciḥ &	SudDaH san=-A-iva kurvIta $ vEdikam karma na-aSuciH &
   āśaucādaśucitvaṃ hi % brāhmaṇānāṃ bhaviṣyati // Ang_1.44 //	ASOcAt-aSuci-tvam hi % brAhmaNAnAm Bavizyati // Ank-_1.44 //
   sūtyāśaucasyāspṛśyatvam	sUti-ASOcasya-aspRSya-tvam
   sūtyāśauce mṛtāśauce $ vaidikaṃ karma nācaret &	sUti-ASOce mRta-ASOce $ vEdikam karma na-Acaret &
   aspṛśyatvaṃ na sūtyāṃ syād % āśauce tu bhaveddhi tat // Ang_1.45 //	aspRSya-tvam na sUtyAm syAt % ASOce tu Bavet-hi tat // Ank-_1.45 //
   ubhayorbhojanaṃ kuryān $ mahāgurunipātane &	uBayoH-Bojanam kuryAt $ mahA-guru-nipAtane &
   ahorātraṃ bhuktihainyaṃ % sarveṣāmapi tanmatam // Ang_1.46 //	ahorAtram Bukti-hEnyam % sarvezAm-api tat-matam // Ank-_1.46 //
   akālabhuktirāśauce $ sūtyāśauce na tanmatam &	akAla-BuktiH-ASOce $ sUti-ASOce na tat-matam &
   saṃdhyāmātraṃ prakurvīta % tayormānasamantrataḥ // Ang_1.47 //	saMDyA-mAtram prakurvIta % tayoH-mAnasa-mantrataH // Ank-_1.47 //
   ekadvitricaturnārī- $ naṣṭāśaucasya cetpunaḥ &	eka-dvi-tri-catur-nArI $ nazwa-aSOcasya ced-punar &
   āśauce vartamānasya % saṃghātāśaucinastataḥ // Ang_1.48 //	ASOce vartamAnasya % saMGAta-aSOcinaH-tatas // Ank-_1.48 //
   sākṣādannasya muktirna $ saṃdhyā sā syājjale kriyā &	sAkzAt-annasya muktiH-na $ saMDyA sA syAt-jale kriyA &
   satatāśaucasaṃbhave	satata-ASOca-saMBave
   śatajñātigatagrāma- % vāsinaḥ saṃtatāghinaḥ // Ang_1.49 //	Sata-jQAti-gata-grAma % vAsinaH saMtata-aGinaH // Ank-_1.49 //
   sūtakānte punaḥprāpta- $ sūtakasya nirantaram &	sUtakAnte punar-prApta $ sUtakasya nirantaram &
   abdaṃ dṛṣṭvā tato yatnāt % tyaktvā taṃ grāmamādarāt // Ang_1.50 //	abdam dRzwvA tatas yatnAt % tyaktvA tam grAmam-AdarAt // Ank-_1.50 //
   sadyo deśāntare pitroḥ $ śrāddhaṃ kāryamiti sthitiḥ &	sadyas deSa-antare pitroH $ SrAdDam kAryam-iti sTitiH &
   yadā paraṃparāgho 'sya % jāyate śrāddhavārakaḥ // Ang_1.51 //	yadA paraMparAGaH asya % jAyate SrAdDa-vArakaH // Ank-_1.51 //
   tadā saṃvatsaraṃ dṛṣṭvā $ sadyo deśāntaraṃ vrajet &	tadA saMvatsaram dRzwvA $ sadyas deSa-antaram vrajet &
   yadi vighno na jāyeta % śrāddhasyātha tathā tadā // Ang_1.52 //	yadi viGnaH na jAyeta % SrAdDasya-aTa taTA tadA // Ank-_1.52 //
   śrāddhaṃ tatraiva kurvīta $ dhṛtayajñopavītavān &	SrAdDam tatra-eva kurvIta $ DRta-yajQa-upavItavAn &
   ekadaiva samākrāntaḥ % sūtakatrayato yadi // Ang_1.53 //	ekadA-eva samAkrAntaH % sUtaka-trayataH yadi // Ank-_1.53 //
   ekāśaucena vā paścād $ yajñasūtraṃ tu bibhṛyāt &	eka-ASOcena vA paScAt $ yajQasUtram tu biBRyAt &
   yajñasūtravihīnaḥ syād % anarhaḥ sarvakarmasu // Ang_1.54 //	yajQasUtra-vihInaH syAt % anarhaH sarva-karmasu // Ank-_1.54 //
   abhāve tasya sūtrasya $ celaṃ vājinameva vā &	aBAve tasya sUtrasya $ celam vAjinam-eva vA &
   dhārayati vidhānena % na mantrastatra vidyate // Ang_1.55 //	DArayati viDAnena % na mantraH-tatra vidyate // Ank-_1.55 //
   sūtrasyaiva bhavenmantraḥ $ śikhāhīnaśca tādṛśaḥ &	sUtrasya-eva Bavet-mantraH $ SiKA-hInaH-ca tAdRSaH &
   śatrucchinnaśikhaścet	Satru=-Cinna-SiKaH-ced-
   śatrucchinnaśikhaḥ sadyo % bibhran karṇe śuciryatan // Ang_1.56 //	Satru=-Cinna-SiKaH sadyas % biBran karNe SuciH-yatan // Ank-_1.56 //
   samagopucchalomāni $ prājāpatyaprapūrvakam &	sama-gopucCa-lomAni $ prAjApatya-prapUrvakam &
   punaḥsaṃskārataḥ śuddhaḥ % prabhavennātra saṃśayaḥ // Ang_1.57 //	punar-saMskArataH SudDaH % praBavet-na-atra saMSayaH // Ank-_1.57 //
   madhyacchede	maDya=-Cede
   madhyacchinnā yadā cūḍā $ prājāpatyena śudhyati &	maDya=-CinnA yadA cUxA $ prAjApatyena SuDyati &
   rogādinā nāśe	roga-AdinA nASe
   śikhāyā rogato nāśe % kṛtsnāyāḥ saṃkaṭe 'pi vā // Ang_1.58 //	SiKAyAH rogataH nASe % kRtsnAyAH saMkawe api vA // Ank-_1.58 //
   avaśādvahnito vāpi $ punaḥsaṃskāra eva hi &	avaSAt-vahnitaH vA-api $ punar-saMskAraH eva hi &
   śikhārohaṇataḥ paścān % na tatpūrvaṃ samācaret // Ang_1.59 //	SiKA-ArohaNataH paScAt % na tat-pUrvam samAcaret // Ank-_1.59 //
   tāvadgopucchalomāni $ dhāryāṇyeva vidhānataḥ &	tAvat-go-pucCa-lomAni $ DAryANi-eva viDAnataH &
   yathāvat sā tu na bhaved % vārdhakeṇa ca rogataḥ // Ang_1.60 //	yaTAvat sA tu na Bavet % vA-arDakeNa ca rogataH // Ank-_1.60 //
   saptatyūrdhvaṃ romabhiḥ	saptati-UrDvam romaBiH
   saptatyūrdhvaṃ tu cettasyāḥ $ pūrvataḥ pṛṣṭhato 'pi vā &	saptati-UrDvam tu ced-tasyAH $ pUrvatas pRzWatas api vA &
   pārśvataḥ parito vāpi % samudbhūtaiśca romabhiḥ // Ang_1.61 //	pArSvatas paritas vA-api % samudBUtEH-ca romaBiH // Ank-_1.61 //
   śikhā kāryā prayatnena $ na cennaivopapadyate &	SiKA kAryA prayatnena $ na ced-na-eva-upapadyate &
   tatsthāne sarvaśūnye tu % parito vāpi kiṃ punaḥ // Ang_1.62 //	tad-sTAne sarva-SUnye tu % paritas vA-api kim punar // Ank-_1.62 //
   brāhmaṇyasūcanāyaivaṃ $ tāni lomāni dhārayet &	brAhmaNya-sUcanAya-evam $ tAni lomAni DArayet &
   anyathā na bhavedeva % tathā tasmātsamācaret // Ang_1.63 //	anyaTA na Bavet-eva % taTA tasmAt-samAcaret // Ank-_1.63 //
   evaṃ varṣāṣṭake 'tīte $ tārtīyīkāśramaṃ vrajet &	evam varza-azwake atIte $ tArtIyIka-ASramam vrajet &
   śikhā sūtra ca tadyugmaṃ % brāhmaṇatvasya mūlake // Ang_1.64 //	SiKA sUtra ca tat-yugmam % brAhmaNa-tvasya mUlake // Ank-_1.64 //
   yayā kayā ca vidhayā $ śikhāṃ sūtraṃ ca bibhṛyāt &	yayA kayA ca viDayA $ SiKAm sUtram ca biBRyAt &
   śikhācchedo pañcavāraṃ % yadi jāyeta śatrubhiḥ // Ang_1.65 //	SiKAcCedaH paQca-vAram % yadi jAyeta SatruBiH // Ank-_1.65 //
   brāhmaṇyaṃ tasya naṣṭaṃ syāt $ punaḥsaṃskārato 'pi tat &	brAhmaNyam tasya nazwam syAt $ punaHsaMskArataH api tat &
   śrāddhavighne strīsaṃge	SrAdDa-viGne strI-saMge
   śrāddhavighne samutpanne % santataṃ sūtakādinā // Ang_1.66 //	SrAdDa-viGne samutpanne % santatam sUtaka-AdinA // Ank-_1.66 //
   akṛtvaiva tadā śrāddhaṃ $ nopeyācca striyaṃ tarām &	akRtvA-eva tadA SrAdDam $ na-upeyAt-ca striyam tarAm &
   tadā yadyāhito garbho % brahmahatyāvrataṃ caret // Ang_1.67 //	tadA yadi-AhitaH garBaH % brahmahatyA-vratam caret // Ank-_1.67 //
   tadā sakṛtsannipāte $ prājāpatyatrayaṃ caret &	tadA sakRt-sannipAte $ prAjApatya-trayam caret &
   asakṛdgamanāccāpā- % grayānaṃ ca samācaret // Ang_1.68 //	asakRt-gamanAt-ca-apA % grayAnam ca samAcaret // Ank-_1.68 //
   tasyopanayanaṃ bhūyaś $ coditaṃ brahmavādibhiḥ &	tasya-upanayanam BUyas $ coditam brahma-vAdiBiH &
   praviṣṭaparakāyo yaḥ % svabhāryā tena varṣmaṇā // Ang_1.69 //	pravizwa-para-kAyaH yaH % sva-BAryA tena varzmaNA // Ank-_1.69 //
   nopeyāttatpraviṣṭaḥ san $ nopeyāttasya tāmapi &	na-upeyAt-tad-pravizwaH san $ na-upeyAt-tasya tAm-api &
   tādṛśaṃ karma kuryāccet % tatkulaṃ svakulaṃ ca te // Ang_1.70 //	tAdRSam karma kuryAt-ced % tad-kulam sva-kulam ca te // Ank-_1.70 //
   ātmānaṃ pātayeddhore $ narake rauravābhidhe &	AtmAnam pAtayet-hore $ narake rOrava-aBiDe &
   naṣṭe triprāyake śrāddhe % pūrvasmin haviṣi kvacit // Ang_1.71 //	nazwe tri-prAyake SrAdDe % pUrvasmin havizi kvacid // Ank-_1.71 //
   tadā punastatsaṃpādya $ hutvā prāṇādibhiścarum &	tadA punar-tad-saMpAdya $ hutvA prANa-AdiBiH-carum &
   dvātriśadāhuteḥ paścāt % taccheṣeṇa samāpanam // Ang_1.72 //	dvAtri-SadAhuteH paScAt % tad-SezeNa samApanam // Ank-_1.72 //
   yattattriprāyakaṃ śrāddhaṃ $ tasyāgūśca samāpanam &	yat-tat-tri-prAyakam SrAdDam $ tasya-agUH-ca samApanam &
   aparāhne ca madhyāhne % sadyaḥ pakvaṃ bhaveddhi vai // Ang_1.73 //	aparAhne ca maDyAhne % sadyas pakvam Bavet-hi vE // Ank-_1.73 //
   pṛthak pākāttasyaṃ bhuktir $ dvitīye tatra naiva sā &	pRTak pAkAt-tasyam BuktiH $ dvitIye tatra na-eva sA &
   viprāṇāṃ bhuktimātraṃ syād % ābhāntyetatsamācaret // Ang_1.74 //	viprANAm Bukti-mAtram syAt % ABAnti-etat-samAcaret // Ank-_1.74 //
   saṃbhāntyatha mṛtāhasya $ samārambho vidhīyate &	saMBAnti-aTa mRta-ahasya $ samAramBaH viDIyate &
   sarvaśeṣaṃ samādāya % piṇḍāstrīnava nirvapet // Ang_1.75 //	sarva-Sezam samAdAya % piNxAH-trI-nava nirvapet // Ank-_1.75 //
   avaśiṣṭaṃ prāśayecca $ triprāyakavidhau tathā &	avaSizwam prASayet-ca $ tri-prAyaka-viDO taTA &
   yatnānmahābhītimati % paścātsyādbhūribhojanam // Ang_1.76 //	yatnAt-mahA-aBItimati % paScAt-syAt-BUri-Bojanam // Ank-_1.76 //
   lājahomātpūrvaṃ yadi rajasvalā	lAjahomAt-pUrvam yadi rajasvalA
   arvāktu lājahomasya $ vadhūryadi rajasvalā &	arvAk-tu lAja-homasya $ vaDUH-yadi rajasvalA &
   haviṣmatīti mantreṇa % śatakumbhairvidhānataḥ // Ang_1.77 //	havizmatI-iti mantreNa % SatakumBEH-viDAnataH // Ank-_1.77 //
   snāpayitvā vidhānena $ vastrābhyāṃ saṃparītyataḥ &	snApayitvA viDAnena $ vastrAByAm saMparItyataH &
   natvā dvivāraṃ yatnena % yuñjānāhutiyugmakam // Ang_1.78 //	natvA dvi-vAram yatnena % yuQjAna-Ahuti-yugmakam // Ank-_1.78 //
   pṛthagagnau sthāpite 'tha $ juhuyātsaṃskṛtaṃ ghṛtam &	pRTak-agnO sTApite aTa $ juhuyAt-saMskRtam GRtam &
   paścāttantraṃ prayoktavyam % ābrāhmaṇavisarjanam // Ang_1.79 //	paScAt-tantram prayoktavyam % AbrAhmaNa-visarjanam // Ank-_1.79 //
   yoktraṃ vimucya tāṃ patnīṃ $ dūratastu vinikṣipet &	yoktram vimucya tAm patnIm $ dUratas-tu vinikzipet &
   paścāccaturthadivase % snātāyāṃ samanantaram // Ang_1.80 //	paScAt-caturTa-divase % snAtAyAm samanantaram // Ank-_1.80 //
   pravāhanādikarmāṇi $ vidhinaiva samācaret &	pravAhana-Adi-karmANi $ viDinA-eva samAcaret &
   ubhayostu tadā nityaṃ % vidhinā syātpayovratam // Ang_1.81 //	uBayoH-tu tadA nityam % viDinA syAt-payaH-vratam // Ank-_1.81 //
   tadaupāsanahomaḥ syāt $ samārambhāttu tanmatam &	tad-OpAsana-homaH syAt $ samAramBAt-tu tat-matam &
   lājahomātparaṃ cet	lAjahomAt-param ced-
   lājahomātparaṃ sā cet % tadā tatsnānataḥ param // Ang_1.82 //	lAjahomAt-param sA ced % tadA tad-snAnataH param // Ank-_1.82 //
