   BhG 8.1	Bhu 8.1
   adhikṛtyeti nirukteḥ | śrotrādīndriya-vṛndaṃ vā sūkṣma-bhūta-vṛndaṃ vā tad	aDikRtya-iti nirukteH | Srotra-Adi-indriya--vRndam vA sUkzma-BUta-vRndam vA tat-
   iti | āvayos taulyāt kim iti māṃ pṛcchasīti śaṅkāṃ nivartayituṃ	iti | AvayoH tOlyAt kim iti mAm pRcCasi-iti SaFkAm nivartayitum
   sambodhanaṃ he puruṣottameti | pareśatvāt tava sarvaṃ suviditaṃ na tu	samboDanam he puruzottamA-iti | para-ISa-tvAt tava sarvam su-viditam na tu
   memeti bhāvaḥ | adhibhūtaṃ ca kim iti bhūtāny adhikṛtyeti nirukter	mema-iti BAvaH | aDiBUtam ca kim iti BUtAni aDikRtya-iti nirukteH-
   ghaṭyādi-kāryaṃ vā sthūla-śarīraṃ vā tad iti | adhidaivaṃ kim iti	GawI-Adi--kAryam vA sTUla--SarIram vA tat iti | aDidEvam kim iti
   devatā-viṣayakam anudhyānaṃ vā samaṣṭir virāṭ vā tad iti ||1||	devatA--vizayakam anuDyAnam vA samazwiH virAj vA tat iti ||1||
   BhG 8.2	Bhu 8.2
   adhiyajñaḥ kathaṃ ko 'tra dehe 'smin madhusūdana |	aDiyajQaH kaTam kaH atra dehe asmin maDusUdana |
   prayāṇakāle ca kathaṃ jñeyo 'si niyatātmabhiḥ ||2||	prayANa-kAle ca kaTam jQeyaH asi niyata-AtmaBiH ||2||
   śrīdharaḥ - kiṃ ca - adhiyajña iti | atra dehe you yajño nivartate tasmin	SrIDaraH  kim ca  aDiyajQaH iti | atra dehe you yajQaH nivartate tasmin
   ko 'dhiyajño 'dhiṣṭhātā | prayojakaḥ phala-dātā ca ka ity arthaḥ |	kaH aDiyajQaH aDizWAtA | prayojakaH Pala-dAtA ca kaH iti arTaH |
   svarūpaṃ pṛṣṭvādhiṣṭhāna-prakāraṃ pṛcchati - kathaṃ kena prakāreṇāsāv	svarUpam pRzwvA-aDizWAna--prakAram pRcCati  kaTam kena prakAreNa-asO=-
   asmin dehe sthito yajñam adhitiṣṭhantīty arthaḥ | yajña-grahaṇaṃ	asmin dehe sTitaH yajQam aDitizWanti-iti arTaH | yajQa--grahaNam
   sarva-karmaṇām upalakṣaṇārtham | anta-kāle ca niyata-cittaiḥ puruṣaiḥ	sarva-karmaNAm upalakzaNa-arTam | anta-kAle ca niyata-cittEH puruzEH
   kathaṃ kenopāyena jñeyo 'si ||2||	kaTam kena-upAyena jQeyaH asi ||2||
   madhusūdanaḥ - adhiyajño yajñam adhigato devatātmā vā para-brahma vā | sa	maDusUdanaH  aDiyajQaH yajQam aDigataH devatA-AtmA vA para-brahma vA | sa
   ca kathaṃ kena prakāreṇa cintanīyaḥ | kiṃ tādātmyena kiṃ vātyantābhedena |	ca kaTam kena prakAreNa cintanIyaH | kim tAdAtmyena kim vA-atyanta-aBedena |
   sarvathāpi sa kim asmin dehe vartate tato bahir vā | dehe cet sa ko 'tra	sarvaTA-api sa kim asmin dehe vartate tatas bahis vA | dehe ced sa kaH atra
   buddhyādis tad-vyatirikto vā | adhiyajñaḥ kathaṃ ko 'treti na	budDi-AdiH tat--vyatiriktaH vA | aDiyajQaH kaTam kaH atra-iti na
   praśna-dvayam | kintu saprakāra eka eva praśna iti draṣṭavyam |	praSna--dvayam | kintu sa-prakAraH ekaH eva praSnaH iti drazwavyam |
   parama-kāruṇikatvād āyāsenāpi sarvopadrava-nivārakasya bhagavato 'nāyāsena	parama-kAruNika-tvAt AyAsena-api sarva-upadrava--nivArakasya BagavataH anAyAsena
   mat-sanehopadrava-nivāraṇam īṣatkaram ucitam eveti sūcayan sambodhayati he	mat--saneha-upadrava--nivAraNam Izat-karam ucitam eva-iti sUcayan samboDayati he
   madhusūdaneti |	maDusUdanA-iti |
   prayāṇa-kāle ca sarva-karaṇa-grāma-vaiyāgryāc citta-samādhānānupapatteḥ	prayANa--kAle ca sarva-karaNa--grAma-vEya-agryAt citta--samADAna-anupapatteH
   kathaṃ kena prakāreṇa niyatātmabhiḥ samāhita-cittairjñeyo 'sīty	kaTam kena prakAreNa niyata-AtmaBiH samAhita--cittEH-jQeyaH asi-iti-
   ukta-śaṅkā-sūcanārthaś cakāraḥ | etat sarvaṃ sarvajñatvāt	ukta--SaFkA--sUcanA-arTaH cakAraH | etat sarvam sarvajQa-tvAt
   parama-kāruṇikatvāc ca śaraṇāgataṃ māṃ prati kathayety abhiprāyaḥ ||2||	parama-kAruNika-tvAt ca SaraNa-Agatam mAm prati kaTaya-iti aBiprAyaH ||2||
   viśvanāthaḥ --- nothing.	viSvanATaH -- noTing.
   baladevaḥ - adhiyajñaḥ ka iti yajñam adhigata indrādir vā viṣṇur vā sa iti	baladevaH  aDiyajQaH kaH iti yajQam aDigataH indra-AdiH vA vizNuH vA saH iti
   | katham iti tasyādhiyajña-bhāvaḥ katham ity arthaḥ | etat sarvaṃ	| kaTam iti tasya-aDiyajQa-BAvaH kaTam iti arTaH | etat sarvam
   mat-sandeha-nivāraṇaṃ taveṣatkaram iti bodhayituṃ sambodhanaṃ - he	mat--sandeha--nivAraNam tava-Izat-karam iti boDayitum samboDanam  he
   madhusūdaneti | prayāṇeti tadā sarvendriya-vyagratayā	maDusUdanA-iti | prayANa-iti tadA sarva-indriya--vyagra-tayA
   citta-samādhānāsmabhavād iti bhāvaḥ ||2||	citta--samADAna-asmaBavAt iti BAvaH ||2||
   BhG 8.3	Bhu 8.3
   śrībhagavān uvāca--	SrI-BagavAn uvAca--
   akṣaraṃ brahma paramaṃ svabhāvo 'dhyātmam ucyate |	akzaram brahma paramam svaBAvaH aDyAtmam ucyate |
   bhūtabhāvodbhavakaro visargaḥ karmasaṃjñitaḥ ||3||	BUta-BAva-udBava-karaH visargaH karma-saMjQitaH ||3||
   śrīdharaḥ - praśna-krameṇaivottaraṃ śrī-bhagavān uvāca akṣaram iti tribhiḥ	SrIDaraH  praSna--krameNa-eva-uttaram SrI--BagavAn uvAca akzaram iti triBiH
   | na kṣarati na calatīty akṣaram | nanu jīvo 'py akṣaraḥ | paramaṃ yad	| na kzarati na calati-iti akzaram | nanu jIvaH api akzaraH | paramam yat-
   akṣaraṃ jagato mūla-kāraṇaṃ tad braham | etad vai tad akṣaraṃ gārgi	akzaram jagataH mUla-kAraNam tat braham | etat vE tat akzaram gArgi
   brāhmaṇā abhivadantīti śruteḥ | svasyaiva brahmaṇa evāṃśatayā jīva-rūpeṇa	brAhmaNAH aBivadanti-iti SruteH | svasya-eva brahmaNaH eva-aMSa-tayA jIva--rUpeNa
   bhavanaṃ svabhāvaḥ | sa evātmānaṃ deham adhikṛtya bhoktṛtvena vartamāno	Bavanam svaBAvaH | saH eva-AtmAnam deham aDikRtya BoktR-tvena vartamAnaH-
   'dhyātma-śabdenocyate ity arthaḥ | bhūtānāṃ jarāyujādīnāṃ bhāva utpattiḥ |	aDyAtma--Sabdena-ucyate iti arTaH | BUtAnAm jarAyuja-AdInAm BAvaH utpattiH |
   udbhavaś ca utkṛṣṭatvena bhavanam udbhavaḥ |	udBavaH ca utkRzwa-tvena Bavanam udBavaH |
   agnau prāstāhutiḥ samyag ādityam upatiṣṭhate |	agnO prAsta-AhutiH samyak Adityam upatizWate |
   ādityāj jāyate vṛṣṭir vṛṣṭer annaṃ tataḥ prajā ||	AdityAt jAyate vRzwiH vRzweH annam tatas prajAH ||
   iti krameṇa vṛddhiḥ | tau bhūta-bhāvodbhavau karoti yo visargo	iti krameNa vRdDiH | tO BUta-BAva-udBavO karoti yaH visargaH-
   devatoddeśena dravya-tyāga-rūpo yajñaḥ | sarva-karmaṇām upalakṣaṇam etat	devatA-uddeSena dravya-tyAga--rUpaH yajQaH | sarva-karmaNAm upalakzaNam etat-
   sa ca karma-śabda-vācyaḥ ||3||	sa ca karma--Sabda--vAcyaH ||3||
   madhusūdanaḥ - evaṃ saptānāṃ praśnānāṃ krameṇottaraṃ tribhiḥ ślokaiḥ |	maDusUdanaH  evam saptAnAm praSnAnAm krameNa-uttaram triBiH SlokEH |
   praśna-krameṇa hi nirṇaye praṣṭur abhīṣṭa-siddhir anāyāsena syādity	praSna-krameNa hi nirNaye prazwuH aBIzwa--sidDiH anAyAsena syAt-iti-
   abhiprāyavān bhagavān atra śloke praśna-trayaṃ krameṇa nirdhāritavān |	aBiprAyavAn BagavAn atra Sloke praSna-trayam krameNa nirDAritavAn |
   evaṃ dvitīya-śloke 'pi praśna-trayaṃ tṛtīya-śloke tv ekam iti vibhāgaḥ |	evam dvitIya-Sloke api praSna-trayam tRtIya-Sloke tu ekam iti viBAgaH |
   nirupādhikam eva brahmātra vivakṣitaṃ brahma-śabdena na tu sopādhikam iti	nirupADikam eva brahmA-atra vivakzitam brahma--Sabdena na tu sa-upADikam iti
   prathama-praśnasyottaram āha - akṣaraṃ na kṣaratīty avināśi aśnute vā	praTama-praSnasya-uttaram Aha  akzaram na kzarati-iti avinASi aSnute vA
   sarvam iti sarva-vyāpakam | etad vai tad akṣaraṃ gārgi brāhmaṇā	sarvam iti sarva-vyApakam | etat vE tat akzaram gArgi brAhmaNA
   abhivadanty asthūlam anaṇu ity ādy upakramya etasya vā akṣarasya praśāsane	aBivadanti asTUlam anaNu iti Adi upakramya etasya vE akzarasya praSAsane
   gārgi sūryā-candramasau vidhṛtau tiṣṭhataḥ nānyad ato 'sti draṣṭṛ śrutir	gArgi sUryA-candramasO viDRtO tizWataH na-anyat atas asti drazwR SrutiH-
   ityādi madhye parāmṛśya etasmin tu khalv akṣarae gārgy ākāśa otaś ca	ityAdi maDye parAmRSya etasmin tu Kalu akzarae gArgi AkASaH otaH ca
   protaś ca ity upasaṃhṛtaṃ śrutyā | sarvopādhi-śūnyaṃ sarvasya praśāsitṛ,	protaH ca iti upasaMhRtam SrutyA | sarva-upADi--SUnyam sarvasya praSAsitR,
   avyākṛtākāśāntasya kṛtsnasya prapañcasya dhārayitṛ | asmiṃś ca	avyAkRta-AkASAntasya kRtsnasya prapaQcasya DArayitR | asmin ca
   śarīrendriya-saṃghāte vijñātṛ | nirupādhikaṃ caitanyaṃ tad iha brahmeti	SarIra-indriya--saMGAte vijQAtR | nirupADikam cEtanyam tat iha brahma-iti
   vivakṣitam | etad eva vivṛṇoti paramam iti | paramaṃ	vivakzitam | etat eva vivRNoti paramam iti | paramam
   sva-prakāśa-paramānanda-rūpaṃ praśāsanasya kṛtsna-jaḍa-varga-dhāraṇasya ca	sva--prakASa--parama-Ananda--rUpam praSAsanasya kRtsna--jaxa--varga--DAraNasya ca
   liṅgasya tatraivopapatteḥ | akṣaram ambarānta-dhṛteḥ (Vs 1.3.10) iti	liFgasya tatra-eva-upapatteH | akzaram ambara-anta-DRteH (VH 1.3.10) iti
   nyāyāt |	nyAyAt |
   na tv ihākṣara-śabdasya varṇa-mātre rūḍhatvāc	na tu iha-akzara--Sabdasya varNa--mAtre rUXa-tvAt-
   chruti-liṅgādhikaraṇa-nyāya-mūlakena rūḍhir yogam apaharati iti nyāyena	Cruti--liFga-aDikaraNa--nyAya--mUlakena rUXiH yogam apaharati iti nyAyena
   rathakāra-śabdena jāti-viśeṣavat-praṇavākhyam akṣaram eva grāhyaṃ	raTakAra--Sabdena jAti-viSezavat--praNava-AKyam akzaram eva grAhyam
   tatrokta-liṅga-sambhavāt | om ity ekākṣaraṃ brahmeti ca pareṇa viśeṣaṇāt	tatra-ukta-liFga--samBavAt | om iti eka-akzaram brahma-iti ca pareNa viSezaNAt-
   ānaarthakya-pratihatānāṃ viparītaṃ balābalam iti nyāyāt | varṣāsu	AnaarTakya--pratihatAnAm viparItam balAbalam iti nyAyAt | varzAsu
   rathakāra ādadhīta ity atra tu jāti-viśeṣe nāsty asambhava iti viśeṣaḥ |	raTakAraH AdaDItaH iti atra tu jAti-viSeze na-asti asamBavaH iti viSezaH |
   ananyathā-siddhena tu liṅgena śruter bādhaḥ ākāśas tal-liṅgāt ity ādau	ananyaTA--sidDena tu liFgena SruteH bADaH AkASaH tal--liFgAt iti AdO
   vivṛtaḥ | etāvāṃs tv iha viśeṣaḥ | ananyathā-siddhena liṅgena śruter bādhe	vivRtaH | etAvAn tu iha viSezaH | ananyaTA--sidDena liFgena SruteH bADe
   yatra yogaḥ sambhavati tatra sa eva gṛhyate mukhyatvāt | yathājyaiḥ	yatra yogaH samBavati tatra saH eva gRhyate muKya-tvAt | yaTA-AjyEH
   stuvate pṛṣṭaiḥ stuvata ity ādau | yathā cātraivākṣara-śabde | yatra tu	stuvate pRzwEH stuvate iti AdO | yaTA ca-atra-eva-akzara--Sabde | yatra tu
   yogo 'pi na sambhavati tatra gauṇī vṛttir yathākāśa-prāṇādi-śabdeṣu |	yogaH api na samBavati tatra gONI vRttiH yaTA-AkASa--prANa-Adi--Sabdezu |
   ākāśa-śabdasyāpi brahmaṇi ā samantāt kāśata iti yogaḥ sambhavatīti cet |	AkASa--Sabdasya-api brahmaNi A samantAt kASate iti yogaH samBavati-iti ced |
   sa eva gṛhyatām iti pañcapādīkṛtaḥ | tathā ca parāmarṣaṃ sūtraṃ prasiddheś	saH eva gRhyatAm iti paQca-pAdIkRtaH | taTA ca parAmarzam sUtram prasidDeH-
   ca (Vs 1.3.17) iti | kṛtam atra vistareṇa |	ca (VH 1.3.17) iti | kRtam atra vistareNa |
   tad evaṃ kiṃ tad brahmeti nirṇītam | adhunā kim adhyātmam iti nirṇīyate |	tat evam kim tat brahma-iti nirNItam | aDunA kim aDyAtmam iti nirNIyate |
   yad akṣaraṃ brahmety uktaṃ tasyaiva svabhāvaḥ svo bhāvaḥ svarūpaṃ	yat akzaram brahma-iti uktam tasya-eva svaBAvaH svaH BAvaH svarUpam
   pratyak-caitanyaṃ na tu svasya bhāva iti ṣaṣṭhī-samāsaḥ |	pratyak-cEtanyam na tu svasya BAvaH iti zazWI--samAsaH |
   lakṣaṇāprasaṅgāt, ṣaṣṭhī-tatpuruṣa-bādhena karma-dhāraya-parigrahasya	lakzaNa-aprasaFgAt, zazWI--tatpuruza--bADena karma--DAraya--parigrahasya
   śruta-padārthānvayena viṣāda-sthapaty-adhikaraṇa-siddhatvāt | tasmān na	Sruta--padArTa-anvayena vizAda--sTapati--aDikaraNa-sidDa-tvAt | tasmAt na
   brahmaṇaḥ saṃbandhi kintu brahma-svarūpam eva | ātmānaṃ deham adhikṛtya	brahmaNaH saMbanDi kintu brahma--svarUpam eva | AtmAnam deham aDikRtya
   bhoktṛtayā vartamānam adhyātmam ucyate 'dhyātma-śabdenābhidhīyate na	BoktRtayA vartamAnam aDyAtmam ucyate aDyAtma--Sabdena-aBiDIyate na
   karaṇa-grāma ity arthaḥ |	karaNa-grAmaH iti arTaH |
   yāga-dāna-homātmakaṃ vaidikaṃ karmaivātra karma-śabdena vivikṣitam iti	yAga--dAna--homa-Atmakam vEdikam karma-eva-atra karma--Sabdena vivikzitam iti
   tṛtīya-praśnottaram āha bhūtānāṃ bhavana-dharmakāṇāṃ sarveṣāṃ	tRtIya--praSna-uttaram Aha BUtAnAm Bavana--DarmakANAm sarvezAm
   sthāvara-jaṅgamānāṃ bhāvam utpattim udbhavaṃ vṛddhiṃ ca karoti yo visargas	sTAvara---jaFgamAnAm BAvam utpattim udBavam vRdDim ca karoti yaH visarga-s
   tyāgasta-tac-chāstra-vihito yāga-dāna-homātmakaḥ sa iha karma-saṃjñitaḥ |	tyAgaH-ta-tac--SAstra--vihitaH yAga--dAna-homa-AtmakaH saH iha karma--saMjQitaH |
   karma-śabdenokta iti yāvat | tatra devatoddeśena dravya-tyāgo yāga	karma--Sabdena-uktaH iti yAvat | tatra devatA-uddeSena dravya-tyAgaH yAga
   uttiṣṭhad dhomo vaṣaṭ-kāra-prayogāntaḥ | sa evopaviṣṭa-homaḥ	uttizWat DomaH vazaw-kAra--prayoga-antaH | saH eva-upavizwa--homaH
   svāhā-kāra-prayogānta āsecana-paryanto homaḥ | para-svatvāpatti-paryantaḥ	svAhA-kAra--prayoga-ante Asecana--paryantaH homaH | para-sva-tva-Apatti-paryantaH
   svatva-tyāgo dānam | sarvatra ca tyāgāṃśo 'nugataḥ | tasya ca	sva-tva--tyAgaH dAnam | sarvatra ca tyAga-aMSaH anugataH | tasya ca
   bhā̆ta-bhāvodbhava-karatvam-	BĂta-BAva-udBava-kara-tvam-
   agnau prāstāhutiḥ samyag ādityam upatiṣṭhate |	agnO prAsta-AhutiH samyak Adityam upatizWate |
   ādityāj jāyate vṛṣṭir vṛṣṭer annaṃ tataḥ prajāḥ || iti smṛteḥ |	AdityAt jAyate vRzwiH vRzweH annam tatas prajAH || iti smRteH |
   te vā ete āhutī hute utkrāmataḥ ity ādi śruteś ca ||3||	te vE ete AhutI hute utkrAmataH iti Adi SruteH ca ||3||
   viśvanāthaḥ --- uttaram āha akṣaram iti | na kṣaratīti akṣaraṃ nityaṃ yat	viSvanATaH -- uttaram Aha akzaram iti | na kzarati-iti akzaram nityam yat-
   paramaṃ tad brahma-- etad vai tad akṣaraṃ gārgi brāhmaṇā abhivadantīti	paramam tat brahma- etat vE tat akzaram gArgi brAhmaNAH aBivadanti-iti
   śruteḥ | svabhāvaḥ svātmānaṃ dehādhyāsa-vaśād bhāvayati janayatīti	SruteH | svaBAvaH sva-AtmAnam deha-aDyAsa-vaSAt BAvayati janayati-iti
   svabhāvaḥ jīvaḥ | yad vā svaṃ bhāvayati paramātmānaṃ prāpayatīti svabhāvaḥ	svaBAvaH jIvaH | yat vA svam BAvayati paramAtmAnam prApayati-iti svaBAvaH
   śuddha-jīvo 'dhyātmam ucyate | adhyātma-śabda-vācya ity arthaḥ | bhūtair	SudDa-jIvaH aDyAtmam ucyate | aDyAtma--Sabda--vAcyaH iti arTaH | BUtEH-
   eva bhāvānāṃ manuṣyādi-dehānām udbhavaṃ karotīti sa visargo jīvasya	eva BAvAnAm manuzya-Adi-dehAnAm udBavam karoti-iti sa visargaH jIvasya
   saṃsāraḥ karma-janyatvāt karma-saṃjñaḥ | karma-śabdena jīvasya saṃsāra	saMsAraH karma-janya-tvAt karma--saMjQaH | karma--Sabdena jIvasya saMsAra
   ucyata ity arthaḥ ||3||	ucyate iti arTaH ||3||
   baladevaḥ - evaṃ pṛṣṭo bhagavān krameṇa saptānām uttaram āha akṣaram iti |	baladevaH  evam pRzwaH BagavAn krameNa saptAnAm uttaram Aha akzaram iti |
   na kṣaratīti nirkter akṣaraṃ yat paramaṃ dehādi-viviktaṃ jīvātma-caitanyaṃ	na kzarati-iti nirkteH akzaram yat paramam deha-Adi--viviktam jIvAtma--cEtanyam
   tan mayā brahmety ucyate | tasyākṣara-śabdatvaṃ brahma-śabdatvaṃ	tat mayA brahma-iti ucyate | tasya-akzara--Sabda-tvam brahma--Sabda-tvam
   ca-avyaktam akṣare līyate 'kṣaraṃ tamasi līyate tama ekībhavati parasminn	ca-a-vyaktam akzare lIyate akzaram tamasi lIyate tamaH ekIBavati parasmin=-
   iti vijñānaṃ brahma ced veda iti śruteḥ |	iti vijQAnam brahma ced vedaH iti SruteH |
   svabhāva iti | svasya jīvātmanaḥ sambandhī yo bhāvo	svaBAvaH iti | svasya jIva-AtmanaH sambanDI yaH BAvaH-
   bhūta-sūkṣma-tad-vāsanā-lakṣaṇa-padārthaḥ | pañcāgni-vidyāyāṃ paṭhitas	BUta--sUkzma--tad--vAsanA--lakzaNa--padArTaH | paQca-agni-vidyAyAm paWita-s
   tad-ātmani saṃbadhyamānatvān mayādhyātmam ucyate |	tad--Atmani saMbaDyamAna-tvAt mayA-aDyAtmam ucyate |
   bhūteti teṣāṃ sūkṣmāṇāṃ bhūtānāṃ sthūlais taiḥ saṃpṛktānāṃ bhāvo	BUta-iti tezAm sUkzmANAm BUtAnAm sTUlEH tEH saMpRktAnAm BAvaH-
   manuṣyādi-lakṣaṇas tad-udbhava-karas tad-utpādako yo visargaḥ sa karma	manuzya-Adi--lakzaNaH tad--udBava-karaH tad--utpAdakaH yaH visargaH sa karma
   saṃjñitaḥ | jyotiṣṭomādi-karmaṇā svargam āsādya tasmin deva-dehena	saMjQitaH | jyotizwoma-Adi-karmaNA svargam AsAdya tasmin deva-dehena
   tat-karmopabhujya-bhāṇḍa-saṃkrānta-ghṛta-śeṣavad-bhogorvarito yaḥ	tat-karma-upaBujya--BANxa--saMkrAnta--GRta-Seza-vat--BogoH-varitaH yaH
   karma-śeṣo bhuvi manuṣyādi-deha-lābhāya visṛṣṭas tan mayā karmocyate |	karma--SezaH Buvi manuzya-Adi-deha--lABAya visRzwaH tat mayA karma-ucyate |
   chāndogye dyu-parjanya-pṛthivī-puruṣa-yoṣitsu pañcasv agniṣu	CAndogye dyu-parjanya--pRTivI--puruza--yozitsu paQcasu agnizu
   śraddhā-soma-vṛṣṭy-anna-retāṃsi kramāt pañcāhutayaḥ paṭhyante | tatrāyam	SradDA-soma--vRzwi--anna--retAMsi kramAt paQca-AhutayaH paWyante | tatra-ayam
   arthaḥ - vaidiko jīva iha loke 'smayāni dadhy-ādīni śraddhayā juhoti | tā	arTaH  vEdikaH jIvaH iha loke asmayAni daDi--AdIni SradDayA juhoti | tA
   dadhy-ādimayyaḥ pañcīkṛtatvāt pañca-bhūta-rūpā āpaḥ śraddhayā hutatvāt	daDi--Adi-mayyaH paQcIkRta-tvAt paQca-BUta--rUpAH ApaH SradDayA huta-tvAt-
   śraddhākhyāhuti-svarūpeṇa tasmin jīve saṃbaddhās tiṣṭhanti | atha tasmin	SradDA-AKya-Ahuti--svarUpeNa tasmin jIve saMbadDAH tizWanti | aTa tasmin
   mṛte tad-indriyādhiṣṭhātāro devās tā dyulokāgnau juhvati | tadvantaṃ jīvaṃ	mRte tad--indriya-aDizWAtAraH devAH tAH dyu-loka-agnO juhvati | tadvantam jIvam
