   (Vaidya 1)	(VEdyaH 1)
   pratiṣṭhāpya yena bhagavāṃstenāñjaliṃ praṇamya bhagavantametadavocat -	pratizWApya yena BagavAn=-tena-aQjalim praNamya Bagavantam-etat-avocat -
   pṛccheyamahaṃ bhagavantaṃ tathāgatamarhantaṃ samyaksaṃbuddhaṃ kaṃcideva	pRcCeyam-aham Bagavantam taTAgatam-arhantam samyaksaMbudDam kaMcid-eva
   pradeśam, saced bhagavānavakāśaṃ kuryāt pṛṣṭaśca praśnavyākaraṇāya /	pradeSam, saced BagavAn-avakASam kuryAt pRzwaH-ca praSna-vyAkaraNAya /
   evamukte bhagavān suvikrāntavikrāmiṇaṃ bodhisattvaṃ mahāsattvametadavocat	evam-ukte BagavAn su-vikrAnta-vikrAmiNam boDisattvam mahAsattvam-etat-avocat-
   - pṛccha tvaṃ suvikrāntavikrāmiṃstathāgatamarhantaṃ samyaksaṃbuddhaṃ	 pRcCa tvam su-vikrAnta-vikrAmin=-taTAgatam-arhantam samyaksaMbudDam
   yadyadevākāṅkṣasi / ahaṃ te tasya tasyaiva praśna(sya) vyākaraṇena	yat-yat-eva-AkAFkzasi / aham te tasya tasya-eva praSna(sya) vyAkaraNena
   cittamārādhayiṣyāmi //	cittam-ArADayizyAmi //
   evamukte suvikrāntavikrāmī bodhisattvo mahāsattvo bhagavantametadavocat -	evam-ukte su-vikrAnta-vikrAmI boDisattvaH mahAsattvaH Bagavantam-etat-avocat -
   prajñāpāramitā prajñāpāramiteti bhagavannucyate / kiyatā bhagavan	prajQApAramitA prajQApAramitA-iti Bagavan=-ucyate / kiyatA Bagavan
   bodhisattvānāṃ mahāsattvānāṃ prajñāpāramitā prajñāpāramitetyucyate? kathaṃ	boDisattvAnAm mahAsattvAnAm prajQApAramitA prajQApAramitA-iti-ucyate? kaTam
   bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carati? kathaṃ bhagavan	Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm carati? kaTam Bagavan
   bodhisattvasya mahāsattvasya prajñāpāramitāyāṃ carataḥ	boDisattvasya mahAsattvasya prajQApAramitAyAm carataH
   prajñāpāramitābhāvanā paripūriṃ gacchati? kathaṃ bhagavan bodhisattvasya	prajQApAramitA-BAvanA paripUrim gacCati? kaTam Bagavan boDisattvasya
   prajñāpāramitāṃ bhāvayato māraḥ pāpīyānavatāraṃ (na) labhate,	prajQApAramitAm BAvayataH mAraH pApIyAn-avatAram (na) laBate,
   sarvamārakarmāṇi cāvabudhyate? kīdṛgrūpaiśva bhagavan	sarva-mAra-karmANi ca-avabuDyate? kIdRS-rUpa-eSva Bagavan
   prajñāpāramitāvihārairviharan bodhisattvo mahāsattvaḥ kṣipraṃ	prajQApAramitA-vihArEH-viharan boDisattvaH mahAsattvaH kzipram
   sarvajñatādharmaparipūrimadhigacchati?	sarvajQa-tA-Darma-paripUrim-aDigacCati?
   evamukte bhagavān suvikrāntavikrāmiṇaṃ bodhisattvaṃ mahāsattvametadavocat	evam-ukte BagavAn su-vikrAnta-vikrAmiNam boDisattvam mahAsattvam-etat-avocat-
   - sādhu sādhu suvikrāntavikrāmin, yastvaṃ tathāgatamarhantaṃ	 sADu sADu su-vikrAnta-vikrAmin, yaH-tvam taTAgatam-arhantam
   samyaksaṃbuddhaṃ prajñāpāramitāṃ paripṛcchasi bodhisattvānāṃ (Vaidya 2)	samyaksaMbudDam prajQApAramitAm paripRcCasi boDisattvAnAm (VEdyaH 2)
   mahāsattvānāmarthāya, yathāpi nāma tvaṃ bahujanahitāya pratipanno	mahAsattvAnAm-arTAya, yaTA-api nAma tvam bahu-jana-hitAya pratipannaH-
   bahujanasukhāya lokānukampāyai mahato janakāyasyārthāya hitāya sukhāya	bahu-jana-suKAya loka-anukampAyE mahataH jana-kAyasya-arTAya hitAya suKAya
   devānāṃ ca manuṣyāṇāṃ ca, etarhyanāgatānāṃ ca bodhisattvānāṃ	devAnAm ca manuzyANAm ca, etarhi-anAgatAnAm ca boDisattvAnAm
   mahāsattvānāmālokaṃ kartukāma iti //	mahAsattvAnAm-Alokam kartu-kAmaH iti //
   atha khalu bhagavān jānanneva suvikrāntavikrāmiṇaṃ bodhisattvaṃ	aTa Kalu BagavAn jAnan=-eva su-vikrAnta-vikrAmiNam boDisattvam
   mahāsattvaṃ paripṛcchati sma - kiṃ tvaṃ suvikrāntavikrāmin arthavaśaṃ	mahAsattvam paripRcCati sma  kim tvam su-vikrAnta-vikrAmin arTa-vaSam
   saṃpaśyaṃstathāgatametadarthaṃ paripṛcchasi? evamukte suvikrāntavikrāmī	saMpaSyan=-taTAgatam-etad-arTam paripRcCasi? evam-ukte su-vikrAnta-vikrAmI
   bodhisattvo mahāsattvo bhagavantametadavocat - sarvasattvānāṃ vayaṃ	boDisattvaH mahAsattvaH Bagavantam-etat-avocat  sarva-sattvAnAm vayam
   bhagavannarthāya tathāgatametamarthaṃ paripṛcchāmaḥ sarvasattvahitāya	Bagavan=-arTAya taTAgatam-etam-arTam paripRcCAmaH sarva-sattva-hitAya
   sarvasattvānukampāyai / tatkasmāddhetoḥ? prajñāpāramitā bhagavan	sarva-sattva-anukampAyE / tat-kasmAt-hetoH? prajQApAramitA Bagavan
   sarvadharmāṇāṃ grāhikā yaduta	sarva-DarmANAm grAhikA yat-uta
   śrāvakapratyekabuddhabodhisattvasamyaksaṃbuddhadharmāṇām / ato	SrAvaka-pratyekabudDa-boDisattva-samyaksaMbudDa-DarmANAm / atas-
   bhagavaṃstathāgataviṣayaṃ tathāgatajñānaṃ ca nirdiśatu / tatra ye sattvā	Bagavan=-taTAgata-vizayam taTAgata-jQAnam ca nirdiSatu / tatra ye sattvA
   niyatāḥ śrāvakayāne bhaviṣyanti, te kṣipramanāsravāṃ bhūmiṃ	niyatAH SrAvaka-yAne Bavizyanti, te kzipram-anAsravAm BUmim
   sākṣātkariṣyanti / ye pratyekabuddhayāne niyatā bhaviṣyanti, te kṣipraṃ	sAkzAtkarizyanti / ye pratyekabudDa-yAne niyatAH Bavizyanti, te kzipram
   pratyekabuddhayānena niryāsyanti / ye anuttarāṃ samyaksaṃbodhiṃ	pratyekabudDa-yAnena niryAsyanti / ye anuttarAm samyaksaMboDim
   saṃprasthitāḥ, te kṣipramanuttarāṃ samyaksaṃbodhimabhisaṃbhotsyante / ye	saMprasTitAH, te kzipram-anuttarAm samyaksaMboDim-aBisaMBotsyante / ye
   ca anavakrāntasamyaktvaniyāmā aniyatāstisṛṣu bhūmiṣu, te śrutvā	ca anavakra-anta-samyaktva-niyAmAH aniyatAH-tisRzu BUmizu, te SrutvA
   anuttarāyāṃ samyaksaṃbodhau cittamutpādayiṣyanti / sarvasattvānāṃ ca	anuttarAyAm samyaksaMboDO cittam-utpAdayizyanti / sarva-sattvAnAm ca
   bhagavan kuśalamūlasaṃjananaṃ kṛtaṃ bhaviṣyati tathāgatena imaṃ	Bagavan kuSala-mUla-saMjananam kRtam Bavizyati taTAgatena imam
   prajñāpāramitāpraśnaṃ visarjayatā / na ca vayaṃ bhagavan hīnādhimuktikānāṃ	prajQApAramitA-praSnam visarjayatA / na ca vayam Bagavan hIna-aDimuktikAnAm
   sattvānāṃ kṛtaśastathāgataṃ paripṛcchāmaḥ, na daridracittānām, na	sattvAnAm kRtaSas-taTAgatam paripRcCAmaH, na daridra-cittA-nAm, na
   daridramānasasamanvāgatānām, na kusīdānām, na kausīdyābhibhūtānām, na	daridra-mAnasa-samanvAgatAnAm, na kusIdAnAm, na kOsIdya-aBiBUtAnAm, na
   dṛṣṭipaṅkāvasannānām, na mārapāśabaddhānām, nānapatrapāṇām,	dRzwi-paFka-avasannAnAm, na mAra-pASa-badDAnAm, nAnapatra-pANAm,
   nāsaṃlekhasamanvāgatānām, na muṣitasmṛtīnām, na bhrāntacittānām, na	na-asaMleKa-samanvAgatAnAm, na muzita-smRtI-nAm, na BrAnta-cittA-nAm, na
   kāmapaṅkamagnānām, na śaṭhānām, na māyāvinām, nākṛtajñānām, na	kAma-paFka-magnAnAm, na SaWAnAm, na mAyA-vinAm, na-akRtajQAnAm, na
   pāpecchānām, na pāpasamācārāṇām, na śīlavipannānām, nāpariśuddhaśīlānām,	pApa-icCAnAm, na pApa-samAcArANAm, na SIla-vipannAnAm, na-apariSudDa-SIlAnAm,
   na dṛṣṭivipannānām, na māragocaracāriṇām, nātmotkarṣakāṇām, na	na dRzwi-vipannAnAm, na mAra-gocara-cAriNAm, na-Atma-utkarzakANAm, na
   parapaṃsakānām, na lābhasatkāragurukāṇām, na pātracīvarādhyavasitānām, na	parapaMsakAnAm, na lABa-satkAra-gurukANAm, na pAtra-cIvara-aDyavasitAnAm, na
   kuhakānām, na lapakānām, na naimittikānām, na naiṣpeṣikāṇām, na lābhena	kuhakAnAm, na lapakAnAm, na nEmittikAnAm, na nEzpezikANAm, na lABena
   lābhacikīrṣukāṇām / na vayaṃ bhagavan evaṃrūpāṇāṃ sattvānāṃ	lABa-cikIrzukANAm / na vayam Bagavan evaMrUpANAm sattvAnAm
   kṛtaśastathāgataṃ paripṛcchāmaḥ / ye punarbhagavan sattvāḥ sarvajñajñānaṃ	kRtaSas-taTAgatam paripRcCAmaH / ye punar-Bagavan sattvAH sarvajQa-jQAnam
   prārthayanti, asaṅgajñānaṃ svayaṃbhūjñānamasamajñānamanuttarajñānaṃ	prArTayanti, asaFga-jQAnam svayaMBU-jQAnam-asama-jQAnam-anuttara-jQAnam
   prārthayante, ye nātmānamupalabhante na param, kutaḥ	prArTayante, ye na-AtmAnam-upalaBante na param, kutas-
   punarātmānamutkarṣayiṣyanti paraṃ vā pasaṃyiṣyanti, teṣāṃ nihatamānānāṃ	punar-AtmAnam-utkarzayizyanti param vA pasaMyizyanti, tezAm nihata-mAnAnAm
   vayaṃ bhagavaṃśchinnaviṣāṇavṛṣabhopamānāṃ bodhisattvānāṃ	vayam Bagavan=-Cinna-vizANa-vRzaBa-upamAnAm boDisattvAnAm
   mahāsattvānāmāvrīḍhaśalyānāṃ nīcamānasānāṃ caṇḍālakumārakopamacittānāṃ	mahAsattvAnAm-AvrIXa-SalyAnAm nIca-mAnasAnAm caNxAla-kumAraka-upamacittAnAm
   pṛthivyaptejovāyvākāśasamacitānāṃ bhagavan sattvānāmarthāya tathāgataṃ	pRTivI-ap-tejaH-vAyu-AkASa-sama-citAnAm Bagavan sattvAnAm-arTAya taTAgatam
   paripṛcchāmo bodhisattvānāṃ mahāsattvānām / ye dharmamapi nopalabhante	paripRcCAmaH boDisattvAnAm mahAsattvAnAm / ye Darmam-api na-upalaBante
   nābhiniviśante kutaḥ punaradharmam, teṣāṃ vayaṃ bhagavannarthāya	na-aBiniviSante kutas punar-aDarmam, tezAm vayam Bagavan=-arTAya
   tathāgataṃ paripṛcchāmo bodhisattvānāṃ	taTAgatam paripRcCAmaH boDisattvAnAm
   mahāsattvānāmāśayaśuddhānāmaśaṭhānāmamāyāvināmṛjukānāṃ samacittānāṃ	mahAsattvAnAm-ASaya-SudDAnAm-aSaWAnAm-amAyAvinAm-RjukAnAm sama-cittAnAm
   sarvasattvahitāmukampakānāṃ samādāpakānāṃ samuttejakānāṃ saṃpraharṣakāṇāṃ	sarva-sattva-hitAmukampakAnAm samAdApakAnAm samuttejakAnAm saMpraharza-kANAm
   mahābhāravāhikānāṃ mahāyānasamārūḍhānāṃ mahākṛtyena pratyupasthitānāṃ	mahABAra-vAhikAnAm mahAyAna-samArUXAnAm mahA-kRtyena pratyupasTitAnAm
   mahākāruṇikānāṃ sarvasattvahitasukhāvahānāṃ nāyakānāṃ vināyakānāṃ	mahA-kAruNikAnAm sarva-sattva-hita-suKa-AvahAnAm nAyakAnAm vinAyakAnAm
   pariṇāyakānāṃ sarvadharmāniśritavihārikāṇāṃ sarvopapattyāyatanānarthikānāṃ	pariNAyakAnAm sarva-Darma-aniSrita-vihArikANAm sarva-upapatti-Ayatana-anarTikAnAm
   sarvamārapāśavinirmuktānāṃ (Vaidya 3) chandikānāṃ vīryavatāmapramattānāṃ	sarva-mAra-pASa-vinirmuktAnAm (VEdyaH 3) CandikAnAm vIryavatAm-apramattAnAm
   sarvadharmaparamapāramiprāptānāṃ sarvasaṃśayacchedanakuśalānām / (teṣāṃ)	sarva-Darma-parama-pArami-prAptAnAm sarva-saMSaya=-Cedana-kuSalAnAm / (tezAM)
   vayaṃ bhagavan sattvānāṃ kṛtaśastathāgataṃ paripṛcchāmo bodhisattvānāṃ	vayam Bagavan sattvAnAm kRtaSas-taTAgatam paripRcCAmaH boDisattvAnAm
   mahāsattvānām / ye te bhagavan sattvā bodhijñānamapi na manyante	mahAsattvAnAm / ye te Bagavan sattvAH boDi-jQAnam-api na manyante
   nābhiniviśante nādhyavasāya tiṣṭhanti, sarvamanyanāsamatikrāntā	na-aBiniviSante na-aDyavasAya tizWanti, sarvam-anya-nAsam-atikrAntA
   mārgasthitā mārgapratipannā mārgadaiśikāḥ, teṣāṃ vayaṃ bhagavan sattvānāṃ	mArga-sTitAH mArga-pratipannAH mArga-dESikAH, tezAm vayam Bagavan sattvAnAm
   kṛtaśastathāgataṃ paripṛcchāmo bodhisattvānāṃ mahāsattvānāṃ ca /	kRtaSas-taTAgatam paripRcCAmaH boDisattvAnAm mahAsattvAnAm ca /
   sarvasattvānāṃ vayaṃ bhagavannarthāya hitāya sukhāya yogakṣemāya	sarva-sattvAnAm vayam Bagavan=-arTAya hitAya suKAya yogakzemAya
   tathāgataṃ paripṛcchāmaḥ, sarvasattvānāṃ vayaṃ bhagavan	taTAgatam paripRcCAmaH, sarva-sattvAnAm vayam Bagavan
   sukhamupasaṃhartukāmā anuttarasukhaṃ niruttarasukhaṃ nirvāṇasukhaṃ	suKam-upasaMhartu-kAmAH anuttara-suKam niruttara-suKam nirvANa-suKam
   buddhasukhamasaṃskṛtasukham / tena vayaṃ bhagavan sarvasattvānāṃ	budDa-suKam-asaMskRta-suKam / tena vayam Bagavan sarva-sattvAnAm
   saṃśayacchittyarthaṃ tathāgataṃ paripṛcchāmaḥ / niḥsaṃśayā vayaṃ bhagavan	saMSaya=-Citti-arTam taTAgatam paripRcCAmaH / niHsaMSayAH vayam Bagavan
   bhavitukāmāḥ, niḥsaṃśayāśca bhagavan sarvasattvebhyaḥ saṃśayaprahāṇāya	Bavitu-kAmAH, niHsaMSayAH-ca Bagavan sarva-sattveByaH saMSaya-prahANAya
   dharmaṃ deśayitukāmāḥ / tatkasmāddhetoḥ? sarvasattvā hi bhagavan sukhakāmā	Darmam deSayitu-kAmAH / tat-kasmAt-hetoH? sarva-sattvAH hi Bagavan suKa-kAmA
   duḥkhapratikūlāḥ, sarvasattvāḥ sukhenārthikāḥ / na ca vayaṃ bhagavan	duHKa-pratikUlAH, sarva-sattvAH suKena-arTikAH / na ca vayam Bagavan
   sarvasattvānāṃ kiṃcidanyatsukhaṃ samanupaśyāmo 'nyatra prajñātaḥ / na	sarva-sattvAnAm kiMcid-anyat-suKam samanupaSyAmaH anyatra prajQAtaH / na
   cānyatkiṃcidbhagavan sarvasattvānāṃ sukhamasti anyatra	ca-anyat-kiMcid-Bagavan sarva-sattvAnAm suKam-asti anyatra
   bodhisattvayānānmahāyānāt / tena vayaṃ bhagavan imamarthavaśaṃ	boDisattva-yAnAt-mahAyAnAt / tena vayam Bagavan imam-arTa-vaSam
   saṃpaśyantaḥ sattvānāṃ sukhamupasaṃhartukāmāḥ prajñāpāramitāṃ	saMpaSyantaH sattvAnAm suKam-upasaMhartu-kAmAH prajQApAramitAm
   paripṛcchāmaḥ / bodhisattvānāṃ caitamarthaṃ bhagavan	paripRcCAmaH / boDisattvAnAm ca-etam-arTam Bagavan
   samanupaśyadbhirasmābhistathāgata etamarthaṃ paripṛṣṭaḥ //	samanupaSyadBiH-asmABiH-taTAgataH etam-arTam paripRzwaH //
   evamukte bhagavām suvikrāntavikrāmiṇaṃ bodhisattvāṃ mahāsattvametadavocat	evam-ukte BagavAm su-vikrAnta-vikrAmiNam boDisattvAm mahAsattvam-etat-avocat-
   - sādhu sādhu suvikrāntavikrāmin / guṇānāṃ te na sukaraḥ paryanto	 sADu sADu su-vikrAnta-vikrAmin / guNAnAm te na sukaraH paryantaH-
   'dhigantum, yastvaṃ tathāgataṃ mahato janakāyasyānukampayā imāṃ	aDigantum, yaH-tvam taTAgatam mahataH jana-kAyasya-anukampayA imAm
   prajñāpāramitāṃ paripṛcchasi / tena hi tvaṃ suvikrāntavikrāmin śṛṇu, sādhu	prajQApAramitAm paripRcCasi / tena hi tvam su-vikrAnta-vikrAmin SRNu, sADu
   ca suṣṭhu ca manasikuru, bhāṣiṣye 'haṃ te / sādhu bhagavanniti	ca suzWu ca manasikuru, BAzizye aham te / sADu Bagavan=-iti
   suvikrāntavikrāmī bodhisattvo mahāsattvo bhagavataḥ pratyaśrauṣīt ////	su-vikrAnta-vikrAmI boDisattvaH mahAsattvaH BagavataH pratyaSrOzIt ////
   bhagavānetadavocat - yattvaṃ suvikrāntavikrāmin evaṃ vadasi -	BagavAn-etat-avocat  yat-tvam su-vikrAnta-vikrAmin evam vadasi -
   prajñāpāramitā prajñāpāramiteti bhagavannucyate, kiyatā bhagavan	prajQApAramitA prajQApAramitA-iti Bagavan=-ucyate, kiyatA Bagavan
   bodhisattvānāṃ mahāsattvānāṃ prajñāpāramitetyucyata iti, na hi	boDisattvAnAm mahAsattvAnAm prajQApAramitA-iti-ucyate iti, na hi
   suvikrāntavikrāmin kenaciddharmeṇa prajñāpāramitā vacanīyā /	su-vikrAnta-vikrAmin kenacid-DarmeNa prajQApAramitA vacanIyAH /
   sarvavacanātikrāntā hi prajñāpāramitā / na hi suvikrāntavikrāmin	sarva-vacana-atikrAntA hi prajQApAramitA / na hi su-vikrAnta-vikrAmin
   prajñāpāramitā śakyate vaktum - iyaṃ sā prajñāpāramitā, asya vā	prajQApAramitA Sakyate vaktum  iyam sA prajQApAramitA, asya vA
   prajñāpāramitā, anena vā prajñāpāramitā, asmādvā prajñāpāramitā /	prajQApAramitA, anena vA prajQApAramitA, asmAt-vA prajQApAramitA /
   apāramitaiṣā suvikrāntavikrāmin sarvadharmāṇām, tenocyate prajñāpāramiteti	apAramitA-ezA su-vikrAnta-vikrAmin sarva-DarmANAm, tena-ucyate prajQApAramitA-iti
   / prajñaiva suvikrāntavikrāmiṃstathāgatena na labdhā, nopalabdhā, kutaḥ	/ prajQA-eva su-vikrAnta-vikrAmin=-taTAgatena na labDA, na-upalabDA, kutas-
   punaḥ prajñāpāramitāmupalapsyate? prajñeti suvikrāntavikrāmin ajñaiṣā	punar prajQApAramitAm-upalapsyate? prajQA-iti su-vikrAnta-vikrAmin ajQA-ezA
   sarvadharmāṇām, ajānanaiṣā sarvadharmāṇām, tenocyate prajñeti / katamā ca	sarva-DarmANAm, ajAnanA-ezA sarva-DarmANAm, tena-ucyate prajQA-iti / katamA ca
   suvikrāntavikrāmin ajānanā sarvadharmāṇām? anyathaite sarvadharmā	su-vikrAnta-vikrAmin ajAnanA sarva-DarmANAm? anyaTA-ete sarva-DarmA
   anyathābhilapyante, na cābhilāpavinirmuktāḥ sarvadharmāḥ / yā ca ajñā	anyaTA-aBilapyante, na ca-aBilApa-vinirmuktAH sarva-DarmAH / yA ca ajQA
   sarvadharmāṇām, yā ca ajānanā sarvadharmāṇām, na sā śakyā vācā vaktum /	sarva-DarmANAm, yA ca ajAnanA sarva-DarmANAm, na sA SakyA vAcA vaktum /
   api tu yathā sattvā ajānanāḥ, tenocyate prajñeti / prajñāptirityevocyate,	api tu yaTA sattvAH ajAnanAH, tena-ucyate prajQA-iti / prajQA-AptiH-iti-eva-ucyate,
   tenocyate prajñeti / sarvadharmāśca suvikrāntavikrāmin aprajñapanīyāḥ,	tena-ucyate prajQA-iti / sarva-DarmAH-ca su-vikrAnta-vikrAmin aprajQapanIyAH,
   apravartyāḥ, anirdeśyāḥ adṛśyāśca / yaivamajānanā, iyamucyate ajānaneti /	apravartyAH, anirdeSyAH adRSyAH-ca / yA-evam-ajAnanA, iyam-ucyate ajAnana-iti /
   prajñeti suvikrāntavikrāmin naiṣā ajñā nāpyanajñā, nāpyajñānajñā,	prajQA-iti su-vikrAnta-vikrAmin na-ezA ajQA na-api-anajQA, na-api-ajQAna-jQA,
   tatastenocyate prajñeti / (Vaidya 4) [na]) jñānagocara eṣa	tatas-tena-ucyate prajQA-iti / (VEdyaH 4) [na]) jQAna-gocaraH eza
   suvikrāntavikrāmin, nājñānagocaraḥ / nājñānaviṣayo nāpi jñānaviṣayaḥ /	su-vikrAnta-vikrAmin, na-ajQAna-gocaraH / na-ajQAna-vizayaH na-api jQAna-vizayaH /
   aviṣayo hi jñānam / sacedajñānaviṣayaḥ syāta, ajñānaṃ syāt / na	avizayaH hi jQAnam / saced-ajQAna-vizayaH syAta, ajQAnam syAt / na
   jñānamajñānataḥ, nāpi jñānato 'jñānam, nāpi jñānamajñānam, nāpyajñānaṃ	jQAnam-ajQAnataH, na-api jQAnataH ajQAnam, na-api jQAnam-ajQAnam, na-api-ajQAnam
   jñānam / nājñānena jñānamityucyate, nāpi jñānena jñānamityucyate /	jQAnam / na-ajQAnena jQAnam-iti-ucyate, na-api jQAnena jQAnam-iti-ucyate /
   ajñānena hi jñānamityucyate, na tu tatra kiṃcidajñānaṃ	ajQAnena hi jQAnam-iti-ucyate, na tu tatra kiMcid-ajQAnam
   yacchakyamādarśayitum - idaṃ tajjñānam, asya vā tajjñānam, anena vā	yat-Sakyam-AdarSayitum  idam tat-jQAnam, asya vA tat-jQAnam, anena vA
   tajjñānam / tena tajjñānaṃ jñānatvena na saṃvidyate, nāpi tajjñānaṃ	tat-jQAnam / tena tat-jQAnam jQAna-tvena na saMvidyate, na-api tat-jQAnam
   tattvenāvasthitam, nāpyajñānaṃ jñānamityucyate / sacedajñānena	tattvena-avasTitam, na-api-ajQAnam jQAnam-iti-ucyate / sa-ced-ajQAnena
   jñānamityucyeta, tataḥ sarve bālapṛthagjanā jñānino bhaveyuḥ / api tu	jQAnam-iti-ucyeta, tatas sarve bAla-pRTagjanAH jQAninaH BaveyuH / api tu
   jñānājñānānupalabdhito jñānājñānaṃ yathābhūtaparijñā / tadeva	jQAna-ajQAna-anupalabDitaH jQAna-ajQAnam yaTABUta-parijQA / tat-eva
   jñānamityucyate, na punaryathocyate tathā tajjñānam / tatkasmāt? na hi	jQAnam-iti-ucyate, na punar-yaTA-ucyate taTA tat-jQAnam / tat-kasmAt? na hi
   jñānaṃ vacanīyam, nāpi jñānaṃ kasyacidviṣayaḥ / sarvaviṣayavyatikrāntaṃ hi	jQAnam vacanIyam, na-api jQAnam kasyacid-vizayaH / sarva-vizaya-vyatikrAntam hi
   jñānam, na ca jñānaṃ viṣayam (yaḥ?) / ayaṃ suvikrāntavikrāmin	jQAnam, na ca jQAnam vizayam (yaH?) / ayam su-vikrAnta-vikrAmin
   jñānanirdeśaḥ, adeśo 'pradeśaḥ, yena jñānenāsau jñānināṃ jñānīti saṃkhyāṃ	jQAna-nirdeSaH, adeSaH apradeSaH, yena jQAnena-asO jQAninAm jQAni-iti saMKyAm
   gacchati / yaivaṃ suvikrāntavikrāmin prajānanā anubodhanā ajānanā,	gacCati / yA-evam su-vikrAnta-vikrAmin prajA-AnanAH anuboDanAH ajAnanA,
   iyamucyate prajñeti / ya evaṃ suvikrāntavikrāmin abhisamayaḥ, sākṣātkriyā,	iyam-ucyate prajQA-iti / yaH evam su-vikrAnta-vikrAmin aBisamayaH, sAkzAtkriyA,
   iyamucyate lokottarā prajñeti, na punaryathocyate lokottarā prajñeti /	iyam-ucyate loka-uttarA prajQA-iti, na punar-yaTA-ucyate lokottarA prajQA-iti /
   tatkasmāddhetoḥ? loka eva nopalabhyate, kutaḥ punarlokottarā prajñā? kaḥ	tat-kasmAt-hetoH? lokaH eva na-upalaByate, kutas punar-loka-uttarA prajQA? kaH
   punarvādo yo lokān samanuttariṣyati lokottarayā prajñayā? tatkasya hetoḥ?	punar-vAdaH yaH lokAn samanuttarizyati loka-uttarayA prajQayA? tat-kasya hetoH?
   na hi sā lokamupalabhate, tena na kiṃciduttārayati, tenocyate lokottarā	na hi sA lokam-upalaBate, tena na kiMcid-uttArayati, tena-ucyate lokottarA
   prajñeti / loka iti suvikrāntavikrāmin prajñaptirlokasamatikramaḥ /	prajQA-iti / lokaH iti su-vikrAnta-vikrAmin prajQaptiH-loka-samatikramaH /
   sarvaprajñaptisamatikrāntaṃ lokottaramityucyate / na ca	sarva-prajQapti-samatikrAntam lokottaram-iti-ucyate / na ca
   punarlokottaramuttaraṇam, anuttaraṇaṃ lokottaram / tatkasya hetoḥ? aṇurapi	punar-loka-uttaram-uttaraNam, anuttaraNam loka-uttaram / tat-kasya hetoH? aNuH-api
   tatra dharmo na saṃvidyate ya uttartavyo yena cottartavyaḥ / tenocyate	tatra DarmaH na saMvidyate yaH uttartavyaH yena ca-uttartavyaH / tena-ucyate
   lokottaramiti / lokottare hi na loko vidyate na lokottaram,	lokottaram-iti / lokottare hi na lokaH vidyate na lokottaram,
   anuttarasyānuttara(ṇa) miti, tenocyate lokottaramiti / ayamucyate	anuttarasya-anuttara(Na) miti, tena-ucyate lokottaram-iti / ayam-ucyate
   suvikrāntavikrāmin lokottarāyāḥ prajñāyā nirdeśaḥ, na punaryathocyate	su-vikrAnta-vikrAmin lokottarAyAH prajQAyAH nirdeSaH, na punar-yaTA-ucyate
   lokottarā prajñeti / tatkasmāddhetoḥ? na hi yā lokottarā sā vacanīyā,	lokottarA prajQA-iti / tat-kasmAt-hetoH? na hi yA lokottarA sA vacanIyA,
   uttīrṇā sā / na tatra bhūyaḥ kiṃciduttartavyam, tenocyate lokottarā	uttIrNA sA / na tatra BUyas kiMcid-uttartavyam, tena-ucyate lokottarA
   prajñeti //	prajQA-iti //
